sedan2door_-20_40_-20_0_20_240_20_400 gt:['-20', '40', '-20', '0', '20'] pred:[20.       46.746803 20.       14.743726 17.789633]
suv_-40_0_-20_20_40_200_60_450 gt:['-40', '0', '-20', '20', '40'] pred:[40.173206   4.1125555 20.        18.253643  39.581223 ]
sedan4door_-40_40_0_20_20_0_80_450 gt:['-40', '40', '0', '20', '20'] pred:[38.590237  42.526142   6.4668326 18.249592  22.591093 ]
hatchback_-20_40_-20_40_40_240_40_450 gt:['-20', '40', '-20', '40', '40'] pred:[20.       44.357758 20.       42.29972  40.006714]
sedan2door_-20_20_0_20_40_160_80_400 gt:['-20', '20', '0', '20', '40'] pred:[17.186075 23.208698 17.665205 17.122978 38.830906]
suv_-20_40_0_40_0_40_40_400 gt:['-20', '40', '0', '40', '0'] pred:[20.456362  40.         5.538805  40.         2.4951034]
sedan4door_-40_40_-40_20_40_160_80_450 gt:['-40', '40', '-40', '20', '40'] pred:[35.53269  43.01791  41.017696 14.727667 38.58122 ]
sedan4door_-20_20_-40_0_20_0_80_400 gt:['-20', '20', '-40', '0', '20'] pred:[17.167002  22.388725  42.855724   2.8592184 20.916466 ]
suv_0_40_-20_20_20_200_40_400 gt:['0', '40', '-20', '20', '20'] pred:[ 0.       41.800068 20.       16.557661 19.436657]
sedan2door_0_20_-20_20_0_80_60_450 gt:['0', '20', '-20', '20', '0'] pred:[ 3.643063  24.006607  24.087126  17.36924    1.6380395]
sedan4door_-20_20_0_0_0_200_20_400 gt:['-20', '20', '0', '0', '0'] pred:[20.        22.15519    0.         3.2445126  2.6901934]
sedan2door_0_40_-20_0_0_320_60_450 gt:['0', '40', '-20', '0', '0'] pred:[ 3.1587164 44.67875   23.240902  20.606018   2.4060535]
sedan4door_-40_0_-40_20_40_160_40_450 gt:['-40', '0', '-40', '20', '40'] pred:[40.        2.801834 40.       16.719444 41.154446]
sedan4door_-40_20_-20_0_20_40_40_400 gt:['-40', '20', '-20', '0', '20'] pred:[39.271076 20.       14.739862  0.       21.279552]
hybrid_-20_40_-20_20_40_0_80_450 gt:['-20', '40', '-20', '20', '40'] pred:[20.102276 44.20381  17.709333  9.776856 41.627575]
suv_-40_0_-40_40_20_240_80_450 gt:['-40', '0', '-40', '40', '20'] pred:[37.525723   5.0448475 42.87845   34.952812  28.536888 ]
hatchback_0_40_-20_20_40_280_80_450 gt:['0', '40', '-20', '20', '40'] pred:[ 4.1661334 39.31781   26.015562  19.118624  40.67137  ]
sedan4door_-20_40_-20_20_0_160_80_450 gt:['-20', '40', '-20', '20', '0'] pred:[13.938736  47.116615  22.298851  13.599382   2.8041055]
hybrid_-40_20_-40_0_0_280_80_450 gt:['-40', '20', '-40', '0', '0'] pred:[44.835617  22.008928  24.362698  21.133274   2.1377409]
suv_0_0_-20_20_20_200_20_400 gt:['0', '0', '-20', '20', '20'] pred:[ 0.         2.6943593 20.        15.662874  20.093348 ]
suv_-40_40_-40_0_0_280_80_450 gt:['-40', '40', '-40', '0', '0'] pred:[38.67065   43.899105  41.497303   3.7767255  3.5496974]
hybrid_0_0_-40_0_0_280_40_400 gt:['0', '0', '-40', '0', '0'] pred:[ 2.0478563  2.3510454 29.34211   28.851963   1.3628346]
hatchback_0_40_-20_40_40_360_40_450 gt:['0', '40', '-20', '40', '40'] pred:[ 3.158787 40.       18.569332 40.       39.474293]
sedan2door_-20_20_0_0_20_160_20_400 gt:['-20', '20', '0', '0', '20'] pred:[20.       22.14957   0.       30.449528 20.      ]
sedan2door_-40_0_-20_40_40_40_40_400 gt:['-40', '0', '-20', '40', '40'] pred:[42.53411   0.       10.838106 40.       41.658833]
suv_0_40_-40_0_0_320_80_400 gt:['0', '40', '-40', '0', '0'] pred:[ 3.2710936 49.9669    48.986706   2.207856   1.0089375]
suv_0_40_0_0_20_360_20_400 gt:['0', '40', '0', '0', '20'] pred:[ 1.9249333 40.         4.615584   0.        20.       ]
hatchback_-40_0_-20_0_20_40_40_400 gt:['-40', '0', '-20', '0', '20'] pred:[41.49163   0.       15.874234  0.       22.849382]
hatchback_0_40_-40_20_20_200_60_400 gt:['0', '40', '-40', '20', '20'] pred:[ 8.4312525 43.82023   40.        19.992199  18.966152 ]
suv_-20_40_-40_0_20_80_80_450 gt:['-20', '40', '-40', '0', '20'] pred:[16.0578    42.043945  44.391018   3.2338989 20.       ]
hatchback_-20_20_-40_40_40_160_80_400 gt:['-20', '20', '-40', '40', '40'] pred:[21.238844 23.23951  43.150978 38.60836  40.3907  ]
hybrid_-40_0_-40_20_0_360_80_450 gt:['-40', '0', '-40', '20', '0'] pred:[42.85099    3.5514455 22.589478  20.22611    2.6537013]
hybrid_-20_40_0_40_20_320_80_400 gt:['-20', '40', '0', '40', '20'] pred:[17.33384  44.964893 11.423879 12.987115 26.883318]
sedan2door_0_0_-40_0_40_280_20_450 gt:['0', '0', '-40', '0', '40'] pred:[ 3.1735733  0.        24.879776   0.        48.15772  ]
hatchback_0_0_0_0_40_200_20_400 gt:['0', '0', '0', '0', '40'] pred:[ 0.         2.7353292  0.         2.9396122 43.40187  ]
hatchback_0_40_-20_0_0_120_20_450 gt:['0', '40', '-20', '0', '0'] pred:[ 0.        43.5436    20.         3.0193317  0.       ]
hatchback_0_0_-40_0_20_240_80_400 gt:['0', '0', '-40', '0', '20'] pred:[ 3.54498    2.9568856 41.746483   3.440265  25.393894 ]
hatchback_-40_40_0_0_40_200_40_450 gt:['-40', '40', '0', '0', '40'] pred:[40.        43.762062   0.         5.4697003 43.729366 ]
hybrid_0_20_0_40_20_200_60_400 gt:['0', '20', '0', '40', '20'] pred:[ 2.6981683 25.185732   0.        15.002401  19.010725 ]
sedan2door_0_20_-20_40_40_360_80_400 gt:['0', '20', '-20', '40', '40'] pred:[ 2.8220494 21.538046  19.940372  16.992489  42.968857 ]
hatchback_0_20_0_0_20_240_20_400 gt:['0', '20', '0', '0', '20'] pred:[ 0.       22.264639  0.        4.878592 20.820366]
hatchback_-40_20_-20_0_20_160_80_400 gt:['-40', '20', '-20', '0', '20'] pred:[42.71487   20.427025  21.336798   3.6990488 19.916235 ]
sedan2door_0_0_0_20_20_0_80_400 gt:['0', '0', '0', '20', '20'] pred:[ 2.0267096  2.6985106 19.427626  19.440056  19.700384 ]
sedan2door_-40_20_-40_0_20_320_60_400 gt:['-40', '20', '-40', '0', '20'] pred:[44.00609  19.123724 29.476517 33.31653  21.186031]
hatchback_-20_40_-40_20_0_280_40_450 gt:['-20', '40', '-40', '20', '0'] pred:[19.421127  41.677177  40.350014  12.450844   4.9907355]
hatchback_0_0_-20_0_20_120_80_450 gt:['0', '0', '-20', '0', '20'] pred:[ 1.3088328  2.6591935 20.612848   4.054583  19.575226 ]
hybrid_0_40_-20_20_0_160_40_450 gt:['0', '40', '-20', '20', '0'] pred:[ 0.        45.97726   20.        31.106565   4.7367887]
hatchback_0_20_0_40_0_40_80_400 gt:['0', '20', '0', '40', '0'] pred:[ 1.6531193 29.923016   2.8920934 45.000946   2.8210406]
suv_-40_0_-40_40_20_0_40_400 gt:['-40', '0', '-40', '40', '20'] pred:[40.88214   0.       43.384438 40.       16.253958]
sedan2door_-40_40_-40_40_40_240_40_450 gt:['-40', '40', '-40', '40', '40'] pred:[40.       42.528862 40.       20.202711 38.57496 ]
sedan2door_-40_0_0_20_40_80_80_450 gt:['-40', '0', '0', '20', '40'] pred:[42.357277   3.1672132 30.052668  22.960709  40.       ]
sedan2door_0_20_0_20_20_240_40_450 gt:['0', '20', '0', '20', '20'] pred:[ 0.       19.893929  0.       24.984098 22.766403]
sedan2door_-20_20_-20_40_20_280_80_400 gt:['-20', '20', '-20', '40', '20'] pred:[20.04417  20.732334 25.850819 20.14823  21.391996]
sedan4door_-40_20_0_0_20_80_80_450 gt:['-40', '20', '0', '0', '20'] pred:[42.882713  23.487774   3.7576573  4.4530025 20.       ]
hatchback_-40_40_0_20_40_360_80_400 gt:['-40', '40', '0', '20', '40'] pred:[39.73658   42.437523   5.0706096 16.644224  43.65415  ]
suv_0_20_0_20_20_240_80_450 gt:['0', '20', '0', '20', '20'] pred:[ 1.615271 21.092844  4.104742 18.869041 20.109837]
hybrid_-40_20_0_0_40_0_60_400 gt:['-40', '20', '0', '0', '40'] pred:[41.225655 22.860344 20.647814  0.       39.60681 ]
suv_-40_20_0_20_0_320_60_400 gt:['-40', '20', '0', '20', '0'] pred:[43.073895  22.0961     4.168641  20.900553   1.5321666]
sedan2door_-20_20_-40_20_0_120_20_400 gt:['-20', '20', '-40', '20', '0'] pred:[20.       23.830421 40.       10.674277  0.      ]
hatchback_-40_0_-40_20_0_120_40_400 gt:['-40', '0', '-40', '20', '0'] pred:[40.         2.3331492 40.        19.065287   0.       ]
suv_-20_0_-40_20_40_160_40_450 gt:['-20', '0', '-40', '20', '40'] pred:[20.         2.2871904 40.        19.552103  42.559715 ]
hybrid_0_40_-40_20_20_80_40_450 gt:['0', '40', '-40', '20', '20'] pred:[ 2.741467 45.397457 29.36821  20.       20.      ]
sedan4door_0_20_0_40_0_200_40_450 gt:['0', '20', '0', '40', '0'] pred:[ 0.        25.60039    0.        41.666718   2.0586572]
hybrid_-20_40_-20_20_40_320_80_450 gt:['-20', '40', '-20', '20', '40'] pred:[17.388548 43.087288 20.014284 17.02102  43.376125]
suv_-40_20_-20_40_0_240_60_450 gt:['-40', '20', '-20', '40', '0'] pred:[42.852455  18.831957  20.104567  38.728573   1.5052813]
sedan4door_-20_20_-20_0_0_280_60_450 gt:['-20', '20', '-20', '0', '0'] pred:[15.940919  20.794268  24.548285   3.829048   2.7212625]
sedan2door_-20_40_-20_20_0_200_40_400 gt:['-20', '40', '-20', '20', '0'] pred:[20.        42.084507  20.        16.562166   2.1780758]
sedan4door_-40_40_0_0_40_120_80_400 gt:['-40', '40', '0', '0', '40'] pred:[41.70034   42.127937   7.2400026  2.403755  42.767815 ]
sedan4door_-20_20_-20_20_40_120_80_400 gt:['-20', '20', '-20', '20', '40'] pred:[17.368858 23.045517 23.271029 21.603643 41.122406]
suv_-40_0_0_20_40_240_40_450 gt:['-40', '0', '0', '20', '40'] pred:[40.        5.289619  0.       17.833029 38.465374]
suv_0_0_-40_0_0_0_40_400 gt:['0', '0', '-40', '0', '0'] pred:[ 1.9204612  0.        45.909294   0.         1.4054803]
suv_-20_40_-20_20_40_0_20_400 gt:['-20', '40', '-20', '20', '40'] pred:[16.96834  40.       24.849833 20.       40.      ]
sedan4door_0_0_-20_40_40_80_60_400 gt:['0', '0', '-20', '40', '40'] pred:[ 3.0670063  5.1402903 20.453077  45.108463  41.559273 ]
hatchback_-20_0_-20_0_40_80_60_400 gt:['-20', '0', '-20', '0', '40'] pred:[15.164378   3.5108776 14.939679   5.726102  42.996613 ]
sedan2door_-40_0_-40_0_0_200_20_400 gt:['-40', '0', '-40', '0', '0'] pred:[40.         2.87975   40.        15.160078   1.8759623]
suv_-20_20_-40_20_20_360_80_450 gt:['-20', '20', '-40', '20', '20'] pred:[16.746931 21.796741 38.55125  17.044598 21.863317]
hatchback_0_20_-40_20_0_0_40_450 gt:['0', '20', '-40', '20', '0'] pred:[ 3.5966716 20.        42.70147   20.         1.7689679]
hatchback_0_0_-20_40_40_120_60_450 gt:['0', '0', '-20', '40', '40'] pred:[ 1.7389303  6.393606  20.        46.375763  41.17297  ]
sedan2door_-20_40_-20_40_0_0_20_450 gt:['-20', '40', '-20', '40', '0'] pred:[15.955287 40.       18.272022 40.        0.      ]
hatchback_0_40_-20_40_0_280_20_400 gt:['0', '40', '-20', '40', '0'] pred:[ 6.7489767 40.        13.622122  40.         4.1966877]
sedan4door_-40_40_0_0_40_280_60_400 gt:['-40', '40', '0', '0', '40'] pred:[41.187428 44.28966   5.34953   5.171932 40.745564]
suv_-20_0_-20_20_20_320_60_400 gt:['-20', '0', '-20', '20', '20'] pred:[19.237915   4.3422074 20.17629   14.582376  21.403055 ]
hybrid_-20_20_-40_0_0_200_40_450 gt:['-20', '20', '-40', '0', '0'] pred:[20.        22.160505  40.        23.401695   2.1443474]
sedan2door_0_0_0_0_0_360_40_450 gt:['0', '0', '0', '0', '0'] pred:[ 2.4446006  0.        12.624357   0.         1.7262528]
suv_-40_40_0_40_0_360_20_450 gt:['-40', '40', '0', '40', '0'] pred:[41.473797  40.         3.9646058 40.         0.       ]
hatchback_-20_20_-40_20_40_320_40_400 gt:['-20', '20', '-40', '20', '40'] pred:[16.649506 20.       42.47995  20.       42.314964]
sedan2door_-20_40_0_40_20_240_40_450 gt:['-20', '40', '0', '40', '20'] pred:[20.       42.958015  0.        8.772287 21.609863]
suv_0_40_-20_40_0_120_60_450 gt:['0', '40', '-20', '40', '0'] pred:[ 2.824537 41.020164 20.       41.72578   4.690071]
suv_-20_20_-20_20_20_160_40_400 gt:['-20', '20', '-20', '20', '20'] pred:[20.       26.816753 20.       19.819448 17.975332]
sedan2door_-20_0_-40_20_40_240_60_400 gt:['-20', '0', '-40', '20', '40'] pred:[17.668636  2.477076 23.375565 13.844897 42.478493]
sedan4door_0_0_-40_0_20_80_80_450 gt:['0', '0', '-40', '0', '20'] pred:[ 2.9311876  3.2327754 43.917656   3.6164916 20.       ]
hybrid_-40_40_-20_0_0_0_20_400 gt:['-40', '40', '-20', '0', '0'] pred:[45.007923 40.       12.890812  0.        0.      ]
hybrid_-20_0_-40_0_40_120_20_450 gt:['-20', '0', '-40', '0', '40'] pred:[20.        4.045368 40.       17.062687 40.      ]
hatchback_0_0_-20_40_20_160_20_450 gt:['0', '0', '-20', '40', '20'] pred:[ 0.         3.5981638 20.        37.438435  20.       ]
sedan2door_0_0_-20_40_20_40_80_450 gt:['0', '0', '-20', '40', '20'] pred:[ 1.7771842  2.8974068 15.304611  12.885452  14.4345255]
sedan2door_-40_0_0_40_20_320_40_400 gt:['-40', '0', '0', '40', '20'] pred:[42.05891   0.       23.799204 40.       18.128061]
sedan2door_0_40_-40_40_40_360_80_400 gt:['0', '40', '-40', '40', '40'] pred:[ 3.5416758 42.171497  20.363026  19.357016  39.840775 ]
sedan2door_-20_20_-20_40_40_80_60_450 gt:['-20', '20', '-20', '40', '40'] pred:[20.780876 21.441616 14.489521 20.188046 39.943974]
sedan4door_-20_20_-20_0_20_40_60_450 gt:['-20', '20', '-20', '0', '20'] pred:[20.347883 23.15605  15.835923  0.       11.253529]
hybrid_-20_0_0_20_20_240_40_400 gt:['-20', '0', '0', '20', '20'] pred:[20.         3.7088895  0.        17.116869  21.835348 ]
hybrid_0_40_-20_0_40_40_60_400 gt:['0', '40', '-20', '0', '40'] pred:[ 4.7760115 48.16867   16.028957   0.        39.319286 ]
sedan4door_-40_40_-40_0_0_0_20_400 gt:['-40', '40', '-40', '0', '0'] pred:[40.944153 40.       45.5466    0.        0.      ]
hatchback_-40_0_-20_20_40_320_60_450 gt:['-40', '0', '-20', '20', '40'] pred:[40.300198   5.1768694 16.82215   18.908417  39.024914 ]
sedan2door_0_20_-20_40_40_320_80_450 gt:['0', '20', '-20', '40', '40'] pred:[ 4.2517743 18.564095  13.823414  11.748792  35.799095 ]
suv_-20_0_-40_40_0_40_20_400 gt:['-20', '0', '-40', '40', '0'] pred:[18.307245  0.       47.54196  40.        0.      ]
sedan4door_-40_40_-40_0_20_240_60_450 gt:['-40', '40', '-40', '0', '20'] pred:[36.44059   38.289547  42.314804   5.5302935 24.125053 ]
hatchback_-40_40_-20_40_0_80_80_400 gt:['-40', '40', '-20', '40', '0'] pred:[42.037285 41.079353 19.981756 39.694668  0.      ]
hatchback_0_20_-40_0_20_120_40_450 gt:['0', '20', '-40', '0', '20'] pred:[ 0.       21.287027 40.        4.102241 20.      ]
hatchback_0_20_0_40_40_120_80_400 gt:['0', '20', '0', '40', '40'] pred:[ 2.4248915 23.205942   6.3248677 43.885387  39.179947 ]
sedan4door_0_40_-40_40_0_40_80_400 gt:['0', '40', '-40', '40', '0'] pred:[ 3.647629 44.441326 38.23103  39.288033  3.846914]
sedan4door_-20_0_-20_20_40_120_20_450 gt:['-20', '0', '-20', '20', '40'] pred:[20.         3.2355406 20.        21.492208  40.       ]
suv_0_0_-40_40_20_320_20_450 gt:['0', '0', '-40', '40', '20'] pred:[ 4.686674  0.       40.13998  40.       21.614729]
sedan2door_-40_0_-20_20_0_360_60_450 gt:['-40', '0', '-20', '20', '0'] pred:[45.771435   3.4429827 17.680092  20.         2.2679095]
sedan4door_0_40_-40_40_0_120_40_450 gt:['0', '40', '-40', '40', '0'] pred:[ 0.       45.42767  40.       47.673412  0.      ]
suv_-40_40_-20_0_40_360_40_450 gt:['-40', '40', '-20', '0', '40'] pred:[39.486694 40.       23.06018   0.       38.32629 ]
sedan4door_-40_40_0_20_20_240_60_450 gt:['-40', '40', '0', '20', '20'] pred:[39.708893  44.314243   5.4835253 15.470072  22.421207 ]
sedan2door_-40_20_-20_40_40_360_80_400 gt:['-40', '20', '-20', '40', '40'] pred:[41.40844  20.052597 20.909523 23.09129  41.355038]
sedan2door_-40_20_-40_0_0_320_60_450 gt:['-40', '20', '-40', '0', '0'] pred:[43.684223  21.929913  15.260856  21.74915    2.5243635]
sedan4door_-40_40_-40_40_20_240_60_450 gt:['-40', '40', '-40', '40', '20'] pred:[38.783035 41.678825 37.430756 36.215607 20.849937]
hatchback_-20_40_-20_20_40_280_60_450 gt:['-20', '40', '-20', '20', '40'] pred:[20.473242 43.50279  23.845022 19.649256 42.310345]
hybrid_0_40_0_40_20_360_40_450 gt:['0', '40', '0', '40', '20'] pred:[ 2.7293923 40.        14.064519  40.        20.510902 ]
hatchback_-40_0_-20_0_40_320_80_400 gt:['-40', '0', '-20', '0', '40'] pred:[42.336124   3.4310305 17.463507   3.650201  44.296864 ]
suv_-20_0_0_40_20_0_40_400 gt:['-20', '0', '0', '40', '20'] pred:[19.551325   0.         3.4113548 40.        19.128067 ]
hatchback_0_20_-40_20_0_360_60_400 gt:['0', '20', '-40', '20', '0'] pred:[ 2.922028  18.45182   43.549847  20.         2.4212122]
hatchback_0_40_-20_40_0_120_40_450 gt:['0', '40', '-20', '40', '0'] pred:[ 0.       41.327087 20.       38.993042  0.      ]
hatchback_-40_20_-40_40_20_160_40_400 gt:['-40', '20', '-40', '40', '20'] pred:[40.      18.73162 40.      43.50746 20.28891]
sedan2door_-20_40_-20_0_20_40_80_400 gt:['-20', '40', '-20', '0', '20'] pred:[17.009079 41.07413  28.720942 18.896364 20.762411]
suv_-20_20_-20_40_0_120_40_450 gt:['-20', '20', '-20', '40', '0'] pred:[20.       12.870006 20.       46.80308   0.      ]
sedan4door_-20_40_-40_20_0_0_20_400 gt:['-20', '40', '-40', '20', '0'] pred:[18.772238 40.       46.62021  20.        0.      ]
hatchback_0_40_-40_0_40_80_80_400 gt:['0', '40', '-40', '0', '40'] pred:[ 4.348232  41.63256   43.321075   2.4950356 40.       ]
sedan4door_-20_0_-40_20_0_200_80_400 gt:['-20', '0', '-40', '20', '0'] pred:[18.354128   2.5737019 44.672386  13.281001   2.7223523]
suv_-40_40_-40_40_0_240_20_450 gt:['-40', '40', '-40', '40', '0'] pred:[40.        42.578053  40.        43.159794   1.0274029]
sedan2door_0_20_-40_20_20_0_40_450 gt:['0', '20', '-40', '20', '20'] pred:[ 1.8314586 20.        10.558842  20.        19.721296 ]
suv_-20_40_-40_0_40_80_60_450 gt:['-20', '40', '-40', '0', '40'] pred:[17.080791  41.646477  39.552967   4.5997286 44.452133 ]
hybrid_-40_20_0_0_40_80_40_450 gt:['-40', '20', '0', '0', '40'] pred:[45.192314 20.448425 30.13276   0.       40.      ]
hybrid_-20_40_0_20_20_280_40_450 gt:['-20', '40', '0', '20', '20'] pred:[18.421263 43.833008 12.018657 29.753984 20.818937]
suv_-40_20_-40_0_20_360_80_450 gt:['-40', '20', '-40', '0', '20'] pred:[41.649666  19.938732  41.962837   2.5320704 23.860245 ]
suv_-20_20_-20_40_0_40_60_400 gt:['-20', '20', '-20', '40', '0'] pred:[17.169888  20.662354  19.940779  40.         3.6791327]
hybrid_-20_40_-40_20_0_40_60_400 gt:['-20', '40', '-40', '20', '0'] pred:[20.834394  44.102604  21.721146  20.         3.0648546]
hybrid_-20_40_-40_40_40_120_80_450 gt:['-20', '40', '-40', '40', '40'] pred:[14.530724 42.9652   13.998702 11.216181 40.175518]
sedan2door_0_20_-20_20_40_360_60_400 gt:['0', '20', '-20', '20', '40'] pred:[ 3.4013236 16.909552  19.89381   20.        41.937496 ]
hatchback_-40_20_0_40_0_280_40_450 gt:['-40', '20', '0', '40', '0'] pred:[39.560722  18.793669   6.505195  40.31735    2.4615164]
suv_-20_0_-20_0_40_160_60_450 gt:['-20', '0', '-20', '0', '40'] pred:[19.716745   4.629889  20.         2.3146956 43.22809  ]
sedan2door_0_20_-40_0_20_0_80_400 gt:['0', '20', '-40', '0', '20'] pred:[ 2.5872145 22.076311  20.3068    19.674728  20.829159 ]
hatchback_-40_0_0_0_0_0_60_450 gt:['-40', '0', '0', '0', '0'] pred:[41.12081    2.3903534  7.200489   0.         2.7223306]
hybrid_-40_20_-40_0_40_320_60_400 gt:['-40', '20', '-40', '0', '40'] pred:[45.267258 21.641447 15.323236 27.276808 39.338753]
suv_-40_40_0_0_20_160_60_450 gt:['-40', '40', '0', '0', '20'] pred:[42.662712  44.891735   0.         3.1472147 25.34582  ]
hybrid_-20_20_-40_0_20_40_60_400 gt:['-20', '20', '-40', '0', '20'] pred:[21.51756  17.246656 17.330051  0.       19.990831]
hybrid_-40_0_-20_20_40_200_20_400 gt:['-40', '0', '-20', '20', '40'] pred:[40.         4.1903815 20.        11.87428   44.421967 ]
sedan2door_-40_40_0_40_0_360_40_400 gt:['-40', '40', '0', '40', '0'] pred:[42.285084 40.       17.025515 40.        2.202437]
suv_0_20_-20_0_0_120_20_400 gt:['0', '20', '-20', '0', '0'] pred:[ 0.        24.192125  20.         2.9246345  0.       ]
sedan2door_-40_40_-40_20_20_280_80_400 gt:['-40', '40', '-40', '20', '20'] pred:[42.76467  40.73065  16.460318 19.801727 23.517921]
hatchback_-40_0_0_0_0_160_80_450 gt:['-40', '0', '0', '0', '0'] pred:[46.02657    3.2330046  3.9868836  4.5232253  1.8795546]
sedan2door_-40_20_-40_40_40_0_20_450 gt:['-40', '20', '-40', '40', '40'] pred:[39.720146 20.        8.482397 40.       40.      ]
sedan4door_-40_40_-20_20_40_360_80_450 gt:['-40', '40', '-20', '20', '40'] pred:[37.029976 41.79085  21.684727 16.698645 41.89571 ]
sedan4door_-40_0_-20_40_0_40_80_450 gt:['-40', '0', '-20', '40', '0'] pred:[43.047466   6.311284  19.698322  41.13523    3.9463806]
sedan4door_-20_0_0_0_20_120_20_450 gt:['-20', '0', '0', '0', '20'] pred:[20.         1.9427204  0.         4.9073033 20.       ]
sedan2door_0_20_-40_0_40_200_60_450 gt:['0', '20', '-40', '0', '40'] pred:[ 4.6917906 25.959133  40.        16.960775  37.97813  ]
suv_-40_0_-20_20_0_280_40_400 gt:['-40', '0', '-20', '20', '0'] pred:[46.3933    11.878615  19.161224  14.417165   3.9573362]
sedan4door_0_0_-40_20_40_120_40_450 gt:['0', '0', '-40', '20', '40'] pred:[ 0.         1.9428923 40.        19.92636   40.       ]
hybrid_0_0_-20_20_20_160_80_450 gt:['0', '0', '-20', '20', '20'] pred:[ 1.9661906  2.9851143 33.17172   16.168617  22.197266 ]
hybrid_-40_40_-40_40_20_200_80_450 gt:['-40', '40', '-40', '40', '20'] pred:[39.48369  42.84608  13.644687 20.122074 25.087103]
hatchback_-40_20_-40_0_0_200_20_400 gt:['-40', '20', '-40', '0', '0'] pred:[40.        23.948275  40.         2.9871953  4.0540404]
suv_-40_40_0_40_40_160_20_450 gt:['-40', '40', '0', '40', '40'] pred:[40.       42.935932  0.       40.229267 40.      ]
suv_-20_40_-20_20_0_80_20_400 gt:['-20', '40', '-20', '20', '0'] pred:[16.131079 40.       25.464722 20.        0.      ]
suv_-20_40_0_40_20_320_20_400 gt:['-20', '40', '0', '40', '20'] pred:[21.305405 40.        4.733769 40.       16.285192]
hatchback_0_0_0_40_0_120_60_400 gt:['0', '0', '0', '40', '0'] pred:[ 1.4988763  4.517231   0.        44.10739    5.390441 ]
sedan2door_-40_40_0_0_0_360_20_450 gt:['-40', '40', '0', '0', '0'] pred:[42.952164 40.       23.601196  0.        0.      ]
hybrid_0_0_0_20_20_360_80_450 gt:['0', '0', '0', '20', '20'] pred:[ 2.388334  3.274639 27.96494  18.79949  18.071388]
sedan4door_-40_0_-20_0_40_280_80_450 gt:['-40', '0', '-20', '0', '40'] pred:[41.336426   2.4931407 17.070276   4.0967255 38.59121  ]
hatchback_0_0_-20_20_0_320_20_450 gt:['0', '0', '-20', '20', '0'] pred:[ 2.3296583  0.        16.363388  20.         1.6834563]
hatchback_-40_0_0_40_0_40_80_450 gt:['-40', '0', '0', '40', '0'] pred:[47.753345   3.6368077  3.4422524 33.5683     2.5756378]
hybrid_-20_0_-40_20_0_80_40_450 gt:['-20', '0', '-40', '20', '0'] pred:[16.423368   2.3368819  8.69506   20.         0.       ]
suv_0_20_-20_40_0_320_80_400 gt:['0', '20', '-20', '40', '0'] pred:[ 2.7088623 22.750074  20.912386  41.883663   1.6051028]
suv_-20_0_-40_20_0_160_80_450 gt:['-20', '0', '-40', '20', '0'] pred:[17.115305   3.2893414 46.19257   17.911222   1.7592876]
hatchback_-20_40_0_20_40_80_80_450 gt:['-20', '40', '0', '20', '40'] pred:[15.445288  38.569218   5.3242044 23.943525  40.       ]
suv_-40_0_-40_0_40_0_60_400 gt:['-40', '0', '-40', '0', '40'] pred:[42.862247   2.9901228 41.362556   0.        41.070164 ]
hybrid_-40_0_-20_40_20_40_40_450 gt:['-40', '0', '-20', '40', '20'] pred:[45.67817   0.       18.250177 40.       24.407478]
hatchback_-40_0_0_0_40_160_40_450 gt:['-40', '0', '0', '0', '40'] pred:[40.         5.2361417  0.         3.633891  44.166172 ]
hatchback_-40_20_0_20_20_120_40_450 gt:['-40', '20', '0', '20', '20'] pred:[40.        22.735533   0.        12.7404585 20.       ]
sedan4door_-20_0_-20_20_20_200_80_400 gt:['-20', '0', '-20', '20', '20'] pred:[17.653667  2.841172 19.430145 17.345825 24.534014]
sedan4door_-20_20_-40_0_40_320_60_450 gt:['-20', '20', '-40', '0', '40'] pred:[21.468534  19.809355  42.890915   3.2643833 42.840515 ]
sedan2door_-40_20_-20_20_40_280_80_450 gt:['-40', '20', '-20', '20', '40'] pred:[41.81117  20.800095 27.001709 18.579035 35.642883]
suv_0_20_0_0_0_360_20_450 gt:['0', '20', '0', '0', '0'] pred:[ 2.317949 20.        3.040421  0.        0.      ]
sedan2door_-40_0_-40_40_0_240_20_400 gt:['-40', '0', '-40', '40', '0'] pred:[40.         2.3296137 40.        20.089668   1.413457 ]
sedan2door_-20_40_0_0_40_200_20_400 gt:['-20', '40', '0', '0', '40'] pred:[20.       46.97378   0.       13.124941 42.549137]
hatchback_-20_20_-40_40_0_80_80_450 gt:['-20', '20', '-40', '40', '0'] pred:[16.165628 18.0991   37.372913 40.71431   0.      ]
sedan2door_0_0_-40_0_0_240_80_450 gt:['0', '0', '-40', '0', '0'] pred:[ 1.6380224  2.461655  21.803247  27.676693   1.7859817]
hybrid_-20_20_-40_40_20_320_80_400 gt:['-20', '20', '-40', '40', '20'] pred:[20.253847 20.956087 17.824211 18.891241 22.266478]
hatchback_-40_20_0_0_0_360_40_450 gt:['-40', '20', '0', '0', '0'] pred:[43.28697   20.         3.9376166  0.         2.271094 ]
sedan4door_-20_0_0_20_20_360_20_400 gt:['-20', '0', '0', '20', '20'] pred:[17.154528   0.         3.0849683 20.        20.       ]
hatchback_0_0_0_0_20_320_60_400 gt:['0', '0', '0', '0', '20'] pred:[ 1.1716869  2.7963257  5.041454   3.6610994 15.543807 ]
