Hatchback_-20_20_0_0_20_80_20_400 gt:['-20', '20', '0', '0', '20'] pred:[15.958702  20.        12.422634   0.         1.3404418]
Suv_-20_20_-20_20_0_160_60_400 gt:['-20', '20', '-20', '20', '0'] pred:[ 7.415632   5.9323425 20.        18.503569  17.207226 ]
Suv_-20_0_-20_20_20_160_60_400 gt:['-20', '0', '-20', '20', '20'] pred:[18.230694   7.3469243 12.601986   7.098789  28.473318 ]
Sedan4Door_0_0_-20_0_0_80_20_400 gt:['0', '0', '-20', '0', '0'] pred:[26.885094    0.         20.271946    0.          0.42098767]
Suv_0_20_-20_0_0_320_20_400 gt:['0', '20', '-20', '0', '0'] pred:[ 4.2418623  20.         18.706495    0.          0.17021833]
Sedan2Door_-20_20_-20_0_0_80_20_450 gt:['-20', '20', '-20', '0', '0'] pred:[21.398724 20.       16.136145  0.        0.      ]
Hatchback_-20_20_0_20_0_80_20_400 gt:['-20', '20', '0', '20', '0'] pred:[16.7218   20.       33.760788 20.        0.      ]
Sedan2Door_-20_0_0_20_0_0_20_400 gt:['-20', '0', '0', '20', '0'] pred:[33.239784   0.         0.        20.         1.2155077]
Hatchback_0_20_0_0_20_240_60_400 gt:['0', '20', '0', '0', '20'] pred:[23.008356   8.910953  22.71688    4.6474223 37.146637 ]
Sedan2Door_0_20_-20_0_20_80_60_450 gt:['0', '20', '-20', '0', '20'] pred:[ 7.160761   12.456577   25.631548    0.          0.40348157]
Sedan4Door_-20_20_0_0_20_320_60_400 gt:['-20', '20', '0', '0', '20'] pred:[ 3.4460738  8.275111   7.948592   0.        10.292818 ]
Suv_0_20_-20_20_20_0_20_450 gt:['0', '20', '-20', '20', '20'] pred:[ 7.5280647 20.        17.98858   20.         4.976213 ]
Sedan4Door_0_0_0_20_20_160_20_450 gt:['0', '0', '0', '20', '20'] pred:[ 0.        31.408857   0.6450191  2.637672  20.       ]
Suv_0_20_-20_0_0_240_60_400 gt:['0', '20', '-20', '0', '0'] pred:[38.474007   9.845745  20.        19.361372   0.9894789]
Sedan2Door_-20_0_-20_0_20_0_20_450 gt:['-20', '0', '-20', '0', '20'] pred:[47.057854  0.       20.        0.       20.      ]
Sedan4Door_0_20_0_0_0_80_60_450 gt:['0', '20', '0', '0', '0'] pred:[16.595154  12.638561  32.93477   22.899748   0.2662211]
Hatchback_-20_0_-20_20_20_160_60_450 gt:['-20', '0', '-20', '20', '20'] pred:[14.913487    4.7915554  20.          7.4059944   0.73000735]
Hybrid_-20_20_0_0_0_0_60_450 gt:['-20', '20', '0', '0', '0'] pred:[18.754642 23.417461 10.933721  0.        6.945399]
Hatchback_0_0_0_20_20_0_60_450 gt:['0', '0', '0', '20', '20'] pred:[15.17955    6.4035015  6.6320963 20.         1.0952362]
Sedan4Door_-20_20_-20_20_0_320_60_400 gt:['-20', '20', '-20', '20', '0'] pred:[ 6.600996  15.803937   2.7951133 26.311995  44.167862 ]
Sedan4Door_0_0_-20_20_20_320_20_400 gt:['0', '0', '-20', '20', '20'] pred:[12.834965  0.       15.262726 20.       19.089615]
Sedan4Door_-20_0_-20_0_20_0_60_400 gt:['-20', '0', '-20', '0', '20'] pred:[25.749237 13.508757 18.122005  0.       28.800268]
Sedan2Door_-20_0_-20_0_0_0_60_400 gt:['-20', '0', '-20', '0', '0'] pred:[35.45985    6.9687486 37.965473   0.         0.8270146]
Hatchback_0_20_-20_20_20_80_60_450 gt:['0', '20', '-20', '20', '20'] pred:[36.78045    5.4865775 20.442387  10.88807    0.5625968]
Sedan2Door_0_20_0_0_20_0_60_450 gt:['0', '20', '0', '0', '20'] pred:[ 3.4280179  8.682436  10.050871   0.         1.2545918]
Hatchback_-20_0_-20_0_0_0_20_450 gt:['-20', '0', '-20', '0', '0'] pred:[23.192131   0.         1.8078382  0.         0.5106625]
Sedan4Door_0_20_0_0_20_80_20_400 gt:['0', '20', '0', '0', '20'] pred:[30.968178   20.         17.910915    0.          0.04638886]
Suv_-20_20_0_20_0_160_60_400 gt:['-20', '20', '0', '20', '0'] pred:[ 7.3052864  13.899982    6.612263   27.393902    0.25565767]
Sedan4Door_0_0_0_20_0_0_20_450 gt:['0', '0', '0', '20', '0'] pred:[ 7.7845554   0.          3.9314303  20.          0.09178111]
Hatchback_0_0_0_0_20_320_60_450 gt:['0', '0', '0', '0', '20'] pred:[ 8.097963   28.879303   20.657505    0.          0.45648935]
Hybrid_-20_0_0_0_0_240_20_400 gt:['-20', '0', '0', '0', '0'] pred:[22.705881  15.405101   3.5012927  0.         5.1990232]
Hybrid_0_0_-20_20_0_80_60_450 gt:['0', '0', '-20', '20', '0'] pred:[ 6.308258   12.1392355  20.         20.          0.28067973]
Hybrid_-20_20_0_20_20_0_60_450 gt:['-20', '20', '0', '20', '20'] pred:[11.677526  19.661867  41.79517   20.         0.3690466]
Suv_-20_20_-20_0_0_80_60_450 gt:['-20', '20', '-20', '0', '0'] pred:[27.590178  18.249516   9.029099  14.044451   0.7931382]
Sedan2Door_0_20_0_20_0_80_60_400 gt:['0', '20', '0', '20', '0'] pred:[12.187937   7.3165054 23.104351  20.         0.248115 ]
Hybrid_-20_0_-20_20_0_240_20_400 gt:['-20', '0', '-20', '20', '0'] pred:[20.       11.892163  1.38847  20.       20.417767]
Sedan2Door_-20_20_0_20_0_0_20_450 gt:['-20', '20', '0', '20', '0'] pred:[35.045387  20.         6.7547727 20.         2.6120872]
Hybrid_-20_20_-20_20_20_240_60_400 gt:['-20', '20', '-20', '20', '20'] pred:[42.137413  26.165216  14.765997  20.         7.8705854]
Sedan4Door_0_0_-20_20_0_160_60_450 gt:['0', '0', '-20', '20', '0'] pred:[4.9974937  2.7055447  7.1454725  3.8626149  0.52747005]
Suv_-20_0_-20_0_20_240_60_400 gt:['-20', '0', '-20', '0', '20'] pred:[19.191431   9.556355   6.131865   1.833036   0.7068734]
Sedan2Door_-20_0_0_0_0_0_20_450 gt:['-20', '0', '0', '0', '0'] pred:[15.188862    0.          3.269016    0.          0.83771473]
Hybrid_-20_20_-20_20_20_160_20_400 gt:['-20', '20', '-20', '20', '20'] pred:[20.         6.386672   0.6892981 20.        26.705456 ]
Hybrid_0_0_-20_0_20_320_60_400 gt:['0', '0', '-20', '0', '20'] pred:[ 1.1240005  0.        36.49936    0.         2.181836 ]
Sedan4Door_0_0_-20_0_20_0_20_450 gt:['0', '0', '-20', '0', '20'] pred:[11.635571   0.         8.791076   0.         3.5315776]
Hatchback_-20_0_0_20_20_0_60_400 gt:['-20', '0', '0', '20', '20'] pred:[10.76493  10.611078 23.6686   21.047817  6.44092 ]
Suv_0_20_-20_20_0_240_60_400 gt:['0', '20', '-20', '20', '0'] pred:[ 0.        12.49714   20.         1.0978649  2.4306304]
Hatchback_-20_0_-20_20_0_240_20_400 gt:['-20', '0', '-20', '20', '0'] pred:[20.         4.9137297  1.4577142 41.65566    2.2234097]
Suv_-20_20_0_0_0_0_60_450 gt:['-20', '20', '0', '0', '0'] pred:[25.809155 15.970066 35.995193  0.        4.466805]
Hatchback_0_20_-20_20_20_80_20_450 gt:['0', '20', '-20', '20', '20'] pred:[13.433801 20.       32.013817 20.       20.      ]
Suv_-20_20_-20_0_20_80_60_400 gt:['-20', '20', '-20', '0', '20'] pred:[33.99956    11.607954   19.343336    4.3240876   0.56631243]
Sedan4Door_0_0_0_0_0_160_60_400 gt:['0', '0', '0', '0', '0'] pred:[10.140479   2.45614   10.628453   1.4045602  0.3526837]
Hybrid_0_20_-20_20_0_320_20_400 gt:['0', '20', '-20', '20', '0'] pred:[ 7.497076   20.         30.80512    20.          0.32203257]
Sedan4Door_0_20_0_20_20_80_20_450 gt:['0', '20', '0', '20', '20'] pred:[3.7268085e+01 2.0000000e+01 8.1584949e+00 2.0000000e+01 4.6112755e-04]
Hatchback_-20_0_0_0_20_160_60_450 gt:['-20', '0', '0', '0', '20'] pred:[22.939953  2.417746  0.785548  3.003314  7.78694 ]
Sedan2Door_-20_20_-20_0_20_80_20_450 gt:['-20', '20', '-20', '0', '20'] pred:[22.226738 20.       15.807177  0.       20.      ]
Sedan4Door_-20_20_0_0_0_160_20_450 gt:['-20', '20', '0', '0', '0'] pred:[4.305385  4.2792463 4.6674404 4.1841483 1.4228867]
Hybrid_-20_0_-20_0_0_0_20_450 gt:['-20', '0', '-20', '0', '0'] pred:[18.564909    0.          0.18892886  0.          0.04660566]
Sedan2Door_0_20_0_20_20_320_60_400 gt:['0', '20', '0', '20', '20'] pred:[ 5.1911497 27.27494    1.5588939  3.7165456 21.32187  ]
Hybrid_-20_0_0_0_20_320_20_450 gt:['-20', '0', '0', '0', '20'] pred:[7.578487 0.       8.573488 0.       9.569031]
Hybrid_0_20_0_0_20_320_20_400 gt:['0', '20', '0', '0', '20'] pred:[ 7.4170566 20.         7.7440658  0.        28.906824 ]
Hybrid_0_20_-20_20_20_240_20_400 gt:['0', '20', '-20', '20', '20'] pred:[ 9.616095   5.0475597 20.        20.         2.4381318]
Hatchback_-20_0_0_20_20_0_20_450 gt:['-20', '0', '0', '20', '20'] pred:[ 6.7544494  0.         1.3155675 20.         2.6357296]
Suv_0_20_-20_20_20_240_60_450 gt:['0', '20', '-20', '20', '20'] pred:[ 5.708366  14.515536   5.7608714  6.9495444 10.189138 ]
Suv_-20_0_-20_0_0_160_60_400 gt:['-20', '0', '-20', '0', '0'] pred:[24.176712   1.817772  20.        14.711426   1.4010351]
Sedan4Door_0_0_0_0_0_240_20_400 gt:['0', '0', '0', '0', '0'] pred:[31.064518   3.523914   4.924039   4.2222652 22.890533 ]
Sedan2Door_-20_20_-20_0_20_160_60_450 gt:['-20', '20', '-20', '0', '20'] pred:[ 5.3440475  4.2096877 31.072872   0.         1.0572796]
Sedan4Door_0_20_-20_0_20_320_20_450 gt:['0', '20', '-20', '0', '20'] pred:[14.4825325 10.459561   1.6044297  0.        40.558292 ]
Sedan4Door_-20_0_-20_20_0_0_20_400 gt:['-20', '0', '-20', '20', '0'] pred:[42.74882   0.       30.459276 20.        0.      ]
Sedan2Door_-20_0_0_0_0_320_20_400 gt:['-20', '0', '0', '0', '0'] pred:[12.10265    0.        17.754513   0.         1.9925807]
Sedan4Door_-20_0_0_20_0_160_20_400 gt:['-20', '0', '0', '20', '0'] pred:[9.472868  6.786462  5.6788197 3.361349  2.898981 ]
Hatchback_-20_20_0_20_0_320_60_450 gt:['-20', '20', '0', '20', '0'] pred:[17.551289  19.419044   3.8950167 18.668446  27.913157 ]
Sedan2Door_-20_0_-20_20_0_160_20_400 gt:['-20', '0', '-20', '20', '0'] pred:[ 9.421232   4.9857655  2.3400276 20.         1.5354881]
Sedan2Door_-20_20_0_20_0_80_20_400 gt:['-20', '20', '0', '20', '0'] pred:[12.067029 20.       13.515704 20.        3.02729 ]
Hatchback_0_20_-20_0_0_0_20_400 gt:['0', '20', '-20', '0', '0'] pred:[13.356997   20.         11.175547    0.          0.25048524]
Hatchback_0_20_-20_20_20_80_20_400 gt:['0', '20', '-20', '20', '20'] pred:[26.303288  20.        19.39804   20.         2.0835278]
Sedan4Door_-20_0_0_20_20_80_60_400 gt:['-20', '0', '0', '20', '20'] pred:[29.504717   6.8429914  4.111355  19.461159   5.248734 ]
Hybrid_0_0_0_20_20_80_20_450 gt:['0', '0', '0', '20', '20'] pred:[26.346766  0.        5.899093 20.       11.482666]
Suv_0_0_-20_20_0_320_20_400 gt:['0', '0', '-20', '20', '0'] pred:[ 6.199032  0.       26.811874 20.       14.83821 ]
Sedan4Door_0_0_0_0_0_0_60_400 gt:['0', '0', '0', '0', '0'] pred:[6.2563753  2.4280257  9.747111   8.113924   0.01570972]
Hybrid_-20_0_0_20_0_160_20_400 gt:['-20', '0', '0', '20', '0'] pred:[16.462078    4.283918    1.0473108  20.          0.80021024]
Hybrid_0_20_-20_0_20_80_60_400 gt:['0', '20', '-20', '0', '20'] pred:[10.2932825  10.260467   20.          0.          0.14142367]
Suv_0_20_-20_0_0_160_60_400 gt:['0', '20', '-20', '0', '0'] pred:[4.165491   5.0354333  0.61896116 4.2626643  4.5702353 ]
Hatchback_0_20_0_0_0_320_60_400 gt:['0', '20', '0', '0', '0'] pred:[ 4.3869023 19.43363    3.0051358  0.         8.872095 ]
Sedan4Door_-20_20_0_0_20_0_60_450 gt:['-20', '20', '0', '0', '20'] pred:[18.245295   8.305163  28.052221   0.         1.9033346]
Suv_0_0_0_20_20_160_60_400 gt:['0', '0', '0', '20', '20'] pred:[5.0306106 2.8199275 0.        7.0349236 1.2158158]
Hatchback_0_0_0_0_20_80_20_400 gt:['0', '0', '0', '0', '20'] pred:[14.018983  0.        9.231669  0.       20.      ]
Sedan2Door_0_20_0_20_0_240_60_400 gt:['0', '20', '0', '20', '0'] pred:[19.474976   4.534984   1.9301991 20.        13.574242 ]
Suv_0_0_0_20_0_160_60_450 gt:['0', '0', '0', '20', '0'] pred:[12.171872  14.541903  28.022448  45.898262   3.9153836]
Sedan2Door_-20_0_0_20_20_160_20_450 gt:['-20', '0', '0', '20', '20'] pred:[ 8.570166  12.3122425  1.9461275  3.166074  11.506635 ]
Hatchback_0_20_0_0_0_240_20_450 gt:['0', '20', '0', '0', '0'] pred:[25.854471    5.340932    1.1281741   0.4421318   0.12842539]
Hatchback_0_20_0_20_0_240_20_400 gt:['0', '20', '0', '20', '0'] pred:[29.859575   10.338589    0.75988376 15.119861    0.06584566]
Hybrid_-20_20_-20_0_20_240_20_450 gt:['-20', '20', '-20', '0', '20'] pred:[23.583015 16.24997  20.       20.50013  10.686542]
Hatchback_0_0_-20_20_0_80_60_400 gt:['0', '0', '-20', '20', '0'] pred:[33.78577   38.13305   30.85462   18.063286   3.9179385]
Hybrid_-20_0_-20_0_20_240_20_400 gt:['-20', '0', '-20', '0', '20'] pred:[20.         3.1647177  1.1818175  0.        15.449086 ]
Sedan2Door_-20_20_-20_20_20_0_60_400 gt:['-20', '20', '-20', '20', '20'] pred:[27.577955  18.402344   3.5532615  1.342613  15.499199 ]
Hybrid_-20_0_-20_20_0_160_20_400 gt:['-20', '0', '-20', '20', '0'] pred:[20.         7.3930693  1.2263623 20.         0.4885191]
Hybrid_-20_20_0_0_20_160_60_400 gt:['-20', '20', '0', '0', '20'] pred:[10.828353   10.763046   11.416187    0.          0.20117429]
Hatchback_-20_20_0_20_0_240_20_400 gt:['-20', '20', '0', '20', '0'] pred:[2.7075533e+01 2.9931421e+01 5.1015037e-01 2.1613758e+00 2.2779971e-02]
Sedan2Door_0_0_-20_20_0_0_20_450 gt:['0', '0', '-20', '20', '0'] pred:[ 6.59441     0.         20.         20.          0.83810717]
Sedan2Door_-20_20_-20_20_20_80_20_450 gt:['-20', '20', '-20', '20', '20'] pred:[3.8284798e+01 6.7118049e+00 9.3414125e+00 2.0000000e+01 7.3760729e-03]
Hybrid_0_20_0_20_20_80_20_400 gt:['0', '20', '0', '20', '20'] pred:[2.1618938e+01 2.0000000e+01 1.4905400e+01 2.0000000e+01 1.5400321e-04]
Hybrid_0_20_0_20_20_160_60_400 gt:['0', '20', '0', '20', '20'] pred:[2.0947950e+01 5.2542152e+00 3.0829978e+00 2.0000000e+01 6.4255022e-03]
Sedan4Door_0_20_0_0_20_240_20_450 gt:['0', '20', '0', '0', '20'] pred:[9.077221  8.562585  2.1699684 0.8476648 6.917488 ]
Sedan4Door_0_20_0_20_0_320_20_450 gt:['0', '20', '0', '20', '0'] pred:[ 6.6947675 20.         1.8701768 20.         2.9613156]
Hatchback_-20_20_-20_0_20_0_20_400 gt:['-20', '20', '-20', '0', '20'] pred:[13.92633  20.        2.719147  0.       20.097809]
Suv_0_20_0_20_20_160_20_450 gt:['0', '20', '0', '20', '20'] pred:[3.945558  2.693276  4.9184093 1.5170395 1.2463734]
Sedan4Door_-20_20_-20_0_20_320_60_450 gt:['-20', '20', '-20', '0', '20'] pred:[10.652377 26.651737  6.642887  0.        3.07175 ]
Hatchback_0_20_0_0_0_320_60_450 gt:['0', '20', '0', '0', '0'] pred:[ 6.9391675 21.64205   19.474232   0.        11.790042 ]
Hatchback_0_20_-20_0_20_240_20_450 gt:['0', '20', '-20', '0', '20'] pred:[23.048792    6.548705    0.47872984  7.149435    0.5912766 ]
Hatchback_-20_0_0_20_0_240_60_450 gt:['-20', '0', '0', '20', '0'] pred:[9.40527    1.4055302  1.6327347  3.2032065  0.26242664]
Sedan4Door_0_0_0_0_0_0_60_450 gt:['0', '0', '0', '0', '0'] pred:[ 3.5706894  9.476638  27.792936  13.146379   0.2463474]
Hatchback_-20_20_0_20_0_80_60_400 gt:['-20', '20', '0', '20', '0'] pred:[29.840687  24.901642  11.103218   4.692675   5.0267887]
Sedan4Door_0_0_0_20_0_240_60_400 gt:['0', '0', '0', '20', '0'] pred:[19.293312 14.734673 18.99183   9.414255 35.135063]
Hybrid_-20_20_-20_20_0_0_20_450 gt:['-20', '20', '-20', '20', '0'] pred:[34.723 20.    20.    20.     0.   ]
Suv_-20_0_-20_20_0_80_20_400 gt:['-20', '0', '-20', '20', '0'] pred:[17.921394    0.         19.648592   20.          0.02516132]
Sedan4Door_0_20_-20_20_20_240_20_450 gt:['0', '20', '-20', '20', '20'] pred:[ 0.        32.456963  20.        15.8337555 50.84004  ]
Hybrid_-20_20_0_20_20_320_20_400 gt:['-20', '20', '0', '20', '20'] pred:[13.362514 20.        0.       20.        9.100115]
Sedan2Door_-20_20_-20_0_20_160_20_450 gt:['-20', '20', '-20', '0', '20'] pred:[14.848328   6.5199575  0.7460922  0.        23.340294 ]
Suv_-20_0_0_0_0_240_60_450 gt:['-20', '0', '0', '0', '0'] pred:[17.7525      2.9776156   1.5952525   2.761176    0.59013706]
Hatchback_-20_0_0_20_20_160_20_450 gt:['-20', '0', '0', '20', '20'] pred:[20.        8.237209  0.        8.761304 20.      ]
Hybrid_-20_0_-20_20_0_0_60_400 gt:['-20', '0', '-20', '20', '0'] pred:[ 9.32136     0.         20.99022    20.          0.18359064]
Sedan4Door_0_20_0_20_20_240_60_400 gt:['0', '20', '0', '20', '20'] pred:[29.857765  19.91608    3.1411412  4.340177  34.83475  ]
Suv_-20_20_-20_0_0_240_60_450 gt:['-20', '20', '-20', '0', '0'] pred:[12.4145775   3.3166234   0.4185602   0.9236947   0.05331077]
Sedan2Door_-20_0_0_0_20_80_60_450 gt:['-20', '0', '0', '0', '20'] pred:[2.6988850e+01 7.0496898e+00 2.0278669e+01 4.1095204e+00 2.0279393e-02]
Suv_0_0_-20_20_20_80_20_450 gt:['0', '0', '-20', '20', '20'] pred:[20.441654  0.       15.20425  20.       24.32295 ]
Sedan4Door_0_0_-20_0_0_240_20_400 gt:['0', '0', '-20', '0', '0'] pred:[ 0.       18.36102  20.        4.006138  6.052684]
Sedan4Door_0_20_0_0_20_80_20_450 gt:['0', '20', '0', '0', '20'] pred:[12.648574  20.         5.769088   0.         0.3706872]
Sedan2Door_0_20_0_0_0_160_20_400 gt:['0', '20', '0', '0', '0'] pred:[ 0.        9.983729  8.224107  0.       44.046677]
Hybrid_-20_20_-20_20_0_0_60_400 gt:['-20', '20', '-20', '20', '0'] pred:[2.7601131e+01 1.5799799e+01 2.0000000e+01 2.0000000e+01 1.1413509e-02]
Sedan4Door_-20_20_-20_0_20_240_20_450 gt:['-20', '20', '-20', '0', '20'] pred:[14.174522  8.419288  6.252193  4.781714 31.6901  ]
Suv_0_0_-20_0_0_0_60_400 gt:['0', '0', '-20', '0', '0'] pred:[ 4.570794  0.       33.99694   0.        8.306801]
Hybrid_-20_0_0_20_20_80_60_450 gt:['-20', '0', '0', '20', '20'] pred:[ 8.232541    6.399148    3.7384977  20.          0.04918516]
Sedan4Door_0_0_0_20_0_240_60_450 gt:['0', '0', '0', '20', '0'] pred:[15.698873   13.072522   30.168367   34.684177    0.45424548]
Sedan2Door_0_0_-20_20_0_320_20_400 gt:['0', '0', '-20', '20', '0'] pred:[ 7.6532536  0.         0.5589661 20.         5.090634 ]
Hybrid_0_20_-20_0_0_320_20_400 gt:['0', '20', '-20', '0', '0'] pred:[ 4.9966264 20.         9.339263   0.         3.6827512]
Hatchback_0_20_-20_0_0_320_60_400 gt:['0', '20', '-20', '0', '0'] pred:[ 4.3885965 13.972344   5.1035113  0.        11.208492 ]
Sedan4Door_-20_20_0_20_20_240_60_400 gt:['-20', '20', '0', '20', '20'] pred:[16.714886 38.75128   0.        8.099793 19.593784]
Suv_0_0_-20_20_0_160_20_450 gt:['0', '0', '-20', '20', '0'] pred:[ 0.       19.713856  8.509872 36.598484  9.936726]
Sedan2Door_0_20_0_20_20_320_20_400 gt:['0', '20', '0', '20', '20'] pred:[ 5.054434  20.         0.        20.         7.3111815]
Sedan2Door_-20_0_-20_20_0_80_20_400 gt:['-20', '0', '-20', '20', '0'] pred:[25.142994  0.       20.       20.        0.      ]
Sedan4Door_-20_20_-20_20_20_80_20_450 gt:['-20', '20', '-20', '20', '20'] pred:[15.512007   20.          9.031701   20.          0.36253402]
Hatchback_-20_20_0_0_20_80_60_450 gt:['-20', '20', '0', '0', '20'] pred:[15.344267    5.8819227  16.430971   14.278361    0.04074129]
Hatchback_-20_20_-20_20_0_240_60_450 gt:['-20', '20', '-20', '20', '0'] pred:[10.343617  13.345656   2.84362   15.954162   1.0564846]
Suv_0_0_-20_20_0_240_60_400 gt:['0', '0', '-20', '20', '0'] pred:[ 9.8527775  5.8086276 10.812527   3.931591   6.735195 ]
Sedan4Door_-20_0_-20_0_20_80_20_450 gt:['-20', '0', '-20', '0', '20'] pred:[1.9820896e+01 0.0000000e+00 3.0242361e+01 0.0000000e+00 1.2231762e-02]
Sedan4Door_-20_0_-20_20_20_320_20_450 gt:['-20', '0', '-20', '20', '20'] pred:[12.637117  0.       10.350226 20.       26.81255 ]
Hatchback_0_0_0_20_0_0_60_450 gt:['0', '0', '0', '20', '0'] pred:[ 8.711638    3.8456798  10.530836   20.          0.16619895]
Suv_-20_0_-20_0_0_320_60_400 gt:['-20', '0', '-20', '0', '0'] pred:[ 4.2703757 17.336267   1.1663264 17.152098   6.5671563]
Suv_-20_20_0_0_20_160_60_450 gt:['-20', '20', '0', '0', '20'] pred:[ 8.327132   7.2528896  0.         1.9720356 10.579592 ]
Hybrid_0_20_-20_0_0_160_60_400 gt:['0', '20', '-20', '0', '0'] pred:[28.377777   5.605289   4.8440733  2.8662157  0.3084617]
Hatchback_-20_20_0_0_0_240_20_450 gt:['-20', '20', '0', '0', '0'] pred:[22.550419   8.696934   0.2901061 12.083166   0.28418  ]
Sedan2Door_-20_0_-20_20_20_160_60_450 gt:['-20', '0', '-20', '20', '20'] pred:[15.562379   2.8273108  6.122153   7.6860065  6.0046787]
Suv_0_0_0_20_0_0_20_450 gt:['0', '0', '0', '20', '0'] pred:[13.090049   0.        15.802621  20.         0.6688931]
Suv_0_20_-20_20_0_240_20_450 gt:['0', '20', '-20', '20', '0'] pred:[ 0.       11.099199 12.425585 10.761113  3.83    ]
Sedan2Door_-20_0_0_20_0_240_60_400 gt:['-20', '0', '0', '20', '0'] pred:[15.145227   5.2919273  7.846442   6.5747247  8.287706 ]
Hatchback_-20_20_-20_0_20_240_20_450 gt:['-20', '20', '-20', '0', '20'] pred:[17.378674 12.117144  1.156116  4.66384   6.351016]
Sedan2Door_-20_0_0_0_0_320_60_450 gt:['-20', '0', '0', '0', '0'] pred:[ 8.649157  27.682343   7.9135637 14.097499   2.898655 ]
Suv_-20_0_0_20_0_0_20_400 gt:['-20', '0', '0', '20', '0'] pred:[21.183506   0.        18.814402  20.         1.0818968]
Hatchback_-20_20_0_20_0_0_20_450 gt:['-20', '20', '0', '20', '0'] pred:[29.144901  20.         1.4302218 20.         5.830828 ]
Sedan4Door_0_20_-20_20_20_80_20_450 gt:['0', '20', '-20', '20', '20'] pred:[ 6.2490563 20.        32.67847   20.        20.       ]
Hybrid_0_20_-20_0_0_0_60_450 gt:['0', '20', '-20', '0', '0'] pred:[1.8337763e+01 5.4298172e+00 3.7892776e+01 0.0000000e+00 2.9274568e-02]
Hatchback_0_0_0_0_20_240_60_450 gt:['0', '0', '0', '0', '20'] pred:[14.33281    5.3807034  5.129943   2.4277024  0.7740802]
Suv_0_20_0_0_0_160_60_400 gt:['0', '20', '0', '0', '0'] pred:[10.5987215  5.2022495  0.         2.4589722  5.125076 ]
Hatchback_-20_0_-20_0_20_80_60_400 gt:['-20', '0', '-20', '0', '20'] pred:[17.433846  10.300812  19.585995   7.3817267  0.2964819]
Hatchback_-20_20_-20_20_0_240_20_450 gt:['-20', '20', '-20', '20', '0'] pred:[22.512165    4.034527    2.2020311   1.2438929   0.62786454]
Suv_-20_20_-20_0_20_240_20_400 gt:['-20', '20', '-20', '0', '20'] pred:[24.587044 41.600956  6.774105 50.91777  39.180447]
Sedan4Door_0_20_0_20_20_240_20_450 gt:['0', '20', '0', '20', '20'] pred:[16.78292    36.368538    0.          0.97450924  3.2095485 ]
Hatchback_-20_20_-20_0_0_0_60_400 gt:['-20', '20', '-20', '0', '0'] pred:[15.52499    8.774975  14.989357   0.         0.0452356]
Hybrid_0_20_-20_20_0_240_20_400 gt:['0', '20', '-20', '20', '0'] pred:[ 0.         16.68539    20.         20.          0.95532215]
Hybrid_-20_20_-20_20_20_320_20_450 gt:['-20', '20', '-20', '20', '20'] pred:[17.379078  20.        20.        20.         3.3233886]
Suv_-20_0_-20_20_20_320_60_450 gt:['-20', '0', '-20', '20', '20'] pred:[ 7.3125854  0.         9.990364  14.271517   3.669937 ]
Hatchback_-20_0_0_20_0_240_20_450 gt:['-20', '0', '0', '20', '0'] pred:[27.998526    8.900278    0.6170793   4.422549    0.30362612]
Hybrid_-20_0_-20_0_0_80_20_450 gt:['-20', '0', '-20', '0', '0'] pred:[28.770794  12.5457115 20.         0.         0.7590771]
Sedan2Door_-20_0_0_0_0_0_60_400 gt:['-20', '0', '0', '0', '0'] pred:[13.427082   24.425583   12.119795    9.807769    0.45333666]
Hybrid_0_0_-20_0_0_0_20_450 gt:['0', '0', '-20', '0', '0'] pred:[18.140053    0.         20.          0.          0.13412535]
Hybrid_-20_0_0_0_0_80_20_450 gt:['-20', '0', '0', '0', '0'] pred:[40.126484  0.       15.522012  0.        0.      ]
Hybrid_-20_20_0_20_20_240_20_450 gt:['-20', '20', '0', '20', '20'] pred:[ 7.9373817 12.809479  14.02408   20.         4.271598 ]
Hybrid_-20_20_-20_20_20_80_20_450 gt:['-20', '20', '-20', '20', '20'] pred:[32.36858    20.         15.771176   20.          0.37108493]
Suv_-20_0_-20_0_20_0_60_450 gt:['-20', '0', '-20', '0', '20'] pred:[15.034725    0.         29.246536   20.418755    0.15608032]
Hatchback_-20_20_0_0_20_160_60_450 gt:['-20', '20', '0', '0', '20'] pred:[ 9.134504   1.6195606  1.5692225  2.379211  14.414931 ]
Sedan2Door_0_0_0_0_0_240_60_400 gt:['0', '0', '0', '0', '0'] pred:[20.345913   9.806079   6.3740053  0.        13.916616 ]
Hybrid_0_0_0_20_0_0_20_450 gt:['0', '0', '0', '20', '0'] pred:[13.988032    0.          1.4847845  20.          0.27300102]
Hybrid_-20_20_0_20_20_0_20_400 gt:['-20', '20', '0', '20', '20'] pred:[15.5074005 20.         3.1828983 20.         4.885073 ]
Hybrid_0_20_0_20_20_80_20_450 gt:['0', '20', '0', '20', '20'] pred:[15.986041 20.        8.97682  20.       20.      ]
Sedan2Door_0_0_0_20_0_160_60_450 gt:['0', '0', '0', '20', '0'] pred:[5.5912967  2.054853   6.8889236  1.0583812  0.02675902]
Suv_0_0_0_20_0_240_60_400 gt:['0', '0', '0', '20', '0'] pred:[ 5.3257604 33.222626   6.479128   6.220254  24.662682 ]
Sedan4Door_-20_0_0_0_20_160_60_450 gt:['-20', '0', '0', '0', '20'] pred:[3.070596  3.3996487 3.9108949 0.7669765 1.039348 ]
