hybrid_-17_23_-36_35_15_50_70_420 gt:['-17', '23', '-36', '35', '15'] pred:[18.111662 20.86531  15.695008 15.619887 23.892725]
sedan4door_-50_23_-22_35_46_50_30_420 gt:['-50', '23', '-22', '35', '46'] pred:[39.742374 28.947607 38.062706 35.       46.      ]
sedan4door_-50_23_-22_48_46_50_30_420 gt:['-50', '23', '-22', '48', '46'] pred:[39.32036  26.496214 38.248463 48.       46.      ]
hatchback_-50_15_-4_35_46_140_70_420 gt:['-50', '15', '-4', '35', '46'] pred:[21.193262 13.682798  4.       12.266784 17.738031]
sedan2door_-30_23_-4_48_28_20_70_420 gt:['-30', '23', '-4', '48', '28'] pred:[29.770823  21.190376   5.6802096 16.42197   10.976807 ]
suv_-17_45_-4_35_28_230_30_420 gt:['-17', '45', '-4', '35', '28'] pred:[17.        47.158497   4.        21.532558   7.8183756]
sedan4door_-17_15_-4_10_46_140_30_420 gt:['-17', '15', '-4', '10', '46'] pred:[17.         7.9136744  4.        22.943438  46.       ]
sedan4door_-30_45_-22_10_46_20_30_420 gt:['-30', '45', '-22', '10', '46'] pred:[43.82365   45.        17.58406   10.         8.6988945]
sedan4door_-17_15_-22_48_28_140_70_420 gt:['-17', '15', '-22', '48', '28'] pred:[15.528839   9.327809  22.        20.71674    6.5060925]
hatchback_-17_15_-22_48_28_20_70_420 gt:['-17', '15', '-22', '48', '28'] pred:[25.582512  9.933006 32.513447 48.       15.51921 ]
sedan4door_-30_23_-36_48_28_140_30_420 gt:['-30', '23', '-36', '48', '28'] pred:[30.       13.391293 36.       29.600378 28.      ]
sedan4door_-17_23_-36_10_15_230_70_420 gt:['-17', '23', '-36', '10', '15'] pred:[21.005669   5.949179  13.410978  12.727005   1.8699421]
sedan2door_-50_45_-36_48_28_20_30_420 gt:['-50', '45', '-36', '48', '28'] pred:[37.954754  45.         8.7399645 48.        10.801691 ]
sedan4door_-30_23_-36_48_28_140_70_420 gt:['-30', '23', '-36', '48', '28'] pred:[29.039597 14.499686 36.       25.737253  5.399211]
sedan4door_-30_45_-36_35_28_50_30_420 gt:['-30', '45', '-36', '35', '28'] pred:[32.96519  36.322666 25.794058 35.       28.      ]
sedan4door_-30_45_-22_35_15_140_70_420 gt:['-30', '45', '-22', '35', '15'] pred:[23.462337  26.260302  22.        24.671759   2.5038342]
hybrid_-50_45_-36_10_46_20_70_420 gt:['-50', '45', '-36', '10', '46'] pred:[34.076954 30.442204 13.130462 17.631487 22.073826]
suv_-50_15_-22_48_15_50_70_420 gt:['-50', '15', '-22', '48', '15'] pred:[28.327103 21.68424  21.189388 13.711866  9.705885]
hatchback_-30_15_-22_48_46_140_30_420 gt:['-30', '15', '-22', '48', '46'] pred:[30.       26.467384 22.       26.016603 46.      ]
sedan4door_-30_45_-4_10_46_50_30_420 gt:['-30', '45', '-4', '10', '46'] pred:[24.521065 24.639065 16.323418 10.       46.      ]
sedan4door_-17_45_-22_10_15_230_30_420 gt:['-17', '45', '-22', '10', '15'] pred:[17.        37.8132    22.         3.9327586 18.2247   ]
sedan4door_-30_45_-22_10_46_50_70_420 gt:['-30', '45', '-22', '10', '46'] pred:[22.490545  35.318695   9.717042   3.4018285 13.21254  ]
hatchback_-30_23_-36_48_28_50_30_420 gt:['-30', '23', '-36', '48', '28'] pred:[32.962223 23.       36.217373 48.       28.      ]
sedan4door_-17_23_-4_48_46_140_70_420 gt:['-17', '23', '-4', '48', '46'] pred:[18.80544   9.687918  4.       17.188992 17.076984]
hatchback_-30_15_-22_10_28_50_30_420 gt:['-30', '15', '-22', '10', '28'] pred:[32.53766  24.482538 26.37638  10.       28.      ]
sedan2door_-50_15_-22_35_28_50_30_420 gt:['-50', '15', '-22', '35', '28'] pred:[31.0822  15.      23.27631 35.      28.     ]
hybrid_-17_45_-36_10_46_50_70_420 gt:['-17', '45', '-36', '10', '46'] pred:[18.68425  33.45709  11.154937 16.254559 33.292603]
hatchback_-30_45_-36_48_28_20_30_420 gt:['-30', '45', '-36', '48', '28'] pred:[45.11315   45.        30.648064  48.         3.9277182]
hatchback_-17_15_-4_35_28_50_30_420 gt:['-17', '15', '-4', '35', '28'] pred:[22.125614 15.       22.628881 35.       28.      ]
suv_-17_45_-22_10_46_20_70_420 gt:['-17', '45', '-22', '10', '46'] pred:[23.579481  29.102583  16.73897    1.9633873 19.070213 ]
hatchback_-17_45_-36_48_15_230_30_420 gt:['-17', '45', '-36', '48', '15'] pred:[17.       36.227547 36.       22.951239 22.241377]
sedan2door_-50_15_-4_35_28_20_70_420 gt:['-50', '15', '-4', '35', '28'] pred:[40.023163  14.683272   4.3544044 20.02723   10.948038 ]
sedan4door_-17_15_-36_48_46_230_30_420 gt:['-17', '15', '-36', '48', '46'] pred:[17.       14.265101 36.       24.250465 33.889668]
sedan2door_-50_45_-36_35_46_230_70_420 gt:['-50', '45', '-36', '35', '46'] pred:[38.31775   12.743446   8.7432165 14.96156   28.199707 ]
sedan4door_-17_45_-4_35_46_50_30_420 gt:['-17', '45', '-4', '35', '46'] pred:[23.879803 31.323696  7.412291 35.       46.      ]
hybrid_-17_45_-22_35_15_20_70_420 gt:['-17', '45', '-22', '35', '15'] pred:[34.28426   32.66175   19.51545   35.         7.7927737]
hybrid_-50_15_-22_35_46_140_30_420 gt:['-50', '15', '-22', '35', '46'] pred:[50.        7.15108  22.        8.150908 46.      ]
sedan2door_-50_45_-4_48_15_140_70_420 gt:['-50', '45', '-4', '48', '15'] pred:[34.871983 26.638418  9.259574 18.976482 10.648161]
sedan2door_-17_45_-4_10_46_50_70_420 gt:['-17', '45', '-4', '10', '46'] pred:[12.208507 40.139954 17.034372 14.540284 26.776625]
sedan4door_-30_15_-4_10_46_20_70_420 gt:['-30', '15', '-4', '10', '46'] pred:[35.939037   9.74024    6.4786406 10.         7.7769094]
suv_-17_45_-36_35_15_50_30_420 gt:['-17', '45', '-36', '35', '15'] pred:[17.318813 45.       36.464348 35.       15.      ]
hybrid_-17_23_-4_10_15_230_70_420 gt:['-17', '23', '-4', '10', '15'] pred:[24.774664   7.991148  13.858695  13.5178175  6.6183314]
hatchback_-17_23_-36_35_46_140_30_420 gt:['-17', '23', '-36', '35', '46'] pred:[17.       22.972698 36.       26.715298 46.      ]
sedan2door_-17_45_-36_35_28_230_30_420 gt:['-17', '45', '-36', '35', '28'] pred:[17.       39.396164 36.       22.156029 18.116554]
sedan2door_-30_15_-4_48_15_20_70_420 gt:['-30', '15', '-4', '48', '15'] pred:[29.198418 14.421568  7.031661 48.       10.187413]
hybrid_-30_15_-4_10_15_20_70_420 gt:['-30', '15', '-4', '10', '15'] pred:[36.03121  19.4708   14.450062 10.        8.518711]
hatchback_-30_23_-4_10_46_230_30_420 gt:['-30', '23', '-4', '10', '46'] pred:[30.        14.721078   4.         6.4660344 32.181046 ]
sedan4door_-17_23_-4_10_28_140_30_420 gt:['-17', '23', '-4', '10', '28'] pred:[17.       13.318696  4.       22.249985 28.      ]
suv_-17_15_-36_35_28_140_30_420 gt:['-17', '15', '-36', '35', '28'] pred:[17.       11.300561 36.       13.36492  28.      ]
suv_-17_15_-36_35_15_50_70_420 gt:['-17', '15', '-36', '35', '15'] pred:[ 9.570648  18.116003  37.136707  13.023926   6.8764563]
hatchback_-17_45_-4_48_15_230_70_420 gt:['-17', '45', '-4', '48', '15'] pred:[19.131708  17.214554   2.1432729 11.611503   3.1491861]
sedan2door_-50_15_-4_48_46_140_30_420 gt:['-50', '15', '-4', '48', '46'] pred:[50.       19.02912   4.        7.791472 46.      ]
hatchback_-50_15_-36_35_46_140_70_420 gt:['-50', '15', '-36', '35', '46'] pred:[22.971273 13.507889 36.       19.112429 17.728924]
hatchback_-50_15_-4_48_15_20_70_420 gt:['-50', '15', '-4', '48', '15'] pred:[39.444153 13.996996  9.716621 48.        8.010408]
sedan4door_-17_23_-4_10_46_20_30_420 gt:['-17', '23', '-4', '10', '46'] pred:[35.959545  23.        18.661247  10.         7.7151294]
hatchback_-17_45_-4_35_28_230_70_420 gt:['-17', '45', '-4', '35', '28'] pred:[20.273863 14.291346  2.431008  8.104867  9.327407]
hatchback_-50_15_-4_10_15_230_70_420 gt:['-50', '15', '-4', '10', '15'] pred:[40.38986  12.719349  2.621077  6.966573  2.822714]
hatchback_-30_15_-36_10_28_140_70_420 gt:['-30', '15', '-36', '10', '28'] pred:[ 7.9353147  9.866888  36.         8.626568   8.099269 ]
suv_-17_23_-4_48_28_140_70_420 gt:['-17', '23', '-4', '48', '28'] pred:[ 6.354675 15.302772 11.892477 21.382246 17.914371]
sedan4door_-17_15_-4_48_28_140_70_420 gt:['-17', '15', '-4', '48', '28'] pred:[16.71474    9.418423   4.        19.606604   6.2431993]
sedan2door_-30_45_-36_35_46_50_30_420 gt:['-30', '45', '-36', '35', '46'] pred:[24.656471 45.       11.937143 35.       46.      ]
sedan4door_-17_23_-22_48_46_140_30_420 gt:['-17', '23', '-22', '48', '46'] pred:[17.       12.586877 22.       37.7631   46.      ]
sedan2door_-30_45_-36_10_28_230_70_420 gt:['-30', '45', '-36', '10', '28'] pred:[35.62547   12.70309   12.948234  11.404927  10.6812525]
suv_-17_23_-36_35_15_20_70_420 gt:['-17', '23', '-36', '35', '15'] pred:[26.46059   24.072378  15.77264    4.198236  11.0199585]
hatchback_-30_23_-36_48_15_20_30_420 gt:['-30', '23', '-36', '48', '15'] pred:[45.03181   23.        31.301579  48.         2.6172416]
sedan2door_-50_23_-36_10_15_50_30_420 gt:['-50', '23', '-36', '10', '15'] pred:[33.918926 23.       20.599705 10.       15.      ]
suv_-17_23_-4_10_15_50_30_420 gt:['-17', '23', '-4', '10', '15'] pred:[11.339485 23.       11.498883 10.       15.      ]
suv_-17_23_-36_35_46_140_70_420 gt:['-17', '23', '-36', '35', '46'] pred:[ 4.775911 12.833543 36.       13.33506  23.041483]
sedan4door_-50_45_-4_35_15_50_70_420 gt:['-50', '45', '-4', '35', '15'] pred:[33.383587  24.632805   6.00781   12.4266815  2.7493608]
sedan4door_-50_23_-4_48_46_20_70_420 gt:['-50', '23', '-4', '48', '46'] pred:[36.856384 14.883981  5.472657 48.        8.308292]
suv_-17_23_-36_10_15_140_70_420 gt:['-17', '23', '-36', '10', '15'] pred:[ 4.014568 13.466745  4.438504 17.535769 11.086118]
sedan4door_-50_23_-4_35_46_230_70_420 gt:['-50', '23', '-4', '35', '46'] pred:[48.21004    9.669678   3.0415695 15.000719  26.349276 ]
suv_-17_23_-36_48_15_140_70_420 gt:['-17', '23', '-36', '48', '15'] pred:[ 6.126863 16.222359 12.601528 28.738205 11.131373]
sedan4door_-17_45_-4_10_15_50_70_420 gt:['-17', '45', '-4', '10', '15'] pred:[13.76891   26.576519   7.0626874  4.391729   2.3049   ]
hatchback_-50_45_-36_10_28_50_70_420 gt:['-50', '45', '-36', '10', '28'] pred:[35.622227 18.17212  24.611393 13.06871  20.67576 ]
sedan2door_-30_15_-4_10_15_20_70_420 gt:['-30', '15', '-4', '10', '15'] pred:[29.505516  13.717602   6.510371  13.861034  10.0676775]
suv_-30_15_-36_35_46_140_30_420 gt:['-30', '15', '-36', '35', '46'] pred:[30.       19.49621  36.       14.383509 46.      ]
suv_-50_23_-36_35_46_230_70_420 gt:['-50', '23', '-36', '35', '46'] pred:[28.057957 23.793167 20.65047  12.048014 23.434835]
suv_-50_23_-4_35_28_230_30_420 gt:['-50', '23', '-4', '35', '28'] pred:[50.        32.202747   4.        32.20639    6.4609013]
hatchback_-30_15_-22_35_15_50_70_420 gt:['-30', '15', '-22', '35', '15'] pred:[24.655006  8.86418   8.610034 15.722789 20.898392]
hybrid_-30_45_-22_48_15_140_30_420 gt:['-30', '45', '-22', '48', '15'] pred:[30.       23.148655 22.       14.442175  8.334333]
hatchback_-50_45_-4_35_28_50_30_420 gt:['-50', '45', '-4', '35', '28'] pred:[35.28412  24.988361 27.567137 35.       28.      ]
sedan4door_-17_23_-4_35_46_50_70_420 gt:['-17', '23', '-4', '35', '46'] pred:[11.071115  14.273107  11.3541355 10.990807  10.425762 ]
hybrid_-30_45_-36_35_28_140_30_420 gt:['-30', '45', '-36', '35', '28'] pred:[30.       25.919926 36.       12.102652 28.      ]
hybrid_-30_15_-22_35_28_50_30_420 gt:['-30', '15', '-22', '35', '28'] pred:[20.861124   15.         27.12393    35.          0.13666403]
hybrid_-17_23_-36_48_28_230_30_420 gt:['-17', '23', '-36', '48', '28'] pred:[17.        17.71311   36.         3.2679598 21.241446 ]
sedan2door_-30_15_-36_48_15_230_30_420 gt:['-30', '15', '-36', '48', '15'] pred:[30.       13.687396 36.       13.164063  8.567186]
hatchback_-17_45_-36_10_46_140_70_420 gt:['-17', '45', '-36', '10', '46'] pred:[ 8.636648 17.977877 36.        8.069245 19.400948]
sedan2door_-50_45_-4_48_28_230_70_420 gt:['-50', '45', '-4', '48', '28'] pred:[37.434334 11.538513  8.643308 13.105265 12.855337]
sedan2door_-17_15_-22_10_15_20_30_420 gt:['-17', '15', '-22', '10', '15'] pred:[36.965794 15.       13.851075 10.        8.628805]
sedan2door_-17_45_-4_10_15_140_70_420 gt:['-17', '45', '-4', '10', '15'] pred:[ 9.445296 21.248775 12.292245 26.391315 12.142457]
sedan2door_-17_15_-36_10_15_50_30_420 gt:['-17', '15', '-36', '10', '15'] pred:[22.599205 15.       13.885767 10.       15.      ]
hatchback_-50_15_-22_10_28_50_30_420 gt:['-50', '15', '-22', '10', '28'] pred:[37.5444   26.150621 34.37572  10.       28.      ]
sedan2door_-17_45_-22_35_15_20_70_420 gt:['-17', '45', '-22', '35', '15'] pred:[29.924032 30.297722 16.040655  7.432371  4.968577]
sedan4door_-17_45_-36_48_15_50_30_420 gt:['-17', '45', '-36', '48', '15'] pred:[34.313393 40.340176 21.740088 48.       15.      ]
suv_-17_15_-36_10_15_230_70_420 gt:['-17', '15', '-36', '10', '15'] pred:[ 6.3991456  8.366054  22.665539   5.7545376  5.572237 ]
hybrid_-50_15_-36_35_15_50_70_420 gt:['-50', '15', '-36', '35', '15'] pred:[29.237522 22.699875 11.815117 15.487872 26.105639]
hybrid_-17_15_-22_35_15_230_70_420 gt:['-17', '15', '-22', '35', '15'] pred:[22.814684  8.608203 14.837572 12.092425  6.279067]
hatchback_-17_15_-22_35_15_50_30_420 gt:['-17', '15', '-22', '35', '15'] pred:[24.575102 15.       21.06698  35.       15.      ]
sedan2door_-17_23_-22_48_28_140_30_420 gt:['-17', '23', '-22', '48', '28'] pred:[17.       27.347486 22.       15.774475 28.      ]
sedan4door_-30_15_-4_48_15_230_70_420 gt:['-30', '15', '-4', '48', '15'] pred:[45.278316   6.938946   5.9342146 22.445892   2.7915797]
suv_-17_15_-4_10_28_230_70_420 gt:['-17', '15', '-4', '10', '28'] pred:[ 2.804568  9.228609  7.906311  4.290634 16.491362]
hatchback_-50_45_-4_35_15_50_30_420 gt:['-50', '45', '-4', '35', '15'] pred:[36.03804  26.944027 23.39939  35.       15.      ]
sedan2door_-17_23_-22_35_28_20_70_420 gt:['-17', '23', '-22', '35', '28'] pred:[20.83301  19.357065  9.161804 16.248713  7.74592 ]
hybrid_-30_45_-36_48_28_230_70_420 gt:['-30', '45', '-36', '48', '28'] pred:[34.81009  14.372255  8.913767 13.725866 16.31528 ]
sedan4door_-17_23_-36_10_15_50_30_420 gt:['-17', '23', '-36', '10', '15'] pred:[32.63677   33.543938  21.811077   5.6042886 15.       ]
sedan2door_-50_15_-4_35_46_230_30_420 gt:['-50', '15', '-4', '35', '46'] pred:[50.       18.241718  4.       20.401363 29.60907 ]
hybrid_-30_23_-22_48_15_140_70_420 gt:['-30', '23', '-22', '48', '15'] pred:[18.683453 21.23796  22.       10.166897 11.324771]
hatchback_-50_15_-4_10_15_230_30_420 gt:['-50', '15', '-4', '10', '15'] pred:[50.        13.472992   4.         4.7552667 11.818876 ]
hybrid_-17_15_-22_10_46_20_30_420 gt:['-17', '15', '-22', '10', '46'] pred:[36.939964 15.       25.482763 10.        4.720327]
sedan2door_-30_23_-22_10_28_230_70_420 gt:['-30', '23', '-22', '10', '28'] pred:[38.981197   7.172353  15.87064   10.406394  10.3519745]
sedan2door_-17_45_-4_48_28_140_70_420 gt:['-17', '45', '-4', '48', '28'] pred:[10.932817 21.932432 11.33452  23.352316 18.834896]
suv_-17_45_-4_10_46_50_30_420 gt:['-17', '45', '-4', '10', '46'] pred:[13.140534 45.       12.446134 10.       46.      ]
hatchback_-50_23_-36_48_46_140_30_420 gt:['-50', '23', '-36', '48', '46'] pred:[50.       25.422066 36.       23.469526 46.      ]
suv_-17_23_-4_48_46_20_30_420 gt:['-17', '23', '-4', '48', '46'] pred:[28.652359  23.        32.751663  48.         2.5995622]
suv_-30_23_-4_48_15_20_30_420 gt:['-30', '23', '-4', '48', '15'] pred:[46.018417  23.        25.217922  48.         1.3523421]
hatchback_-17_45_-22_10_15_50_30_420 gt:['-17', '45', '-22', '10', '15'] pred:[27.60399  24.454454 21.963375 10.       15.      ]
suv_-17_23_-22_35_46_140_30_420 gt:['-17', '23', '-22', '35', '46'] pred:[17.       19.116385 22.       24.188955 46.      ]
suv_-17_23_-36_10_15_50_70_420 gt:['-17', '23', '-36', '10', '15'] pred:[11.375348 29.343178 31.574553  5.252193  5.851721]
sedan2door_-30_23_-36_10_15_140_70_420 gt:['-30', '23', '-36', '10', '15'] pred:[15.743054 13.448041  8.32934  27.186096 11.170037]
hatchback_-17_45_-4_35_46_20_70_420 gt:['-17', '45', '-4', '35', '46'] pred:[27.568121 26.042099 19.685614 35.       23.221611]
sedan2door_-17_23_-4_10_28_20_70_420 gt:['-17', '23', '-4', '10', '28'] pred:[20.528502  19.204086   9.247449  17.006535   7.8698845]
hatchback_-50_15_-4_48_15_230_30_420 gt:['-50', '15', '-4', '48', '15'] pred:[50.       11.461864  4.       10.614119 15.683967]
suv_-17_15_-22_35_15_20_30_420 gt:['-17', '15', '-22', '35', '15'] pred:[32.531147  15.        35.431007  35.         2.9622436]
sedan2door_-50_23_-4_35_46_50_30_420 gt:['-50', '23', '-4', '35', '46'] pred:[33.266968 23.       20.959362 35.       46.      ]
sedan2door_-50_23_-4_10_15_20_70_420 gt:['-50', '23', '-4', '10', '15'] pred:[38.482037  18.469622   5.5876994 15.92552   10.833719 ]
sedan4door_-30_15_-36_35_15_140_30_420 gt:['-30', '15', '-36', '35', '15'] pred:[30.        5.043787 36.       29.74398  15.      ]
hatchback_-30_45_-22_10_46_20_70_420 gt:['-30', '45', '-22', '10', '46'] pred:[31.98718  22.836838 34.79386  10.       20.54294 ]
hatchback_-50_45_-36_10_46_20_70_420 gt:['-50', '45', '-36', '10', '46'] pred:[39.932613 27.458807 34.190655 10.       24.504349]
hatchback_-50_15_-4_48_15_50_70_420 gt:['-50', '15', '-4', '48', '15'] pred:[31.228168 12.691978  8.316879 21.394543 18.948341]
sedan4door_-30_23_-4_35_28_230_70_420 gt:['-30', '23', '-4', '35', '28'] pred:[41.320824   8.282797   4.7928233 18.977201  14.643657 ]
suv_-30_23_-4_10_15_50_70_420 gt:['-30', '23', '-4', '10', '15'] pred:[12.239818  30.304226  10.279177   5.4470816  7.2743454]
sedan2door_-30_23_-36_48_46_230_30_420 gt:['-30', '23', '-36', '48', '46'] pred:[30.       21.360298 36.       22.037731 23.135288]
hybrid_-50_45_-4_48_28_230_70_420 gt:['-50', '45', '-4', '48', '28'] pred:[39.814228 16.208046  6.310711 14.41438   9.815337]
hybrid_-50_15_-36_35_46_50_30_420 gt:['-50', '15', '-36', '35', '46'] pred:[17.83726   15.        47.312202  35.         0.3147874]
hybrid_-30_23_-4_10_46_20_70_420 gt:['-30', '23', '-4', '10', '46'] pred:[32.158867 18.927595 17.045145 10.       16.047834]
hybrid_-30_45_-22_10_15_50_70_420 gt:['-30', '45', '-22', '10', '15'] pred:[25.99334  35.71561  13.062867 12.201554 30.532166]
suv_-30_15_-36_35_46_230_30_420 gt:['-30', '15', '-36', '35', '46'] pred:[30.       23.350615 36.       37.90925  30.554081]
sedan2door_-50_45_-4_10_28_140_70_420 gt:['-50', '45', '-4', '10', '28'] pred:[36.905712 28.127176  8.064758 16.04126  16.466711]
hatchback_-50_23_-36_48_15_230_30_420 gt:['-50', '23', '-36', '48', '15'] pred:[50.       14.519969 36.       15.050229 18.683064]
sedan2door_-50_15_-4_48_28_230_70_420 gt:['-50', '15', '-4', '48', '28'] pred:[35.477207   3.7474973 12.310683  14.177472  11.234926 ]
suv_-50_15_-22_10_46_50_70_420 gt:['-50', '15', '-22', '10', '46'] pred:[21.07602  21.539307 17.827745  6.519974 21.747936]
hybrid_-17_45_-36_48_15_230_70_420 gt:['-17', '45', '-36', '48', '15'] pred:[19.520279  14.349725   8.444093  12.53903    5.9634457]
suv_-17_15_-4_10_28_140_30_420 gt:['-17', '15', '-4', '10', '28'] pred:[17.        7.813385  4.        7.175308 28.      ]
sedan2door_-17_45_-36_35_15_50_30_420 gt:['-17', '45', '-36', '35', '15'] pred:[23.704952 45.       10.874822 35.       15.      ]
sedan2door_-50_45_-36_10_28_20_70_420 gt:['-50', '45', '-36', '10', '28'] pred:[46.282917 34.911236  5.186303 10.877109  9.48793 ]
sedan2door_-17_23_-36_10_46_50_70_420 gt:['-17', '23', '-36', '10', '46'] pred:[12.086232 25.49152  17.874321 20.751348 29.058167]
suv_-50_15_-36_35_15_140_70_420 gt:['-50', '15', '-36', '35', '15'] pred:[18.227047 18.33474   6.318968 25.170437  8.704041]
hatchback_-17_45_-22_10_28_20_30_420 gt:['-17', '45', '-22', '10', '28'] pred:[40.93897  45.       23.024754 10.        6.362075]
sedan4door_-50_23_-36_10_46_50_70_420 gt:['-50', '23', '-36', '10', '46'] pred:[26.415154 21.386606 24.372051 12.761478 19.747282]
sedan2door_-17_23_-4_35_28_50_70_420 gt:['-17', '23', '-4', '35', '28'] pred:[13.092372 28.665836 19.012028 21.41031  21.71609 ]
sedan4door_-30_45_-22_35_28_230_70_420 gt:['-30', '45', '-22', '35', '28'] pred:[40.847015 19.851171 15.558339 16.082403  8.655503]
hybrid_-17_23_-36_10_28_20_30_420 gt:['-17', '23', '-36', '10', '28'] pred:[38.703983  23.        26.211401  10.         4.5348105]
hybrid_-17_23_-22_48_46_230_30_420 gt:['-17', '23', '-22', '48', '46'] pred:[17.       26.936394 22.        6.329635 26.6777  ]
sedan4door_-17_15_-22_10_15_50_70_420 gt:['-17', '15', '-22', '10', '15'] pred:[16.866074  12.603219  15.500859   6.881046   2.5881078]
sedan4door_-17_15_-4_35_28_230_70_420 gt:['-17', '15', '-4', '35', '28'] pred:[29.27448    3.4513838  8.741966  19.203337   8.586667 ]
sedan4door_-17_23_-22_48_28_20_70_420 gt:['-17', '23', '-22', '48', '28'] pred:[28.643032  14.300579  20.636465  48.         3.0147367]
sedan2door_-17_45_-36_48_46_20_30_420 gt:['-17', '45', '-36', '48', '46'] pred:[43.1021   45.       14.054203 48.        8.419312]
sedan2door_-50_23_-4_35_15_50_70_420 gt:['-50', '23', '-4', '35', '15'] pred:[35.20414  20.551992  8.817889 20.735022 15.902081]
sedan2door_-50_45_-22_48_28_20_70_420 gt:['-50', '45', '-22', '48', '28'] pred:[46.44339   34.670532   5.4081964 10.790029   9.048774 ]
hatchback_-17_45_-22_10_46_50_70_420 gt:['-17', '45', '-22', '10', '46'] pred:[18.602465 20.847532 20.72435   7.968699 28.248884]
sedan4door_-50_15_-4_48_28_140_30_420 gt:['-50', '15', '-4', '48', '28'] pred:[50.         6.5454483  4.        21.593958  28.       ]
sedan2door_-50_45_-4_48_46_50_30_420 gt:['-50', '45', '-4', '48', '46'] pred:[33.177536 45.       20.527378 48.       46.      ]
hybrid_-50_23_-22_10_28_230_70_420 gt:['-50', '23', '-22', '10', '28'] pred:[42.6812    8.918138  8.575752 15.134139  8.929066]
hybrid_-30_45_-4_10_15_50_30_420 gt:['-30', '45', '-4', '10', '15'] pred:[21.803188 45.       22.62381  10.       15.      ]
hatchback_-30_45_-22_48_28_50_30_420 gt:['-30', '45', '-22', '48', '28'] pred:[33.065643 27.09777  23.896582 48.       28.      ]
hatchback_-17_23_-22_10_15_50_30_420 gt:['-17', '23', '-22', '10', '15'] pred:[23.587248 23.       22.363073 10.       15.      ]
sedan4door_-50_23_-22_48_46_20_70_420 gt:['-50', '23', '-22', '48', '46'] pred:[36.190067 13.730413 14.158989 48.        8.208212]
suv_-17_23_-4_48_28_20_70_420 gt:['-17', '23', '-4', '48', '28'] pred:[19.279161 20.619423  9.81269   3.132904 18.228268]
hybrid_-30_45_-4_48_15_20_30_420 gt:['-30', '45', '-4', '48', '15'] pred:[36.86714  45.       12.962554 48.        4.653609]
hybrid_-17_15_-22_10_28_20_30_420 gt:['-17', '15', '-22', '10', '28'] pred:[36.033447  15.        28.608644  10.         4.4175897]
sedan4door_-17_23_-22_35_15_140_30_420 gt:['-17', '23', '-22', '35', '15'] pred:[17.       11.533424 22.       37.230095 15.      ]
sedan4door_-30_15_-22_35_28_20_70_420 gt:['-30', '15', '-22', '35', '28'] pred:[35.486504  10.511094  13.111941  35.         4.4719334]
hatchback_-30_15_-4_35_46_50_30_420 gt:['-30', '15', '-4', '35', '46'] pred:[24.549139 23.2772   16.853579 35.       46.      ]
suv_-50_15_-4_10_28_230_30_420 gt:['-50', '15', '-4', '10', '28'] pred:[50.        27.626087   4.         7.7092876  2.9410188]
sedan2door_-50_15_-22_48_15_50_30_420 gt:['-50', '15', '-22', '48', '15'] pred:[33.570793 15.       19.911545 48.       15.      ]
suv_-17_45_-36_48_28_50_30_420 gt:['-17', '45', '-36', '48', '28'] pred:[17.542831 45.       38.742676 48.       28.      ]
hybrid_-30_23_-4_10_15_20_70_420 gt:['-30', '23', '-4', '10', '15'] pred:[36.906506 21.501303 16.372704 10.       10.753346]
hybrid_-50_45_-22_35_28_20_70_420 gt:['-50', '45', '-22', '35', '28'] pred:[33.872307 33.441704 12.345061 14.723479 23.205408]
suv_-17_23_-36_35_15_140_30_420 gt:['-17', '23', '-36', '35', '15'] pred:[17.       16.935867 36.       32.96008  15.      ]
sedan4door_-50_15_-36_35_15_20_70_420 gt:['-50', '15', '-36', '35', '15'] pred:[35.266632  8.932783 25.849134 35.        1.462766]
hatchback_-30_15_-36_35_46_230_30_420 gt:['-30', '15', '-36', '35', '46'] pred:[30.       13.99811  36.        8.91717  35.685894]
hatchback_-50_15_-4_10_46_20_30_420 gt:['-50', '15', '-4', '10', '46'] pred:[45.72642  15.       23.44175  10.        6.018742]
sedan2door_-17_23_-22_35_46_140_70_420 gt:['-17', '23', '-22', '35', '46'] pred:[ 9.361897  8.770006  9.408923 22.61792  31.517948]
suv_-17_23_-4_35_15_230_30_420 gt:['-17', '23', '-4', '35', '15'] pred:[17.        24.519981   4.        23.571981   6.5801253]
hatchback_-17_15_-36_48_46_230_30_420 gt:['-17', '15', '-36', '48', '46'] pred:[17.       13.028173 36.       11.162051 33.399483]
sedan4door_-17_23_-36_35_15_140_70_420 gt:['-17', '23', '-36', '35', '15'] pred:[14.969424  10.958395  36.        15.12216    1.8246056]
hatchback_-17_15_-22_35_46_230_30_420 gt:['-17', '15', '-22', '35', '46'] pred:[17.       16.80459  22.        8.303394 31.728848]
sedan4door_-50_45_-22_10_28_20_30_420 gt:['-50', '45', '-22', '10', '28'] pred:[45.343678 45.       22.218054 10.       20.497139]
sedan2door_-50_23_-36_48_15_50_70_420 gt:['-50', '23', '-36', '48', '15'] pred:[34.813698  20.72438    8.7745285 20.792198  16.022038 ]
hatchback_-50_15_-22_10_46_230_30_420 gt:['-50', '15', '-22', '10', '46'] pred:[50.        14.054327  22.         5.6275096 30.063723 ]
suv_-30_15_-22_48_15_140_30_420 gt:['-30', '15', '-22', '48', '15'] pred:[30.      15.1672  22.      16.14873 15.     ]
