hybrid_0_20_-40_0_40_320_20_400:gt ['0', '20', '-40', '0', '40']:pred [ 0.22642326 20.         40.          0.         42.36026   ]
suv_-40_20_0_40_0_240_40_400:gt ['-40', '20', '0', '40', '0']:pred [40.         23.706669    0.         39.128468    0.63351154]
hybrid_0_20_-20_40_20_240_60_400:gt ['0', '20', '-20', '40', '20']:pred [ 0.       16.312716 20.       40.       15.380953]
sedan4door_-40_20_0_0_40_160_80_400:gt ['-40', '20', '0', '0', '40']:pred [37.518394  24.427456   2.8316207  2.41571   38.320755 ]
sedan4door_0_40_0_0_20_320_40_450:gt ['0', '40', '0', '0', '20']:pred [ 1.1828119 40.         1.0913247  0.        14.629734 ]
sedan4door_-40_20_-20_0_20_160_80_450:gt ['-40', '20', '-20', '0', '20']:pred [40.206837 16.29968  20.072784  1.471788 29.296904]
sedan4door_-40_40_-40_40_40_240_40_400:gt ['-40', '40', '-40', '40', '40']:pred [40.       41.977238 40.       37.90741  38.39771 ]
suv_-40_40_-20_40_20_0_40_400:gt ['-40', '40', '-20', '40', '20']:pred [40.49961   40.        19.719376  40.        15.8767395]
hatchback_-20_20_-20_20_20_160_20_400:gt ['-20', '20', '-20', '20', '20']:pred [20.       23.29224  20.       19.840818 20.      ]
suv_-20_0_-40_20_20_320_40_450:gt ['-20', '0', '-40', '20', '20']:pred [22.775644  0.       36.114765 20.       22.490076]
sedan2door_-20_0_-20_0_40_160_40_450:gt ['-20', '0', '-20', '0', '40']:pred [20.         1.1070411 20.         0.        43.685024 ]
sedan4door_0_40_-20_20_40_0_60_450:gt ['0', '40', '-20', '20', '40']:pred [ 1.1344694 39.847622  12.610698  20.        38.739212 ]
hatchback_-40_20_-40_0_20_80_80_400:gt ['-40', '20', '-40', '0', '20']:pred [44.703827  19.859697  46.903603   3.8120167 20.       ]
sedan4door_0_0_-20_40_20_320_20_400:gt ['0', '0', '-20', '40', '20']:pred [ 0.21116167  0.         22.517902   40.         25.155447  ]
sedan4door_-20_20_0_40_20_0_20_450:gt ['-20', '20', '0', '40', '20']:pred [10.587345  20.         0.6542603 40.        20.       ]
sedan4door_-20_40_-40_0_0_240_20_400:gt ['-20', '40', '-40', '0', '0']:pred [20.        37.55892   40.         1.4708802  1.5858494]
hybrid_0_40_0_40_40_160_40_400:gt ['0', '40', '0', '40', '40']:pred [ 0.       39.92835   0.       40.       38.765373]
suv_-40_20_0_40_0_320_60_400:gt ['-40', '20', '0', '40', '0']:pred [41.394684  28.602463   2.7354617 35.76803    1.2598454]
hatchback_0_0_-20_20_0_160_80_450:gt ['0', '0', '-20', '20', '0']:pred [ 0.84904546  0.6882108  10.36893    24.470795   15.241703  ]
sedan2door_-20_0_-40_40_20_160_80_400:gt ['-20', '0', '-40', '40', '20']:pred [20.678335   1.2439866 40.        40.        24.44037  ]
sedan2door_0_40_-40_0_0_0_60_450:gt ['0', '40', '-40', '0', '0']:pred [ 0.34572086 34.63254    40.          0.          1.6119868 ]
hybrid_0_20_-40_40_20_320_80_450:gt ['0', '20', '-40', '40', '20']:pred [ 0.3841166 20.508043  40.        40.        24.075327 ]
sedan4door_-20_40_0_40_0_160_40_400:gt ['-20', '40', '0', '40', '0']:pred [20.        42.403625   0.        40.708508   5.2825875]
sedan4door_-20_0_-40_0_0_320_80_450:gt ['-20', '0', '-40', '0', '0']:pred [16.080904   1.5073302 42.124775   2.1483455  1.3221301]
hybrid_-20_0_0_40_20_160_40_450:gt ['-20', '0', '0', '40', '20']:pred [20.         3.2101727  0.        40.        23.640608 ]
sedan2door_0_40_0_0_40_240_40_400:gt ['0', '40', '0', '0', '40']:pred [ 0.       42.126316  0.        0.       40.51773 ]
suv_-40_20_-20_20_40_240_80_450:gt ['-40', '20', '-20', '20', '40']:pred [40.490654 13.714462 19.355522 18.933369 42.98009 ]
hybrid_-20_0_-40_40_20_320_20_400:gt ['-20', '0', '-40', '40', '20']:pred [16.02474   0.       40.       40.       13.551826]
suv_0_20_-20_20_20_240_80_450:gt ['0', '20', '-20', '20', '20']:pred [ 0.7761565 16.501753  12.7841215 25.57884   16.4723   ]
hybrid_-20_20_-40_40_0_160_20_400:gt ['-20', '20', '-40', '40', '0']:pred [20.       18.476755 40.       40.        0.      ]
sedan2door_-20_40_0_40_40_320_20_450:gt ['-20', '40', '0', '40', '40']:pred [17.094675 40.        0.       40.       44.089043]
hatchback_-20_40_-20_20_20_80_20_400:gt ['-20', '40', '-20', '20', '20']:pred [15.771626 40.       28.35461  20.       20.      ]
sedan4door_0_0_-40_20_40_0_60_450:gt ['0', '0', '-40', '20', '40']:pred [ 1.322204   2.7860425 37.991684  20.        27.334269 ]
suv_-40_40_0_20_0_160_20_400:gt ['-40', '40', '0', '20', '0']:pred [40.       41.79269   0.       17.988445  0.      ]
sedan2door_-20_20_-40_0_20_0_40_400:gt ['-20', '20', '-40', '0', '20']:pred [16.463926 20.       40.        0.       32.34183 ]
sedan4door_-20_0_0_40_20_320_80_450:gt ['-20', '0', '0', '40', '20']:pred [19.527794   2.1519032  1.8841358 40.41733   17.084768 ]
sedan2door_-40_20_0_20_20_80_20_400:gt ['-40', '20', '0', '20', '20']:pred [40.39129 20.       0.      20.      20.     ]
hybrid_0_0_-40_20_0_320_40_450:gt ['0', '0', '-40', '20', '0']:pred [ 0.32424584  0.         40.         20.          0.8906379 ]
suv_-40_20_-40_20_40_160_20_400:gt ['-40', '20', '-40', '20', '40']:pred [40.       17.090218 40.       23.313316 40.      ]
sedan4door_-20_40_-20_40_20_160_20_450:gt ['-20', '40', '-20', '40', '20']:pred [20.       44.816406 20.       44.954277 20.      ]
sedan2door_-40_40_0_40_20_320_80_450:gt ['-40', '40', '0', '40', '20']:pred [43.299397 43.78569   0.       40.       19.603395]
suv_-40_20_-40_40_40_240_20_450:gt ['-40', '20', '-40', '40', '40']:pred [40.         9.9447155 40.        36.098797  39.0672   ]
suv_-40_20_-40_0_40_160_40_450:gt ['-40', '20', '-40', '0', '40']:pred [40.        21.60363   40.         2.2639184 44.87852  ]
hatchback_-40_0_-20_20_40_320_60_450:gt ['-40', '0', '-20', '20', '40']:pred [38.88652    4.0888658 18.844433  22.912148  32.443924 ]
hatchback_0_0_-40_40_0_0_20_400:gt ['0', '0', '-40', '40', '0']:pred [ 0.5277513  0.        45.75624   40.         0.       ]
hatchback_-40_0_-20_20_40_0_40_450:gt ['-40', '0', '-20', '20', '40']:pred [39.41474   0.       25.511705 20.       40.25451 ]
suv_-40_0_-40_0_40_80_60_400:gt ['-40', '0', '-40', '0', '40']:pred [44.707073   0.8254285 43.733856   0.        31.803495 ]
hatchback_-40_0_-40_20_20_320_40_400:gt ['-40', '0', '-40', '20', '20']:pred [40.675884  0.       37.114006 20.       16.799082]
suv_-40_40_-20_20_40_240_80_400:gt ['-40', '40', '-20', '20', '40']:pred [41.00248  41.587425 17.316456 15.806254 32.594135]
hatchback_-40_40_-20_0_0_0_40_450:gt ['-40', '40', '-20', '0', '0']:pred [40.667465  40.        30.479008   0.         3.0393562]
suv_-40_0_0_0_40_320_40_450:gt ['-40', '0', '0', '0', '40']:pred [37.429047    0.          0.69275784  0.         40.550632  ]
sedan2door_-40_20_0_0_40_320_60_400:gt ['-40', '20', '0', '0', '40']:pred [41.448692 20.381357  0.        0.       35.78132 ]
suv_0_40_-20_20_0_160_80_400:gt ['0', '40', '-20', '20', '0']:pred [ 2.3708076 37.703033  25.557507  27.924816   1.5469916]
sedan2door_0_0_-20_0_0_0_20_450:gt ['0', '0', '-20', '0', '0']:pred [ 0.42894408  0.         20.          0.          0.        ]
suv_0_20_0_20_40_160_60_400:gt ['0', '20', '0', '20', '40']:pred [ 1.0978215 19.081463   0.        12.33356   39.143948 ]
hatchback_-40_20_-20_0_40_320_40_450:gt ['-40', '20', '-20', '0', '40']:pred [37.979774 20.       19.164003  0.       38.21341 ]
suv_-40_0_-40_20_40_0_80_450:gt ['-40', '0', '-40', '20', '40']:pred [40.263588  4.382886 47.026516 21.330608 45.046776]
suv_0_0_-20_0_40_320_40_450:gt ['0', '0', '-20', '0', '40']:pred [ 0.69009197  0.         25.083445    0.         41.084602  ]
sedan4door_-20_0_0_0_0_80_40_400:gt ['-20', '0', '0', '0', '0']:pred [16.84378    3.4478102  3.7869558  0.         0.       ]
suv_-40_40_-20_0_20_0_40_450:gt ['-40', '40', '-20', '0', '20']:pred [38.55756  40.       19.771442  0.       12.16885 ]
sedan4door_-20_0_0_20_0_320_20_450:gt ['-20', '0', '0', '20', '0']:pred [16.579123   0.         2.6982255 20.         1.6508311]
hatchback_0_0_-20_40_0_0_20_450:gt ['0', '0', '-20', '40', '0']:pred [ 0.38101673  0.         23.434786   40.          0.        ]
suv_-20_0_-20_20_0_80_80_450:gt ['-20', '0', '-20', '20', '0']:pred [17.936432  2.278421 23.761393 20.04545   0.      ]
sedan4door_-20_20_-20_40_20_160_60_400:gt ['-20', '20', '-20', '40', '20']:pred [18.43542  18.43473  20.       43.509468 17.31501 ]
sedan2door_-40_0_0_40_20_80_80_450:gt ['-40', '0', '0', '40', '20']:pred [39.833637    0.72268933  0.         40.         20.        ]
hybrid_-40_20_-20_0_20_0_80_450:gt ['-40', '20', '-20', '0', '20']:pred [40.417374 22.776999 20.        0.       19.746588]
sedan2door_0_0_0_0_0_240_60_400:gt ['0', '0', '0', '0', '0']:pred [1.752077  1.9801701 0.        0.        4.7766   ]
hybrid_0_20_-20_40_40_160_80_400:gt ['0', '20', '-20', '40', '40']:pred [ 1.2607082 19.218544  20.        40.        35.810387 ]
sedan4door_-40_20_0_0_40_160_20_400:gt ['-40', '20', '0', '0', '40']:pred [40.          9.925497    0.          0.45271918 40.        ]
sedan2door_-20_20_-40_0_40_80_40_450:gt ['-20', '20', '-40', '0', '40']:pred [19.183886 10.996017 40.        0.       40.      ]
hatchback_0_40_0_20_0_320_40_450:gt ['0', '40', '0', '20', '0']:pred [ 0.24077891 40.          3.6456008  20.          0.51069796]
hybrid_-40_20_-20_40_40_320_20_450:gt ['-40', '20', '-20', '40', '40']:pred [41.05217  20.       20.       40.       40.523846]
sedan4door_-20_40_0_0_0_240_60_400:gt ['-20', '40', '0', '0', '0']:pred [19.367918  42.89922    0.         0.7255298  2.589442 ]
hybrid_0_20_0_20_20_320_60_400:gt ['0', '20', '0', '20', '20']:pred [ 0.5818548 19.45469    0.        20.        32.24992  ]
hybrid_0_40_-40_40_40_160_60_450:gt ['0', '40', '-40', '40', '40']:pred [ 0.       45.694157 40.       40.       44.681564]
sedan4door_0_20_0_20_40_240_20_450:gt ['0', '20', '0', '20', '40']:pred [ 0.       22.866844  0.       27.782526 35.95437 ]
hatchback_-20_20_-20_40_20_0_40_450:gt ['-20', '20', '-20', '40', '20']:pred [17.856396 20.       19.159798 40.       14.937022]
sedan2door_-20_40_-20_20_0_240_20_450:gt ['-20', '40', '-20', '20', '0']:pred [20.        40.269573  20.        20.         1.0267702]
suv_-40_0_-20_20_0_160_40_400:gt ['-40', '0', '-20', '20', '0']:pred [40.        4.870023 20.       23.031904  7.543465]
suv_-40_20_-40_0_20_160_40_400:gt ['-40', '20', '-40', '0', '20']:pred [40.         25.614738   40.          0.89927965 13.427142  ]
sedan2door_0_40_0_0_20_0_80_450:gt ['0', '40', '0', '0', '20']:pred [ 0.47105128 38.37901     0.          0.          6.6986303 ]
suv_-40_20_0_0_40_160_20_450:gt ['-40', '20', '0', '0', '40']:pred [40.         16.110659    0.          0.92995733 40.        ]
sedan4door_-20_20_0_20_40_160_40_400:gt ['-20', '20', '0', '20', '40']:pred [20.       24.287504  0.       18.76005  30.519659]
sedan4door_-20_0_0_0_40_320_80_400:gt ['-20', '0', '0', '0', '40']:pred [15.34672    2.8175366  2.5764234  1.9668636 47.365498 ]
hatchback_-40_0_0_0_20_240_40_400:gt ['-40', '0', '0', '0', '20']:pred [40.         1.6970519  0.         0.7030553 25.212336 ]
hybrid_0_0_-20_20_20_160_40_450:gt ['0', '0', '-20', '20', '20']:pred [ 0.        4.01968  20.       20.       26.397606]
hatchback_-40_40_-40_0_40_0_60_400:gt ['-40', '40', '-40', '0', '40']:pred [39.91609 38.25619 33.92899  0.      41.38911]
hybrid_-40_0_-20_20_0_240_60_400:gt ['-40', '0', '-20', '20', '0']:pred [44.42537    2.4294527 20.        20.         2.678886 ]
hybrid_-20_20_0_40_20_320_40_400:gt ['-20', '20', '0', '40', '20']:pred [12.470366 20.        0.       40.       21.241451]
hatchback_-20_20_0_40_20_80_80_450:gt ['-20', '20', '0', '40', '20']:pred [10.137221 10.920557  4.093369 27.865852 20.      ]
sedan4door_-20_0_-40_20_40_240_40_400:gt ['-20', '0', '-40', '20', '40']:pred [20.         1.1821415 40.        23.724897  39.77363  ]
suv_-20_40_0_40_40_240_40_450:gt ['-20', '40', '0', '40', '40']:pred [20.       37.348392  0.       43.878853 38.423103]
hybrid_0_0_-40_40_0_0_80_400:gt ['0', '0', '-40', '40', '0']:pred [ 0.11785052  1.5600843  40.         40.          1.1077608 ]
sedan4door_0_0_-40_40_20_320_20_450:gt ['0', '0', '-40', '40', '20']:pred [ 1.8937366  0.        43.032818  40.        35.017418 ]
suv_-40_40_-40_40_0_0_20_400:gt ['-40', '40', '-40', '40', '0']:pred [36.66569  40.       34.031662 40.        0.      ]
suv_-40_0_0_40_20_320_80_450:gt ['-40', '0', '0', '40', '20']:pred [41.69921    2.7792077  1.2710781 40.224888  20.246946 ]
hatchback_0_0_-40_40_40_160_80_450:gt ['0', '0', '-40', '40', '40']:pred [ 7.91127   8.27695  39.028114 31.100567 29.84549 ]
hatchback_0_20_0_20_40_0_60_450:gt ['0', '20', '0', '20', '40']:pred [ 1.061361 20.850594  4.137445 20.       42.800842]
sedan4door_0_0_-40_20_20_240_60_450:gt ['0', '0', '-40', '20', '20']:pred [ 2.4989862  2.728148  28.041328  20.00656   14.723896 ]
hybrid_0_0_-40_20_0_320_40_450:gt ['0', '0', '-40', '20', '0']:pred [ 0.32424584  0.         40.         20.          0.8906379 ]
suv_-40_0_-40_40_40_160_40_400:gt ['-40', '0', '-40', '40', '40']:pred [40.        1.922252 40.       34.170143 42.06317 ]
hybrid_0_0_-20_20_0_240_80_400:gt ['0', '0', '-20', '20', '0']:pred [ 2.0315466  4.0295224 20.        20.        17.03403  ]
sedan2door_-40_20_-40_0_40_240_80_400:gt ['-40', '20', '-40', '0', '40']:pred [39.914574 23.16667  40.        0.       27.235418]
hybrid_-40_40_-40_0_40_160_80_400:gt ['-40', '40', '-40', '0', '40']:pred [42.770252 38.960014 40.        0.       38.856525]
sedan2door_-20_0_-20_20_0_0_80_400:gt ['-20', '0', '-20', '20', '0']:pred [14.418255    0.60312766 20.         20.          2.1931133 ]
hybrid_-20_20_-20_20_20_160_80_400:gt ['-20', '20', '-20', '20', '20']:pred [17.759209 23.977312 20.       20.       27.134918]
hybrid_0_0_-20_40_20_80_40_400:gt ['0', '0', '-20', '40', '20']:pred [ 1.1913085  0.        20.        40.        20.       ]
sedan2door_0_40_-20_40_20_80_80_450:gt ['0', '40', '-20', '40', '20']:pred [ 0.47494316 33.06933    20.         40.         20.        ]
hatchback_-20_20_0_40_20_320_40_450:gt ['-20', '20', '0', '40', '20']:pred [20.14937   20.         2.8560433 40.        20.174929 ]
hybrid_-20_0_-40_0_0_240_40_450:gt ['-20', '0', '-40', '0', '0']:pred [20.         2.281176  40.         0.         1.1348184]
hybrid_-20_20_-40_0_0_240_20_450:gt ['-20', '20', '-40', '0', '0']:pred [20.         21.856716   40.          0.          0.44154185]
suv_-20_40_-20_20_20_160_20_450:gt ['-20', '40', '-20', '20', '20']:pred [20.       38.702232 20.       15.863567 20.      ]
suv_-20_40_-20_40_0_0_20_400:gt ['-20', '40', '-20', '40', '0']:pred [21.747416 40.       19.05985  40.        0.      ]
sedan4door_-40_20_0_40_0_320_60_450:gt ['-40', '20', '0', '40', '0']:pred [35.349064  14.775721   0.9765743 38.087654   1.558257 ]
sedan2door_-20_40_0_20_0_320_20_400:gt ['-20', '40', '0', '20', '0']:pred [14.687632 40.        0.       20.        3.348141]
suv_-40_40_-20_20_20_80_60_450:gt ['-40', '40', '-20', '20', '20']:pred [39.31373  38.930088 15.04053  15.425557 11.54976 ]
hybrid_-40_40_0_40_40_0_40_400:gt ['-40', '40', '0', '40', '40']:pred [38.14101  40.        0.       40.       41.950592]
sedan2door_0_0_-40_0_0_160_60_400:gt ['0', '0', '-40', '0', '0']:pred [ 6.5014334  1.8309423 40.         0.         4.0861697]
sedan4door_-20_0_0_0_40_240_80_400:gt ['-20', '0', '0', '0', '40']:pred [16.86642    1.8836848  9.454566   2.7508197 37.475796 ]
sedan2door_-20_0_-20_40_0_160_60_400:gt ['-20', '0', '-20', '40', '0']:pred [17.326399   2.8974128 20.        40.         6.244313 ]
hatchback_-40_40_-20_0_20_160_40_450:gt ['-40', '40', '-20', '0', '20']:pred [40.       38.81963  20.        4.479136 11.434885]
sedan2door_0_20_0_40_0_80_80_400:gt ['0', '20', '0', '40', '0']:pred [ 6.0226502 23.0938     0.        40.         0.       ]
hybrid_-20_20_-40_0_20_0_80_400:gt ['-20', '20', '-40', '0', '20']:pred [16.507515 15.127107 40.        0.       21.072598]
suv_-40_20_0_40_40_160_40_400:gt ['-40', '20', '0', '40', '40']:pred [40.       21.102842  0.       45.17135  31.064856]
hatchback_0_20_0_0_20_0_60_450:gt ['0', '20', '0', '0', '20']:pred [ 0.4063034 24.296392   2.178364   0.        25.308378 ]
sedan2door_-20_20_-20_40_20_320_40_450:gt ['-20', '20', '-20', '40', '20']:pred [17.115883 20.       20.       40.       25.34628 ]
sedan2door_-20_20_-20_40_0_320_60_400:gt ['-20', '20', '-20', '40', '0']:pred [26.345474 19.86352  20.       40.       12.260294]
hybrid_-20_20_0_20_20_160_20_450:gt ['-20', '20', '0', '20', '20']:pred [20.       21.364513  0.       20.       20.      ]
sedan2door_-40_40_0_20_40_0_40_450:gt ['-40', '40', '0', '20', '40']:pred [43.210575 40.        0.       20.       38.739277]
sedan4door_-20_40_0_0_0_160_80_400:gt ['-20', '40', '0', '0', '0']:pred [24.23896   40.540337   9.429386   1.1923952  2.3958008]
sedan2door_-20_0_-40_0_0_320_60_450:gt ['-20', '0', '-40', '0', '0']:pred [18.278107   2.7924957 40.         0.         3.836512 ]
sedan2door_-40_20_0_20_20_160_80_400:gt ['-40', '20', '0', '20', '20']:pred [37.09467  25.717512  0.       20.       19.400383]
suv_0_40_-20_0_40_320_20_450:gt ['0', '40', '-20', '0', '40']:pred [ 2.121642 40.       26.003162  0.       41.72164 ]
sedan2door_-40_0_-20_20_0_80_60_450:gt ['-40', '0', '-20', '20', '0']:pred [34.103577   3.2207937 20.        20.         1.1132699]
suv_0_0_-20_0_40_240_80_400:gt ['0', '0', '-20', '0', '40']:pred [ 5.0429926  1.8244143 19.361786   2.0928926 42.15458  ]
hatchback_-40_0_-40_20_0_240_60_400:gt ['-40', '0', '-40', '20', '0']:pred [39.001404   2.4744017 43.061314  18.509537   2.5816808]
sedan4door_-20_40_-40_40_40_320_80_400:gt ['-20', '40', '-40', '40', '40']:pred [22.767927 41.499153 39.21379  37.996815 42.058144]
suv_-20_0_0_20_20_240_60_450:gt ['-20', '0', '0', '20', '20']:pred [ 6.0176415  1.690912   0.        23.569574  16.967596 ]
sedan2door_-40_40_-40_20_20_0_80_450:gt ['-40', '40', '-40', '20', '20']:pred [34.36036  34.064423 40.       20.       17.826534]
sedan4door_-40_0_0_20_20_0_40_400:gt ['-40', '0', '0', '20', '20']:pred [38.338272   0.         0.7138616 20.         9.644224 ]
sedan4door_0_20_0_0_40_320_80_400:gt ['0', '20', '0', '0', '40']:pred [ 0.80744183 17.430614    4.146623    5.0570116  35.21428   ]
sedan4door_-20_0_0_0_20_80_60_400:gt ['-20', '0', '0', '0', '20']:pred [22.294598   1.2046591  0.8347988  1.3552163 23.270933 ]
sedan2door_-40_40_0_0_0_320_60_400:gt ['-40', '40', '0', '0', '0']:pred [42.11352  44.166954  0.        0.        1.367449]
suv_-20_0_0_0_20_240_20_400:gt ['-20', '0', '0', '0', '20']:pred [20.         3.2299142  0.         1.0732862 16.26299  ]
sedan4door_-20_40_-40_40_20_240_20_400:gt ['-20', '40', '-40', '40', '20']:pred [20.       41.79815  40.       38.884518 17.030256]
sedan2door_-40_20_-20_0_40_320_80_450:gt ['-40', '20', '-20', '0', '40']:pred [39.374466 15.440473 20.        0.       32.985435]
hatchback_0_20_-40_40_0_240_20_400:gt ['0', '20', '-40', '40', '0']:pred [ 0.       13.20096  40.       45.21107   0.404638]
sedan2door_-20_40_-20_20_40_0_40_450:gt ['-20', '40', '-20', '20', '40']:pred [16.9167   40.       20.       20.       41.964947]
hybrid_0_40_-20_40_40_320_20_450:gt ['0', '40', '-20', '40', '40']:pred [ 0.1153537 40.        20.        40.        46.236572 ]
hatchback_0_20_-40_40_40_240_20_400:gt ['0', '20', '-40', '40', '40']:pred [ 0.       12.758222 40.       38.935204 46.595585]
hatchback_0_0_0_20_0_240_40_400:gt ['0', '0', '0', '20', '0']:pred [ 0.          0.7288797   0.         21.521927    0.49140942]
hybrid_0_0_-40_0_0_160_60_450:gt ['0', '0', '-40', '0', '0']:pred [ 0.          2.2426834  40.          0.          0.45536548]
sedan2door_0_20_-40_20_20_0_40_400:gt ['0', '20', '-40', '20', '20']:pred [ 0.44426283 20.         40.         20.         22.861126  ]
hybrid_0_0_-40_0_20_0_20_400:gt ['0', '0', '-40', '0', '20']:pred [ 0.38786268  0.         40.          0.         20.        ]
sedan4door_-20_0_-40_20_20_160_20_400:gt ['-20', '0', '-40', '20', '20']:pred [20.        13.07001   40.         1.2457639 20.       ]
hybrid_0_20_-20_40_20_320_60_400:gt ['0', '20', '-20', '40', '20']:pred [ 1.1981219 22.912292  20.        40.        21.1722   ]
hatchback_-20_40_-20_0_40_160_80_400:gt ['-20', '40', '-20', '0', '40']:pred [20.929417 42.985256 30.200855  5.869367 40.130795]
sedan4door_-40_40_0_20_0_160_40_450:gt ['-40', '40', '0', '20', '0']:pred [40.       38.931904  0.       20.91864   4.70118 ]
hybrid_-20_40_-40_0_40_80_40_400:gt ['-20', '40', '-40', '0', '40']:pred [19.35198  35.821156 40.        0.       40.      ]
hatchback_-20_20_-40_20_40_320_20_400:gt ['-20', '20', '-40', '20', '40']:pred [15.598422 20.       35.04583  20.       40.687702]
sedan4door_-20_20_-20_40_0_320_20_450:gt ['-20', '20', '-20', '40', '0']:pred [23.872047  20.        22.334816  40.         0.5449949]
hatchback_-20_40_0_20_40_320_20_400:gt ['-20', '40', '0', '20', '40']:pred [15.386027  40.         2.3776994 20.        39.669483 ]
hatchback_-40_40_0_40_20_80_80_400:gt ['-40', '40', '0', '40', '20']:pred [37.8475    39.730877   3.9306195 45.602127  20.       ]
hybrid_-20_20_0_40_0_80_20_400:gt ['-20', '20', '0', '40', '0']:pred [16.788845 20.        0.       40.        0.      ]
sedan2door_-20_0_0_0_40_240_40_400:gt ['-20', '0', '0', '0', '40']:pred [20.         3.1490474  0.         0.        40.067116 ]
hatchback_-20_0_-40_0_40_320_60_400:gt ['-20', '0', '-40', '0', '40']:pred [16.763931  5.570468 40.364372  0.       40.928093]
suv_-40_0_-40_20_0_240_20_400:gt ['-40', '0', '-40', '20', '0']:pred [40.         7.105942  40.        22.007578   0.5397405]
suv_-40_20_-40_0_20_160_80_450:gt ['-40', '20', '-40', '0', '20']:pred [41.990368 18.594204 49.539978  3.459252 36.621437]
sedan2door_-20_40_-20_0_20_0_20_400:gt ['-20', '40', '-20', '0', '20']:pred [14.216573 40.       20.        0.       20.      ]
hybrid_-20_40_-20_0_0_160_40_450:gt ['-20', '40', '-20', '0', '0']:pred [20.        38.50752   20.         0.         1.3979299]
hybrid_-40_20_-40_20_0_0_60_400:gt ['-40', '20', '-40', '20', '0']:pred [41.321014 19.709787 40.       20.        3.488343]
hatchback_-40_20_-40_20_0_80_40_400:gt ['-40', '20', '-40', '20', '0']:pred [40.403393 13.814387 39.671577 20.        0.      ]
suv_-20_0_-40_40_40_160_60_400:gt ['-20', '0', '-40', '40', '40']:pred [16.347546   3.1882818 40.        43.05156   39.675987 ]
hatchback_-20_0_0_0_40_160_80_400:gt ['-20', '0', '0', '0', '40']:pred [22.859697   1.6355555  0.         5.7019887 42.41801  ]
hybrid_-40_40_-20_20_40_80_40_400:gt ['-40', '40', '-20', '20', '40']:pred [40.985443 40.869663 20.       20.       40.      ]
sedan2door_0_40_-20_0_0_320_20_400:gt ['0', '40', '-20', '0', '0']:pred [ 0.28823167 40.         20.          0.          0.76038516]
hybrid_0_0_0_0_40_160_60_400:gt ['0', '0', '0', '0', '40']:pred [ 0.         0.9461873  0.         0.        41.15928  ]
suv_-40_40_-40_20_20_0_60_450:gt ['-40', '40', '-40', '20', '20']:pred [38.112717 42.516155 41.426037 20.       12.520586]
hybrid_-20_0_-20_0_0_320_80_400:gt ['-20', '0', '-20', '0', '0']:pred [18.474798   3.1130304 20.         0.         1.370075 ]
suv_0_20_-20_0_20_320_40_400:gt ['0', '20', '-20', '0', '20']:pred [ 7.4200096 20.        19.742237   0.        20.832077 ]
sedan2door_0_40_-40_20_40_80_20_400:gt ['0', '40', '-40', '20', '40']:pred [ 1.1141286 40.        40.        20.        40.       ]
suv_0_20_0_0_20_320_40_450:gt ['0', '20', '0', '0', '20']:pred [ 2.9621422 20.         8.261015   0.        17.74861  ]
hatchback_0_20_-20_0_40_0_80_400:gt ['0', '20', '-20', '0', '40']:pred [ 3.2878   24.27206  23.071262  0.       46.174488]
sedan4door_0_40_-40_0_0_160_20_450:gt ['0', '40', '-40', '0', '0']:pred [ 0.       30.75153  40.        5.391241  0.      ]
hybrid_0_20_-20_0_20_80_80_400:gt ['0', '20', '-20', '0', '20']:pred [ 0.6579056 15.481655  20.         0.        20.       ]
sedan2door_-20_20_0_40_0_0_20_450:gt ['-20', '20', '0', '40', '0']:pred [18.790478 20.        0.       40.        0.      ]
hatchback_0_40_0_40_0_160_40_400:gt ['0', '40', '0', '40', '0']:pred [ 0.        39.77847    0.        42.012836   2.9452655]
sedan2door_-40_40_-40_20_0_320_60_450:gt ['-40', '40', '-40', '20', '0']:pred [37.654446  38.118866  40.        20.         5.9943953]
hatchback_-40_0_-20_20_0_240_60_400:gt ['-40', '0', '-20', '20', '0']:pred [41.226833   2.3549623 21.057886  15.781023   1.3304962]
sedan4door_-20_40_0_20_20_320_40_400:gt ['-20', '40', '0', '20', '20']:pred [19.968637  40.         0.5175334 20.        23.94819  ]
suv_-40_40_-20_40_20_80_20_450:gt ['-40', '40', '-20', '40', '20']:pred [40.63746  40.       23.091158 40.       20.      ]
hybrid_-20_0_0_20_0_160_20_400:gt ['-20', '0', '0', '20', '0']:pred [20.         1.3036035  0.        20.         0.       ]
sedan2door_-20_20_-20_20_0_240_20_450:gt ['-20', '20', '-20', '20', '0']:pred [20.         20.99988    20.         20.          0.35360622]
hybrid_-40_20_0_40_0_320_40_450:gt ['-40', '20', '0', '40', '0']:pred [40.941734   20.          0.         40.          0.65899986]
hatchback_-40_40_-40_20_40_320_20_450:gt ['-40', '40', '-40', '20', '40']:pred [40.257565 40.       39.27847  20.       47.701565]
sedan2door_-40_0_-20_40_0_320_40_450:gt ['-40', '0', '-20', '40', '0']:pred [42.337334   0.        20.        40.         1.4474922]
sedan4door_-20_40_-40_0_40_80_80_450:gt ['-20', '40', '-40', '0', '40']:pred [11.20559  38.089146 41.420708  2.282672 40.      ]
sedan2door_-40_40_0_40_0_320_80_400:gt ['-40', '40', '0', '40', '0']:pred [40.749672  39.020123   0.        40.         7.0334845]
hatchback_0_40_-20_0_40_160_60_450:gt ['0', '40', '-20', '0', '40']:pred [ 4.070607  35.96594   20.         0.8335115 43.740112 ]
