hybrid_-40_40_-40_40_20_360_80_400 gt:['-40', '40', '-40', '40', '20'] pred:[41.40255  41.323326 40.       40.       18.985538]
sedan2door_-40_20_0_0_40_80_60_450 gt:['-40', '20', '0', '0', '40'] pred:[42.25811  19.668694  0.        0.       42.832855]
sedan2door_-20_20_0_0_20_280_40_450 gt:['-20', '20', '0', '0', '20'] pred:[20.31872  20.943386  0.        0.       21.763922]
sedan4door_-40_20_0_40_20_360_80_400 gt:['-40', '20', '0', '40', '20'] pred:[43.406994  21.412127   3.3274608 43.660076  19.83297  ]
sedan4door_-40_40_-40_20_20_80_40_450 gt:['-40', '40', '-40', '20', '20'] pred:[44.32658  43.694794 46.710976 20.       20.      ]
sedan4door_-40_0_-20_20_0_360_80_450 gt:['-40', '0', '-20', '20', '0'] pred:[43.26808    3.9029052 21.3718    19.928677   2.341179 ]
hybrid_0_0_-40_0_20_360_80_400 gt:['0', '0', '-40', '0', '20'] pred:[ 2.4244416  3.0367038 40.         0.        21.347818 ]
sedan2door_-20_0_-20_0_40_320_80_450 gt:['-20', '0', '-20', '0', '40'] pred:[17.689688   2.6224284 20.         0.        41.375362 ]
hatchback_-40_40_0_40_40_240_80_400 gt:['-40', '40', '0', '40', '40'] pred:[39.306583  37.31464    4.2416315 44.225986  37.880234 ]
suv_-20_40_-40_0_20_240_80_400 gt:['-20', '40', '-40', '0', '20'] pred:[18.016293 39.518997 41.265156  3.20194  21.524834]
suv_-20_40_-20_40_20_280_80_400 gt:['-20', '40', '-20', '40', '20'] pred:[21.218615 36.37213  18.593315 44.410736 24.311172]
hybrid_-20_0_0_40_20_160_40_400 gt:['-20', '0', '0', '40', '20'] pred:[20.        2.132167  0.       40.       17.313118]
suv_0_0_-20_20_0_320_80_450 gt:['0', '0', '-20', '20', '0'] pred:[ 3.367445   1.1091604 19.889898  20.48134    1.1751105]
hatchback_-40_20_-40_40_0_320_60_400 gt:['-40', '20', '-40', '40', '0'] pred:[40.90612   19.363432  40.838978  43.432934   3.4701655]
sedan4door_-40_0_-20_0_0_120_40_400 gt:['-40', '0', '-20', '0', '0'] pred:[40.         1.9736062 20.         2.682472   0.       ]
hatchback_0_0_-20_40_20_320_60_450 gt:['0', '0', '-20', '40', '20'] pred:[ 2.9525108  5.001384  19.853064  45.975185  19.233017 ]
sedan4door_-40_40_0_40_40_200_20_400 gt:['-40', '40', '0', '40', '40'] pred:[40.       40.74666   0.       42.470146 40.794586]
hybrid_-20_20_0_20_40_160_40_400 gt:['-20', '20', '0', '20', '40'] pred:[20.       21.271887  0.       20.       41.50053 ]
sedan2door_-40_20_0_0_40_0_60_450 gt:['-40', '20', '0', '0', '40'] pred:[42.43764  18.226055  0.        0.       38.80956 ]
sedan2door_-20_20_-40_20_40_280_40_450 gt:['-20', '20', '-40', '20', '40'] pred:[16.862942 21.360855 40.       20.       45.06359 ]
hatchback_0_0_-20_40_20_320_40_450 gt:['0', '0', '-20', '40', '20'] pred:[ 2.964109  0.       16.24532  40.       16.207968]
hybrid_0_20_-40_40_40_40_60_450 gt:['0', '20', '-40', '40', '40'] pred:[ 2.6537282 20.67514   40.        40.        40.815685 ]
suv_0_0_-40_0_40_120_80_450 gt:['0', '0', '-40', '0', '40'] pred:[ 3.9444208  3.3972697 45.69783    3.8212047 38.582203 ]
sedan4door_0_20_0_40_20_240_20_400 gt:['0', '20', '0', '40', '20'] pred:[ 0.       15.289178  0.       42.778473 22.6903  ]
hatchback_-40_0_-20_40_0_160_60_450 gt:['-40', '0', '-20', '40', '0'] pred:[39.52602    3.8754272 20.        40.31585    2.8292832]
hatchback_-40_0_-20_20_0_280_20_400 gt:['-40', '0', '-20', '20', '0'] pred:[45.87193    0.        18.319155  20.         3.6180882]
hatchback_0_0_-20_0_40_80_40_450 gt:['0', '0', '-20', '0', '40'] pred:[ 2.19012    2.9149265 24.003191   0.        40.       ]
hatchback_-40_0_-20_0_0_160_60_400 gt:['-40', '0', '-20', '0', '0'] pred:[45.571964   3.8045123 20.         2.6495678  2.6346464]
hybrid_-40_0_-20_40_0_80_20_450 gt:['-40', '0', '-20', '40', '0'] pred:[44.969276  0.       20.       40.        0.      ]
sedan2door_-20_0_-40_20_40_120_60_450 gt:['-20', '0', '-40', '20', '40'] pred:[18.352167   2.9521139 40.        20.        39.873077 ]
sedan2door_-40_40_0_0_20_160_40_400 gt:['-40', '40', '0', '0', '20'] pred:[40.       44.110058  0.        0.       21.225273]
sedan4door_-40_20_0_40_20_320_60_450 gt:['-40', '20', '0', '40', '20'] pred:[42.704773 21.898106  2.872479 42.42697  19.026995]
hatchback_-20_40_0_0_0_40_20_400 gt:['-20', '40', '0', '0', '0'] pred:[18.308487  40.         6.2190895  0.         0.       ]
suv_-20_0_-40_40_0_200_60_400 gt:['-20', '0', '-40', '40', '0'] pred:[23.25824    6.0443797 40.        39.353523   1.5132345]
sedan4door_-20_20_-40_40_0_280_60_400 gt:['-20', '20', '-40', '40', '0'] pred:[18.021053  18.226448  39.22811   41.266323   2.7663627]
suv_0_0_0_20_20_120_80_400 gt:['0', '0', '0', '20', '20'] pred:[ 2.7943618  2.0736592  2.134715  17.17164   19.7938   ]
hybrid_-40_20_-20_40_0_120_80_450 gt:['-40', '20', '-20', '40', '0'] pred:[42.883675 21.843912 20.       40.        1.28702 ]
hybrid_-20_40_-20_40_20_160_60_400 gt:['-20', '40', '-20', '40', '20'] pred:[22.854269 41.563713 20.       40.       18.222778]
hybrid_0_40_-40_40_0_200_60_400 gt:['0', '40', '-40', '40', '0'] pred:[ 0.        44.827553  40.        40.         1.5096277]
sedan4door_0_20_-20_40_40_80_80_400 gt:['0', '20', '-20', '40', '40'] pred:[ 3.5013492 22.82055   14.3707285 45.40822   40.       ]
hatchback_-40_20_0_40_20_160_60_450 gt:['-40', '20', '0', '40', '20'] pred:[42.805447 18.659492  0.       46.898357 22.07583 ]
sedan4door_-40_20_-40_40_20_360_40_450 gt:['-40', '20', '-40', '40', '20'] pred:[39.4414   20.       43.8834   40.       21.336449]
sedan4door_0_40_-40_20_40_40_60_400 gt:['0', '40', '-40', '20', '40'] pred:[ 3.5493605 41.246464  46.596077  20.        40.390068 ]
sedan2door_0_20_0_40_20_40_40_400 gt:['0', '20', '0', '40', '20'] pred:[ 3.0857553 20.         0.        40.        18.451696 ]
hatchback_-20_0_-40_0_0_280_20_450 gt:['-20', '0', '-40', '0', '0'] pred:[15.807254  0.       48.414078  0.        0.464446]
hatchback_0_0_0_20_0_240_40_400 gt:['0', '0', '0', '20', '0'] pred:[ 0.         1.9460723  0.        17.790478   1.0773953]
sedan2door_0_40_-20_0_40_0_40_450 gt:['0', '40', '-20', '0', '40'] pred:[ 1.9981831 40.        20.         0.        41.81566  ]
hatchback_-40_40_-20_20_0_280_20_450 gt:['-40', '40', '-20', '20', '0'] pred:[43.006935  40.        20.166676  20.         2.7620049]
hatchback_0_40_-20_40_40_280_40_450 gt:['0', '40', '-20', '40', '40'] pred:[ 3.7226863 40.05605   15.301666  42.196293  40.184364 ]
sedan2door_0_0_0_0_40_0_40_450 gt:['0', '0', '0', '0', '40'] pred:[ 2.1438913  0.         0.         0.        42.042976 ]
hatchback_-40_0_0_20_20_280_60_450 gt:['-40', '0', '0', '20', '20'] pred:[39.875404   4.7489247  3.5981178 11.25225   18.847675 ]
hybrid_-20_40_-40_20_40_160_20_450 gt:['-20', '40', '-40', '20', '40'] pred:[20.       47.707687 40.       20.       40.      ]
sedan4door_-40_40_-20_20_0_200_40_450 gt:['-40', '40', '-20', '20', '0'] pred:[40.       40.57203  20.       16.630556  2.545176]
hatchback_0_20_0_20_0_200_80_450 gt:['0', '20', '0', '20', '0'] pred:[ 1.2937684 21.598785   5.011511  12.907939   1.2949414]
hybrid_-40_20_-20_40_20_80_20_450 gt:['-40', '20', '-20', '40', '20'] pred:[44.177696 20.       20.       40.       20.      ]
hybrid_-40_20_-20_0_0_200_40_400 gt:['-40', '20', '-20', '0', '0'] pred:[40.        20.183386  20.         0.         0.8777952]
sedan4door_-40_0_-40_40_40_160_40_400 gt:['-40', '0', '-40', '40', '40'] pred:[40.        4.649777 40.       46.023163 38.40832 ]
sedan2door_0_20_0_20_20_160_40_450 gt:['0', '20', '0', '20', '20'] pred:[ 0.       20.878468  0.       20.       24.026253]
hatchback_-40_40_-40_20_40_200_40_400 gt:['-40', '40', '-40', '20', '40'] pred:[40.       45.02575  40.       15.443994 38.754223]
sedan4door_-40_20_-20_20_20_240_80_450 gt:['-40', '20', '-20', '20', '20'] pred:[41.144478 20.07209  26.497494 17.568193 24.904112]
suv_-40_40_-40_0_0_280_20_400 gt:['-40', '40', '-40', '0', '0'] pred:[41.673805  40.        42.986134   0.         1.2683271]
sedan4door_-40_20_-40_20_40_320_80_400 gt:['-40', '20', '-40', '20', '40'] pred:[42.353024 18.63837  41.13427  19.540648 40.631893]
sedan4door_0_40_-20_40_40_0_20_450 gt:['0', '40', '-20', '40', '40'] pred:[ 2.6133578 40.        20.817266  40.        40.       ]
sedan2door_-20_0_0_0_40_360_20_450 gt:['-20', '0', '0', '0', '40'] pred:[20.232416  0.        0.        0.       40.      ]
suv_-40_0_0_40_40_200_20_450 gt:['-40', '0', '0', '40', '40'] pred:[40.         3.5028415  0.        44.418663  42.37409  ]
hybrid_-20_20_-20_20_0_240_20_450 gt:['-20', '20', '-20', '20', '0'] pred:[20.         20.134882   20.         20.          0.86059874]
hatchback_-20_0_0_40_0_200_80_400 gt:['-20', '0', '0', '40', '0'] pred:[19.8242     2.968647   4.8957357 45.36099    1.0191625]
sedan2door_0_40_-20_40_40_120_60_450 gt:['0', '40', '-20', '40', '40'] pred:[ 2.2657576 46.047928  20.        40.        39.552883 ]
suv_-40_0_-20_40_40_360_40_450 gt:['-40', '0', '-20', '40', '40'] pred:[41.64176   0.       19.7308   40.       39.399647]
hatchback_-20_0_-20_40_0_280_40_450 gt:['-20', '0', '-20', '40', '0'] pred:[17.420183   7.756685  15.9425335 44.364624   2.1512103]
sedan4door_-40_20_0_0_0_0_60_400 gt:['-40', '20', '0', '0', '0'] pred:[41.659077  19.332441   3.6082041  0.         1.276044 ]
hybrid_-40_0_-20_0_40_80_80_400 gt:['-40', '0', '-20', '0', '40'] pred:[43.304634   3.9249377 20.         0.        40.       ]
hatchback_-20_20_-20_20_40_280_20_400 gt:['-20', '20', '-20', '20', '40'] pred:[14.497902 20.       23.197138 20.       40.768017]
hybrid_0_0_-40_0_20_0_60_400 gt:['0', '0', '-40', '0', '20'] pred:[ 3.2800949  0.        40.         0.        20.359873 ]
suv_-40_40_-20_20_0_0_60_400 gt:['-40', '40', '-20', '20', '0'] pred:[43.741066 41.7061   16.665545 20.        1.589286]
suv_-20_40_0_0_20_120_60_400 gt:['-20', '40', '0', '0', '20'] pred:[19.024603  45.12733    0.         3.5669982 16.324358 ]
hybrid_0_20_-40_0_0_80_20_400 gt:['0', '20', '-40', '0', '0'] pred:[ 1.9069476 20.        40.         0.         0.       ]
suv_-40_40_-20_40_0_360_60_400 gt:['-40', '40', '-20', '40', '0'] pred:[43.77693   43.023975  17.960896  40.         2.0740006]
sedan4door_-20_40_-20_0_40_160_60_450 gt:['-20', '40', '-20', '0', '40'] pred:[18.93689   47.8964    20.         3.6998336 42.017357 ]
hybrid_0_40_-40_0_0_0_60_450 gt:['0', '40', '-40', '0', '0'] pred:[ 2.3040667 43.49603   40.         0.         1.5908335]
sedan4door_-20_40_0_40_20_160_60_400 gt:['-20', '40', '0', '40', '20'] pred:[22.782654 41.17739   0.       42.702866 23.941286]
sedan4door_-20_0_0_20_0_40_20_400 gt:['-20', '0', '0', '20', '0'] pred:[23.080267   0.         3.3023906 20.         0.       ]
sedan2door_-20_40_-40_0_20_200_40_400 gt:['-20', '40', '-40', '0', '20'] pred:[20.       42.544727 40.        0.       21.636871]
hybrid_-40_0_-20_20_0_80_60_450 gt:['-40', '0', '-20', '20', '0'] pred:[43.335503   3.4465413 20.        20.         1.4111053]
hybrid_-40_20_-20_40_0_40_60_400 gt:['-40', '20', '-20', '40', '0'] pred:[43.10635   21.084492  20.        40.         2.2634056]
hatchback_-20_20_-40_20_20_320_80_400 gt:['-20', '20', '-40', '20', '20'] pred:[20.150127 19.353146 45.144077 15.262509 19.05877 ]
hybrid_-20_20_0_20_0_200_60_400 gt:['-20', '20', '0', '20', '0'] pred:[18.539612  22.228575   0.        20.         1.1406953]
hybrid_-20_0_-20_0_40_240_40_450 gt:['-20', '0', '-20', '0', '40'] pred:[20.        1.908676 20.        0.       43.646584]
hatchback_-20_0_0_40_40_200_20_450 gt:['-20', '0', '0', '40', '40'] pred:[20.        5.370779  0.       42.5778   44.84489 ]
hybrid_-40_0_0_40_0_200_40_400 gt:['-40', '0', '0', '40', '0'] pred:[40.         1.7604516  0.        40.         1.5627642]
suv_0_20_-40_40_40_40_40_450 gt:['0', '20', '-40', '40', '40'] pred:[ 3.5577245 20.        46.26626   40.        37.82418  ]
hatchback_0_20_-40_20_40_120_80_400 gt:['0', '20', '-40', '20', '40'] pred:[ 2.6222885 29.283258  42.605015  22.617407  39.222626 ]
sedan4door_-20_40_-40_20_0_40_80_400 gt:['-20', '40', '-40', '20', '0'] pred:[17.97808  44.464516 42.883904 20.447952  4.309871]
sedan2door_0_20_-20_40_20_80_40_450 gt:['0', '20', '-20', '40', '20'] pred:[ 2.3870902 20.911215  20.        40.        20.       ]
sedan4door_-40_40_-40_40_40_160_20_400 gt:['-40', '40', '-40', '40', '40'] pred:[40.       45.249985 40.       45.70366  40.      ]
hybrid_-40_20_-40_20_0_240_60_400 gt:['-40', '20', '-40', '20', '0'] pred:[44.09343   22.049715  40.        20.         1.2494376]
suv_-40_0_-40_20_40_80_80_450 gt:['-40', '0', '-40', '20', '40'] pred:[38.905647   2.8525007 38.5742    20.25308   40.       ]
hatchback_-40_0_-40_40_0_80_80_400 gt:['-40', '0', '-40', '40', '0'] pred:[46.031094   3.8302276 40.921124  43.875343   0.       ]
hybrid_-40_40_0_40_0_240_40_400 gt:['-40', '40', '0', '40', '0'] pred:[40.        44.731754   0.        40.         1.4279289]
suv_0_0_-20_20_20_360_80_400 gt:['0', '0', '-20', '20', '20'] pred:[ 2.7499864  1.5389234 17.510668  17.216805  18.23854  ]
suv_-20_0_-40_20_0_360_80_400 gt:['-20', '0', '-40', '20', '0'] pred:[19.993698   2.5169747 42.752197  14.833467   1.4792906]
sedan2door_-20_0_-40_20_20_80_40_450 gt:['-20', '0', '-40', '20', '20'] pred:[20.597527   2.1666243 40.        20.        20.       ]
sedan2door_-20_0_-40_0_20_240_60_400 gt:['-20', '0', '-40', '0', '20'] pred:[16.659946   1.1640258 40.         0.        20.327002 ]
sedan2door_-40_0_-20_40_20_0_80_450 gt:['-40', '0', '-20', '40', '20'] pred:[45.424023   2.5746398 20.        40.        19.84484  ]
sedan4door_-40_20_-40_40_0_320_40_450 gt:['-40', '20', '-40', '40', '0'] pred:[37.622433  20.        42.79154   40.         3.5277166]
sedan2door_-20_40_-40_0_0_280_40_400 gt:['-20', '40', '-40', '0', '0'] pred:[17.943985  40.649265  40.         0.         1.1947777]
sedan4door_-20_40_0_20_0_120_20_400 gt:['-20', '40', '0', '20', '0'] pred:[20.       46.36732   0.       21.466831  0.      ]
hatchback_0_0_-20_0_20_120_20_400 gt:['0', '0', '-20', '0', '20'] pred:[ 0.         1.6343727 20.         2.0838902 20.       ]
suv_0_40_-40_0_20_40_40_450 gt:['0', '40', '-40', '0', '20'] pred:[ 3.1997087 40.        43.941025   0.        21.704136 ]
sedan2door_0_0_-20_20_40_320_80_450 gt:['0', '0', '-20', '20', '40'] pred:[ 2.0777438  2.7167532 20.        20.        40.797348 ]
hatchback_0_20_0_20_0_80_40_450 gt:['0', '20', '0', '20', '0'] pred:[ 2.2014692 21.434221   3.0733562 20.         0.       ]
hatchback_-40_20_-40_40_0_200_20_400 gt:['-40', '20', '-40', '40', '0'] pred:[40.        19.935358  40.        47.271793   1.3415754]
hatchback_-40_20_-20_20_40_240_40_400 gt:['-40', '20', '-20', '20', '40'] pred:[40.       20.857697 20.       19.415548 39.513237]
hatchback_0_40_-20_0_40_0_80_400 gt:['0', '40', '-20', '0', '40'] pred:[ 4.420619 42.408863 18.813604  0.       42.609848]
suv_-40_40_-20_40_20_360_60_450 gt:['-40', '40', '-20', '40', '20'] pred:[41.169693 40.947884 22.440517 40.       23.02952 ]
sedan2door_-40_20_0_0_0_200_80_400 gt:['-40', '20', '0', '0', '0'] pred:[42.27914   16.091326   0.         0.         1.8382404]
sedan2door_-20_0_-20_0_40_320_60_450 gt:['-20', '0', '-20', '0', '40'] pred:[15.291009  4.839944 20.        0.       41.34645 ]
sedan2door_-20_40_-20_20_20_280_80_400 gt:['-20', '40', '-20', '20', '20'] pred:[15.946537 43.32094  20.       20.       20.14155 ]
sedan2door_-20_20_-20_0_0_240_20_400 gt:['-20', '20', '-20', '0', '0'] pred:[20.        25.565954  20.         0.         0.8448899]
sedan2door_-40_0_0_40_20_240_40_450 gt:['-40', '0', '0', '40', '20'] pred:[40.         3.2058713  0.        40.        17.385635 ]
suv_0_0_-20_40_20_0_40_400 gt:['0', '0', '-20', '40', '20'] pred:[ 1.7521999  0.        19.700668  40.        17.486834 ]
sedan4door_-20_40_-20_0_0_40_60_400 gt:['-20', '40', '-20', '0', '0'] pred:[15.181816  45.678574  18.940575   0.         2.8335788]
hybrid_0_0_-40_20_20_80_80_400 gt:['0', '0', '-40', '20', '20'] pred:[ 1.9574677  1.5247214 40.        20.        20.       ]
hatchback_0_20_-40_40_0_280_20_450 gt:['0', '20', '-40', '40', '0'] pred:[ 5.838464  20.        44.484905  40.         1.3279698]
sedan2door_-40_0_0_0_40_0_40_450 gt:['-40', '0', '0', '0', '40'] pred:[40.21151   0.        0.        0.       42.066067]
sedan4door_-20_0_-40_20_20_240_40_450 gt:['-20', '0', '-40', '20', '20'] pred:[20.         3.5900316 40.        15.531644  16.633333 ]
suv_-40_40_-40_40_40_160_40_400 gt:['-40', '40', '-40', '40', '40'] pred:[40.       42.098778 40.       38.855785 37.686394]
suv_-40_20_-20_0_0_160_80_450 gt:['-40', '20', '-20', '0', '0'] pred:[42.622883  23.731108  19.672459   2.0680115  1.2103055]
suv_-20_20_-20_40_0_280_40_400 gt:['-20', '20', '-20', '40', '0'] pred:[13.512203  20.        23.954847  38.166153   1.0303003]
sedan2door_0_40_0_20_40_0_80_450 gt:['0', '40', '0', '20', '40'] pred:[ 3.038431 44.211952  0.       20.       41.944283]
sedan4door_-20_20_-20_40_20_80_20_400 gt:['-20', '20', '-20', '40', '20'] pred:[17.209417 20.       16.931915 40.       20.      ]
hatchback_-20_0_-20_40_40_360_60_450 gt:['-20', '0', '-20', '40', '40'] pred:[18.238018  2.817427 19.437265 40.       41.103313]
sedan4door_-20_20_0_20_40_240_60_400 gt:['-20', '20', '0', '20', '40'] pred:[17.472254 23.74893   0.       19.392078 42.492496]
suv_-20_0_-20_0_0_320_40_400 gt:['-20', '0', '-20', '0', '0'] pred:[17.810287   0.        23.455923   0.         0.6897684]
suv_-40_0_0_40_0_40_60_400 gt:['-40', '0', '0', '40', '0'] pred:[45.12412    3.6865048  3.701843  40.         3.8341079]
suv_-40_0_0_40_20_0_80_450 gt:['-40', '0', '0', '40', '20'] pred:[44.25598   4.06543   2.272456 45.76123  18.94328 ]
hybrid_-20_20_-20_20_40_160_60_400 gt:['-20', '20', '-20', '20', '40'] pred:[20.71254  18.935232 20.       20.       38.89082 ]
sedan4door_-20_0_-40_20_20_280_80_450 gt:['-20', '0', '-40', '20', '20'] pred:[17.186712   3.8598256 39.944725  18.167286  19.667717 ]
hybrid_-40_40_-20_0_0_120_20_450 gt:['-40', '40', '-20', '0', '0'] pred:[40.      43.53957 20.       0.       0.     ]
hatchback_-20_40_-40_0_20_160_20_400 gt:['-20', '40', '-40', '0', '20'] pred:[20.       44.572647 40.        5.954547 20.      ]
sedan2door_0_20_-20_40_20_280_60_450 gt:['0', '20', '-20', '40', '20'] pred:[ 1.6760042 22.309095  20.        40.        18.94842  ]
sedan4door_0_20_-20_40_20_360_20_400 gt:['0', '20', '-20', '40', '20'] pred:[ 2.6161206 20.        15.530323  40.        20.       ]
hybrid_-40_0_0_0_40_40_80_450 gt:['-40', '0', '0', '0', '40'] pred:[40.189377   3.5612085  0.         0.        40.523396 ]
hatchback_0_20_0_40_0_40_20_400 gt:['0', '20', '0', '40', '0'] pred:[ 1.890882 20.        1.452034 40.        0.      ]
sedan2door_-20_40_0_40_20_160_80_450 gt:['-20', '40', '0', '40', '20'] pred:[17.615    43.189156  0.       40.       18.891796]
suv_0_0_0_0_0_80_40_400 gt:['0', '0', '0', '0', '0'] pred:[1.753669  2.252113  3.4082816 0.        0.       ]
suv_0_0_-40_0_40_0_60_450 gt:['0', '0', '-40', '0', '40'] pred:[ 3.2261508  0.        44.306984   0.        40.710754 ]
sedan4door_0_20_-40_0_40_40_60_450 gt:['0', '20', '-40', '0', '40'] pred:[ 3.4239373 22.221022  44.974052   0.        41.88947  ]
hatchback_-20_40_0_20_0_160_40_450 gt:['-20', '40', '0', '20', '0'] pred:[20.        40.50622    0.        20.791363   2.4746861]
sedan2door_-20_20_0_0_0_160_60_450 gt:['-20', '20', '0', '0', '0'] pred:[18.019497  22.235178   0.         0.         1.5727056]
hatchback_-40_0_-20_40_0_0_80_450 gt:['-40', '0', '-20', '40', '0'] pred:[45.051624  3.637809 20.126257 41.63011   2.313006]
sedan4door_-40_40_-20_20_40_0_20_400 gt:['-40', '40', '-20', '20', '40'] pred:[42.456654 40.       16.561596 20.       40.      ]
sedan4door_-20_40_0_20_0_0_80_400 gt:['-20', '40', '0', '20', '0'] pred:[20.148613 43.687157  3.314261 17.689465  1.900459]
suv_0_40_0_40_0_80_40_450 gt:['0', '40', '0', '40', '0'] pred:[ 3.7356663 48.391415   2.3160586 40.         0.       ]
hybrid_0_20_-20_20_40_0_60_450 gt:['0', '20', '-20', '20', '40'] pred:[ 2.2526207 20.172535  20.        20.        39.15622  ]
suv_0_40_0_20_20_320_80_450 gt:['0', '40', '0', '20', '20'] pred:[ 3.247717 39.22496   3.540588 19.766792 21.033253]
hatchback_-40_0_0_20_40_280_20_400 gt:['-40', '0', '0', '20', '40'] pred:[41.722416   0.         3.7628522 20.        39.067303 ]
hybrid_-20_0_0_40_20_360_40_400 gt:['-20', '0', '0', '40', '20'] pred:[21.67322  0.       0.      40.      17.91402]
hybrid_0_40_-40_40_40_0_60_450 gt:['0', '40', '-40', '40', '40'] pred:[ 2.4297113 45.311195  40.        40.        39.20606  ]
hatchback_0_0_-40_40_40_320_80_450 gt:['0', '0', '-40', '40', '40'] pred:[ 3.0532107  5.108019  42.874363  40.864677  41.538307 ]
suv_-40_20_-40_40_0_0_20_400 gt:['-40', '20', '-40', '40', '0'] pred:[43.99384  20.       42.845436 40.        0.      ]
sedan4door_-40_0_-20_20_20_280_20_450 gt:['-40', '0', '-20', '20', '20'] pred:[43.010273  0.       17.323008 20.       22.29373 ]
sedan4door_0_0_0_20_0_40_60_450 gt:['0', '0', '0', '20', '0'] pred:[ 2.0128822  3.475173   3.1244018 20.         2.3455346]
sedan4door_0_40_0_40_40_160_80_400 gt:['0', '40', '0', '40', '40'] pred:[ 2.8355052 44.97349    2.7672281 44.765583  37.924553 ]
sedan4door_0_20_-40_0_20_40_40_450 gt:['0', '20', '-40', '0', '20'] pred:[ 4.116171 20.       45.18948   0.       20.307566]
hatchback_0_40_0_0_0_360_60_450 gt:['0', '40', '0', '0', '0'] pred:[ 2.2600825 43.51842    3.018381   0.         2.359822 ]
sedan2door_-20_40_-20_20_20_280_60_400 gt:['-20', '40', '-20', '20', '20'] pred:[18.451763 43.41612  20.       20.       22.520039]
hybrid_0_0_0_20_40_40_20_400 gt:['0', '0', '0', '20', '40'] pred:[ 1.8055618  0.         0.        20.        40.       ]
sedan2door_-40_20_0_20_20_0_80_400 gt:['-40', '20', '0', '20', '20'] pred:[41.67682  20.642138  0.       20.       20.212944]
hybrid_0_20_-20_0_20_360_40_400 gt:['0', '20', '-20', '0', '20'] pred:[ 2.5425258 20.        20.         0.        20.01049  ]
sedan4door_-20_40_-40_40_40_200_40_450 gt:['-20', '40', '-40', '40', '40'] pred:[20.       39.154545 40.       42.45655  43.416317]
hatchback_-40_0_-40_20_0_40_60_450 gt:['-40', '0', '-40', '20', '0'] pred:[43.828724   4.414497  43.445316  20.         1.6833233]
sedan4door_-20_40_-20_0_40_280_80_400 gt:['-20', '40', '-20', '0', '40'] pred:[17.926151  44.86043   18.503447   3.8629062 41.98817  ]
suv_-20_0_-20_20_40_280_60_450 gt:['-20', '0', '-20', '20', '40'] pred:[21.663925   3.9248278 14.832938  21.779673  41.65466  ]
hybrid_-20_0_-40_20_0_360_60_400 gt:['-20', '0', '-40', '20', '0'] pred:[19.94872    0.        40.        20.         1.1592288]
hybrid_-40_20_-40_0_20_240_40_450 gt:['-40', '20', '-40', '0', '20'] pred:[40.       21.36883  40.        0.       19.104641]
suv_0_20_-20_0_0_200_60_400 gt:['0', '20', '-20', '0', '0'] pred:[ 0.        26.753534  20.         2.0873132  1.2730322]
sedan2door_0_0_0_0_20_160_40_450 gt:['0', '0', '0', '0', '20'] pred:[ 0.        2.430085  0.        0.       19.150179]
hatchback_-20_0_0_0_20_80_20_400 gt:['-20', '0', '0', '0', '20'] pred:[24.2197  0.      0.      0.     20.    ]
suv_-40_0_-20_0_0_240_60_450 gt:['-40', '0', '-20', '0', '0'] pred:[46.664696   3.7935967 12.82079    1.6999767  1.543629 ]
sedan4door_0_20_-20_0_0_280_20_400 gt:['0', '20', '-20', '0', '0'] pred:[ 4.456394  20.        18.118172   0.         1.2572899]
sedan4door_-20_0_-40_40_40_120_80_450 gt:['-20', '0', '-40', '40', '40'] pred:[21.220215   2.9940517 44.258633  44.562885  40.09632  ]
hatchback_-40_40_-40_0_40_360_80_400 gt:['-40', '40', '-40', '0', '40'] pred:[39.41858  40.07861  39.017754  0.       41.530373]
hybrid_-20_40_0_0_40_240_40_450 gt:['-20', '40', '0', '0', '40'] pred:[20.       41.198826  0.        0.       42.910145]
hybrid_0_20_-40_40_40_160_20_400 gt:['0', '20', '-40', '40', '40'] pred:[ 0.       20.695822 40.       40.       40.      ]
hybrid_-20_40_-20_40_40_320_20_400 gt:['-20', '40', '-20', '40', '40'] pred:[19.772522 40.       20.       40.       40.0255  ]
suv_0_40_0_40_20_0_80_450 gt:['0', '40', '0', '40', '20'] pred:[ 3.060231  41.69424    3.4863873 46.261337  21.726206 ]
hatchback_0_0_-20_20_20_80_60_400 gt:['0', '0', '-20', '20', '20'] pred:[ 2.1422698  1.1785469 18.157387  24.513424  19.66928  ]
hybrid_0_40_-40_40_40_280_40_400 gt:['0', '40', '-40', '40', '40'] pred:[ 5.248169 47.220093 40.       40.       40.59382 ]
sedan2door_-40_20_0_0_40_200_80_450 gt:['-40', '20', '0', '0', '40'] pred:[40.042984 20.391186  0.        0.       38.112045]
hatchback_0_40_-20_40_40_240_80_400 gt:['0', '40', '-20', '40', '40'] pred:[ 2.1714144 40.888306  19.157236  44.257175  41.381397 ]
sedan4door_-40_40_-20_40_20_120_60_450 gt:['-40', '40', '-20', '40', '20'] pred:[44.337376 38.41889  20.       40.276848 20.929192]
sedan2door_-40_0_-20_20_40_0_60_400 gt:['-40', '0', '-20', '20', '40'] pred:[42.73021    3.1855235 20.        20.        37.56549  ]
hybrid_0_40_-20_40_20_40_60_400 gt:['0', '40', '-20', '40', '20'] pred:[ 1.5603695 46.090397  20.        40.        20.544046 ]
sedan4door_-20_40_-20_40_20_280_40_450 gt:['-20', '40', '-20', '40', '20'] pred:[23.652288 41.943073 10.508915 41.872696 20.354813]
