hatchback_-30_23_-36_48_15_50_70_420:gt ['-30', '23', '-36', '48', '15']:pred [22.140604 32.98356  23.272306 27.071785 17.089697]
hatchback_-50_45_-4_35_15_140_30_420:gt ['-50', '45', '-4', '35', '15']:pred [12.031124 28.868458  4.       41.073795 10.986285]
sedan4door_-30_45_-36_10_15_140_30_420:gt ['-30', '45', '-36', '10', '15']:pred [13.710902  27.050133  36.        21.074663   5.5192375]
suv_-17_15_-4_48_15_50_30_420:gt ['-17', '15', '-4', '48', '15']:pred [13.045807  15.        19.249367  48.         4.9747796]
suv_-50_23_-22_48_15_140_30_420:gt ['-50', '23', '-22', '48', '15']:pred [ 8.258108  10.582213  22.        35.980583   5.5219526]
suv_-30_15_-22_10_28_140_30_420:gt ['-30', '15', '-22', '10', '28']:pred [12.390253   6.3930497 22.        14.979327   5.899926 ]
hybrid_-17_45_-22_48_28_140_70_420:gt ['-17', '45', '-22', '48', '28']:pred [14.169496 15.640387 14.871149 21.361584 33.001022]
hybrid_-50_15_-4_48_46_140_70_420:gt ['-50', '15', '-4', '48', '46']:pred [17.100096  7.894965  9.23289  11.268762 42.83094 ]
hatchback_-30_23_-22_35_15_230_70_420:gt ['-30', '23', '-22', '35', '15']:pred [37.688477 29.119278 16.748722 29.651112  9.275403]
suv_-17_45_-4_48_28_230_30_420:gt ['-17', '45', '-4', '48', '28']:pred [17.       37.005066  4.       26.481068 26.21483 ]
hatchback_-30_23_-4_35_15_20_30_420:gt ['-30', '23', '-4', '35', '15']:pred [25.565796 23.       15.518703 35.       18.739986]
suv_-30_15_-36_35_28_20_30_420:gt ['-30', '15', '-36', '35', '28']:pred [26.843597 15.       23.339844 35.       29.939747]
sedan2door_-30_23_-4_35_28_230_30_420:gt ['-30', '23', '-4', '35', '28']:pred [30.       17.02814   4.       35.       16.781937]
hybrid_-17_15_-36_48_46_50_70_420:gt ['-17', '15', '-36', '48', '46']:pred [ 8.661183 19.68723   7.295915 48.       27.983494]
sedan2door_-50_23_-22_35_46_50_30_420:gt ['-50', '23', '-22', '35', '46']:pred [32.087208 23.       22.       35.       46.      ]
sedan4door_-30_45_-22_35_46_50_70_420:gt ['-30', '45', '-22', '35', '46']:pred [28.030085 31.091959 20.169357 35.       16.833582]
suv_-17_15_-36_10_28_230_70_420:gt ['-17', '15', '-36', '10', '28']:pred [21.547174  6.429644 41.767735 16.824156 22.655334]
sedan4door_-50_15_-4_10_46_20_70_420:gt ['-50', '15', '-4', '10', '46']:pred [33.267464 12.971218  8.656488 17.128273 28.068644]
sedan4door_-17_45_-36_10_28_50_70_420:gt ['-17', '45', '-36', '10', '28']:pred [31.10189  31.004326 21.559078 10.       12.357936]
suv_-17_45_-4_35_15_140_30_420:gt ['-17', '45', '-4', '35', '15']:pred [ 6.369069 19.699066  4.       27.221264  4.299646]
suv_-17_45_-4_10_46_230_70_420:gt ['-17', '45', '-4', '10', '46']:pred [16.694046 35.41965  14.335217 11.149736 36.478287]
sedan2door_-30_15_-36_35_15_20_30_420:gt ['-30', '15', '-36', '35', '15']:pred [34.92795  15.       36.       35.       26.299456]
suv_-30_23_-36_10_28_140_30_420:gt ['-30', '23', '-36', '10', '28']:pred [10.673164  8.408037 36.       21.379356 10.24842 ]
hybrid_-17_45_-36_48_46_140_30_420:gt ['-17', '45', '-36', '48', '46']:pred [ 8.816869 30.02207  36.       48.        8.706564]
hatchback_-17_45_-4_35_15_50_30_420:gt ['-17', '45', '-4', '35', '15']:pred [24.084608  9.529272  9.130781 35.       18.948008]
hatchback_-50_15_-36_10_28_20_30_420:gt ['-50', '15', '-36', '10', '28']:pred [22.073996 15.       22.70847  10.       16.19324 ]
sedan4door_-17_15_-22_10_15_20_70_420:gt ['-17', '15', '-22', '10', '15']:pred [25.708773  15.670137   4.3751397 10.        20.380043 ]
hatchback_-50_15_-36_35_46_140_70_420:gt ['-50', '15', '-36', '35', '46']:pred [27.637728   4.1690884 16.13871   23.691673  40.01616  ]
hybrid_-17_15_-4_48_28_230_70_420:gt ['-17', '15', '-4', '48', '28']:pred [18.121634  7.845381  4.       48.       21.679873]
hybrid_-50_15_-36_35_46_230_30_420:gt ['-50', '15', '-36', '35', '46']:pred [50.        9.165874 36.       35.       40.732872]
hatchback_-50_23_-4_35_28_140_30_420:gt ['-50', '23', '-4', '35', '28']:pred [ 7.937125 15.097779  4.       32.329197 16.837536]
sedan4door_-30_45_-4_35_46_50_30_420:gt ['-30', '45', '-4', '35', '46']:pred [28.060713   9.131544   5.5473337 35.        46.       ]
sedan2door_-50_23_-36_48_28_20_70_420:gt ['-50', '23', '-36', '48', '28']:pred [31.686646 24.523409 36.       48.       15.443121]
sedan2door_-30_15_-36_48_15_20_70_420:gt ['-30', '15', '-36', '48', '15']:pred [25.23813  20.495266  5.930722 15.109647 20.619717]
hatchback_-17_45_-22_35_28_50_70_420:gt ['-17', '45', '-22', '35', '28']:pred [29.655703 31.760519 18.918392 24.171398 23.478775]
sedan4door_-50_23_-36_48_46_140_30_420:gt ['-50', '23', '-36', '48', '46']:pred [12.5025   13.187553 36.       27.448986 10.662224]
hybrid_-50_45_-22_10_28_20_30_420:gt ['-50', '45', '-22', '10', '28']:pred [22.467299 45.       18.217299 10.       26.61056 ]
hybrid_-17_15_-36_48_46_20_70_420:gt ['-17', '15', '-36', '48', '46']:pred [20.6988   18.114532 36.       48.       47.40536 ]
hybrid_-30_23_-4_10_28_20_70_420:gt ['-30', '23', '-4', '10', '28']:pred [27.951834  34.321014  12.5071945 10.        36.079964 ]
sedan2door_-50_15_-22_35_28_50_30_420:gt ['-50', '15', '-22', '35', '28']:pred [29.092207 15.       22.       35.        9.212117]
suv_-50_45_-22_48_15_50_70_420:gt ['-50', '45', '-22', '48', '15']:pred [22.711185 47.32846  13.095888 28.807184  8.871784]
sedan2door_-17_23_-22_48_15_140_70_420:gt ['-17', '23', '-22', '48', '15']:pred [22.237469   7.321509  10.011067   7.6662846 19.437338 ]
hybrid_-17_45_-4_35_15_230_70_420:gt ['-17', '45', '-4', '35', '15']:pred [15.828195 27.123615  4.       35.       10.954016]
sedan4door_-50_23_-36_10_46_140_70_420:gt ['-50', '23', '-36', '10', '46']:pred [24.277477   7.7314477 19.875793  16.532475  28.151693 ]
sedan2door_-17_45_-22_48_28_20_70_420:gt ['-17', '45', '-22', '48', '28']:pred [27.353514 23.75605  22.       48.       21.283562]
hatchback_-17_23_-22_10_15_140_70_420:gt ['-17', '23', '-22', '10', '15']:pred [16.374058   6.454664  18.322203   8.4219055 16.761282 ]
suv_-30_23_-22_48_28_230_70_420:gt ['-30', '23', '-22', '48', '28']:pred [39.197075 17.071825 40.32678  33.076103 21.81545 ]
hybrid_-30_15_-36_10_28_20_70_420:gt ['-30', '15', '-36', '10', '28']:pred [27.65119  21.443516 36.       10.       33.12329 ]
sedan2door_-30_23_-22_35_46_50_30_420:gt ['-30', '23', '-22', '35', '46']:pred [26.621567 23.       22.       35.       46.      ]
hatchback_-50_45_-22_35_15_20_30_420:gt ['-50', '45', '-22', '35', '15']:pred [19.79323  45.       18.429157 35.       10.371501]
hybrid_-30_23_-36_10_46_140_30_420:gt ['-30', '23', '-36', '10', '46']:pred [ 8.181744 13.048877 36.       10.        8.059179]
hybrid_-30_23_-4_35_15_140_70_420:gt ['-30', '23', '-4', '35', '15']:pred [22.674753 10.43725   8.699932 11.92316  17.86556 ]
hatchback_-17_23_-4_10_46_230_30_420:gt ['-17', '23', '-4', '10', '46']:pred [17.        9.408825  4.       13.982505 46.79514 ]
sedan2door_-17_15_-22_35_28_50_30_420:gt ['-17', '15', '-22', '35', '28']:pred [23.010094 15.       22.       35.       28.      ]
sedan2door_-50_15_-22_48_15_140_30_420:gt ['-50', '15', '-22', '48', '15']:pred [ 5.957905  10.014362  22.        48.         5.2023244]
sedan2door_-50_45_-4_35_28_140_30_420:gt ['-50', '45', '-4', '35', '28']:pred [14.86142  25.853151  4.       35.        7.614644]
suv_-50_15_-22_10_46_50_30_420:gt ['-50', '15', '-22', '10', '46']:pred [14.555298  15.        20.167189  10.         5.6327767]
hybrid_-30_45_-22_48_46_20_30_420:gt ['-30', '45', '-22', '48', '46']:pred [13.380744 45.       13.745183 48.       32.6494  ]
hatchback_-17_15_-36_35_46_140_30_420:gt ['-17', '15', '-36', '35', '46']:pred [ 7.9449167  6.4437237 36.        34.515617  26.933496 ]
hatchback_-30_45_-4_10_28_140_70_420:gt ['-30', '45', '-4', '10', '28']:pred [22.529907 25.53873  12.680572 22.143103 34.729527]
sedan4door_-17_23_-4_35_28_230_70_420:gt ['-17', '23', '-4', '35', '28']:pred [14.756014  15.601542   7.8592405 22.36475   21.778606 ]
suv_-50_15_-4_35_46_140_70_420:gt ['-50', '15', '-4', '35', '46']:pred [20.806425   5.7402287 13.477592  22.857677  38.677044 ]
hatchback_-30_23_-36_35_46_50_30_420:gt ['-30', '23', '-36', '35', '46']:pred [25.882341 23.       11.699426 35.       20.191244]
hatchback_-30_23_-4_35_46_50_30_420:gt ['-30', '23', '-4', '35', '46']:pred [22.617987  23.         7.1963387 35.        27.991861 ]
sedan4door_-50_23_-36_10_46_50_70_420:gt ['-50', '23', '-36', '10', '46']:pred [24.255552 32.396526 15.998987 10.       13.390996]
hatchback_-30_23_-36_48_28_140_70_420:gt ['-30', '23', '-36', '48', '28']:pred [36.142746  8.681417 26.802988 26.874292 29.413292]
sedan2door_-17_23_-4_10_15_20_30_420:gt ['-17', '23', '-4', '10', '15']:pred [30.420816 23.        4.       10.       28.24231 ]
hybrid_-17_45_-22_35_46_140_30_420:gt ['-17', '45', '-22', '35', '46']:pred [ 8.723946 31.309254 22.       35.        8.661287]
suv_-30_45_-22_10_46_50_70_420:gt ['-30', '45', '-22', '10', '46']:pred [18.942932 30.460764 19.118303 20.752903 17.144464]
suv_-30_15_-22_35_15_230_70_420:gt ['-30', '15', '-22', '35', '15']:pred [42.123154 13.523033 42.973763 28.769773 11.343526]
hatchback_-50_23_-4_10_28_20_30_420:gt ['-50', '23', '-4', '10', '28']:pred [26.673355 23.       21.412016 10.       20.569237]
sedan4door_-30_45_-36_35_15_50_70_420:gt ['-30', '45', '-36', '35', '15']:pred [31.431627 31.69695  24.177185 35.       13.133775]
sedan4door_-17_15_-36_10_15_50_70_420:gt ['-17', '15', '-36', '10', '15']:pred [25.14846  23.358355 18.496538 10.       10.126343]
hatchback_-50_45_-22_48_28_140_30_420:gt ['-50', '45', '-22', '48', '28']:pred [11.017453 24.052582 22.       42.111958 13.572438]
suv_-30_23_-36_10_28_140_70_420:gt ['-30', '23', '-36', '10', '28']:pred [29.291647  8.100551 18.702578 13.510601 26.096558]
suv_-50_45_-22_35_46_20_30_420:gt ['-50', '45', '-22', '35', '46']:pred [27.041393 45.       23.067093 35.       28.388094]
sedan2door_-30_15_-4_10_15_230_70_420:gt ['-30', '15', '-4', '10', '15']:pred [36.063946  12.388834   4.        10.         5.8920255]
sedan2door_-30_15_-4_35_15_20_30_420:gt ['-30', '15', '-4', '35', '15']:pred [35.03169  15.        4.       35.       27.035973]
sedan2door_-30_15_-22_35_46_140_70_420:gt ['-30', '15', '-22', '35', '46']:pred [35.741203   9.464502   5.9370556  8.896923  16.978474 ]
sedan4door_-17_23_-36_35_15_230_70_420:gt ['-17', '23', '-36', '35', '15']:pred [20.25964  16.278017 28.707352 24.583578 13.254668]
sedan4door_-30_45_-36_35_46_20_30_420:gt ['-30', '45', '-36', '35', '46']:pred [36.29075  45.       16.322018 35.       18.661175]
hybrid_-50_15_-36_48_15_20_70_420:gt ['-50', '15', '-36', '48', '15']:pred [33.778244 17.66829  36.       48.       12.134288]
suv_-50_45_-36_48_28_140_70_420:gt ['-50', '45', '-36', '48', '28']:pred [23.344189 17.038853 14.345138 39.26115  29.520441]
hatchback_-30_15_-22_35_28_20_70_420:gt ['-30', '15', '-22', '35', '28']:pred [24.29347  16.45624  12.961262 35.       32.37856 ]
hybrid_-50_15_-36_35_28_230_70_420:gt ['-50', '15', '-36', '35', '28']:pred [37.445217 14.099143 36.       35.       22.209982]
hybrid_-30_23_-36_10_28_230_70_420:gt ['-30', '23', '-36', '10', '28']:pred [36.010544 15.444519 36.       10.       21.284313]
hybrid_-50_15_-36_48_15_50_70_420:gt ['-50', '15', '-36', '48', '15']:pred [ 9.374763 16.976421 36.       48.       14.584913]
hybrid_-50_15_-4_48_15_50_30_420:gt ['-50', '15', '-4', '48', '15']:pred [19.215754 25.174452  4.       48.       12.717509]
suv_-30_23_-22_35_46_50_30_420:gt ['-30', '23', '-22', '35', '46']:pred [15.98598  23.       22.610653 35.       11.34187 ]
suv_-30_45_-36_48_46_230_70_420:gt ['-30', '45', '-36', '48', '46']:pred [40.919407 34.94786  42.94453  33.526054 26.798912]
hatchback_-50_23_-4_35_46_230_70_420:gt ['-50', '23', '-4', '35', '46']:pred [29.472216 26.528582 10.892197 27.745852 30.89868 ]
sedan4door_-50_23_-22_10_15_230_30_420:gt ['-50', '23', '-22', '10', '15']:pred [50.       17.609646 22.       12.831147 19.35962 ]
hybrid_-17_15_-4_10_46_50_30_420:gt ['-17', '15', '-4', '10', '46']:pred [25.109758 11.519328  4.       10.       23.899258]
sedan4door_-50_15_-36_48_46_230_70_420:gt ['-50', '15', '-36', '48', '46']:pred [39.373417 18.493046 26.76811  37.712933 20.772703]
hybrid_-30_23_-22_10_28_50_70_420:gt ['-30', '23', '-22', '10', '28']:pred [19.786612 25.501175  8.374415 10.       18.386276]
hybrid_-30_45_-22_10_15_230_30_420:gt ['-30', '45', '-22', '10', '15']:pred [30.        34.42108   22.        10.        14.3811035]
hybrid_-30_15_-4_10_46_140_30_420:gt ['-30', '15', '-4', '10', '46']:pred [11.808889 12.43116   4.       10.       10.040518]
suv_-50_15_-36_35_46_230_30_420:gt ['-50', '15', '-36', '35', '46']:pred [50.       22.311806 36.       22.140896 35.519283]
hatchback_-17_23_-36_48_15_50_30_420:gt ['-17', '23', '-36', '48', '15']:pred [24.324772 23.       17.539217 48.       19.67313 ]
sedan2door_-17_45_-36_48_28_140_70_420:gt ['-17', '45', '-36', '48', '28']:pred [18.053705 16.800089 12.42433  12.713712 18.378675]
hatchback_-30_45_-36_10_28_140_30_420:gt ['-30', '45', '-36', '10', '28']:pred [14.208436 23.67238  36.       40.077267 10.885331]
sedan4door_-50_45_-36_10_15_20_30_420:gt ['-50', '45', '-36', '10', '15']:pred [34.569683 45.       12.403018 10.       14.446368]
sedan4door_-17_45_-22_35_46_140_30_420:gt ['-17', '45', '-22', '35', '46']:pred [11.609666 25.841373 22.       37.01243   8.415577]
hybrid_-30_15_-36_48_28_20_70_420:gt ['-30', '15', '-36', '48', '28']:pred [27.681185 22.09233  36.       48.       33.42361 ]
hybrid_-17_45_-4_10_28_20_30_420:gt ['-17', '45', '-4', '10', '28']:pred [10.837586 45.        4.       10.       34.281227]
suv_-30_23_-36_35_15_50_30_420:gt ['-30', '23', '-36', '35', '15']:pred [18.355265 23.       18.432579 35.        8.85568 ]
hybrid_-17_15_-22_48_46_50_30_420:gt ['-17', '15', '-22', '48', '46']:pred [26.095482 11.436244 22.       48.       24.239525]
sedan2door_-30_15_-22_35_28_140_70_420:gt ['-30', '15', '-22', '35', '28']:pred [33.370785   9.811015   6.3289766 10.446875  15.744356 ]
sedan4door_-30_15_-36_10_15_20_70_420:gt ['-30', '15', '-36', '10', '15']:pred [22.958815 20.9488   16.961739 21.978981 20.688845]
suv_-30_15_-36_10_15_20_30_420:gt ['-30', '15', '-36', '10', '15']:pred [28.168348 15.       14.155047 10.       14.44493 ]
suv_-50_45_-22_10_15_230_70_420:gt ['-50', '45', '-22', '10', '15']:pred [40.809517  39.35953   23.80642   16.512531  14.8854885]
sedan2door_-30_15_-4_48_28_50_30_420:gt ['-30', '15', '-4', '48', '28']:pred [24.142912 15.        4.       48.       28.      ]
hybrid_-17_23_-22_48_46_20_70_420:gt ['-17', '23', '-22', '48', '46']:pred [20.965158 31.738214 22.       48.       48.67644 ]
hatchback_-30_45_-36_48_15_20_30_420:gt ['-30', '45', '-36', '48', '15']:pred [21.039495 45.       20.634533 48.       13.025602]
suv_-17_23_-36_10_46_230_70_420:gt ['-17', '23', '-36', '10', '46']:pred [21.265451 13.883845 42.945587 17.291307 32.017548]
hybrid_-50_45_-4_48_15_50_30_420:gt ['-50', '45', '-4', '48', '15']:pred [17.836498 21.029955  4.       48.       15.672065]
suv_-17_23_-36_35_46_140_70_420:gt ['-17', '23', '-36', '35', '46']:pred [26.797369  5.875831 29.622116 15.720203 39.33096 ]
hatchback_-30_23_-22_10_46_140_30_420:gt ['-30', '23', '-22', '10', '46']:pred [ 8.948434 11.758813 22.       31.724012 28.15917 ]
hatchback_-30_23_-36_48_46_230_70_420:gt ['-30', '23', '-36', '48', '46']:pred [36.744137 27.506536 31.800156 40.344326 30.237768]
hatchback_-17_15_-22_48_15_20_30_420:gt ['-17', '15', '-22', '48', '15']:pred [15.898091 15.       12.310265 48.       11.467916]
sedan4door_-30_15_-22_35_46_50_30_420:gt ['-30', '15', '-22', '35', '46']:pred [24.84946  15.        8.776643 35.       46.      ]
hatchback_-30_15_-4_35_28_50_30_420:gt ['-30', '15', '-4', '35', '28']:pred [25.66124  15.        8.412151 35.       28.      ]
hybrid_-30_15_-4_10_46_230_70_420:gt ['-30', '15', '-4', '10', '46']:pred [35.910614 11.636854  4.       10.       32.610897]
hatchback_-30_15_-22_35_46_230_70_420:gt ['-30', '15', '-22', '35', '46']:pred [35.449425 26.545763 17.148357 28.896343 33.880318]
sedan4door_-17_23_-22_48_28_20_30_420:gt ['-17', '23', '-22', '48', '28']:pred [25.969486 23.       18.039026 48.       25.87649 ]
sedan4door_-17_15_-36_10_15_20_30_420:gt ['-17', '15', '-36', '10', '15']:pred [25.642754 15.       14.615504 10.       19.218134]
sedan2door_-17_23_-22_48_28_20_30_420:gt ['-17', '23', '-22', '48', '28']:pred [27.181679 23.       22.       48.       35.723743]
hatchback_-50_23_-22_35_46_50_30_420:gt ['-50', '23', '-22', '35', '46']:pred [25.964037 23.        8.881881 35.       46.      ]
sedan2door_-17_23_-36_48_15_20_70_420:gt ['-17', '23', '-36', '48', '15']:pred [22.199947 22.99477  36.       48.       24.97544 ]
suv_-50_23_-36_48_46_50_70_420:gt ['-50', '23', '-36', '48', '46']:pred [12.719319 38.993217 18.83569  31.03529  23.292034]
suv_-50_15_-22_10_28_50_30_420:gt ['-50', '15', '-22', '10', '28']:pred [16.447319  15.        17.741581  10.         5.9555774]
sedan4door_-50_15_-36_10_28_20_70_420:gt ['-50', '15', '-36', '10', '28']:pred [31.066267 21.00408  21.210474 26.538412 19.272717]
suv_-50_23_-4_35_46_50_30_420:gt ['-50', '23', '-4', '35', '46']:pred [15.002358 23.       20.120655 35.        6.226971]
suv_-50_15_-22_35_46_140_70_420:gt ['-50', '15', '-22', '35', '46']:pred [22.993223   5.0918627 17.533699  20.522154  38.599327 ]
sedan2door_-50_45_-22_10_46_230_70_420:gt ['-50', '45', '-22', '10', '46']:pred [27.754276 31.026077 22.       10.       21.050459]
suv_-17_23_-4_35_15_20_70_420:gt ['-17', '23', '-4', '35', '15']:pred [23.258028 36.30982   8.087429 35.       19.731676]
hatchback_-30_45_-36_35_28_140_30_420:gt ['-30', '45', '-36', '35', '28']:pred [10.199506 21.95368  36.       43.736794 10.988667]
sedan2door_-50_23_-22_10_46_230_30_420:gt ['-50', '23', '-22', '10', '46']:pred [50.       21.129335 22.       10.       29.043095]
hatchback_-50_23_-22_10_15_140_30_420:gt ['-50', '23', '-22', '10', '15']:pred [ 9.383535 16.354637 22.       29.313469 12.045726]
hybrid_-17_23_-22_35_28_50_70_420:gt ['-17', '23', '-22', '35', '28']:pred [14.1534815 21.140553  22.        35.        20.604956 ]
suv_-17_23_-4_48_46_50_30_420:gt ['-17', '23', '-4', '48', '46']:pred [12.865352 23.       22.533129 48.        9.811464]
suv_-17_15_-4_10_46_140_30_420:gt ['-17', '15', '-4', '10', '46']:pred [12.795699   5.7937536  4.        17.129868   9.396739 ]
hybrid_-17_15_-4_10_15_230_70_420:gt ['-17', '15', '-4', '10', '15']:pred [18.200384  8.201194  4.       10.       12.616149]
sedan2door_-17_23_-36_48_46_50_30_420:gt ['-17', '23', '-36', '48', '46']:pred [24.519876 23.       36.       48.       46.      ]
hatchback_-30_15_-4_10_28_230_70_420:gt ['-30', '15', '-4', '10', '28']:pred [35.8731    18.313334   7.7936225 10.940801  21.01217  ]
sedan2door_-50_23_-22_35_28_20_30_420:gt ['-50', '23', '-22', '35', '28']:pred [27.770971 23.       22.       35.       31.136871]
sedan2door_-30_23_-4_10_46_140_70_420:gt ['-30', '23', '-4', '10', '46']:pred [37.01547  10.178283  6.510851  8.113001 17.757061]
suv_-30_45_-22_48_28_230_30_420:gt ['-30', '45', '-22', '48', '28']:pred [30.       38.102577 22.       26.128464 25.473577]
sedan2door_-17_15_-22_35_15_140_70_420:gt ['-17', '15', '-22', '35', '15']:pred [19.925953   6.9618855  8.27528    8.811203  17.677464 ]
hybrid_-17_45_-4_48_15_20_30_420:gt ['-17', '45', '-4', '48', '15']:pred [12.6682625 45.         4.        48.        21.319887 ]
suv_-17_45_-36_48_28_230_70_420:gt ['-17', '45', '-36', '48', '28']:pred [21.561039 32.33515  43.902103 37.16759  21.734821]
sedan4door_-17_45_-36_48_15_230_70_420:gt ['-17', '45', '-36', '48', '15']:pred [22.629896 34.824593 37.763485 37.061043  8.697904]
sedan2door_-30_45_-22_35_28_140_30_420:gt ['-30', '45', '-22', '35', '28']:pred [13.441269  24.853067  22.        35.         7.3256574]
hybrid_-17_15_-4_10_15_140_70_420:gt ['-17', '15', '-4', '10', '15']:pred [14.4844475  4.9810276  9.11328   10.        23.62291  ]
hybrid_-50_15_-4_35_28_140_70_420:gt ['-50', '15', '-4', '35', '28']:pred [17.448143   7.6103873  8.293046  35.        36.05798  ]
hybrid_-50_23_-22_35_15_20_70_420:gt ['-50', '23', '-22', '35', '15']:pred [34.844482 28.911785 12.177729 35.       13.129547]
sedan4door_-17_23_-22_10_28_230_30_420:gt ['-17', '23', '-22', '10', '28']:pred [17.       18.590244 22.        9.133846 27.537493]
suv_-30_23_-36_35_28_230_30_420:gt ['-30', '23', '-36', '35', '28']:pred [30.       13.995337 36.       19.573723 22.059622]
hatchback_-17_45_-4_10_46_230_70_420:gt ['-17', '45', '-4', '10', '46']:pred [13.125903 35.905235 10.731863 18.641644 31.956049]
sedan2door_-17_45_-4_10_28_50_70_420:gt ['-17', '45', '-4', '10', '28']:pred [35.06338 24.92867  4.      10.      20.59112]
sedan4door_-30_45_-22_35_28_20_70_420:gt ['-30', '45', '-22', '35', '28']:pred [34.395874  31.14044    6.8395863 14.60868   24.330942 ]
hybrid_-30_15_-22_48_28_140_70_420:gt ['-30', '15', '-22', '48', '28']:pred [25.898012  7.223401  8.382472 48.       33.569145]
suv_-50_45_-4_48_15_230_70_420:gt ['-50', '45', '-4', '48', '15']:pred [31.442625 42.092316 22.629826 34.61303  11.992056]
sedan2door_-30_23_-22_35_28_140_70_420:gt ['-30', '23', '-22', '35', '28']:pred [35.241188  10.281996   7.1001377  9.802937  16.248405 ]
sedan2door_-30_23_-22_35_46_230_70_420:gt ['-30', '23', '-22', '35', '46']:pred [30.848679 17.300316 22.       35.       20.699034]
sedan2door_-50_23_-4_35_28_140_30_420:gt ['-50', '23', '-4', '35', '28']:pred [ 5.8720427 11.436482   4.        35.         6.2540045]
sedan2door_-17_23_-4_35_46_50_70_420:gt ['-17', '23', '-4', '35', '46']:pred [29.200119 18.314924  4.       35.       21.936192]
hybrid_-17_45_-22_48_46_140_30_420:gt ['-17', '45', '-22', '48', '46']:pred [ 8.282082 31.010828 22.       48.        8.681611]
sedan4door_-50_45_-36_10_28_140_30_420:gt ['-50', '45', '-36', '10', '28']:pred [15.924448 28.993753 36.       26.45508   6.512391]
suv_-17_45_-36_35_28_230_30_420:gt ['-17', '45', '-36', '35', '28']:pred [17.       38.002514 36.       17.467127 22.902367]
hybrid_-30_15_-36_48_15_20_30_420:gt ['-30', '15', '-36', '48', '15']:pred [13.343914 15.       36.       48.       20.07582 ]
sedan2door_-30_45_-4_10_15_230_70_420:gt ['-30', '45', '-4', '10', '15']:pred [33.88953   29.30235    4.        10.         5.5160027]
sedan4door_-30_15_-4_10_15_140_30_420:gt ['-30', '15', '-4', '10', '15']:pred [ 8.319405 11.338936  4.       12.07829  12.646753]
sedan2door_-17_23_-4_35_15_230_70_420:gt ['-17', '23', '-4', '35', '15']:pred [11.197212 14.395007  4.       35.        6.124769]
hybrid_-17_23_-22_10_15_20_70_420:gt ['-17', '23', '-22', '10', '15']:pred [19.4452   28.190321 22.       10.       20.109394]
sedan4door_-50_23_-22_10_28_20_70_420:gt ['-50', '23', '-22', '10', '28']:pred [35.632034  21.883055   7.4559326 23.251791  20.107742 ]
hatchback_-50_23_-4_10_46_20_70_420:gt ['-50', '23', '-4', '10', '46']:pred [26.845766 33.01476  15.732885 25.005474 31.763056]
sedan2door_-50_45_-4_35_46_230_30_420:gt ['-50', '45', '-4', '35', '46']:pred [50.       37.228756  4.       35.       35.480606]
hatchback_-30_45_-22_10_46_230_30_420:gt ['-30', '45', '-22', '10', '46']:pred [30.       36.22817  22.       19.43141  44.650272]
suv_-50_23_-36_10_46_230_70_420:gt ['-50', '23', '-36', '10', '46']:pred [40.27565  22.134254 37.46424  19.0795   27.098207]
hatchback_-17_23_-36_35_15_20_30_420:gt ['-17', '23', '-36', '35', '15']:pred [19.123953 23.       16.078472 35.       12.66978 ]
hatchback_-17_45_-4_10_28_230_70_420:gt ['-17', '45', '-4', '10', '28']:pred [13.571643  37.486565   6.9146156 16.985949  17.262913 ]
suv_-17_15_-36_35_15_230_70_420:gt ['-17', '15', '-36', '35', '15']:pred [23.301983  9.514588 47.742744 32.11259  13.196585]
suv_-17_15_-22_10_15_20_70_420:gt ['-17', '15', '-22', '10', '15']:pred [26.913767  18.815086   7.0940437 10.        19.491285 ]
suv_-50_45_-4_10_28_50_30_420:gt ['-50', '45', '-4', '10', '28']:pred [19.281809 45.       17.027142 10.       10.391829]
suv_-17_15_-4_10_15_230_70_420:gt ['-17', '15', '-4', '10', '15']:pred [17.373697  6.155643 15.121919 10.348385 10.536093]
sedan2door_-30_15_-4_10_46_230_30_420:gt ['-30', '15', '-4', '10', '46']:pred [30.       13.976365  4.       10.       34.14067 ]
hatchback_-17_23_-22_35_15_140_70_420:gt ['-17', '23', '-22', '35', '15']:pred [20.095888   5.4572906 19.41173   11.388206  16.41784  ]
hybrid_-30_15_-22_48_28_230_70_420:gt ['-30', '15', '-22', '48', '28']:pred [37.71488  10.194122 22.       48.       24.338434]
hybrid_-50_15_-4_10_28_20_30_420:gt ['-50', '15', '-4', '10', '28']:pred [19.904686 15.       16.808735 10.       27.393414]
sedan2door_-17_15_-4_35_15_230_70_420:gt ['-17', '15', '-4', '35', '15']:pred [12.672121  9.102692  4.       35.        7.254464]
suv_-30_45_-4_35_46_140_70_420:gt ['-30', '45', '-4', '35', '46']:pred [29.641773 20.08946  14.508176 21.479763 36.421356]
sedan4door_-30_15_-36_35_46_140_30_420:gt ['-30', '15', '-36', '35', '46']:pred [ 9.136777  9.365539 36.       22.36385  14.82936 ]
hybrid_-17_15_-4_35_15_230_30_420:gt ['-17', '15', '-4', '35', '15']:pred [17.         4.8649607  4.        35.        13.322378 ]
hatchback_-30_45_-4_10_28_20_30_420:gt ['-30', '45', '-4', '10', '28']:pred [26.484985 45.       20.903273 10.       24.560715]
suv_-30_45_-36_35_15_140_70_420:gt ['-30', '45', '-36', '35', '15']:pred [32.0199   17.58987  21.868275 26.159672 11.421072]
