hatchback_-17_23_-22_35_46_50_30_420 gt:['-17', '23', '-22', '35', '46'] pred:[16.039074  23.        53.794945  38.30845    1.0227133]
suv_-30_45_-22_10_46_20_70_420 gt:['-30', '45', '-22', '10', '46'] pred:[16.553684 30.758764 29.132917  8.101208 11.030602]
sedan4door_-30_23_-4_10_28_50_30_420 gt:['-30', '23', '-4', '10', '28'] pred:[25.416697   5.0466304 39.8434    39.727802   1.216406 ]
sedan2door_-17_23_-36_35_15_50_30_420 gt:['-17', '23', '-36', '35', '15'] pred:[20.75741  23.       28.907389 33.760307 12.439173]
sedan4door_-17_15_-36_10_28_20_30_420 gt:['-17', '15', '-36', '10', '28'] pred:[14.155784 15.       48.723186 10.        9.501231]
hybrid_-17_23_-36_35_28_140_30_420 gt:['-17', '23', '-36', '35', '28'] pred:[17.       15.007174 36.       18.18337  28.      ]
hatchback_-17_23_-4_35_28_230_30_420 gt:['-17', '23', '-4', '35', '28'] pred:[17.       16.891214  4.       35.148197 30.535397]
sedan4door_-30_15_-4_35_15_230_70_420 gt:['-30', '15', '-4', '35', '15'] pred:[11.536998 15.241515 32.837807 11.498196  5.870243]
sedan4door_-30_15_-36_35_28_140_70_420 gt:['-30', '15', '-36', '35', '28'] pred:[26.615957 16.469522 38.49039  20.47745   8.735761]
sedan2door_-50_23_-36_48_28_140_30_420 gt:['-50', '23', '-36', '48', '28'] pred:[50.       25.866442 36.       35.41503  28.      ]
suv_-50_45_-4_48_15_230_70_420 gt:['-50', '45', '-4', '48', '15'] pred:[10.884696  27.066381  26.286701  10.475403   7.1554346]
hybrid_-17_45_-36_48_15_20_30_420 gt:['-17', '45', '-36', '48', '15'] pred:[21.99255  45.       46.816833 48.       19.115808]
suv_-30_45_-4_35_28_230_70_420 gt:['-30', '45', '-4', '35', '28'] pred:[ 7.8458147 19.196106  34.577927  17.16613   12.596141 ]
hatchback_-17_15_-36_35_15_230_70_420 gt:['-17', '15', '-36', '35', '15'] pred:[ 6.412371   5.5730686 42.960186  15.005268   9.459103 ]
sedan2door_-30_45_-36_10_46_230_70_420 gt:['-30', '45', '-36', '10', '46'] pred:[13.57098  20.486858 17.943184 12.135881 39.118782]
hybrid_-30_15_-22_10_28_50_30_420 gt:['-30', '15', '-22', '10', '28'] pred:[21.386684  15.        36.67369   10.         7.9103656]
sedan2door_-30_23_-4_35_28_20_30_420 gt:['-30', '23', '-4', '35', '28'] pred:[27.608479 23.       39.270615 35.       14.516568]
hatchback_-50_15_-22_48_15_230_70_420 gt:['-50', '15', '-22', '48', '15'] pred:[17.039207  8.422072 35.33376  10.500565  8.858907]
hatchback_-30_15_-4_10_46_20_30_420 gt:['-30', '15', '-4', '10', '46'] pred:[18.556885 15.       53.16657  10.       11.887429]
hybrid_-30_45_-36_48_15_140_30_420 gt:['-30', '45', '-36', '48', '15'] pred:[ 6.7147655 31.616653  34.367905  17.665735  15.       ]
hybrid_-50_23_-36_48_28_50_70_420 gt:['-50', '23', '-36', '48', '28'] pred:[30.905842 19.994387 34.772964 31.346054 27.722492]
hybrid_-50_45_-36_35_15_50_30_420 gt:['-50', '45', '-36', '35', '15'] pred:[23.54152  45.       53.3486   35.       16.746788]
sedan4door_-50_15_-4_10_15_140_30_420 gt:['-50', '15', '-4', '10', '15'] pred:[50.        7.107784  4.       23.246487 15.      ]
hatchback_-50_15_-36_48_46_230_70_420 gt:['-50', '15', '-36', '48', '46'] pred:[21.990438  8.933751 38.946655 12.489544 30.576149]
hybrid_-17_23_-22_10_15_230_70_420 gt:['-17', '23', '-22', '10', '15'] pred:[ 9.246856   3.176634  28.444712   6.9085317 10.404682 ]
sedan2door_-17_15_-22_35_46_140_30_420 gt:['-17', '15', '-22', '35', '46'] pred:[17.       16.9761   22.       35.008965 46.      ]
hybrid_-30_15_-22_10_15_20_30_420 gt:['-30', '15', '-22', '10', '15'] pred:[24.94536  15.       43.60281  10.       11.827221]
sedan2door_-17_23_-4_35_28_230_70_420 gt:['-17', '23', '-4', '35', '28'] pred:[ 6.8175316 12.56281   28.70785   11.303598  17.612558 ]
hybrid_-50_15_-22_10_15_20_70_420 gt:['-50', '15', '-22', '10', '15'] pred:[34.39356   8.435931 19.773438 10.       18.64809 ]
sedan4door_-50_23_-4_10_15_50_70_420 gt:['-50', '23', '-4', '10', '15'] pred:[30.379282  22.102062   8.0089035  4.921909   8.064647 ]
suv_-50_45_-22_35_15_20_70_420 gt:['-50', '45', '-22', '35', '15'] pred:[21.943558  37.8765    29.338718  10.291528   2.6541624]
suv_-17_23_-4_10_15_20_70_420 gt:['-17', '23', '-4', '10', '15'] pred:[21.410934 13.523943 11.332039 13.536157  9.674436]
hybrid_-30_15_-22_35_46_20_30_420 gt:['-30', '15', '-22', '35', '46'] pred:[22.58138  15.       47.11355  35.       13.907542]
sedan2door_-50_45_-22_10_46_230_70_420 gt:['-50', '45', '-22', '10', '46'] pred:[10.790776 21.92655  19.157364 14.014857 36.181213]
sedan2door_-30_45_-22_35_46_20_30_420 gt:['-30', '45', '-22', '35', '46'] pred:[23.773726 45.       31.407377 35.       13.970228]
suv_-30_23_-36_35_15_20_30_420 gt:['-30', '23', '-36', '35', '15'] pred:[24.768763 23.       55.83548  35.        6.084813]
sedan2door_-50_23_-22_48_28_230_30_420 gt:['-50', '23', '-22', '48', '28'] pred:[50.        14.655181  22.         7.8313513 29.4335   ]
hybrid_-50_45_-22_48_15_20_70_420 gt:['-50', '45', '-22', '48', '15'] pred:[29.924534 21.66453  14.807931 16.857819 22.815578]
hatchback_-30_45_-4_10_28_20_70_420 gt:['-30', '45', '-4', '10', '28'] pred:[24.578548 16.748997 14.136963 17.883804 13.907587]
sedan2door_-17_15_-36_48_28_20_70_420 gt:['-17', '15', '-36', '48', '28'] pred:[23.057745  9.05673  25.501188 28.663252 26.693352]
suv_-30_15_-36_35_28_20_30_420 gt:['-30', '15', '-36', '35', '28'] pred:[23.13674   15.        57.49573   49.504887   5.0765233]
hatchback_-50_15_-22_10_46_20_30_420 gt:['-50', '15', '-22', '10', '46'] pred:[23.045925 15.       51.11971  10.        8.666891]
suv_-50_45_-4_10_28_50_70_420 gt:['-50', '45', '-4', '10', '28'] pred:[27.591558  24.905128   7.4489717  3.7576656 22.966763 ]
suv_-50_23_-22_10_28_50_30_420 gt:['-50', '23', '-22', '10', '28'] pred:[24.56922   23.        42.724888  10.         2.1173377]
suv_-50_45_-22_35_46_20_70_420 gt:['-50', '45', '-22', '35', '46'] pred:[16.533466 38.79908  36.57128   9.504578  9.103759]
sedan2door_-30_45_-22_10_15_230_70_420 gt:['-30', '45', '-22', '10', '15'] pred:[12.232121  24.898436  18.791859   5.8294096 17.251583 ]
hatchback_-17_45_-36_48_15_50_30_420 gt:['-17', '45', '-36', '48', '15'] pred:[20.696371  45.        56.30413   48.         1.0421101]
suv_-17_15_-36_48_46_230_70_420 gt:['-17', '15', '-36', '48', '46'] pred:[ 7.508729   9.987476  50.34886   11.5584755  6.5061913]
hybrid_-30_45_-22_48_15_50_30_420 gt:['-30', '45', '-22', '48', '15'] pred:[23.668112 45.       41.8618   48.       25.254412]
hybrid_-50_45_-22_35_46_140_30_420 gt:['-50', '45', '-22', '35', '46'] pred:[ 6.2673507 30.662842  42.533333  11.972646  46.       ]
sedan2door_-30_45_-22_48_46_230_30_420 gt:['-30', '45', '-22', '48', '46'] pred:[30.       34.19969  22.       26.983711 36.82479 ]
suv_-17_45_-4_35_46_140_70_420 gt:['-17', '45', '-4', '35', '46'] pred:[20.569809 31.906317 49.84197  10.468455 22.851286]
hatchback_-17_45_-36_35_15_230_30_420 gt:['-17', '45', '-36', '35', '15'] pred:[17.       27.335182 36.       36.990124 15.584166]
suv_-17_45_-36_10_28_20_70_420 gt:['-17', '45', '-36', '10', '28'] pred:[17.59453  35.3084   21.494177  8.346468  6.757968]
suv_-30_23_-4_48_28_50_70_420 gt:['-30', '23', '-4', '48', '28'] pred:[14.102625 23.157106  8.564293  7.29269  19.283998]
sedan2door_-17_45_-36_48_46_140_30_420 gt:['-17', '45', '-36', '48', '46'] pred:[ 7.3942037 23.553303  36.        35.930645  46.       ]
hatchback_-17_45_-36_10_28_20_70_420 gt:['-17', '45', '-36', '10', '28'] pred:[15.96291  18.298992 31.036736 29.079676 12.341897]
sedan2door_-50_23_-22_35_28_140_30_420 gt:['-50', '23', '-22', '35', '28'] pred:[50.       26.278646 22.       35.188816 28.      ]
sedan4door_-30_45_-36_10_46_20_70_420 gt:['-30', '45', '-36', '10', '46'] pred:[30.729757 19.235844 35.026386 10.       14.295232]
sedan2door_-30_15_-4_48_15_140_70_420 gt:['-30', '15', '-4', '48', '15'] pred:[22.790365 21.111944 39.74757  11.736922 19.078156]
sedan4door_-50_45_-36_10_28_230_30_420 gt:['-50', '45', '-36', '10', '28'] pred:[50.       36.764126 36.       23.40487  28.61318 ]
sedan2door_-17_15_-4_10_46_230_70_420 gt:['-17', '15', '-4', '10', '46'] pred:[10.012305 10.005776 30.421743 12.21958  34.670532]
sedan2door_-17_45_-4_35_28_20_70_420 gt:['-17', '45', '-4', '35', '28'] pred:[22.534485 32.46315  22.701477 26.435555 18.475033]
hybrid_-30_15_-36_10_46_20_70_420 gt:['-30', '15', '-36', '10', '46'] pred:[29.711872  5.750352 30.885698 10.        9.960707]
sedan2door_-17_15_-36_10_28_20_70_420 gt:['-17', '15', '-36', '10', '28'] pred:[22.921827  8.679264 24.275946 28.639336 26.5894  ]
hatchback_-50_15_-36_10_46_140_30_420 gt:['-50', '15', '-36', '10', '46'] pred:[50.       11.718582 36.       22.803112 46.      ]
suv_-30_45_-4_10_28_140_30_420 gt:['-30', '45', '-4', '10', '28'] pred:[30.       30.771614 38.677853 36.620216 28.      ]
hatchback_-50_45_-22_48_15_50_70_420 gt:['-50', '45', '-22', '48', '15'] pred:[34.073013 23.182611 31.570251 16.660484 20.814602]
sedan2door_-50_15_-4_48_46_140_30_420 gt:['-50', '15', '-4', '48', '46'] pred:[50.       20.287476  4.       27.990337 46.      ]
sedan2door_-30_23_-22_48_46_140_70_420 gt:['-30', '23', '-22', '48', '46'] pred:[19.893768  19.201578  37.791515   7.0773935 35.452675 ]
sedan2door_-50_23_-22_10_28_50_30_420 gt:['-50', '23', '-22', '10', '28'] pred:[32.05804   23.        48.00734   28.436197   3.3698103]
sedan4door_-17_15_-22_10_46_50_70_420 gt:['-17', '15', '-22', '10', '46'] pred:[28.938784  11.173962  10.430268   7.5294123 20.617025 ]
hatchback_-30_45_-36_35_15_50_30_420 gt:['-30', '45', '-36', '35', '15'] pred:[23.531363   45.         54.93352    35.          0.85521954]
hybrid_-50_23_-4_10_15_50_30_420 gt:['-50', '23', '-4', '10', '15'] pred:[22.59457  23.       52.217033 10.        8.87346 ]
sedan4door_-50_23_-4_10_15_230_70_420 gt:['-50', '23', '-4', '10', '15'] pred:[14.694942  24.898293  13.940855   6.063004   4.1536183]
suv_-17_15_-22_10_28_140_30_420 gt:['-17', '15', '-22', '10', '28'] pred:[17.       11.264561 22.       39.525185 28.      ]
sedan4door_-17_15_-22_48_15_50_30_420 gt:['-17', '15', '-22', '48', '15'] pred:[19.6147  15.      44.17794 49.7955  15.     ]
sedan2door_-30_45_-36_10_28_20_30_420 gt:['-30', '45', '-36', '10', '28'] pred:[23.189774 45.       32.581738 10.       12.337456]
hybrid_-17_15_-4_35_28_50_30_420 gt:['-17', '15', '-4', '35', '28'] pred:[15.702256 15.       20.408125 35.       11.003136]
sedan2door_-50_45_-4_10_46_50_70_420 gt:['-50', '45', '-4', '10', '46'] pred:[24.032024 38.2501   25.491343 14.000901 35.55328 ]
suv_-50_45_-22_35_15_20_30_420 gt:['-50', '45', '-22', '35', '15'] pred:[24.716995  45.        51.317665  35.         4.9544764]
hatchback_-30_23_-22_10_46_50_30_420 gt:['-30', '23', '-22', '10', '46'] pred:[19.665262  23.        48.690407  10.         1.5786935]
hatchback_-50_45_-4_35_15_50_30_420 gt:['-50', '45', '-4', '35', '15'] pred:[25.014933   45.         53.435024   35.          0.90007794]
suv_-30_23_-22_35_46_50_70_420 gt:['-30', '23', '-22', '35', '46'] pred:[13.188621  29.677637  18.073635   6.7136097 20.375265 ]
sedan2door_-30_15_-36_35_46_50_70_420 gt:['-30', '15', '-36', '35', '46'] pred:[21.416119 10.618809 18.225431 21.436817 41.403   ]
sedan4door_-50_15_-22_48_28_230_70_420 gt:['-50', '15', '-22', '48', '28'] pred:[17.148031 14.619705 43.273586 10.693636 11.807073]
hatchback_-30_45_-4_48_15_230_70_420 gt:['-30', '45', '-4', '48', '15'] pred:[16.095743 16.736385 28.499243 15.386326 17.358612]
sedan4door_-30_45_-4_35_15_20_30_420 gt:['-30', '45', '-4', '35', '15'] pred:[18.046625  45.        45.22791   35.         4.4428234]
sedan2door_-30_23_-36_10_15_20_30_420 gt:['-30', '23', '-36', '10', '15'] pred:[27.829128 23.       38.716896 10.       12.907313]
hybrid_-30_45_-36_35_46_20_70_420 gt:['-30', '45', '-36', '35', '46'] pred:[24.37186  17.338156 23.640188 29.720318  8.667044]
suv_-30_45_-36_48_28_50_30_420 gt:['-30', '45', '-36', '48', '28'] pred:[21.136562  45.        49.98549   48.         0.9093615]
hatchback_-17_15_-36_35_28_230_30_420 gt:['-17', '15', '-36', '35', '28'] pred:[17.       14.5603   36.       27.916569 29.263573]
sedan4door_-17_45_-36_35_15_230_30_420 gt:['-17', '45', '-36', '35', '15'] pred:[17.       41.48713  36.       33.45608  28.922955]
sedan4door_-50_15_-36_48_28_230_30_420 gt:['-50', '15', '-36', '48', '28'] pred:[50.       19.991108 36.       33.220802 31.36687 ]
suv_-17_23_-4_48_46_230_30_420 gt:['-17', '23', '-4', '48', '46'] pred:[17.       22.850016  4.       48.280605 16.569136]
hybrid_-30_15_-36_35_15_20_70_420 gt:['-30', '15', '-36', '35', '15'] pred:[32.300354 10.553658 18.532495 35.       14.958506]
sedan4door_-30_45_-22_48_15_140_30_420 gt:['-30', '45', '-22', '48', '15'] pred:[ 7.8396087 25.204088  32.096058  39.68507   15.       ]
hybrid_-17_23_-36_35_15_50_30_420 gt:['-17', '23', '-36', '35', '15'] pred:[15.273796  23.        19.88255   35.        11.0532675]
suv_-50_15_-4_48_46_230_30_420 gt:['-50', '15', '-4', '48', '46'] pred:[50.       21.102062  4.       44.389145 14.421153]
sedan2door_-17_15_-22_10_46_230_30_420 gt:['-17', '15', '-22', '10', '46'] pred:[17.       16.186747 22.       10.609489 39.478306]
sedan4door_-50_45_-4_35_46_50_70_420 gt:['-50', '45', '-4', '35', '46'] pred:[32.639668 29.332808 12.999655  8.956812 15.156477]
sedan4door_-30_15_-22_10_46_50_70_420 gt:['-30', '15', '-22', '10', '46'] pred:[28.285238 10.996143 11.470165  9.505304 23.01833 ]
sedan2door_-30_15_-22_10_15_50_70_420 gt:['-30', '15', '-22', '10', '15'] pred:[25.343437  8.959234 16.777367 20.425764 39.25052 ]
hybrid_-17_45_-22_48_46_50_70_420 gt:['-17', '45', '-22', '48', '46'] pred:[24.895838 19.50383  29.113821 22.041101 36.61678 ]
hybrid_-50_45_-4_35_28_20_70_420 gt:['-50', '45', '-4', '35', '28'] pred:[27.382057 18.84143  20.863281 28.830936 12.412384]
sedan4door_-50_45_-22_10_15_230_70_420 gt:['-50', '45', '-22', '10', '15'] pred:[18.067045  30.766787  34.295307   7.262777   6.1702156]
sedan4door_-17_15_-4_35_15_20_70_420 gt:['-17', '15', '-4', '35', '15'] pred:[28.853458  7.140338 10.734255 35.       12.116224]
suv_-50_23_-36_48_46_20_70_420 gt:['-50', '23', '-36', '48', '46'] pred:[25.218725 14.895726 31.64128  15.773645 13.008848]
sedan2door_-30_23_-4_35_46_140_30_420 gt:['-30', '23', '-4', '35', '46'] pred:[30.      26.41119  4.      40.96453 46.     ]
sedan2door_-17_15_-4_48_15_20_70_420 gt:['-17', '15', '-4', '48', '15'] pred:[23.344587  9.797867 24.085869 21.878185 21.8469  ]
sedan2door_-17_15_-22_35_46_50_30_420 gt:['-17', '15', '-22', '35', '46'] pred:[22.230652 15.       27.934706 33.79157   4.847658]
suv_-50_23_-22_35_28_50_70_420 gt:['-50', '23', '-22', '35', '28'] pred:[30.06786   31.457817  15.72472    6.5965486 15.314623 ]
sedan4door_-50_45_-22_10_28_140_30_420 gt:['-50', '45', '-22', '10', '28'] pred:[15.865535 22.72845  30.28999  30.432089 28.      ]
hatchback_-30_45_-22_48_46_50_70_420 gt:['-30', '45', '-22', '48', '46'] pred:[29.230555 20.587564 33.970875 21.519396 17.512522]
hatchback_-17_23_-22_10_28_20_30_420 gt:['-17', '23', '-22', '10', '28'] pred:[16.817862 23.       53.874752 10.        5.910058]
hybrid_-17_45_-36_35_15_50_30_420 gt:['-17', '45', '-36', '35', '15'] pred:[15.865799 45.       25.818409 50.079502 21.96047 ]
sedan4door_-50_15_-36_10_46_140_70_420 gt:['-50', '15', '-36', '10', '46'] pred:[27.197002  11.566747  36.14769   10.6641655 21.41403  ]
sedan4door_-17_23_-22_35_46_50_30_420 gt:['-17', '23', '-22', '35', '46'] pred:[21.291487 23.       49.190178 48.901134 46.      ]
sedan4door_-17_23_-4_10_46_230_70_420 gt:['-17', '23', '-4', '10', '46'] pred:[ 8.472209  12.512993  19.941944   5.3683615 28.391201 ]
suv_-17_23_-36_48_15_50_70_420 gt:['-17', '23', '-36', '48', '15'] pred:[11.030077 17.026562 29.165438  7.739271 14.356358]
hatchback_-17_23_-22_48_46_140_30_420 gt:['-17', '23', '-22', '48', '46'] pred:[17.       11.048779 22.       48.135635 46.      ]
suv_-17_15_-4_10_15_20_30_420 gt:['-17', '15', '-4', '10', '15'] pred:[10.914869 15.       50.13295  49.980347  9.970253]
suv_-50_23_-36_48_15_230_70_420 gt:['-50', '23', '-36', '48', '15'] pred:[12.760032 19.1505   44.671024 12.853465  2.920705]
sedan2door_-30_15_-36_35_28_230_70_420 gt:['-30', '15', '-36', '35', '28'] pred:[13.151572 11.232483 26.28769  10.830112 18.733355]
sedan4door_-50_23_-22_35_15_20_30_420 gt:['-50', '23', '-22', '35', '15'] pred:[26.474663 23.       49.58171  35.       13.889857]
hatchback_-17_45_-36_35_15_140_30_420 gt:['-17', '45', '-36', '35', '15'] pred:[17.       22.51371  36.       47.074566 15.      ]
sedan2door_-30_23_-22_35_46_230_70_420 gt:['-30', '23', '-22', '35', '46'] pred:[17.132961 14.347676 26.49331  17.400997 36.35044 ]
hybrid_-17_45_-22_10_15_230_70_420 gt:['-17', '45', '-22', '10', '15'] pred:[ 5.4637327  7.0832906 30.675856   6.6055083 15.6573715]
hybrid_-50_23_-22_35_15_50_70_420 gt:['-50', '23', '-22', '35', '15'] pred:[33.172825 20.501184 34.310722 28.442297 22.184835]
sedan4door_-17_23_-22_10_28_20_70_420 gt:['-17', '23', '-22', '10', '28'] pred:[27.14149  10.247761 30.007038 10.       15.179231]
sedan4door_-30_45_-4_48_28_20_70_420 gt:['-30', '45', '-4', '48', '28'] pred:[32.855324 22.792753  9.964878 48.        7.820501]
sedan4door_-50_15_-36_48_46_50_70_420 gt:['-50', '15', '-36', '48', '46'] pred:[32.022167 25.52135  23.885574 14.432004 15.798117]
sedan2door_-30_23_-22_35_28_50_70_420 gt:['-30', '23', '-22', '35', '28'] pred:[22.809557 16.574776 13.691404 23.496004 36.535847]
hatchback_-50_15_-36_48_15_50_70_420 gt:['-50', '15', '-36', '48', '15'] pred:[32.59744  13.642696 40.06885  17.44714  18.594645]
sedan4door_-30_15_-4_35_46_50_30_420 gt:['-30', '15', '-4', '35', '46'] pred:[25.586039   3.993306  31.67676   44.274506   0.5813583]
sedan4door_-30_23_-36_10_46_20_70_420 gt:['-30', '23', '-36', '10', '46'] pred:[32.79798   10.0382395 33.900005  10.        17.063353 ]
hatchback_-30_23_-36_10_28_230_30_420 gt:['-30', '23', '-36', '10', '28'] pred:[30.       14.739454 36.       28.209114 27.02523 ]
suv_-50_23_-36_10_46_230_70_420 gt:['-50', '23', '-36', '10', '46'] pred:[14.104427  19.134369  46.106384   9.285123   3.8541431]
sedan4door_-50_23_-4_10_28_20_70_420 gt:['-50', '23', '-4', '10', '28'] pred:[28.42403  16.331636 18.813894 14.072425 14.034547]
hatchback_-30_45_-22_35_15_50_70_420 gt:['-30', '45', '-22', '35', '15'] pred:[27.753567 17.62269  33.113907 14.500032 17.05487 ]
sedan2door_-30_15_-22_35_46_20_30_420 gt:['-30', '15', '-22', '35', '46'] pred:[24.142357 15.       39.766464 35.       18.530773]
suv_-17_23_-36_35_46_50_70_420 gt:['-17', '23', '-36', '35', '46'] pred:[11.255787 23.873478 25.798962  5.608657 19.798893]
sedan2door_-17_45_-4_48_46_230_70_420 gt:['-17', '45', '-4', '48', '46'] pred:[ 6.5991116 19.350222  19.536535  10.344867  39.45596  ]
sedan2door_-17_23_-36_35_46_20_30_420 gt:['-17', '23', '-36', '35', '46'] pred:[19.505877 23.       33.677505 35.       23.271471]
hatchback_-50_23_-36_10_28_50_70_420 gt:['-50', '23', '-36', '10', '28'] pred:[34.08117   24.499489  37.886784   7.3279915 24.75297  ]
sedan4door_-17_45_-22_35_46_230_70_420 gt:['-17', '45', '-22', '35', '46'] pred:[ 9.408105 19.876057 28.064775 10.321182 27.108261]
hybrid_-50_23_-4_35_46_20_30_420 gt:['-50', '23', '-4', '35', '46'] pred:[23.120209 23.       41.77736  35.       20.864136]
hatchback_-30_15_-4_35_46_140_70_420 gt:['-30', '15', '-4', '35', '46'] pred:[22.62116   11.7982645 25.040052  15.386381  28.777681 ]
sedan2door_-17_45_-22_35_46_230_30_420 gt:['-17', '45', '-22', '35', '46'] pred:[17.       34.164417 22.       26.831352 38.23876 ]
sedan4door_-17_23_-22_35_15_140_70_420 gt:['-17', '23', '-22', '35', '15'] pred:[22.62503  17.69157  32.90296  17.122343  7.624157]
hybrid_-50_23_-22_10_46_230_30_420 gt:['-50', '23', '-22', '10', '46'] pred:[50.       16.211254 22.       17.531763 44.950714]
sedan4door_-30_23_-4_48_15_230_70_420 gt:['-30', '23', '-4', '48', '15'] pred:[12.475295  18.652626  24.85223   14.122694   6.5875363]
hatchback_-30_15_-22_35_15_20_70_420 gt:['-30', '15', '-22', '35', '15'] pred:[18.51146    4.7426863 26.415842  35.        19.727373 ]
suv_-30_15_-36_48_15_230_70_420 gt:['-30', '15', '-36', '48', '15'] pred:[18.359028   9.8288555 43.52157   13.072766   5.9103703]
sedan2door_-50_23_-4_35_28_50_70_420 gt:['-50', '23', '-4', '35', '28'] pred:[29.259752 19.693237 19.261055 25.037113 31.907337]
hatchback_-30_45_-4_10_15_230_30_420 gt:['-30', '45', '-4', '10', '15'] pred:[30.       26.717682  4.       37.013084 15.110685]
hybrid_-17_15_-36_48_15_20_30_420 gt:['-17', '15', '-36', '48', '15'] pred:[21.24041  15.       46.722603 48.       13.306242]
hybrid_-50_45_-36_10_46_140_30_420 gt:['-50', '45', '-36', '10', '46'] pred:[ 6.9014745 31.197603  43.592808  12.394623  46.       ]
sedan4door_-30_23_-4_10_15_230_70_420 gt:['-30', '23', '-4', '10', '15'] pred:[11.820808  20.547112  22.541735   6.4113164  7.2194977]
suv_-30_15_-22_10_46_140_30_420 gt:['-30', '15', '-22', '10', '46'] pred:[30.       13.67624  22.       39.961845 46.      ]
suv_-30_15_-22_35_15_230_70_420 gt:['-30', '15', '-22', '35', '15'] pred:[11.782869   7.9437475 41.216995  12.142428   6.349995 ]
sedan2door_-30_23_-22_10_28_140_70_420 gt:['-30', '23', '-22', '10', '28'] pred:[22.699606 25.549278 41.520535  8.386795 21.088585]
suv_-50_15_-36_48_15_230_30_420 gt:['-50', '15', '-36', '48', '15'] pred:[50.       21.30577  36.       53.058987 10.027444]
sedan4door_-17_15_-22_10_15_50_30_420 gt:['-17', '15', '-22', '10', '15'] pred:[21.123518  15.        44.79977   51.589195   1.9178022]
suv_-17_45_-4_48_15_230_30_420 gt:['-17', '45', '-4', '48', '15'] pred:[17.       25.337784  4.       52.736423 16.739231]
hybrid_-17_45_-22_10_15_20_70_420 gt:['-17', '45', '-22', '10', '15'] pred:[20.54459  19.419313 17.34676  10.       22.994747]
sedan2door_-30_23_-22_35_15_140_70_420 gt:['-30', '23', '-22', '35', '15'] pred:[24.598757 24.414879 42.16488   7.85533  18.777267]
hatchback_-17_45_-22_48_46_140_70_420 gt:['-17', '45', '-22', '48', '46'] pred:[13.456871 20.510141 40.740807 23.907005 23.999285]
sedan4door_-50_15_-36_48_46_50_30_420 gt:['-50', '15', '-36', '48', '46'] pred:[27.257269   2.7636166 50.137863  46.920578   0.6406878]
hybrid_-30_45_-4_48_15_50_30_420 gt:['-30', '45', '-4', '48', '15'] pred:[22.777082 45.       42.15745  48.       22.641287]
hatchback_-17_45_-22_48_46_50_30_420 gt:['-17', '45', '-22', '48', '46'] pred:[15.771843  45.        53.39521   48.         1.0664138]
sedan4door_-17_15_-36_48_28_50_30_420 gt:['-17', '15', '-36', '48', '28'] pred:[25.33372   15.        51.33846   51.015816   1.4529748]
suv_-17_23_-22_10_46_140_70_420 gt:['-17', '23', '-22', '10', '46'] pred:[ 9.00364   19.668472  43.404423   5.9897046 23.60623  ]
hybrid_-50_45_-22_48_28_20_30_420 gt:['-50', '45', '-22', '48', '28'] pred:[17.573034 45.       39.34928  48.       22.071266]
suv_-17_15_-4_35_15_20_70_420 gt:['-17', '15', '-4', '35', '15'] pred:[19.496304  12.604738  19.058926  17.344475   7.0752635]
sedan4door_-17_15_-22_48_46_50_70_420 gt:['-17', '15', '-22', '48', '46'] pred:[24.854826 22.150196 12.410398 12.545854 19.237226]
sedan4door_-50_45_-22_48_15_230_30_420 gt:['-50', '45', '-22', '48', '15'] pred:[50.       37.655056 22.       37.959793 28.616947]
hybrid_-50_23_-4_48_28_230_30_420 gt:['-50', '23', '-4', '48', '28'] pred:[50.       10.917118  4.       13.171588 30.492064]
sedan2door_-50_15_-4_35_15_140_30_420 gt:['-50', '15', '-4', '35', '15'] pred:[50.       16.536484  4.       23.724974 15.      ]
hatchback_-30_23_-4_10_15_140_70_420 gt:['-30', '23', '-4', '10', '15'] pred:[19.613941  16.206823   4.         7.814318   7.5910134]
sedan4door_-17_15_-36_35_46_20_70_420 gt:['-17', '15', '-36', '35', '46'] pred:[31.884846   4.3904934 29.700285  35.        15.829176 ]
hybrid_-17_15_-22_48_15_20_70_420 gt:['-17', '15', '-22', '48', '15'] pred:[27.63046   6.679513 23.718145 48.       19.945808]
suv_-17_23_-4_35_28_140_70_420 gt:['-17', '23', '-4', '35', '28'] pred:[15.690606 17.024702 50.641685 16.265682 23.684969]
sedan2door_-17_45_-4_48_46_50_70_420 gt:['-17', '45', '-4', '48', '46'] pred:[15.272836 40.719627 19.87209   9.570614 37.584892]
hatchback_-17_15_-4_35_28_230_70_420 gt:['-17', '15', '-4', '35', '28'] pred:[ 5.184417  5.528343 34.695137  9.827116 22.869722]
sedan2door_-50_45_-22_10_46_20_70_420 gt:['-50', '45', '-22', '10', '46'] pred:[31.30938  31.311361 18.043634 18.065601 32.18177 ]
sedan2door_-50_23_-36_10_15_50_30_420 gt:['-50', '23', '-36', '10', '15'] pred:[29.841629  23.        46.15378   10.         3.5865738]
sedan4door_-50_23_-4_35_28_20_70_420 gt:['-50', '23', '-4', '35', '28'] pred:[27.317688 14.050463 20.719828 15.928414 14.192212]
sedan4door_-30_45_-4_35_28_230_70_420 gt:['-30', '45', '-4', '35', '28'] pred:[10.288333 24.59443  19.586626  9.790968 12.556429]
suv_-30_23_-36_35_15_230_70_420 gt:['-30', '23', '-36', '35', '15'] pred:[14.586952  11.261681  43.823963  16.022833   6.7019663]
