sedan2door_-40_40_0_0_20_280_40_450 gt:['-40', '40', '0', '0', '20'] pred:[39.060196  42.63761    7.7773824 15.438688  16.695766 ]
sedan4door_0_0_0_40_20_160_60_400 gt:['0', '0', '0', '40', '20'] pred:[ 1.7907145  1.8005714  0.        41.381214  16.59514  ]
hatchback_-40_40_-20_20_0_280_60_450 gt:['-40', '40', '-20', '20', '0'] pred:[39.101677  44.89768   12.167056  16.560202   2.8763695]
sedan2door_0_0_-20_0_20_0_20_450 gt:['0', '0', '-20', '0', '20'] pred:[ 1.0950019  0.         8.75022    0.        20.       ]
hatchback_-40_20_-20_20_0_160_40_450 gt:['-40', '20', '-20', '20', '0'] pred:[40.        18.224716  20.        18.020487   2.9948828]
hatchback_-40_20_-40_20_0_40_40_450 gt:['-40', '20', '-40', '20', '0'] pred:[39.863297  20.        44.026928  20.         3.2008612]
suv_-20_0_-20_20_0_80_80_400 gt:['-20', '0', '-20', '20', '0'] pred:[18.160969   2.2655585 19.510021  17.582722   0.       ]
sedan2door_-20_20_0_20_20_200_60_400 gt:['-20', '20', '0', '20', '20'] pred:[13.737556 23.673027  0.       12.644247 18.805387]
hybrid_-20_20_0_40_20_360_40_400 gt:['-20', '20', '0', '40', '20'] pred:[19.428108  20.         7.7456994 40.        20.431715 ]
hybrid_-40_0_0_20_40_360_80_450 gt:['-40', '0', '0', '20', '40'] pred:[45.837955   2.5668159 12.134976   5.7771134 39.745758 ]
sedan4door_0_40_0_40_40_240_80_450 gt:['0', '40', '0', '40', '40'] pred:[ 3.2826226 39.379272   2.2815561 42.107883  41.54751  ]
hatchback_-20_40_-40_20_40_160_60_450 gt:['-20', '40', '-40', '20', '40'] pred:[15.775316 42.483902 40.       19.206171 38.117157]
sedan2door_-40_0_-20_0_40_160_80_400 gt:['-40', '0', '-20', '0', '40'] pred:[41.209618   2.4043517 19.987938  17.438652  43.458588 ]
sedan2door_-20_20_-40_40_40_40_80_400 gt:['-20', '20', '-40', '40', '40'] pred:[19.162865 19.305922 11.793047 20.357714 38.0854  ]
hybrid_-20_0_0_40_40_40_40_450 gt:['-20', '0', '0', '40', '40'] pred:[18.536304  0.        8.48085  40.       44.284485]
hybrid_-40_0_-20_40_20_280_20_450 gt:['-40', '0', '-20', '40', '20'] pred:[41.688988  0.       11.002278 40.       11.717811]
sedan2door_-40_40_-40_20_0_40_60_400 gt:['-40', '40', '-40', '20', '0'] pred:[41.854156  45.759808  16.633911  20.         3.6325152]
hybrid_-20_40_-40_0_40_80_80_450 gt:['-20', '40', '-40', '0', '40'] pred:[19.40851  43.990635 16.230154 20.069366 40.      ]
sedan2door_-40_40_0_0_0_120_20_400 gt:['-40', '40', '0', '0', '0'] pred:[40.       45.97718   0.       13.746067  0.      ]
sedan2door_0_20_-20_0_0_280_40_450 gt:['0', '20', '-20', '0', '0'] pred:[ 2.6179483 22.69747    5.855249  13.459626   1.4115885]
sedan4door_-20_0_-40_40_20_360_20_400 gt:['-20', '0', '-40', '40', '20'] pred:[19.344376  0.       47.52305  40.       20.      ]
hybrid_-40_40_-20_0_0_160_80_400 gt:['-40', '40', '-20', '0', '0'] pred:[44.08583  43.32084  14.212741 16.954973  2.78864 ]
suv_-40_40_0_40_0_360_40_400 gt:['-40', '40', '0', '40', '0'] pred:[41.04434   40.         1.7851733 40.         1.4564117]
sedan2door_0_20_0_0_20_320_80_400 gt:['0', '20', '0', '0', '20'] pred:[ 1.8835851 18.530207   6.605444  11.016046  17.860085 ]
sedan4door_0_20_0_20_20_320_80_400 gt:['0', '20', '0', '20', '20'] pred:[ 2.207296  19.570957   2.5671258 21.19076   16.439896 ]
sedan4door_-40_40_0_0_0_160_20_450 gt:['-40', '40', '0', '0', '0'] pred:[40.        46.437485   0.         4.7540774  0.       ]
sedan4door_-40_40_-40_0_0_200_40_450 gt:['-40', '40', '-40', '0', '0'] pred:[40.       40.62929  40.        3.018704  2.387633]
suv_0_40_-40_40_0_0_20_400 gt:['0', '40', '-40', '40', '0'] pred:[ 1.6861845 40.        50.05164   40.         0.       ]
sedan4door_-40_0_-20_40_0_240_60_400 gt:['-40', '0', '-20', '40', '0'] pred:[40.59596   5.621978 15.056683 37.111004  1.689765]
hybrid_-20_0_0_20_0_80_80_400 gt:['-20', '0', '0', '20', '0'] pred:[18.669773   2.1164114 17.26435    3.0304563  0.       ]
hatchback_0_20_0_0_20_240_20_400 gt:['0', '20', '0', '0', '20'] pred:[ 0.        12.1497555  0.         1.6247501 18.283636 ]
hybrid_-40_20_0_0_0_0_40_400 gt:['-40', '20', '0', '0', '0'] pred:[41.055046  20.         8.396756   0.         2.1413348]
hatchback_-20_20_-40_40_20_80_20_450 gt:['-20', '20', '-40', '40', '20'] pred:[17.99628 20.      41.4239  40.      20.     ]
suv_-40_40_0_40_0_40_60_400 gt:['-40', '40', '0', '40', '0'] pred:[46.220737  45.193428   1.4950833 40.         4.604378 ]
hatchback_0_20_0_0_20_120_40_400 gt:['0', '20', '0', '0', '20'] pred:[ 0.        18.181072   0.         3.7822776 20.       ]
hybrid_-20_40_0_40_20_360_20_400 gt:['-20', '40', '0', '40', '20'] pred:[14.408848 40.        8.648751 40.       20.      ]
hatchback_0_40_-40_40_20_0_60_400 gt:['0', '40', '-40', '40', '20'] pred:[ 3.577761 42.582996 43.836926 40.       18.36037 ]
suv_-40_20_0_20_0_240_60_400 gt:['-40', '20', '0', '20', '0'] pred:[44.382698  21.934744  15.719504  16.417994   0.8169547]
hybrid_-40_20_0_0_0_160_40_400 gt:['-40', '20', '0', '0', '0'] pred:[40.        21.827833   0.        11.230142   1.7275335]
hybrid_-40_0_-20_20_20_120_20_400 gt:['-40', '0', '-20', '20', '20'] pred:[40.         1.4983406 20.         3.047649  20.       ]
hatchback_-40_0_0_0_0_120_80_450 gt:['-40', '0', '0', '0', '0'] pred:[47.450874   2.2615278  3.5896735  2.3116808  0.5769204]
hatchback_-20_40_-20_0_0_120_40_450 gt:['-20', '40', '-20', '0', '0'] pred:[20.       38.88768  20.        6.024099  0.      ]
hatchback_-40_20_-40_40_40_160_20_400 gt:['-40', '20', '-40', '40', '40'] pred:[40.       16.047676 40.       44.406834 40.      ]
hybrid_-20_40_0_20_40_0_40_450 gt:['-20', '40', '0', '20', '40'] pred:[18.55923 40.      14.78367 20.      45.02466]
sedan4door_-20_0_-40_20_40_280_20_400 gt:['-20', '0', '-40', '20', '40'] pred:[18.82261   0.       44.589878 20.       41.814285]
hatchback_-20_0_0_40_0_240_40_400 gt:['-20', '0', '0', '40', '0'] pred:[20.          2.4948325   0.         41.717934    0.52660835]
hatchback_-40_0_-40_40_20_200_60_400 gt:['-40', '0', '-40', '40', '20'] pred:[42.96132    3.6381073 40.        38.5692    21.967    ]
sedan2door_-20_20_-20_20_0_0_80_450 gt:['-20', '20', '-20', '20', '0'] pred:[20.152973  18.524904  17.022795  12.875298   1.2151506]
hatchback_0_0_0_0_0_200_20_400 gt:['0', '0', '0', '0', '0'] pred:[0.        1.0999273 0.        1.9943223 1.3067892]
sedan2door_-20_20_-20_0_20_240_20_450 gt:['-20', '20', '-20', '0', '20'] pred:[20.       16.408064 20.        8.321928 17.905191]
hybrid_-40_40_-40_40_40_280_80_450 gt:['-40', '40', '-40', '40', '40'] pred:[36.91653  40.88061  15.378517 14.678917 39.427742]
hatchback_-20_20_-40_40_20_360_80_450 gt:['-20', '20', '-40', '40', '20'] pred:[20.501757 19.61962  39.271774 39.961987 19.523323]
hatchback_-20_0_-40_40_0_40_20_450 gt:['-20', '0', '-40', '40', '0'] pred:[21.061922  0.       44.061047 40.        0.      ]
suv_-20_40_-20_40_20_0_60_450 gt:['-20', '40', '-20', '40', '20'] pred:[18.903751 43.19627  16.197817 40.       21.421083]
suv_-20_40_-40_40_40_280_40_450 gt:['-20', '40', '-40', '40', '40'] pred:[17.673899 42.842354 41.078014 35.454445 41.494225]
sedan2door_0_20_-40_20_20_160_60_450 gt:['0', '20', '-40', '20', '20'] pred:[ 1.9908844 17.582598  40.         7.433432  20.380716 ]
hatchback_0_0_-20_20_40_80_20_400 gt:['0', '0', '-20', '20', '40'] pred:[ 1.7284583  0.        23.337996  20.        40.       ]
sedan2door_0_40_-40_20_20_80_80_400 gt:['0', '40', '-40', '20', '20'] pred:[ 1.4636112 42.71255    8.954589  13.947196  20.       ]
hybrid_-20_0_-40_40_40_160_80_400 gt:['-20', '0', '-40', '40', '40'] pred:[19.985788   1.7041653 16.013208  12.180432  40.798176 ]
suv_-40_0_-20_40_20_320_60_450 gt:['-40', '0', '-20', '40', '20'] pred:[41.873463  11.014288  14.2476845 41.58926   20.661705 ]
sedan2door_-20_40_0_0_40_200_20_400 gt:['-20', '40', '0', '0', '40'] pred:[20.       42.512375  0.       27.682144 42.965973]
suv_0_40_-20_40_40_120_80_450 gt:['0', '40', '-20', '40', '40'] pred:[ 2.2136934 43.20677   17.773909  43.142796  39.615017 ]
sedan2door_-20_20_0_40_20_0_20_400 gt:['-20', '20', '0', '40', '20'] pred:[20.16731  20.       12.104439 40.       20.      ]
hatchback_-20_40_0_0_20_200_40_400 gt:['-20', '40', '0', '0', '20'] pred:[20.       42.25714   0.        1.962168 22.314116]
hybrid_0_20_-40_20_20_240_40_450 gt:['0', '20', '-40', '20', '20'] pred:[ 0.        14.7535305 40.        12.398758  13.346615 ]
suv_0_0_0_0_40_240_40_450 gt:['0', '0', '0', '0', '40'] pred:[ 0.         1.6471641  0.         1.6862514 45.74781  ]
suv_0_20_-20_20_40_240_60_400 gt:['0', '20', '-20', '20', '40'] pred:[ 4.229266 20.437244 20.476345 18.485603 40.149242]
suv_-20_20_0_40_0_40_20_450 gt:['-20', '20', '0', '40', '0'] pred:[15.354511  20.         2.8485563 40.         0.       ]
hybrid_0_40_0_0_40_320_60_450 gt:['0', '40', '0', '0', '40'] pred:[ 2.2892451 45.477116  14.3079815 24.469408  39.892986 ]
sedan2door_-20_0_-40_40_0_80_20_450 gt:['-20', '0', '-40', '40', '0'] pred:[15.131144  0.        7.624997 40.        0.      ]
suv_0_40_0_40_40_200_60_400 gt:['0', '40', '0', '40', '40'] pred:[11.781839 42.201954  0.       39.76937  38.212624]
sedan4door_0_40_-20_40_20_240_20_400 gt:['0', '40', '-20', '40', '20'] pred:[ 0.       40.544548 20.       38.537342 23.3421  ]
sedan2door_-20_20_-40_20_40_0_40_400 gt:['-20', '20', '-40', '20', '40'] pred:[18.746181 20.       18.266455 20.       41.51739 ]
hatchback_0_0_-20_40_20_40_40_450 gt:['0', '0', '-20', '40', '20'] pred:[ 1.4524863  0.        24.295918  40.        21.36657  ]
hatchback_0_40_-20_40_40_360_20_400 gt:['0', '40', '-20', '40', '40'] pred:[ 1.6483072 40.        19.988508  40.        40.       ]
sedan4door_-20_40_-40_40_20_280_40_450 gt:['-20', '40', '-40', '40', '20'] pred:[13.3446045 43.748093  38.423393  38.629047  19.23882  ]
suv_0_40_-20_0_40_200_60_450 gt:['0', '40', '-20', '0', '40'] pred:[11.422801 44.4927   20.        3.082991 41.197426]
sedan4door_-40_0_-40_20_0_40_20_450 gt:['-40', '0', '-40', '20', '0'] pred:[39.393517  0.       44.609844 20.        0.      ]
suv_-40_0_-40_40_40_280_40_400 gt:['-40', '0', '-40', '40', '40'] pred:[38.343513 21.581623 40.847576 43.014565 38.70763 ]
suv_0_20_-20_20_0_200_20_400 gt:['0', '20', '-20', '20', '0'] pred:[ 0.        12.704021  20.        15.705689   0.8805724]
suv_-40_20_-20_0_20_80_40_450 gt:['-40', '20', '-20', '0', '20'] pred:[44.539288 19.786919 15.096361  0.       20.      ]
hybrid_-40_20_0_20_20_80_80_400 gt:['-40', '20', '0', '20', '20'] pred:[43.426186 20.26442  17.842903  9.201888 20.      ]
hatchback_-40_20_0_40_0_360_20_450 gt:['-40', '20', '0', '40', '0'] pred:[45.85127   20.         1.1589053 40.         0.       ]
hatchback_-20_20_-40_0_20_360_60_400 gt:['-20', '20', '-40', '0', '20'] pred:[20.162083 17.924417 44.56361   0.       18.57055 ]
hatchback_-20_0_0_20_0_160_80_450 gt:['-20', '0', '0', '20', '0'] pred:[14.135738   2.5322976  5.6251707 11.660765   1.3800268]
hybrid_0_20_-20_0_20_80_20_450 gt:['0', '20', '-20', '0', '20'] pred:[ 1.9565036 20.         5.0159802  0.        20.       ]
hatchback_-20_40_-40_0_20_160_60_400 gt:['-20', '40', '-40', '0', '20'] pred:[16.156643  43.85008   40.         1.7983015 13.74119  ]
hatchback_-40_20_-40_20_20_0_60_450 gt:['-40', '20', '-40', '20', '20'] pred:[41.187946 16.115414 46.78971  20.       19.30164 ]
suv_0_20_-20_20_40_240_60_400 gt:['0', '20', '-20', '20', '40'] pred:[ 4.229266 20.437244 20.476345 18.485603 40.149242]
suv_-20_0_-20_20_0_200_60_400 gt:['-20', '0', '-20', '20', '0'] pred:[21.75245    1.8802513 20.        16.345295   0.9803686]
hybrid_-20_0_0_0_40_40_60_450 gt:['-20', '0', '0', '0', '40'] pred:[20.886786  6.862874 14.658615  0.       42.609413]
sedan2door_0_0_-20_0_20_240_40_400 gt:['0', '0', '-20', '0', '20'] pred:[ 0.         2.0476513 20.         6.4796324 17.038504 ]
sedan2door_-20_0_0_40_0_0_60_450 gt:['-20', '0', '0', '40', '0'] pred:[20.412119   1.9772261 17.786245  40.         1.265568 ]
sedan2door_0_0_0_20_40_160_60_450 gt:['0', '0', '0', '20', '40'] pred:[ 2.73898    3.2379134  0.        10.432069  43.35118  ]
sedan2door_-40_40_0_0_20_80_20_400 gt:['-40', '40', '0', '0', '20'] pred:[43.632782 40.        9.450413  0.       20.      ]
sedan4door_0_40_-20_0_40_200_60_450 gt:['0', '40', '-20', '0', '40'] pred:[ 2.761176  45.2515    20.         2.5350013 41.598785 ]
sedan2door_-40_20_-40_20_40_40_40_400 gt:['-40', '20', '-40', '20', '40'] pred:[42.085915 20.       12.979232 20.       45.07733 ]
sedan2door_-20_20_-40_0_40_80_60_400 gt:['-20', '20', '-40', '0', '40'] pred:[19.87305  17.175377  7.825885 12.27911  40.01206 ]
suv_0_20_0_20_40_160_20_450 gt:['0', '20', '0', '20', '40'] pred:[ 0.       18.933723  0.       16.67338  40.      ]
hybrid_0_0_-40_20_20_80_40_400 gt:['0', '0', '-40', '20', '20'] pred:[ 1.7211831  3.0240445  3.7477627 20.        20.       ]
sedan2door_-40_20_-40_0_20_320_80_450 gt:['-40', '20', '-40', '0', '20'] pred:[44.931454 19.507717 14.381145 15.374186 23.896635]
hatchback_-20_40_-40_40_0_80_60_450 gt:['-20', '40', '-40', '40', '0'] pred:[18.610426  41.37387   36.606762  42.422222   2.0220957]
sedan4door_0_20_0_20_0_360_40_450 gt:['0', '20', '0', '20', '0'] pred:[ 1.6518753 20.         2.0745292 20.         2.186314 ]
suv_0_0_0_0_40_200_40_400 gt:['0', '0', '0', '0', '40'] pred:[ 0.         1.5993861  0.         2.6675239 42.88162  ]
hybrid_0_0_0_40_20_320_20_400 gt:['0', '0', '0', '40', '20'] pred:[ 2.1830268  0.         6.357179  40.        18.093012 ]
sedan4door_-40_40_-20_40_0_80_60_450 gt:['-40', '40', '-20', '40', '0'] pred:[40.137028  38.514595  20.799784  47.820034   5.2537594]
hybrid_0_0_-40_40_20_320_40_450 gt:['0', '0', '-40', '40', '20'] pred:[ 2.9733047  0.         6.7333307 40.        19.48267  ]
sedan4door_0_20_-40_20_20_40_20_400 gt:['0', '20', '-40', '20', '20'] pred:[ 1.6827589 20.        48.83148   20.        20.       ]
sedan4door_-20_40_-40_40_40_240_40_450 gt:['-20', '40', '-40', '40', '40'] pred:[20.       38.197052 40.       36.290836 42.262905]
hybrid_0_40_-20_0_20_160_80_400 gt:['0', '40', '-20', '0', '20'] pred:[ 1.3634144 46.616646   7.3326097 22.199926  19.198273 ]
hybrid_-20_40_-20_20_20_320_80_400 gt:['-20', '40', '-20', '20', '20'] pred:[15.901649 41.77331  13.010515 12.646013 22.891294]
sedan4door_0_0_-20_20_0_200_40_400 gt:['0', '0', '-20', '20', '0'] pred:[ 0.         1.6193295 20.        16.50233    2.0280843]
hatchback_0_20_-40_20_40_240_20_400 gt:['0', '20', '-40', '20', '40'] pred:[ 0.       21.023888 40.       16.681995 41.136024]
sedan2door_0_20_-40_40_40_360_40_450 gt:['0', '20', '-40', '40', '40'] pred:[ 1.6512989 20.         5.585039  40.        41.6565   ]
sedan2door_0_0_0_0_0_360_40_450 gt:['0', '0', '0', '0', '0'] pred:[2.2897213 0.        3.6929674 0.        1.0643569]
hatchback_0_0_0_0_20_120_80_450 gt:['0', '0', '0', '0', '20'] pred:[ 1.484067   2.3393111  2.3538036  1.4544337 19.32748  ]
sedan2door_-20_0_0_0_20_200_20_400 gt:['-20', '0', '0', '0', '20'] pred:[20.         2.1229916  0.         7.774607  18.575924 ]
sedan2door_-20_0_-20_20_40_120_40_450 gt:['-20', '0', '-20', '20', '40'] pred:[20.        3.246794 20.        5.379765 40.      ]
suv_0_20_-40_0_0_200_20_400 gt:['0', '20', '-40', '0', '0'] pred:[ 0.       12.158862 40.        2.439874  1.464461]
hybrid_-20_0_-20_40_0_280_20_450 gt:['-20', '0', '-20', '40', '0'] pred:[26.158659   0.        13.459963  40.         0.8968331]
suv_-40_0_-40_0_20_360_40_450 gt:['-40', '0', '-40', '0', '20'] pred:[40.838757  0.       44.32952   0.       17.18929 ]
sedan4door_-20_0_-20_40_20_280_60_450 gt:['-20', '0', '-20', '40', '20'] pred:[18.110306  4.110079 16.922482 43.65036  17.235104]
sedan4door_-40_20_0_0_40_200_80_400 gt:['-40', '20', '0', '0', '40'] pred:[41.09057   20.154793   3.038372   3.6069484 42.975616 ]
hybrid_0_20_0_40_40_160_40_400 gt:['0', '20', '0', '40', '40'] pred:[ 0.       18.163378  0.        7.304585 42.946873]
sedan2door_0_40_0_20_40_0_20_450 gt:['0', '40', '0', '20', '40'] pred:[ 1.0307001 40.         6.141528  20.        40.       ]
hatchback_0_20_0_20_0_120_40_400 gt:['0', '20', '0', '20', '0'] pred:[ 0.       15.526525  0.       11.591084  0.      ]
sedan4door_-20_40_-20_20_20_160_40_450 gt:['-20', '40', '-20', '20', '20'] pred:[20.       41.887    20.       14.868718 22.24573 ]
sedan4door_-20_20_-40_20_40_40_80_400 gt:['-20', '20', '-40', '20', '40'] pred:[19.937874 18.064083 41.029606 17.780931 42.05804 ]
sedan2door_-20_20_-40_40_20_120_60_400 gt:['-20', '20', '-40', '40', '20'] pred:[17.296402 20.66504  40.       12.245719 18.853092]
hatchback_-20_0_-40_20_40_240_60_400 gt:['-20', '0', '-40', '20', '40'] pred:[15.58556   2.882188 45.033333 17.863619 43.94525 ]
suv_0_20_-20_0_20_320_40_450 gt:['0', '20', '-20', '0', '20'] pred:[ 2.1854975 20.        16.470379   0.        15.975746 ]
hatchback_-40_40_-40_20_20_240_20_450 gt:['-40', '40', '-40', '20', '20'] pred:[40.       44.339943 40.       19.180748 19.741497]
hybrid_-20_0_0_0_20_320_40_400 gt:['-20', '0', '0', '0', '20'] pred:[20.041592  0.       14.156193  0.       21.071547]
sedan4door_-20_0_-40_0_40_320_40_450 gt:['-20', '0', '-40', '0', '40'] pred:[18.643784  0.       41.38516   0.       42.61808 ]
sedan4door_0_40_-20_20_20_280_40_400 gt:['0', '40', '-20', '20', '20'] pred:[ 3.1121705 44.153255  14.519884  19.111156  18.589798 ]
hatchback_0_0_-40_40_20_240_80_450 gt:['0', '0', '-40', '40', '20'] pred:[ 2.400188  3.222182 45.713028 43.19811  20.112776]
sedan4door_-20_0_-40_0_20_80_20_450 gt:['-20', '0', '-40', '0', '20'] pred:[11.151066  0.       36.067856  0.       20.      ]
sedan4door_-20_20_0_40_40_160_60_450 gt:['-20', '20', '0', '40', '40'] pred:[22.259699 21.388252  0.       39.77797  39.455257]
hybrid_-20_20_-20_40_0_360_20_450 gt:['-20', '20', '-20', '40', '0'] pred:[15.925793 20.        9.393562 40.        0.      ]
suv_-40_20_-40_20_0_80_40_400 gt:['-40', '20', '-40', '20', '0'] pred:[42.706226 19.389742 46.284775 20.        0.      ]
hybrid_-40_40_0_20_40_320_60_450 gt:['-40', '40', '0', '20', '40'] pred:[40.731277 42.89208  17.38924  25.979134 39.892834]
sedan4door_0_20_0_20_40_80_40_450 gt:['0', '20', '0', '20', '40'] pred:[ 2.13248  22.80684   3.010036 20.       40.      ]
suv_-20_20_-20_0_40_40_60_450 gt:['-20', '20', '-20', '0', '40'] pred:[21.075415 16.235062 21.526941  0.       38.82459 ]
hatchback_0_20_0_20_0_160_40_450 gt:['0', '20', '0', '20', '0'] pred:[ 0.        19.31878    0.        15.011354   2.1986656]
hybrid_0_0_-20_0_40_280_80_450 gt:['0', '0', '-20', '0', '40'] pred:[ 2.3421593  3.9613018  6.7504706  5.0912504 40.6791   ]
sedan4door_-20_0_-40_0_20_0_40_400 gt:['-20', '0', '-40', '0', '20'] pred:[21.249657  0.       44.35449   0.       16.871702]
hybrid_-20_0_-40_0_20_120_40_450 gt:['-20', '0', '-40', '0', '20'] pred:[20.         1.8854704 40.         6.681737  20.       ]
hatchback_0_20_-20_0_40_360_80_450 gt:['0', '20', '-20', '0', '40'] pred:[ 1.9807227 19.120508  16.859177   3.2770007 42.009205 ]
sedan2door_0_20_0_40_0_320_60_450 gt:['0', '20', '0', '40', '0'] pred:[ 1.7649332 20.60525    8.51182   16.100006   1.0827388]
hybrid_-20_0_-20_0_20_200_60_450 gt:['-20', '0', '-20', '0', '20'] pred:[18.115364   2.4057553 20.         5.493624  15.139248 ]
hybrid_-40_40_-20_20_20_320_80_450 gt:['-40', '40', '-20', '20', '20'] pred:[39.87027  43.0369   15.262513 13.375658 22.69212 ]
sedan2door_-40_20_-40_20_0_240_60_450 gt:['-40', '20', '-40', '20', '0'] pred:[42.39667   17.153452  13.177442  16.546711   1.9175743]
sedan2door_-40_20_-40_20_20_200_20_400 gt:['-40', '20', '-40', '20', '20'] pred:[40.       14.993977 40.       25.841574 16.983788]
hybrid_-40_20_0_0_0_280_80_400 gt:['-40', '20', '0', '0', '0'] pred:[39.683983  19.280487  14.978009  15.520338   1.7154076]
sedan4door_-20_0_-40_0_0_200_40_450 gt:['-20', '0', '-40', '0', '0'] pred:[20.         1.7487669 40.         3.0538588  2.2216473]
suv_0_40_0_20_0_0_80_450 gt:['0', '40', '0', '20', '0'] pred:[ 2.4474652 43.69992    2.367643  16.40764    1.9182472]
hatchback_0_40_-40_20_40_80_80_450 gt:['0', '40', '-40', '20', '40'] pred:[ 3.2717855 40.976326  45.743984  14.808255  40.       ]
hybrid_0_0_-40_40_0_40_80_450 gt:['0', '0', '-40', '40', '0'] pred:[2.1521993 1.4280472 2.8120532 6.103402  1.6627591]
hatchback_0_20_0_0_40_240_40_450 gt:['0', '20', '0', '0', '40'] pred:[ 0.        16.574055   0.         1.6198176 44.19478  ]
sedan2door_0_20_-40_40_40_200_60_400 gt:['0', '20', '-40', '40', '40'] pred:[ 3.8174434 23.86142   40.        18.006937  37.7825   ]
hybrid_-20_20_-40_40_40_200_60_400 gt:['-20', '20', '-40', '40', '40'] pred:[21.816946 21.63864  40.       12.370138 41.609177]
hybrid_-20_40_-40_20_0_360_40_450 gt:['-20', '40', '-40', '20', '0'] pred:[18.194414  40.         8.0889225 20.         0.8574177]
sedan2door_0_0_-40_20_40_200_20_400 gt:['0', '0', '-40', '20', '40'] pred:[ 0.         1.8135966 40.         7.1852713 42.12454  ]
sedan2door_0_20_0_40_20_360_40_400 gt:['0', '20', '0', '40', '20'] pred:[ 1.600563 20.        9.474095 40.       17.904327]
hybrid_-20_40_0_40_20_80_80_400 gt:['-20', '40', '0', '40', '20'] pred:[19.157618 43.01911  19.956127 13.927618 20.      ]
hatchback_0_40_0_0_0_280_20_450 gt:['0', '40', '0', '0', '0'] pred:[ 5.639625   40.          3.0396678   0.          0.36264175]
hatchback_-40_40_-40_20_40_160_60_400 gt:['-40', '40', '-40', '20', '40'] pred:[40.009624 41.385536 40.       17.913048 37.411488]
hatchback_-40_20_0_20_0_120_20_450 gt:['-40', '20', '0', '20', '0'] pred:[40.       18.256668  0.       16.90113   0.      ]
sedan2door_0_40_-20_20_0_160_80_400 gt:['0', '40', '-20', '20', '0'] pred:[ 2.302053  45.74971    7.007285   7.206912   1.7664878]
hybrid_-40_0_-20_20_40_80_60_400 gt:['-40', '0', '-20', '20', '40'] pred:[42.15674    2.8259904 17.305267   5.0193834 43.307663 ]
hybrid_-20_40_-40_40_0_40_60_400 gt:['-20', '40', '-40', '40', '0'] pred:[24.694721  45.2627    10.199801  40.         1.7715154]
sedan4door_-40_40_0_0_0_200_40_450 gt:['-40', '40', '0', '0', '0'] pred:[40.        40.970036   0.         3.3063238  2.2971725]
suv_0_20_0_40_0_120_60_400 gt:['0', '20', '0', '40', '0'] pred:[ 2.2230453 19.365416   0.        47.462673   5.654378 ]
sedan4door_-40_40_-40_0_20_160_20_450 gt:['-40', '40', '-40', '0', '20'] pred:[40.        46.71067   40.         3.9929457 20.       ]
hatchback_0_40_-40_0_20_0_40_450 gt:['0', '40', '-40', '0', '20'] pred:[ 1.9900086 40.        48.39669    0.        17.520397 ]
sedan2door_-20_40_0_0_0_360_20_450 gt:['-20', '40', '0', '0', '0'] pred:[21.761822 40.       11.400789  0.        0.      ]
hatchback_-40_0_0_0_20_320_20_450 gt:['-40', '0', '0', '0', '20'] pred:[40.779655   0.         1.9340967  0.        22.253849 ]
suv_-40_40_-20_20_40_120_60_450 gt:['-40', '40', '-20', '20', '40'] pred:[39.257313 41.067852 20.       16.968712 40.66153 ]
sedan4door_0_20_-20_40_0_360_60_400 gt:['0', '20', '-20', '40', '0'] pred:[ 2.3354306 18.240522  20.219671  40.         1.0981907]
sedan2door_-20_40_0_20_0_160_40_400 gt:['-20', '40', '0', '20', '0'] pred:[20.        42.33672    0.        17.580462   1.5213795]
suv_-20_20_0_40_40_280_40_400 gt:['-20', '20', '0', '40', '40'] pred:[17.554466  19.541931   2.4561496 46.14883   38.31188  ]
sedan2door_-20_20_-20_20_40_240_80_400 gt:['-20', '20', '-20', '20', '40'] pred:[19.70718   17.59741   15.6331625 13.964182  37.162827 ]
hatchback_-20_0_0_40_40_200_20_450 gt:['-20', '0', '0', '40', '40'] pred:[20.         3.2384772  0.        39.85408   45.13283  ]
suv_-20_0_-20_20_40_320_80_400 gt:['-20', '0', '-20', '20', '40'] pred:[22.934366   2.4242265 13.932914  17.751545  41.25264  ]
suv_-40_0_-40_0_20_200_80_400 gt:['-40', '0', '-40', '0', '20'] pred:[46.741535   3.225158  42.09598    2.2674587 18.135902 ]
hybrid_-20_40_0_0_40_200_20_400 gt:['-20', '40', '0', '0', '40'] pred:[20.      41.53832  0.      20.98776 40.72681]
sedan2door_-40_40_-20_0_20_0_60_450 gt:['-40', '40', '-20', '0', '20'] pred:[42.903965 44.19519   8.449033  0.       20.477827]
hatchback_0_40_-40_0_40_0_40_400 gt:['0', '40', '-40', '0', '40'] pred:[ 3.1748967 40.        40.00398    0.        41.331753 ]
sedan4door_-20_20_0_20_20_360_60_450 gt:['-20', '20', '0', '20', '20'] pred:[17.954185  17.628752   2.6348813 20.        22.170769 ]
hatchback_0_20_0_40_40_240_20_400 gt:['0', '20', '0', '40', '40'] pred:[ 0.       14.840976  0.       39.52207  41.369442]
sedan4door_-40_40_0_0_20_0_80_450 gt:['-40', '40', '0', '0', '20'] pred:[44.64138   40.348415   2.1785734  2.8486125 18.246096 ]
hybrid_-20_20_-40_0_20_40_80_450 gt:['-20', '20', '-40', '0', '20'] pred:[17.888542 19.87107  12.840513 16.130207 16.292006]
hybrid_-20_20_0_20_40_40_20_450 gt:['-20', '20', '0', '20', '40'] pred:[15.905246 20.        4.612515 20.       40.      ]
