hatchback_-30_23_-4_35_15_140_70_420:gt ['-30', '23', '-4', '35', '15']:pred [15.760828  14.163528   4.        22.537062   5.9635487]
sedan4door_-17_15_-22_35_28_230_70_420:gt ['-17', '15', '-22', '35', '28']:pred [ 3.3929248 23.879536  36.611534  35.1523     8.5457535]
hybrid_-17_15_-36_48_15_50_30_420:gt ['-17', '15', '-36', '48', '15']:pred [10.121314 15.       36.       48.       15.      ]
hybrid_-30_23_-22_10_15_20_30_420:gt ['-30', '23', '-22', '10', '15']:pred [25.80753  23.       22.       10.        7.012454]
hybrid_-50_15_-4_48_28_20_70_420:gt ['-50', '15', '-4', '48', '28']:pred [33.138042  8.397388  4.       48.       15.354203]
sedan2door_-30_45_-22_10_15_20_30_420:gt ['-30', '45', '-22', '10', '15']:pred [31.19509  45.       22.       10.       19.117682]
sedan2door_-50_15_-36_48_28_20_30_420:gt ['-50', '15', '-36', '48', '28']:pred [37.703453 15.       36.       48.       35.999176]
hatchback_-50_15_-36_10_15_20_70_420:gt ['-50', '15', '-36', '10', '15']:pred [29.051188  9.950141 42.40758  10.       14.562118]
sedan4door_-30_45_-22_10_46_50_70_420:gt ['-30', '45', '-22', '10', '46']:pred [17.419949 43.967464 24.768986 10.       19.141954]
sedan4door_-50_23_-36_35_28_50_30_420:gt ['-50', '23', '-36', '35', '28']:pred [41.020607 23.       50.436478 35.       28.      ]
suv_-30_23_-4_35_46_50_70_420:gt ['-30', '23', '-4', '35', '46']:pred [22.36596  30.888622  5.640455 22.849287 30.439964]
suv_-17_15_-4_35_46_230_30_420:gt ['-17', '15', '-4', '35', '46']:pred [17.        9.170941  4.       36.674927 50.73746 ]
hatchback_-50_23_-36_35_46_140_70_420:gt ['-50', '23', '-36', '35', '46']:pred [33.03824  17.791363 24.756855 27.319923 32.554367]
sedan4door_-50_45_-36_35_15_20_70_420:gt ['-50', '45', '-36', '35', '15']:pred [36.451145  35.346916  38.88263   35.         7.7513437]
sedan4door_-17_15_-36_48_46_140_70_420:gt ['-17', '15', '-36', '48', '46']:pred [12.409709   7.0150747 36.        26.689138  19.938725 ]
hatchback_-30_15_-22_48_28_230_30_420:gt ['-30', '15', '-22', '48', '28']:pred [30.        8.936798 22.       35.388603 40.572926]
hatchback_-30_23_-36_10_15_20_70_420:gt ['-30', '23', '-36', '10', '15']:pred [10.685392 19.51437  42.191273 10.       13.276279]
hybrid_-50_15_-36_10_15_230_30_420:gt ['-50', '15', '-36', '10', '15']:pred [50.       12.703916 36.       10.       18.54637 ]
sedan4door_-17_23_-4_48_15_20_30_420:gt ['-17', '23', '-4', '48', '15']:pred [ 7.200102 23.        6.217359 48.       28.227741]
sedan4door_-17_15_-22_35_46_50_70_420:gt ['-17', '15', '-22', '35', '46']:pred [ 8.021906 27.730724 29.8352   35.       24.658129]
hybrid_-30_15_-36_48_15_20_70_420:gt ['-30', '15', '-36', '48', '15']:pred [15.195328 13.303662 36.       48.        7.664095]
hatchback_-50_15_-4_48_15_230_30_420:gt ['-50', '15', '-4', '48', '15']:pred [50.         7.0507865  4.        41.967876  41.117443 ]
sedan4door_-30_45_-4_48_28_50_30_420:gt ['-30', '45', '-4', '48', '28']:pred [36.281044 45.        9.318931 48.       11.667428]
hybrid_-17_23_-22_35_15_50_30_420:gt ['-17', '23', '-22', '35', '15']:pred [10.403246 23.       22.       35.       15.      ]
sedan4door_-50_23_-36_10_28_50_30_420:gt ['-50', '23', '-36', '10', '28']:pred [40.569847 23.       50.20148  10.       28.      ]
hybrid_-17_45_-22_10_28_50_70_420:gt ['-17', '45', '-22', '10', '28']:pred [17.347763 38.42026  22.       10.       13.340082]
sedan4door_-30_45_-4_10_15_50_70_420:gt ['-30', '45', '-4', '10', '15']:pred [14.35914  45.914425 11.80708  10.        9.91257 ]
sedan4door_-17_15_-36_10_46_230_30_420:gt ['-17', '15', '-36', '10', '46']:pred [17.        9.588481 36.        9.058404 52.22829 ]
suv_-30_23_-36_10_15_140_70_420:gt ['-30', '23', '-36', '10', '15']:pred [25.474281  18.471252  36.        10.08081    7.9897823]
hatchback_-30_45_-4_35_15_230_30_420:gt ['-30', '45', '-4', '35', '15']:pred [30.       34.675423  4.       42.3445   36.885384]
sedan4door_-50_15_-22_35_15_140_70_420:gt ['-50', '15', '-22', '35', '15']:pred [36.650078   6.7096314 22.        35.277515   5.103239 ]
sedan2door_-17_23_-22_48_28_230_70_420:gt ['-17', '23', '-22', '48', '28']:pred [ 2.2201517 24.902575  22.        48.        18.521105 ]
sedan4door_-30_15_-36_35_15_50_70_420:gt ['-30', '15', '-36', '35', '15']:pred [15.4211035 23.606417  40.319717  35.        12.264116 ]
suv_-50_23_-22_48_28_230_30_420:gt ['-50', '23', '-22', '48', '28']:pred [50.       11.171213 22.       40.28948  38.357018]
hybrid_-17_15_-22_35_46_20_70_420:gt ['-17', '15', '-22', '35', '46']:pred [ 5.6056952 11.661638  22.        35.        20.9011   ]
suv_-17_45_-22_48_28_20_30_420:gt ['-17', '45', '-22', '48', '28']:pred [16.001595 45.       37.00988  48.       29.123838]
hatchback_-17_45_-22_48_46_20_70_420:gt ['-17', '45', '-22', '48', '46']:pred [ 8.315841 36.13179  29.03156  38.45936  28.76216 ]
suv_-50_45_-4_48_46_50_30_420:gt ['-50', '45', '-4', '48', '46']:pred [27.609821 45.       12.628942 48.       21.742094]
hatchback_-17_45_-4_48_28_20_70_420:gt ['-17', '45', '-4', '48', '28']:pred [ 9.447924 31.053976 13.292573 41.339638 23.350992]
hatchback_-50_23_-36_48_46_50_70_420:gt ['-50', '23', '-36', '48', '46']:pred [25.599953 32.505623 35.70714  48.       27.204401]
sedan2door_-50_23_-4_35_46_50_30_420:gt ['-50', '23', '-4', '35', '46']:pred [43.942657 23.       42.24521  35.       25.42228 ]
hybrid_-50_15_-4_48_15_20_70_420:gt ['-50', '15', '-4', '48', '15']:pred [33.6701    9.653841  4.       48.        8.220584]
suv_-50_15_-36_48_28_20_70_420:gt ['-50', '15', '-36', '48', '28']:pred [30.370232 27.899393 46.521    48.       25.548744]
hatchback_-30_23_-36_48_15_20_30_420:gt ['-30', '23', '-36', '48', '15']:pred [22.401848 23.       36.047836 48.       13.149528]
sedan2door_-17_15_-22_10_15_50_70_420:gt ['-17', '15', '-22', '10', '15']:pred [12.191166 24.716513 22.       10.       21.44866 ]
sedan2door_-30_23_-36_10_15_140_70_420:gt ['-30', '23', '-36', '10', '15']:pred [29.581926 20.413881 36.       10.       18.304125]
suv_-30_45_-22_48_28_20_70_420:gt ['-30', '45', '-22', '48', '28']:pred [27.084396 38.584198 41.400116 48.       29.66956 ]
sedan2door_-30_15_-22_35_46_230_70_420:gt ['-30', '15', '-22', '35', '46']:pred [ 7.8103466 14.029025  22.        35.        24.803543 ]
hatchback_-17_15_-22_48_46_230_70_420:gt ['-17', '15', '-22', '48', '46']:pred [10.001437 22.922424 38.864895 36.30692  32.363388]
suv_-30_45_-22_10_15_20_30_420:gt ['-30', '45', '-22', '10', '15']:pred [35.687817 45.       41.26756  10.       15.4452  ]
sedan4door_-50_23_-36_48_46_230_70_420:gt ['-50', '23', '-36', '48', '46']:pred [29.224607  38.244476  42.594414  47.440044  15.1379175]
hybrid_-17_23_-22_10_28_140_70_420:gt ['-17', '23', '-22', '10', '28']:pred [20.450762 14.452595 22.       10.       21.177706]
sedan4door_-50_15_-4_35_15_20_70_420:gt ['-50', '15', '-4', '35', '15']:pred [34.676025  18.605564  21.563473  35.         2.0144007]
suv_-30_45_-4_48_28_20_30_420:gt ['-30', '45', '-4', '48', '28']:pred [36.54682  45.       10.186565 48.       36.450287]
hatchback_-17_45_-22_10_15_50_70_420:gt ['-17', '45', '-22', '10', '15']:pred [10.717152 42.444695 28.527212 10.       10.413487]
hatchback_-30_23_-4_35_46_140_30_420:gt ['-30', '23', '-4', '35', '46']:pred [30.       22.27232   4.       24.190079 46.      ]
sedan2door_-17_23_-36_35_46_20_70_420:gt ['-17', '23', '-36', '35', '46']:pred [ 7.525601 17.938354 36.       35.       32.153244]
hybrid_-50_45_-4_10_28_230_70_420:gt ['-50', '45', '-4', '10', '28']:pred [38.55695  28.702211  4.       10.       14.50025 ]
suv_-50_23_-4_48_15_230_30_420:gt ['-50', '23', '-4', '48', '15']:pred [50.       13.059091  4.       44.877834 25.036285]
hybrid_-30_45_-36_35_28_230_70_420:gt ['-30', '45', '-36', '35', '28']:pred [26.315413 31.300335 36.       35.       15.75025 ]
hatchback_-50_15_-22_10_28_140_30_420:gt ['-50', '15', '-22', '10', '28']:pred [50.        19.160677  22.         3.3135607 28.       ]
suv_-17_15_-36_10_46_50_70_420:gt ['-17', '15', '-36', '10', '46']:pred [ 6.0855446 17.606855  31.692081  10.        36.02288  ]
suv_-30_23_-36_10_28_20_70_420:gt ['-30', '23', '-36', '10', '28']:pred [27.91125  26.147642 45.979763 10.       28.465315]
suv_-17_23_-36_10_46_50_70_420:gt ['-17', '23', '-36', '10', '46']:pred [ 6.994016 30.09369  31.013857 10.       31.785122]
hybrid_-30_45_-22_48_28_20_30_420:gt ['-30', '45', '-22', '48', '28']:pred [26.870316 45.       22.       48.       18.784126]
sedan4door_-30_45_-36_35_28_140_30_420:gt ['-30', '45', '-36', '35', '28']:pred [30.       28.349184 36.       18.709513 28.      ]
suv_-50_15_-4_10_46_140_70_420:gt ['-50', '15', '-4', '10', '46']:pred [34.620205  14.855324   4.         7.6007123 22.451115 ]
hybrid_-50_45_-36_10_46_20_30_420:gt ['-50', '45', '-36', '10', '46']:pred [35.73783 45.      36.      10.      37.70796]
hatchback_-30_45_-36_48_46_140_70_420:gt ['-30', '45', '-36', '48', '46']:pred [18.597124 30.47321  26.206991 33.33072  33.04875 ]
hybrid_-17_23_-22_35_28_230_70_420:gt ['-17', '23', '-22', '35', '28']:pred [11.839783 23.946081 22.       35.       20.399967]
hybrid_-50_45_-36_35_28_230_70_420:gt ['-50', '45', '-36', '35', '28']:pred [38.13518  28.616264 36.       35.       15.376261]
hatchback_-30_15_-36_48_46_140_30_420:gt ['-30', '15', '-36', '48', '46']:pred [30.       22.812971 36.       30.544731 46.      ]
sedan2door_-17_45_-22_10_28_20_70_420:gt ['-17', '45', '-22', '10', '28']:pred [11.711565 35.975002 22.       10.       16.169542]
suv_-30_45_-4_48_46_20_30_420:gt ['-30', '45', '-4', '48', '46']:pred [32.608982 45.       11.655328 48.       43.920425]
sedan2door_-50_23_-36_10_28_230_30_420:gt ['-50', '23', '-36', '10', '28']:pred [50.       14.254277 36.       10.       28.1519  ]
hybrid_-30_45_-22_48_15_20_30_420:gt ['-30', '45', '-22', '48', '15']:pred [25.94179   45.        22.        48.         7.0401635]
hybrid_-30_45_-22_48_28_20_70_420:gt ['-30', '45', '-22', '48', '28']:pred [20.896574 35.19034  22.       48.       21.91045 ]
sedan4door_-30_15_-4_35_28_140_30_420:gt ['-30', '15', '-4', '35', '28']:pred [30.       11.483815  4.       19.183155 28.      ]
sedan4door_-50_23_-36_10_46_20_70_420:gt ['-50', '23', '-36', '10', '46']:pred [35.773083 10.404317 39.800682 10.       16.890408]
sedan4door_-30_45_-4_48_15_20_30_420:gt ['-30', '45', '-4', '48', '15']:pred [27.335651  45.         7.1319685 48.        24.023657 ]
sedan2door_-17_45_-4_48_46_20_70_420:gt ['-17', '45', '-4', '48', '46']:pred [11.50205  37.108727  4.       48.       30.449896]
sedan2door_-30_15_-36_48_28_50_30_420:gt ['-30', '15', '-36', '48', '28']:pred [38.796387 15.       36.       48.       28.      ]
sedan2door_-17_15_-4_10_15_50_30_420:gt ['-17', '15', '-4', '10', '15']:pred [24.551205 15.        4.       10.        9.838358]
hatchback_-30_23_-4_10_15_140_70_420:gt ['-30', '23', '-4', '10', '15']:pred [17.098488 15.53484   4.       10.654467  6.815903]
sedan4door_-30_45_-22_48_15_50_70_420:gt ['-30', '45', '-22', '48', '15']:pred [14.472243 43.016773 24.303667 48.       11.528079]
sedan2door_-30_15_-4_35_46_50_70_420:gt ['-30', '15', '-4', '35', '46']:pred [21.618288 13.666914  4.       35.       22.685131]
hatchback_-30_15_-22_48_15_140_70_420:gt ['-30', '15', '-22', '48', '15']:pred [17.02348  11.666233 22.       33.759537  4.626891]
suv_-17_23_-22_35_46_50_70_420:gt ['-17', '23', '-22', '35', '46']:pred [ 9.828993 26.639343 25.668781 21.030785 34.53674 ]
hatchback_-17_23_-22_35_28_20_70_420:gt ['-17', '23', '-22', '35', '28']:pred [ 8.294537 24.275045 29.562199 34.311474 24.17292 ]
sedan2door_-30_15_-22_35_15_140_30_420:gt ['-30', '15', '-22', '35', '15']:pred [30.       12.245988 22.       35.       15.      ]
sedan2door_-30_15_-36_35_46_140_30_420:gt ['-30', '15', '-36', '35', '46']:pred [30.       12.198404 36.       35.       46.      ]
suv_-17_15_-36_48_46_230_30_420:gt ['-17', '15', '-36', '48', '46']:pred [17.       11.055214 36.       42.78404  50.483177]
sedan4door_-50_23_-22_10_15_20_30_420:gt ['-50', '23', '-22', '10', '15']:pred [34.40111  23.       37.352303 10.       26.054037]
hatchback_-50_45_-36_10_15_50_30_420:gt ['-50', '45', '-36', '10', '15']:pred [40.621063 45.       44.55527  10.       15.      ]
hatchback_-50_23_-22_35_28_230_70_420:gt ['-50', '23', '-22', '35', '28']:pred [31.930132 30.48263  40.53246  35.759174 16.642557]
hybrid_-50_15_-4_10_46_140_30_420:gt ['-50', '15', '-4', '10', '46']:pred [50.       13.831458  4.       10.       46.      ]
hybrid_-50_45_-22_10_28_20_70_420:gt ['-50', '45', '-22', '10', '28']:pred [38.58361  28.765045 22.       10.       20.643316]
hatchback_-50_23_-22_48_46_230_30_420:gt ['-50', '23', '-22', '48', '46']:pred [50.       10.568586 22.       38.504833 50.847954]
hatchback_-50_45_-4_48_28_230_70_420:gt ['-50', '45', '-4', '48', '28']:pred [31.637117 36.600464 40.67144  38.644836 15.947435]
suv_-17_23_-4_10_28_230_70_420:gt ['-17', '23', '-4', '10', '28']:pred [ 1.6375511 35.506466  27.887005  22.82952   13.122702 ]
hatchback_-17_23_-4_35_28_50_70_420:gt ['-17', '23', '-4', '35', '28']:pred [14.069731 26.054182 15.746366 29.017845 21.075335]
hybrid_-50_15_-4_48_28_50_30_420:gt ['-50', '15', '-4', '48', '28']:pred [41.11851 15.       4.      48.      28.     ]
suv_-17_45_-4_48_15_230_70_420:gt ['-17', '45', '-4', '48', '15']:pred [ 3.2877667 43.443726  21.039053  38.416702   3.8237522]
sedan2door_-50_45_-4_35_15_140_30_420:gt ['-50', '45', '-4', '35', '15']:pred [50.       37.992855  4.       35.       15.      ]
hatchback_-17_45_-36_10_15_230_70_420:gt ['-17', '45', '-36', '10', '15']:pred [10.767975 41.961918 40.538147 20.240421  9.76348 ]
sedan4door_-30_15_-22_35_28_50_70_420:gt ['-30', '15', '-22', '35', '28']:pred [14.283396 29.878891 24.515802 35.       14.72837 ]
hybrid_-30_23_-22_35_15_50_70_420:gt ['-30', '23', '-22', '35', '15']:pred [19.410265 32.20236  22.       35.       12.338331]
sedan2door_-17_15_-4_10_28_140_70_420:gt ['-17', '15', '-4', '10', '28']:pred [19.299885  9.332989  4.       10.       20.075964]
hybrid_-30_45_-36_48_28_230_70_420:gt ['-30', '45', '-36', '48', '28']:pred [26.066431  31.731394  36.        48.        15.3811455]
suv_-17_45_-4_10_28_140_30_420:gt ['-17', '45', '-4', '10', '28']:pred [17.        32.015446   4.         1.3506802 28.       ]
hatchback_-50_15_-36_10_28_50_70_420:gt ['-50', '15', '-36', '10', '28']:pred [27.344574 26.547972 33.694622 26.644278 17.250261]
hybrid_-30_23_-36_35_28_230_70_420:gt ['-30', '23', '-36', '35', '28']:pred [28.280853 21.82608  36.       35.       18.39138 ]
sedan4door_-17_23_-22_35_15_50_70_420:gt ['-17', '23', '-22', '35', '15']:pred [ 7.872538 33.727062 28.888573 35.       14.473601]
hybrid_-17_15_-36_48_46_140_70_420:gt ['-17', '15', '-36', '48', '46']:pred [24.784458 11.948697 36.       48.       41.880424]
sedan2door_-50_15_-22_35_46_140_70_420:gt ['-50', '15', '-22', '35', '46']:pred [32.153347  13.6775675 22.        35.        15.031422 ]
sedan2door_-17_45_-4_35_46_140_30_420:gt ['-17', '45', '-4', '35', '46']:pred [17.       36.073147  4.       35.       46.      ]
suv_-17_45_-36_48_28_140_70_420:gt ['-17', '45', '-36', '48', '28']:pred [12.755168 28.209816 30.60296  27.525887 14.739059]
suv_-30_45_-36_35_46_20_70_420:gt ['-30', '45', '-36', '35', '46']:pred [25.040436 38.894    45.74786  35.       34.933125]
sedan2door_-50_45_-36_35_28_20_70_420:gt ['-50', '45', '-36', '35', '28']:pred [33.100758 28.249105 36.       35.        8.574652]
sedan2door_-50_45_-22_35_15_230_70_420:gt ['-50', '45', '-22', '35', '15']:pred [26.04717   38.342815  22.        35.         5.5349193]
suv_-30_23_-4_35_28_230_70_420:gt ['-30', '23', '-4', '35', '28']:pred [ 6.8812075 28.389338  33.755295  39.27026   17.604963 ]
sedan2door_-50_23_-22_10_28_230_30_420:gt ['-50', '23', '-22', '10', '28']:pred [50.       15.242413 22.       10.       30.753815]
sedan2door_-50_45_-22_35_46_140_30_420:gt ['-50', '45', '-22', '35', '46']:pred [50.      37.68589 22.      35.      46.     ]
sedan2door_-50_23_-22_48_46_20_70_420:gt ['-50', '23', '-22', '48', '46']:pred [29.226114 12.006525 22.       48.       21.323122]
hatchback_-50_15_-4_10_46_20_70_420:gt ['-50', '15', '-4', '10', '46']:pred [36.4298    13.2465315 22.157524  10.        30.469458 ]
suv_-30_45_-36_10_15_140_30_420:gt ['-30', '45', '-36', '10', '15']:pred [30.        34.109375  36.         1.0605966 15.       ]
sedan4door_-50_15_-36_35_15_20_30_420:gt ['-50', '15', '-36', '35', '15']:pred [33.102657 15.       46.185917 35.       26.911402]
sedan4door_-17_45_-22_10_28_140_30_420:gt ['-17', '45', '-22', '10', '28']:pred [17.        31.06905   22.         2.3977702 28.       ]
sedan4door_-17_15_-4_35_28_230_30_420:gt ['-17', '15', '-4', '35', '28']:pred [17.        6.527941  4.       25.535463 46.403217]
sedan4door_-50_23_-4_10_28_20_30_420:gt ['-50', '23', '-4', '10', '28']:pred [36.34711  23.       23.297499 10.       37.669594]
sedan2door_-30_15_-36_48_15_140_70_420:gt ['-30', '15', '-36', '48', '15']:pred [29.925978 12.79453  36.       48.       17.455757]
sedan4door_-17_45_-22_10_46_230_70_420:gt ['-17', '45', '-22', '10', '46']:pred [ 3.4617822 45.80738   33.092136  18.680616  15.410812 ]
sedan2door_-17_45_-22_10_15_140_30_420:gt ['-17', '45', '-22', '10', '15']:pred [17.       37.808727 22.       10.       15.      ]
suv_-17_45_-36_35_15_20_70_420:gt ['-17', '45', '-36', '35', '15']:pred [17.060724 35.57226  44.945473 35.       10.620223]
sedan2door_-30_45_-36_10_28_140_30_420:gt ['-30', '45', '-36', '10', '28']:pred [30.       37.449696 36.       10.       28.      ]
sedan2door_-50_23_-4_48_28_230_30_420:gt ['-50', '23', '-4', '48', '28']:pred [50.        14.8459425  4.        48.        30.768625 ]
suv_-30_45_-4_35_15_50_70_420:gt ['-30', '45', '-4', '35', '15']:pred [26.617977  43.112843   3.9430099 15.099492   5.3666625]
sedan4door_-30_15_-36_48_46_140_30_420:gt ['-30', '15', '-36', '48', '46']:pred [30.       12.157145 36.       24.103321 46.      ]
hybrid_-17_15_-4_35_15_230_70_420:gt ['-17', '15', '-4', '35', '15']:pred [ 9.80327  20.648083  4.       35.        6.825944]
hatchback_-30_45_-4_48_15_20_70_420:gt ['-30', '45', '-4', '48', '15']:pred [18.224552 36.1849   18.223667 40.646786 12.820861]
suv_-17_15_-36_10_15_140_30_420:gt ['-17', '15', '-36', '10', '15']:pred [17.       18.688553 36.        6.555823 15.      ]
suv_-30_15_-36_35_15_140_70_420:gt ['-30', '15', '-36', '35', '15']:pred [23.214306 10.801115 36.       22.046371  6.055656]
sedan4door_-17_45_-4_48_28_230_30_420:gt ['-17', '45', '-4', '48', '28']:pred [17.       32.253452  4.       33.54275  38.510483]
hatchback_-17_23_-4_10_46_50_30_420:gt ['-17', '23', '-4', '10', '46']:pred [15.988134 23.       17.621386 10.       42.100193]
sedan4door_-30_15_-22_10_15_140_30_420:gt ['-30', '15', '-22', '10', '15']:pred [30.        10.488118  22.         5.7278066 15.       ]
sedan2door_-17_23_-36_10_46_140_70_420:gt ['-17', '23', '-36', '10', '46']:pred [14.7024   18.183401 36.       10.       19.844816]
suv_-17_23_-4_10_28_230_30_420:gt ['-17', '23', '-4', '10', '28']:pred [17.       17.690966  4.        7.144908 27.806536]
sedan4door_-17_45_-36_10_28_50_70_420:gt ['-17', '45', '-36', '10', '28']:pred [13.526958 45.16787  36.061447 10.       14.7408  ]
hatchback_-50_45_-4_10_46_230_70_420:gt ['-50', '45', '-4', '10', '46']:pred [34.26844  36.296684 40.966835 23.968922 27.910646]
suv_-30_15_-22_48_28_140_70_420:gt ['-30', '15', '-22', '48', '28']:pred [24.648916  13.6633215 22.        29.61542   18.629257 ]
hybrid_-50_15_-36_35_15_20_30_420:gt ['-50', '15', '-36', '35', '15']:pred [39.288456 15.       36.       35.        6.812446]
hybrid_-17_45_-22_10_28_140_30_420:gt ['-17', '45', '-22', '10', '28']:pred [17.       38.966873 22.       10.       28.      ]
sedan4door_-17_15_-36_48_15_140_70_420:gt ['-17', '15', '-36', '48', '15']:pred [11.5684     5.1089396 36.        29.357445   6.3754215]
hybrid_-30_45_-4_10_46_50_70_420:gt ['-30', '45', '-4', '10', '46']:pred [22.561928 38.54767   4.       10.       30.643702]
sedan4door_-30_15_-36_10_15_140_70_420:gt ['-30', '15', '-36', '10', '15']:pred [31.448683  7.537541 36.       12.103463 11.962966]
sedan4door_-17_15_-36_48_28_140_70_420:gt ['-17', '15', '-36', '48', '28']:pred [13.078748   6.8845263 36.        25.744783  14.939421 ]
sedan4door_-30_15_-36_35_15_230_70_420:gt ['-30', '15', '-36', '35', '15']:pred [10.442772 23.760693 45.679695 42.484592  4.682006]
suv_-50_23_-36_35_28_20_70_420:gt ['-50', '23', '-36', '35', '28']:pred [32.802925 28.9589   45.15172  35.       27.12966 ]
hybrid_-17_15_-22_10_28_20_30_420:gt ['-17', '15', '-22', '10', '28']:pred [11.613195 15.       22.       10.       18.862808]
suv_-30_15_-36_10_15_230_30_420:gt ['-30', '15', '-36', '10', '15']:pred [30.       12.846378 36.        7.748953 22.288372]
sedan4door_-50_45_-36_35_28_50_30_420:gt ['-50', '45', '-36', '35', '28']:pred [39.48767 45.      50.63402 35.      28.     ]
sedan2door_-30_15_-36_10_46_20_70_420:gt ['-30', '15', '-36', '10', '46']:pred [24.738754 18.354334 36.       10.       29.558708]
sedan2door_-17_23_-36_10_15_20_30_420:gt ['-17', '23', '-36', '10', '15']:pred [12.757398 23.       36.       10.       19.576143]
suv_-30_23_-22_48_15_140_30_420:gt ['-30', '23', '-22', '48', '15']:pred [30.       28.391815 22.       27.70595  15.      ]
suv_-30_45_-36_35_28_20_70_420:gt ['-30', '45', '-36', '35', '28']:pred [26.572739 38.365234 45.833733 35.       25.512016]
sedan2door_-30_45_-22_48_28_20_70_420:gt ['-30', '45', '-22', '48', '28']:pred [28.96252  41.966057 22.       48.       17.205416]
hybrid_-17_15_-36_35_15_230_70_420:gt ['-17', '15', '-36', '35', '15']:pred [ 9.790833 20.054907 36.       35.        7.533582]
hatchback_-17_15_-36_48_28_50_30_420:gt ['-17', '15', '-36', '48', '28']:pred [22.435774 15.       48.10915  48.       28.      ]
hybrid_-30_23_-4_10_28_20_30_420:gt ['-30', '23', '-4', '10', '28']:pred [28.547977 23.        4.       10.       19.632116]
sedan2door_-17_45_-36_10_46_20_30_420:gt ['-17', '45', '-36', '10', '46']:pred [14.287262 45.       36.       10.       39.24514 ]
hatchback_-30_15_-22_48_15_140_30_420:gt ['-30', '15', '-22', '48', '15']:pred [30.       26.620857 22.       25.115925 15.      ]
sedan4door_-50_45_-22_48_15_50_70_420:gt ['-50', '45', '-22', '48', '15']:pred [32.12654  44.665703 31.151222 48.       10.102478]
hybrid_-17_45_-36_48_28_140_70_420:gt ['-17', '45', '-36', '48', '28']:pred [19.198    25.047058 36.       48.       15.10586 ]
suv_-30_45_-4_10_15_20_70_420:gt ['-30', '45', '-4', '10', '15']:pred [33.82247  33.758137 19.697443 10.       10.45463 ]
hatchback_-50_45_-4_10_15_20_70_420:gt ['-50', '45', '-4', '10', '15']:pred [37.7167   23.51918  19.970682 10.       10.270613]
hybrid_-17_15_-22_35_46_50_30_420:gt ['-17', '15', '-22', '35', '46']:pred [ 9.581144 15.       22.       35.       24.870651]
suv_-50_15_-36_10_15_230_70_420:gt ['-50', '15', '-36', '10', '15']:pred [11.328777  22.661512  40.691353  25.041153   3.8495524]
sedan4door_-30_23_-4_10_15_140_30_420:gt ['-30', '23', '-4', '10', '15']:pred [30.        17.950138   4.         4.5380225 15.       ]
suv_-50_45_-22_10_46_20_70_420:gt ['-50', '45', '-22', '10', '46']:pred [37.56382  38.512554 41.130024 10.       30.066294]
suv_-30_15_-22_35_28_20_30_420:gt ['-30', '15', '-22', '35', '28']:pred [37.480755 15.       38.1575   35.       34.883614]
sedan4door_-50_45_-4_35_46_140_70_420:gt ['-50', '45', '-4', '35', '46']:pred [39.621754 30.772799  4.       43.349094 10.645232]
hatchback_-17_23_-4_35_28_20_30_420:gt ['-17', '23', '-4', '35', '28']:pred [10.247921  23.         6.0431967 35.        25.296034 ]
hybrid_-17_15_-4_48_46_230_70_420:gt ['-17', '15', '-4', '48', '46']:pred [10.229441 22.863972  4.       48.       28.02928 ]
hatchback_-50_15_-22_48_15_140_30_420:gt ['-50', '15', '-22', '48', '15']:pred [50.       26.133722 22.       27.466064 15.      ]
sedan4door_-50_15_-22_10_28_20_30_420:gt ['-50', '15', '-22', '10', '28']:pred [36.770687 15.       37.125175 10.       30.741219]
hatchback_-50_15_-4_48_28_230_30_420:gt ['-50', '15', '-4', '48', '28']:pred [50.        8.666403  4.       37.712254 45.56454 ]
hatchback_-30_45_-36_35_28_140_30_420:gt ['-30', '45', '-36', '35', '28']:pred [30.       34.53273  36.       23.001633 28.      ]
hatchback_-17_45_-36_10_15_140_70_420:gt ['-17', '45', '-36', '10', '15']:pred [ 8.00244   31.883787  36.        23.174683   7.3905554]
sedan4door_-17_23_-36_10_28_50_70_420:gt ['-17', '23', '-36', '10', '28']:pred [10.85612  36.42076  35.16917  10.       15.945539]
sedan4door_-50_45_-4_35_46_50_70_420:gt ['-50', '45', '-4', '35', '46']:pred [34.496056 47.37038  18.639849 35.       16.979836]
hybrid_-17_15_-4_10_28_50_70_420:gt ['-17', '15', '-4', '10', '28']:pred [15.539123 18.585005  4.       10.       13.352344]
hybrid_-17_15_-4_35_46_140_30_420:gt ['-17', '15', '-4', '35', '46']:pred [17.       13.328668  4.       35.       46.      ]
suv_-50_23_-22_48_15_140_30_420:gt ['-50', '23', '-22', '48', '15']:pred [50.       28.649343 22.       28.712612 15.      ]
hybrid_-17_45_-4_35_15_50_70_420:gt ['-17', '45', '-4', '35', '15']:pred [14.360012 38.61475   4.       35.        7.251309]
sedan2door_-50_23_-4_35_15_50_70_420:gt ['-50', '23', '-4', '35', '15']:pred [31.786741 26.655972  4.       35.       17.165203]
sedan2door_-30_15_-36_35_15_140_70_420:gt ['-30', '15', '-36', '35', '15']:pred [30.223871 11.978844 36.       35.       17.48239 ]
hatchback_-17_23_-36_48_15_20_30_420:gt ['-17', '23', '-36', '48', '15']:pred [15.774401 23.       37.732277 48.       10.10536 ]
sedan4door_-17_15_-36_48_15_20_30_420:gt ['-17', '15', '-36', '48', '15']:pred [13.754026 15.       43.108276 48.       15.053863]
