7ccdf7bc2af0b068e43ab89cb5563740_20_40_20_40_20_80_80_400:gt ['20', '40', '20', '40', '20']:pred [ 9.269759   4.1059837  1.1479808 16.215416  44.8137   ]
5ec3322293a39816ad7e7cea4034d226_40_40_40_20_40_240_80_400:gt ['40', '40', '40', '20', '40']:pred [27.348722 14.444432 40.       20.       13.905712]
ac3585c59a80b822b4d8eb72d337b2e3_20_40_20_20_40_80_40_400:gt ['20', '40', '20', '20', '40']:pred [38.616234 59.083782 20.       20.       56.461414]
ac3585c59a80b822b4d8eb72d337b2e3_40_20_40_20_20_80_80_400:gt ['40', '20', '40', '20', '20']:pred [ 7.862843  14.091222   1.9292741 12.905238  56.437317 ]
2f7cf2c2d170e3c936f37029483b3e41_40_20_40_40_20_240_80_400:gt ['40', '20', '40', '40', '20']:pred [ 6.01743    4.357896   4.1400275 10.273975  55.51314  ]
70e27da90dec2de49604bf8c981ad1eb_40_40_20_40_40_80_40_400:gt ['40', '40', '20', '40', '40']:pred [ 8.760245  3.229726  6.821311 40.       36.265125]
c61ec8875746ab78227375499b768057_20_40_20_40_20_240_40_400:gt ['20', '40', '20', '40', '20']:pred [20.       20.844477 20.       15.633293  5.636969]
fa1b3bcdbda309a439cc19d48e3f4f5_20_20_20_20_40_240_80_400:gt ['20', '20', '20', '20', '40']:pred [15.391422 34.041645 20.       20.        9.766284]
3d693af6fbae47f9cfb661f69a0dfbbd_20_40_20_40_40_240_40_400:gt ['20', '40', '20', '40', '40']:pred [10.030247  15.804438  20.         7.8621483 25.625767 ]
5ec3322293a39816ad7e7cea4034d226_40_20_20_40_20_80_40_400:gt ['40', '20', '20', '40', '20']:pred [24.165087   7.2866244 20.        40.        20.       ]
7c46bfff2f90f11044592db9be5db5c8_40_20_20_40_40_160_80_400:gt ['40', '20', '20', '40', '40']:pred [ 4.5577316 13.717141   2.9304962 39.743786  49.535652 ]
12f2905dc029f59a2479fbc7da5ed22b_40_20_20_20_20_160_40_400:gt ['40', '20', '20', '20', '20']:pred [40.       14.680262 20.       20.       51.57767 ]
c4941d6a2266813c3a2b1a2e5e169910_40_40_20_40_40_80_80_400:gt ['40', '40', '20', '40', '40']:pred [ 7.595169   3.9681582  2.0255036 11.780826  24.940165 ]
aa9f41bc3925ffc4be9358e8c18dc481_20_40_20_20_40_160_80_400:gt ['20', '40', '20', '20', '40']:pred [ 3.0122404  3.5403678 20.        20.        18.124638 ]
72ba2195087f80d8b7e8c57d131d2ca7_20_40_40_20_40_160_80_400:gt ['20', '40', '40', '20', '40']:pred [13.732264 35.569443 13.563437  3.340829 53.780575]
c61ec8875746ab78227375499b768057_20_20_40_40_40_80_80_400:gt ['20', '20', '40', '40', '40']:pred [21.811157  43.519283   3.0667856 40.        13.274757 ]
cde88b5900e8dfba725a7749daae1afa_20_20_20_20_40_160_80_400:gt ['20', '20', '20', '20', '40']:pred [11.064446  49.63242   15.1986     0.8387848 43.293884 ]
a115d534edec6f89afe1d4530f4c6e24_40_20_40_40_20_240_40_400:gt ['40', '20', '40', '40', '20']:pred [40.        5.753726 40.       40.        6.234782]
a51b3b0cbd9c24f3a7fd25564c2e888e_40_40_40_20_20_80_80_400:gt ['40', '40', '40', '20', '20']:pred [19.336071 39.58553   9.997813 40.73396  19.235107]
7ccdf7bc2af0b068e43ab89cb5563740_40_40_40_40_40_80_40_400:gt ['40', '40', '40', '40', '40']:pred [19.122917 24.35165   5.931914 40.       35.664154]
3d693af6fbae47f9cfb661f69a0dfbbd_20_20_40_40_20_80_40_400:gt ['20', '20', '40', '40', '20']:pred [15.982281  21.526705   4.3217273 40.        37.628677 ]
d72ffa185738bccd10b75223b5be6dbb_20_40_20_20_20_80_40_400:gt ['20', '40', '20', '20', '20']:pred [10.012221  8.468477 20.       20.       20.      ]
2f7cf2c2d170e3c936f37029483b3e41_40_20_40_40_20_80_80_400:gt ['40', '20', '40', '40', '20']:pred [ 7.718668   6.424267   1.3566811 16.139103  52.69033  ]
d0cf2f187acda5736be7348aa770e4ca_40_40_40_40_20_160_80_400:gt ['40', '40', '40', '40', '20']:pred [ 4.213763  33.58018    6.5458765  9.453277  54.51289  ]
6265f0745d3f40546bcd32c43682e841_40_40_40_20_20_240_40_400:gt ['40', '40', '40', '20', '20']:pred [40.         5.3100433 40.        20.         6.818339 ]
9d2b7938d426633b28044fe9244db50a_20_40_40_40_40_240_80_400:gt ['20', '40', '40', '40', '40']:pred [ 1.3902478   0.14419918 40.         40.          4.93186   ]
d0cf2f187acda5736be7348aa770e4ca_40_20_20_40_40_80_80_400:gt ['40', '20', '20', '40', '40']:pred [24.690424  21.156084   3.3715358  3.6730485 48.288498 ]
9c827e532de4967285089a13cc567dbd_20_20_20_20_40_160_80_400:gt ['20', '20', '20', '20', '40']:pred [ 6.1358395 53.133022  31.436548  17.43013   39.501892 ]
5ec3322293a39816ad7e7cea4034d226_20_20_40_20_40_240_80_400:gt ['20', '20', '40', '20', '40']:pred [29.253048  5.490982 40.       20.       16.193457]
b9786e1b059a1712ca92a4cdad802b45_20_40_40_20_20_80_80_400:gt ['20', '40', '40', '20', '20']:pred [21.430029   7.934718   2.5958836 20.        22.189497 ]
a115d534edec6f89afe1d4530f4c6e24_20_20_20_40_20_80_40_400:gt ['20', '20', '20', '40', '20']:pred [11.629616 16.003887  3.775076 40.       44.428833]
12f2905dc029f59a2479fbc7da5ed22b_40_40_40_20_40_160_80_400:gt ['40', '40', '40', '20', '40']:pred [ 7.0043216 14.155531  40.        20.        32.94411  ]
216d910f71942f205df3c6413d40ccb2_20_40_20_20_40_160_80_400:gt ['20', '40', '20', '20', '40']:pred [ 4.4453177  8.213046   2.1693585 15.573128  54.901108 ]
3d693af6fbae47f9cfb661f69a0dfbbd_40_20_20_40_40_80_80_400:gt ['40', '20', '20', '40', '40']:pred [12.636645  15.642498   1.5793211 18.84843   18.703407 ]
4f17af1ca7ae689d409b2c4484d833cc_20_20_20_40_40_240_40_400:gt ['20', '20', '20', '40', '40']:pred [12.385801  16.141535  20.         0.4110498 54.95639  ]
a115d534edec6f89afe1d4530f4c6e24_40_40_40_40_20_80_40_400:gt ['40', '40', '40', '40', '20']:pred [20.619143 20.884695 40.       40.       20.      ]
aa9f41bc3925ffc4be9358e8c18dc481_20_40_40_40_40_80_40_400:gt ['20', '40', '40', '40', '40']:pred [ 1.5104975  9.938372  40.        40.         7.5079627]
7c46bfff2f90f11044592db9be5db5c8_40_40_40_40_20_160_80_400:gt ['40', '40', '40', '40', '20']:pred [ 6.2803793 17.896065   2.2031388 37.9626    52.19432  ]
7c46bfff2f90f11044592db9be5db5c8_40_40_20_40_40_80_80_400:gt ['40', '40', '20', '40', '40']:pred [10.278957  10.101839   1.3102573 33.31783   46.187523 ]
1a64bf1e658652ddb11647ffa4306609_20_40_40_40_20_240_40_400:gt ['20', '40', '40', '40', '20']:pred [20.        13.209668  40.        25.49058   10.5331335]
2f7cf2c2d170e3c936f37029483b3e41_20_20_20_40_40_160_40_400:gt ['20', '20', '20', '40', '40']:pred [20.       51.89141  20.       17.576595 53.889256]
c4941d6a2266813c3a2b1a2e5e169910_40_20_40_20_40_80_40_400:gt ['40', '20', '40', '20', '40']:pred [ 8.1203165 21.585318   2.096899  20.        48.910038 ]
4458ed2a746e61a3b11647ffa4306609_40_40_20_20_20_240_40_400:gt ['40', '40', '20', '20', '20']:pred [10.539429   7.797054   5.6878457 11.862552   9.31179  ]
a115d534edec6f89afe1d4530f4c6e24_20_20_20_20_20_80_80_400:gt ['20', '20', '20', '20', '20']:pred [14.667598   9.936941   5.4691343  3.5755043 22.944065 ]
a115d534edec6f89afe1d4530f4c6e24_40_40_40_40_20_80_80_400:gt ['40', '40', '40', '40', '20']:pred [ 8.575838   5.244335   4.0292053 40.        44.017944 ]
9d2b7938d426633b28044fe9244db50a_20_20_40_20_40_80_40_400:gt ['20', '20', '40', '20', '40']:pred [ 1.8460237   0.13958353 40.         20.          3.176413  ]
72ba2195087f80d8b7e8c57d131d2ca7_40_40_20_40_20_80_80_400:gt ['40', '40', '20', '40', '20']:pred [29.7103   12.536087 10.567722 13.353924 20.      ]
216d910f71942f205df3c6413d40ccb2_40_40_40_40_40_160_80_400:gt ['40', '40', '40', '40', '40']:pred [ 4.731074  11.549768   2.6040227 26.48281   55.688896 ]
923007b377bb1cab473f10e6caaeca56_40_20_20_40_20_240_40_400:gt ['40', '20', '20', '40', '20']:pred [40.       10.310689 20.       21.006878  9.4889  ]
4458ed2a746e61a3b11647ffa4306609_20_40_20_40_20_160_40_400:gt ['20', '40', '20', '40', '20']:pred [10.663011 19.281963 20.       11.421596 36.136063]
7c46bfff2f90f11044592db9be5db5c8_20_20_40_40_40_160_40_400:gt ['20', '20', '40', '40', '40']:pred [20.        9.831702 40.       28.83211  43.116688]
5ec3322293a39816ad7e7cea4034d226_40_20_40_20_20_80_40_400:gt ['40', '20', '40', '20', '20']:pred [24.388334   7.3175516 40.        20.        20.       ]
cde88b5900e8dfba725a7749daae1afa_20_40_20_20_20_240_40_400:gt ['20', '40', '20', '20', '20']:pred [20.         7.9594107 20.        16.933447   4.6397257]
ffe0a5b165461eb66a2345809e2bb169_20_40_20_20_40_240_80_400:gt ['20', '40', '20', '20', '40']:pred [ 2.4277437   7.3262606   0.35482135  1.8307451  19.826141  ]
86c8a3137a716d70e742b0b5e87bec54_20_20_40_40_40_240_40_400:gt ['20', '20', '40', '40', '40']:pred [11.13459    3.9797988 40.        10.42473   20.371675 ]
86c8a3137a716d70e742b0b5e87bec54_20_20_20_20_40_240_80_400:gt ['20', '20', '20', '20', '40']:pred [13.060299  35.08705    8.129341   1.0007838  5.0088363]
86c8a3137a716d70e742b0b5e87bec54_20_20_20_40_20_80_80_400:gt ['20', '20', '20', '40', '20']:pred [24.930626  29.713627   9.6470785  3.7360013  3.3930328]
12f2905dc029f59a2479fbc7da5ed22b_40_20_40_40_20_160_40_400:gt ['40', '20', '40', '40', '20']:pred [40.       14.845917 40.       40.       52.056602]
a387407d49e209fdeea60824a43a0b_20_40_40_40_40_160_80_400:gt ['20', '40', '40', '40', '40']:pred [19.81511   56.11946   13.919992   6.2158837 45.416626 ]
7c7e5b4fa56d8ed654b40bc735c6fdf6_40_20_20_40_20_160_80_400:gt ['40', '20', '20', '40', '20']:pred [ 4.2427526 42.387962  26.084747   2.4793403 45.904293 ]
d72ffa185738bccd10b75223b5be6dbb_20_20_20_40_40_240_80_400:gt ['20', '20', '20', '40', '40']:pred [ 1.6536367 14.054459  20.        40.        19.194393 ]
1a64bf1e658652ddb11647ffa4306609_40_40_40_20_20_160_80_400:gt ['40', '40', '40', '20', '20']:pred [ 8.32543  37.60119  12.980188 20.576372 11.215506]
fabcb04fc015f822ca8bf2993ca245b_20_40_20_40_20_80_40_400:gt ['20', '40', '20', '40', '20']:pred [42.023262 22.980087 16.530577 40.       45.736275]
5ec3322293a39816ad7e7cea4034d226_20_20_20_20_40_160_40_400:gt ['20', '20', '20', '20', '40']:pred [20.       10.764733 20.       20.       30.443394]
7dac31838b627748eb631ba05bd8dfe_40_40_20_40_20_160_80_400:gt ['40', '40', '20', '40', '20']:pred [ 4.035648  31.898077  20.        40.         1.9431158]
aa9f41bc3925ffc4be9358e8c18dc481_20_40_40_40_40_160_80_400:gt ['20', '40', '40', '40', '40']:pred [ 2.9692128  3.5184917 40.        40.        18.240496 ]
70e27da90dec2de49604bf8c981ad1eb_20_20_40_20_40_160_80_400:gt ['20', '20', '40', '20', '40']:pred [ 2.715249   20.292217   30.09933     0.33990383 13.351703  ]
923007b377bb1cab473f10e6caaeca56_40_20_20_40_40_80_40_400:gt ['40', '20', '20', '40', '40']:pred [15.295654  4.298683 20.       40.       40.      ]
86c8a3137a716d70e742b0b5e87bec54_40_20_40_40_20_240_80_400:gt ['40', '20', '40', '40', '20']:pred [ 9.792548  7.477416  6.040006 11.886631 36.64854 ]
ba0ac1d1e25d3fad63f2c3a55558a78f_20_40_40_40_20_160_40_400:gt ['20', '40', '40', '40', '20']:pred [20.       12.373284 40.       12.011948 52.601704]
2f7cf2c2d170e3c936f37029483b3e41_20_20_40_40_20_240_80_400:gt ['20', '20', '40', '40', '20']:pred [ 7.7061152  3.898547   6.3741093  5.4777493 55.77953  ]
2f7cf2c2d170e3c936f37029483b3e41_40_20_20_20_20_160_40_400:gt ['40', '20', '20', '20', '20']:pred [16.08298  32.873444 20.       19.131195 59.05985 ]
3d693af6fbae47f9cfb661f69a0dfbbd_40_20_40_40_20_240_80_400:gt ['40', '20', '40', '40', '20']:pred [10.5348625 24.003998   2.5813658 16.493595  36.47004  ]
c4941d6a2266813c3a2b1a2e5e169910_20_40_40_40_20_80_80_400:gt ['20', '40', '40', '40', '20']:pred [ 6.3895965  1.7632065  1.3271513  9.339108  18.227596 ]
b9786e1b059a1712ca92a4cdad802b45_40_20_20_20_40_80_80_400:gt ['40', '20', '20', '20', '40']:pred [10.610089   8.988888   3.5978703 13.923047  26.451443 ]
4458ed2a746e61a3b11647ffa4306609_40_20_40_20_40_240_40_400:gt ['40', '20', '40', '20', '40']:pred [ 8.325602   5.8017144  5.3312407 12.913186   8.022753 ]
216d910f71942f205df3c6413d40ccb2_40_20_20_40_40_80_80_400:gt ['40', '20', '20', '40', '40']:pred [ 9.563011  11.910316   1.5126362 32.791183  42.263588 ]
4458ed2a746e61a3b11647ffa4306609_20_40_20_20_20_240_80_400:gt ['20', '40', '20', '20', '20']:pred [10.971216 18.090282  5.653224 11.664442 15.398684]
dfa6c32dec07727ee9d8921ebe6d5b8e_40_40_20_40_20_160_80_400:gt ['40', '40', '20', '40', '20']:pred [ 2.1991434   2.7909598   8.636857    0.91981316 47.89508   ]
c4941d6a2266813c3a2b1a2e5e169910_20_40_20_20_40_160_40_400:gt ['20', '40', '20', '20', '40']:pred [ 4.794783   9.331136   7.2872186 10.644802  49.256794 ]
5ec3322293a39816ad7e7cea4034d226_40_20_40_40_40_240_40_400:gt ['40', '20', '40', '40', '40']:pred [40.        11.9798355 40.        40.        14.10388  ]
425ba801e904cb50f3aaed7e86215c7b_20_20_20_40_40_80_80_400:gt ['20', '20', '20', '40', '40']:pred [ 3.36755    4.5368447  4.8821263 40.        21.958288 ]
4458ed2a746e61a3b11647ffa4306609_40_40_20_40_20_80_80_400:gt ['40', '40', '20', '40', '20']:pred [29.954628   7.2996807  4.898888  16.722637  28.896587 ]
ba0ac1d1e25d3fad63f2c3a55558a78f_20_20_20_20_20_240_80_400:gt ['20', '20', '20', '20', '20']:pred [23.500319  45.92013    4.5744643  1.8024255 23.51253  ]
72ba2195087f80d8b7e8c57d131d2ca7_40_20_40_40_20_240_40_400:gt ['40', '20', '40', '40', '20']:pred [40.       22.839273 40.       24.370134  9.613298]
a51b3b0cbd9c24f3a7fd25564c2e888e_40_20_40_40_20_80_40_400:gt ['40', '20', '40', '40', '20']:pred [10.876193  29.917799   6.6335163 40.        32.193092 ]
4458ed2a746e61a3b11647ffa4306609_40_40_40_20_20_160_80_400:gt ['40', '40', '40', '20', '20']:pred [12.920956  18.44179    5.1298656 25.078556  39.899387 ]
5e87b04efd58cc8922412d2a728de1d5_20_40_40_20_40_240_40_400:gt ['20', '40', '40', '20', '40']:pred [20.        14.744956  40.        13.1875725 16.808094 ]
ba0ac1d1e25d3fad63f2c3a55558a78f_20_20_40_20_40_80_40_400:gt ['20', '20', '40', '20', '40']:pred [ 6.287124  14.299944   5.1479473 20.        27.034407 ]
b9786e1b059a1712ca92a4cdad802b45_40_20_40_20_20_80_40_400:gt ['40', '20', '40', '20', '20']:pred [11.237473   6.6771684 40.        20.        20.       ]
7c7e5b4fa56d8ed654b40bc735c6fdf6_20_40_20_20_40_80_80_400:gt ['20', '40', '20', '20', '40']:pred [ 5.809921 34.062397 14.008649  5.779129 15.255961]
aa9f41bc3925ffc4be9358e8c18dc481_40_40_40_20_40_160_40_400:gt ['40', '40', '40', '20', '40']:pred [ 4.988336  15.179016   3.5450854 11.43573   23.149393 ]
cde88b5900e8dfba725a7749daae1afa_20_20_20_20_20_160_40_400:gt ['20', '20', '20', '20', '20']:pred [20.       43.21322  20.        7.779713 49.341206]
5e87b04efd58cc8922412d2a728de1d5_20_20_20_20_20_80_80_400:gt ['20', '20', '20', '20', '20']:pred [11.103824  14.725961   4.6944485  3.5144758  4.656082 ]
9c827e532de4967285089a13cc567dbd_20_40_20_20_20_160_40_400:gt ['20', '40', '20', '20', '20']:pred [10.741818 52.74977  12.283144 11.623591 55.989693]
dfa6c32dec07727ee9d8921ebe6d5b8e_40_40_40_40_40_160_80_400:gt ['40', '40', '40', '40', '40']:pred [ 2.1238327  2.57639    7.677733   1.1970655 47.084614 ]
d2592adba4e8e62648368c1a2f71c5f3_40_20_40_40_40_160_80_400:gt ['40', '20', '40', '40', '40']:pred [ 5.046992 24.719967 12.706058 17.733818 51.47194 ]
dfa6c32dec07727ee9d8921ebe6d5b8e_40_20_40_40_20_160_40_400:gt ['40', '20', '40', '40', '20']:pred [ 3.6430368 12.621686   8.565001   6.763514  53.075195 ]
ffe0a5b165461eb66a2345809e2bb169_20_40_40_20_20_160_80_400:gt ['20', '40', '40', '20', '20']:pred [ 1.6414745 10.490484   4.012188   3.6227317 35.311775 ]
923007b377bb1cab473f10e6caaeca56_20_40_20_20_20_80_40_400:gt ['20', '40', '20', '20', '20']:pred [22.687073   2.8267012 20.        20.        20.       ]
4458ed2a746e61a3b11647ffa4306609_40_20_40_40_40_240_40_400:gt ['40', '20', '40', '40', '40']:pred [ 8.275745   6.0890613  5.659985  12.914098   8.255302 ]
cde88b5900e8dfba725a7749daae1afa_20_20_20_20_20_80_40_400:gt ['20', '20', '20', '20', '20']:pred [15.704842 40.608894 16.427134 20.       20.      ]
70e27da90dec2de49604bf8c981ad1eb_40_20_20_40_40_160_40_400:gt ['40', '20', '20', '40', '40']:pred [ 6.46181  13.341148 20.       40.       45.04515 ]
b9786e1b059a1712ca92a4cdad802b45_20_20_20_20_20_240_80_400:gt ['20', '20', '20', '20', '20']:pred [13.252863  50.267136  15.890497   0.6515802 17.891964 ]
5e87b04efd58cc8922412d2a728de1d5_40_40_40_40_40_160_40_400:gt ['40', '40', '40', '40', '40']:pred [17.258564 21.892393 40.       23.062754 58.63062 ]
9c827e532de4967285089a13cc567dbd_40_40_40_40_20_160_80_400:gt ['40', '40', '40', '40', '20']:pred [ 8.416719 56.651875 14.806749  8.228666 49.28345 ]
2f7cf2c2d170e3c936f37029483b3e41_20_20_20_40_20_240_40_400:gt ['20', '20', '20', '40', '20']:pred [12.26798  17.663494 20.       40.       12.392642]
5e87b04efd58cc8922412d2a728de1d5_40_40_20_20_40_240_40_400:gt ['40', '40', '20', '20', '40']:pred [40.       14.627008 20.       13.835863 13.380764]
a88d69e53a01aab9ff1370452e3a0154_40_40_40_20_20_80_40_400:gt ['40', '40', '40', '20', '20']:pred [21.62604    4.9537687 10.692448  20.        20.       ]
a115d534edec6f89afe1d4530f4c6e24_20_20_40_20_40_80_80_400:gt ['20', '20', '40', '20', '40']:pred [ 5.787153   3.0195878 40.        20.        33.03493  ]
ba0ac1d1e25d3fad63f2c3a55558a78f_20_20_20_40_40_160_40_400:gt ['20', '20', '20', '40', '40']:pred [20.       40.997715 20.       15.427703 22.667933]
dfa6c32dec07727ee9d8921ebe6d5b8e_40_20_20_40_20_240_80_400:gt ['40', '20', '20', '40', '20']:pred [ 2.2085793  2.828811  10.509034   4.424543  56.162846 ]
d0cf2f187acda5736be7348aa770e4ca_20_40_20_40_40_240_40_400:gt ['20', '40', '20', '40', '40']:pred [ 6.707259  11.545796   4.3514156  7.0370736 24.911919 ]
b9786e1b059a1712ca92a4cdad802b45_20_20_20_20_20_240_40_400:gt ['20', '20', '20', '20', '20']:pred [ 3.327342   7.2692995 20.        20.        13.653316 ]
a51b3b0cbd9c24f3a7fd25564c2e888e_20_20_20_20_40_240_80_400:gt ['20', '20', '20', '20', '40']:pred [11.33298   30.956823   2.4890604 16.10989   30.868374 ]
7ccdf7bc2af0b068e43ab89cb5563740_20_20_20_40_40_160_80_400:gt ['20', '20', '20', '40', '40']:pred [12.878394 43.949898  8.177513 11.701825 51.061993]
cde88b5900e8dfba725a7749daae1afa_20_40_20_20_40_80_80_400:gt ['20', '40', '20', '20', '40']:pred [32.454056   7.590258   3.0336313 20.        48.65086  ]
7dac31838b627748eb631ba05bd8dfe_20_40_20_20_40_80_80_400:gt ['20', '40', '20', '20', '40']:pred [ 6.3816714 14.395478  20.        20.         6.791244 ]
3d693af6fbae47f9cfb661f69a0dfbbd_20_40_40_40_20_240_80_400:gt ['20', '40', '40', '40', '20']:pred [10.4179125 17.550287   3.6744742 40.        28.754107 ]
dfa6c32dec07727ee9d8921ebe6d5b8e_40_40_40_20_20_160_80_400:gt ['40', '40', '40', '20', '20']:pred [ 2.2431238  2.8361068  8.82471    0.9520339 48.07317  ]
425ba801e904cb50f3aaed7e86215c7b_40_40_20_40_20_160_40_400:gt ['40', '40', '20', '40', '20']:pred [40.        10.320131   9.422286   4.6022596 25.427357 ]
d0cf2f187acda5736be7348aa770e4ca_20_40_20_40_20_80_40_400:gt ['20', '40', '20', '40', '20']:pred [ 9.668443 28.192764  9.336147 40.       36.779743]
dfa6c32dec07727ee9d8921ebe6d5b8e_40_20_20_20_20_160_80_400:gt ['40', '20', '20', '20', '20']:pred [ 3.0860724  2.3376684  9.343994   0.5043733 54.41724  ]
ba0ac1d1e25d3fad63f2c3a55558a78f_20_20_20_40_20_160_40_400:gt ['20', '20', '20', '40', '20']:pred [20.       40.560368 20.       17.694357 22.065123]
b9786e1b059a1712ca92a4cdad802b45_40_40_40_40_20_80_40_400:gt ['40', '40', '40', '40', '20']:pred [21.761469  6.183453 40.       40.       20.      ]
1790131f5f74b1ed973aff268eb6b00c_20_40_40_40_20_240_40_400:gt ['20', '40', '40', '40', '20']:pred [20.       10.549502 40.       11.58286  10.205032]
72ba2195087f80d8b7e8c57d131d2ca7_20_20_40_40_40_160_80_400:gt ['20', '20', '40', '40', '40']:pred [14.077581   9.178159  14.2635975  2.9296722 51.846184 ]
7dac31838b627748eb631ba05bd8dfe_40_40_40_20_40_80_40_400:gt ['40', '40', '40', '20', '40']:pred [ 6.5022573 20.674408  40.        20.        40.       ]
12f2905dc029f59a2479fbc7da5ed22b_40_20_20_20_40_240_80_400:gt ['40', '20', '20', '20', '40']:pred [ 3.8494246 15.094346  20.        20.        26.162506 ]
1790131f5f74b1ed973aff268eb6b00c_40_20_40_20_20_80_80_400:gt ['40', '20', '40', '20', '20']:pred [ 2.178286  12.483974   0.6627027 13.7837715 24.745876 ]
923007b377bb1cab473f10e6caaeca56_40_20_40_40_40_240_40_400:gt ['40', '20', '40', '40', '40']:pred [40.        10.4183235 40.        21.240414   9.195388 ]
b9786e1b059a1712ca92a4cdad802b45_20_40_40_40_40_160_40_400:gt ['20', '40', '40', '40', '40']:pred [ 7.4074264  8.907399  40.        40.        32.512466 ]
dfa6c32dec07727ee9d8921ebe6d5b8e_20_40_40_40_20_160_80_400:gt ['20', '40', '40', '40', '20']:pred [ 3.2764692  2.8599546  9.899754   1.2137313 56.0161   ]
5e87b04efd58cc8922412d2a728de1d5_40_20_20_40_20_80_40_400:gt ['40', '20', '20', '40', '20']:pred [29.184752 14.626972  9.120256 40.       20.      ]
1a64bf1e658652ddb11647ffa4306609_40_40_20_40_40_160_40_400:gt ['40', '40', '20', '40', '40']:pred [13.903275 19.96551   7.769299 31.234896 58.63667 ]
9c827e532de4967285089a13cc567dbd_20_40_20_40_40_240_40_400:gt ['20', '40', '20', '40', '40']:pred [11.907538 30.402603  8.365617  9.395354 38.17609 ]
a51b3b0cbd9c24f3a7fd25564c2e888e_40_40_20_20_20_80_80_400:gt ['40', '40', '20', '20', '20']:pred [18.936102 39.257984  9.585243 40.00288  19.420921]
fa1b3bcdbda309a439cc19d48e3f4f5_40_40_20_20_20_160_40_400:gt ['40', '40', '20', '20', '20']:pred [ 6.3288503 17.93412   20.        20.        13.025581 ]
3d693af6fbae47f9cfb661f69a0dfbbd_40_20_40_40_20_160_80_400:gt ['40', '20', '40', '40', '20']:pred [ 5.0725503  9.100075  40.        40.        22.271368 ]
b9786e1b059a1712ca92a4cdad802b45_40_20_40_40_40_160_80_400:gt ['40', '20', '40', '40', '40']:pred [ 8.652186 12.8873   40.       40.       15.470305]
216d910f71942f205df3c6413d40ccb2_20_40_40_40_40_160_80_400:gt ['20', '40', '40', '40', '40']:pred [ 4.924801   8.892853   2.2550979 18.089455  54.84857  ]
7c46bfff2f90f11044592db9be5db5c8_40_20_40_40_20_240_40_400:gt ['40', '20', '40', '40', '20']:pred [ 2.2257378  3.3579366  5.0871954 21.626644  21.442505 ]
fabcb04fc015f822ca8bf2993ca245b_40_40_40_40_20_240_40_400:gt ['40', '40', '40', '40', '20']:pred [16.60585  38.91796   4.462618 28.759277 27.420465]
7c7e5b4fa56d8ed654b40bc735c6fdf6_40_20_40_40_20_160_80_400:gt ['40', '20', '40', '40', '20']:pred [ 4.512384  50.138153  27.950064   2.5419838 46.690094 ]
3d693af6fbae47f9cfb661f69a0dfbbd_40_20_40_40_20_80_40_400:gt ['40', '20', '40', '40', '20']:pred [10.822626  23.383852   2.2206998 40.        38.490685 ]
4f17af1ca7ae689d409b2c4484d833cc_40_20_40_20_20_160_80_400:gt ['40', '20', '40', '20', '20']:pred [ 3.0078342  5.773242  40.        20.        14.448217 ]
a115d534edec6f89afe1d4530f4c6e24_40_40_20_20_20_160_40_400:gt ['40', '40', '20', '20', '20']:pred [11.48225  12.067343 20.       20.       49.619427]
d0cf2f187acda5736be7348aa770e4ca_20_40_20_20_40_160_40_400:gt ['20', '40', '20', '20', '40']:pred [ 6.1396375 27.698349   5.100323   4.800019  57.124996 ]
5ec3322293a39816ad7e7cea4034d226_40_40_20_40_20_80_80_400:gt ['40', '40', '20', '40', '20']:pred [30.668257  9.173998 20.       40.       20.      ]
a115d534edec6f89afe1d4530f4c6e24_20_20_40_40_20_80_80_400:gt ['20', '20', '40', '40', '20']:pred [ 6.5958486  3.0235813 40.        40.        34.507896 ]
9c827e532de4967285089a13cc567dbd_20_40_20_40_40_240_80_400:gt ['20', '40', '20', '40', '40']:pred [ 8.319608  46.383053   7.2674804  2.9657624 46.80642  ]
a51b3b0cbd9c24f3a7fd25564c2e888e_20_20_40_40_20_240_40_400:gt ['20', '20', '40', '40', '20']:pred [12.469871  19.631607   4.2067776 17.670372  29.962717 ]
a115d534edec6f89afe1d4530f4c6e24_40_40_40_20_20_80_40_400:gt ['40', '40', '40', '20', '20']:pred [20.623072 21.55831  40.       20.       20.      ]
216d910f71942f205df3c6413d40ccb2_20_20_40_20_20_160_40_400:gt ['20', '20', '40', '20', '20']:pred [20.       54.261856 40.       11.156472 25.266157]
12f2905dc029f59a2479fbc7da5ed22b_40_20_40_20_20_160_40_400:gt ['40', '20', '40', '20', '20']:pred [40.       14.62703  40.       20.       51.659237]
ffe0a5b165461eb66a2345809e2bb169_20_20_20_40_40_80_40_400:gt ['20', '20', '20', '40', '40']:pred [ 9.451182  22.941694   2.5491548 40.        48.694496 ]
216d910f71942f205df3c6413d40ccb2_20_40_40_40_40_240_80_400:gt ['20', '40', '40', '40', '40']:pred [ 9.151603 13.623203  2.501237 19.103382 54.92587 ]
1a64bf1e658652ddb11647ffa4306609_40_20_40_20_20_80_40_400:gt ['40', '20', '40', '20', '20']:pred [ 8.765181 34.70216   7.440873 20.       24.511765]
1790131f5f74b1ed973aff268eb6b00c_20_40_20_20_40_240_80_400:gt ['20', '40', '20', '20', '40']:pred [ 1.5334674 16.430277   2.531629   4.6975956 17.155914 ]
