suv_-30_15_-4_10_15_140_30_420:gt ['-30', '15', '-4', '10', '15']:pred [30.        10.4353075  4.         8.330314  15.       ]
suv_-30_15_-22_35_28_230_30_420:gt ['-30', '15', '-22', '35', '28']:pred [30.        9.201938 22.       28.601261 30.4651  ]
hatchback_-50_45_-36_10_28_230_70_420:gt ['-50', '45', '-36', '10', '28']:pred [39.50151  36.265015 36.06289  18.409307 23.282848]
sedan2door_-50_15_-4_10_28_50_70_420:gt ['-50', '15', '-4', '10', '28']:pred [34.313084 23.62439   4.       10.       20.94857 ]
suv_-50_45_-4_35_46_230_70_420:gt ['-50', '45', '-4', '35', '46']:pred [40.58942  37.51056  13.691923 30.540398 36.707684]
hybrid_-50_45_-4_10_15_50_30_420:gt ['-50', '45', '-4', '10', '15']:pred [23.001326 45.        4.       10.       15.      ]
sedan4door_-17_23_-36_10_15_140_30_420:gt ['-17', '23', '-36', '10', '15']:pred [17.       16.479645 36.       12.626423 15.      ]
hybrid_-17_15_-22_10_46_20_70_420:gt ['-17', '15', '-22', '10', '46']:pred [20.047596 12.257063 22.       10.       32.838326]
suv_-17_45_-36_35_28_230_70_420:gt ['-17', '45', '-36', '35', '28']:pred [29.984673 40.056915 39.252304 37.123173 28.764683]
sedan2door_-30_45_-4_35_15_230_70_420:gt ['-30', '45', '-4', '35', '15']:pred [35.92794  37.9393    4.       35.        4.332823]
sedan4door_-50_23_-36_48_28_140_30_420:gt ['-50', '23', '-36', '48', '28']:pred [50.       27.88146  36.       39.630795 28.      ]
suv_-30_23_-4_35_46_20_30_420:gt ['-30', '23', '-4', '35', '46']:pred [32.14209  23.       18.90973  35.       28.479738]
suv_-50_23_-22_10_28_140_30_420:gt ['-50', '23', '-22', '10', '28']:pred [50.       18.426456 22.       13.605099 28.      ]
sedan2door_-30_15_-36_48_28_50_70_420:gt ['-30', '15', '-36', '48', '28']:pred [32.661823 18.885342 36.       48.       27.843037]
sedan2door_-50_15_-36_48_28_20_70_420:gt ['-50', '15', '-36', '48', '28']:pred [30.88941  10.800508 36.       48.       29.539854]
sedan2door_-50_15_-22_48_46_20_70_420:gt ['-50', '15', '-22', '48', '46']:pred [30.332361  8.368357 22.       48.       30.814186]
suv_-17_15_-36_10_15_140_30_420:gt ['-17', '15', '-36', '10', '15']:pred [17.        7.328629 36.        9.473937 15.      ]
sedan4door_-30_45_-4_35_15_230_30_420:gt ['-30', '45', '-4', '35', '15']:pred [30.       35.112953  4.       24.644306 17.41662 ]
sedan4door_-50_45_-4_10_28_50_30_420:gt ['-50', '45', '-4', '10', '28']:pred [27.848146 45.       27.675686 10.       28.      ]
hybrid_-17_45_-36_48_46_20_70_420:gt ['-17', '45', '-36', '48', '46']:pred [24.649757 18.071617 36.       48.       30.718624]
sedan4door_-30_45_-22_35_28_140_70_420:gt ['-30', '45', '-22', '35', '28']:pred [34.860683 33.750313 22.       31.133999 26.753511]
hatchback_-50_45_-4_48_46_230_70_420:gt ['-50', '45', '-4', '48', '46']:pred [37.774536  38.45815    9.9848795 31.061918  39.192844 ]
sedan2door_-30_23_-22_10_15_50_70_420:gt ['-30', '23', '-22', '10', '15']:pred [34.174667 20.505394 22.       10.       23.592709]
suv_-17_23_-36_48_46_50_70_420:gt ['-17', '23', '-36', '48', '46']:pred [26.612349 24.130533 21.473639 48.       26.854116]
sedan2door_-17_15_-4_35_46_230_70_420:gt ['-17', '15', '-4', '35', '46']:pred [26.420824 22.465868  4.       35.       38.992966]
suv_-50_15_-36_10_46_50_70_420:gt ['-50', '15', '-36', '10', '46']:pred [29.02066  23.333132 40.657352 10.       18.945305]
hatchback_-30_15_-4_10_46_230_70_420:gt ['-30', '15', '-4', '10', '46']:pred [38.10768  15.918838 17.876434 14.249425 41.6057  ]
sedan2door_-30_45_-4_48_28_140_70_420:gt ['-30', '45', '-4', '48', '28']:pred [37.803753 34.325394  4.       48.       26.685966]
suv_-30_23_-36_35_46_20_70_420:gt ['-30', '23', '-36', '35', '46']:pred [30.303534 27.01509  36.981945 35.       41.771767]
sedan4door_-50_15_-4_35_15_140_30_420:gt ['-50', '15', '-4', '35', '15']:pred [50.       29.40323   4.       31.791418 15.      ]
hybrid_-50_45_-36_35_15_20_70_420:gt ['-50', '45', '-36', '35', '15']:pred [36.809017 25.35186  36.       35.       19.74354 ]
sedan2door_-30_45_-36_48_15_50_30_420:gt ['-30', '45', '-36', '48', '15']:pred [23.26658 45.      36.      48.      15.     ]
sedan4door_-50_15_-36_48_46_50_70_420:gt ['-50', '15', '-36', '48', '46']:pred [37.182407  28.008215  40.188618  48.         5.0556226]
suv_-50_23_-22_48_15_140_70_420:gt ['-50', '23', '-22', '48', '15']:pred [38.11539  20.705715 22.       34.12539  24.82643 ]
suv_-30_45_-36_10_15_20_70_420:gt ['-30', '45', '-36', '10', '15']:pred [32.057903 27.18647  36.484074 10.       16.12201 ]
hybrid_-30_23_-36_48_28_230_30_420:gt ['-30', '23', '-36', '48', '28']:pred [30.       16.578129 36.       48.       36.30448 ]
hatchback_-17_15_-4_35_28_140_70_420:gt ['-17', '15', '-4', '35', '28']:pred [21.726631 17.431742  4.       20.147167 22.579046]
sedan4door_-50_45_-22_48_15_140_70_420:gt ['-50', '45', '-22', '48', '15']:pred [34.785755 29.328028 22.       42.078125 15.372399]
sedan4door_-50_15_-4_10_28_140_70_420:gt ['-50', '15', '-4', '10', '28']:pred [28.225548 13.16168   4.       12.14429  25.89052 ]
hybrid_-30_45_-4_48_15_20_70_420:gt ['-30', '45', '-4', '48', '15']:pred [28.36886  20.250116  4.       48.       19.34041 ]
hybrid_-50_15_-4_48_15_140_70_420:gt ['-50', '15', '-4', '48', '15']:pred [29.576738 24.072527  4.       48.       26.256195]
sedan2door_-50_23_-36_48_46_230_70_420:gt ['-50', '23', '-36', '48', '46']:pred [38.40853  23.291363 36.       48.       35.765846]
hybrid_-17_45_-36_35_46_140_30_420:gt ['-17', '45', '-36', '35', '46']:pred [17.       37.182114 36.       35.       46.      ]
sedan4door_-50_45_-4_10_28_20_70_420:gt ['-50', '45', '-4', '10', '28']:pred [38.544403 30.399534 11.423132 10.       21.82573 ]
sedan2door_-30_45_-22_10_28_230_70_420:gt ['-30', '45', '-22', '10', '28']:pred [38.921036 38.67984  22.       10.       29.423893]
sedan4door_-17_15_-36_35_15_230_30_420:gt ['-17', '15', '-36', '35', '15']:pred [17.       11.710903 36.       23.479153 24.371206]
suv_-50_23_-4_48_15_140_30_420:gt ['-50', '23', '-4', '48', '15']:pred [50.       24.91449   4.       28.642216 15.      ]
sedan2door_-30_23_-4_10_46_20_70_420:gt ['-30', '23', '-4', '10', '46']:pred [28.302887 13.891977  4.       10.       31.862383]
hatchback_-30_23_-22_48_28_50_30_420:gt ['-30', '23', '-22', '48', '28']:pred [19.256865 23.       22.9038   48.       28.      ]
suv_-17_23_-4_48_46_50_70_420:gt ['-17', '23', '-4', '48', '46']:pred [26.318264 21.17276  19.078518 48.       24.989037]
sedan2door_-50_45_-22_35_46_50_30_420:gt ['-50', '45', '-22', '35', '46']:pred [28.786451 45.       22.       35.       46.      ]
suv_-30_15_-36_10_15_50_30_420:gt ['-30', '15', '-36', '10', '15']:pred [28.993649 15.       38.562893 10.       15.      ]
suv_-17_15_-4_10_46_50_70_420:gt ['-17', '15', '-4', '10', '46']:pred [25.409594 14.697511 19.477102 10.       23.434095]
sedan4door_-30_45_-4_48_28_50_70_420:gt ['-30', '45', '-4', '48', '28']:pred [35.729633 34.841454 23.246727 48.        4.591039]
suv_-17_23_-22_48_28_230_30_420:gt ['-17', '23', '-22', '48', '28']:pred [17.       16.22397  22.       37.600677 27.879885]
sedan4door_-50_45_-22_10_15_50_30_420:gt ['-50', '45', '-22', '10', '15']:pred [25.01305  45.       35.174667 10.       15.      ]
sedan4door_-50_23_-4_48_28_20_70_420:gt ['-50', '23', '-4', '48', '28']:pred [36.27333  28.16704  13.142694 48.       22.365479]
hatchback_-17_15_-22_10_15_50_70_420:gt ['-17', '15', '-22', '10', '15']:pred [23.19587  15.603365 21.450165 10.       19.75188 ]
hybrid_-30_23_-36_10_28_230_70_420:gt ['-30', '23', '-36', '10', '28']:pred [36.316833 17.853193 36.       10.       25.728218]
hatchback_-17_15_-4_10_28_50_30_420:gt ['-17', '15', '-4', '10', '28']:pred [19.198284 15.       18.75565  10.       28.      ]
sedan2door_-30_45_-22_10_15_20_70_420:gt ['-30', '45', '-22', '10', '15']:pred [35.787315 23.399677 22.       10.       22.778101]
hybrid_-50_15_-36_48_46_140_30_420:gt ['-50', '15', '-36', '48', '46']:pred [50.       18.206245 36.       48.       46.      ]
hatchback_-30_23_-36_10_15_140_30_420:gt ['-30', '23', '-36', '10', '15']:pred [30.        11.6626625 36.         9.142718  15.       ]
hatchback_-30_45_-4_10_46_50_70_420:gt ['-30', '45', '-4', '10', '46']:pred [29.90115  21.370192 22.23047  10.       23.695896]
hatchback_-50_45_-22_35_46_140_70_420:gt ['-50', '45', '-22', '35', '46']:pred [32.05822  31.112133 22.       30.005268 39.66655 ]
hatchback_-30_23_-22_48_46_140_70_420:gt ['-30', '23', '-22', '48', '46']:pred [31.176636 24.520012 22.       34.477955 39.832832]
sedan2door_-17_23_-36_48_15_20_70_420:gt ['-17', '23', '-36', '48', '15']:pred [32.20117  21.230894 36.       48.       21.771751]
sedan4door_-50_15_-36_35_46_230_70_420:gt ['-50', '15', '-36', '35', '46']:pred [41.233177 15.495223 34.41826  31.088978 37.331814]
hybrid_-17_15_-22_10_15_140_30_420:gt ['-17', '15', '-22', '10', '15']:pred [17.         5.9342456 22.        10.        15.       ]
suv_-30_45_-22_10_15_230_30_420:gt ['-30', '45', '-22', '10', '15']:pred [30.       30.753107 22.       15.406646 18.954948]
suv_-50_15_-36_48_15_230_70_420:gt ['-50', '15', '-36', '48', '15']:pred [42.30434  15.825827 39.249676 40.21757  11.970113]
hatchback_-30_23_-22_48_46_50_30_420:gt ['-30', '23', '-22', '48', '46']:pred [23.852217 23.       22.779667 48.       46.      ]
suv_-17_15_-22_35_15_140_30_420:gt ['-17', '15', '-22', '35', '15']:pred [17.       12.870073 22.       27.849014 15.      ]
sedan2door_-30_15_-36_35_46_50_30_420:gt ['-30', '15', '-36', '35', '46']:pred [22.301056 15.       36.       35.       46.      ]
hatchback_-50_45_-36_10_46_140_30_420:gt ['-50', '45', '-36', '10', '46']:pred [50.       28.219234 36.       18.497444 46.      ]
sedan2door_-50_45_-22_35_15_50_70_420:gt ['-50', '45', '-22', '35', '15']:pred [36.69499  33.565926 22.       35.       21.711788]
sedan2door_-30_15_-4_48_15_140_30_420:gt ['-30', '15', '-4', '48', '15']:pred [30.        7.478823  4.       48.       15.      ]
suv_-17_45_-36_10_28_50_70_420:gt ['-17', '45', '-36', '10', '28']:pred [26.03354  26.973423 18.659035 10.       18.580908]
hybrid_-30_15_-22_10_46_230_30_420:gt ['-30', '15', '-22', '10', '46']:pred [30.         5.8505387 22.        10.        39.854877 ]
hybrid_-17_45_-4_35_15_20_30_420:gt ['-17', '45', '-4', '35', '15']:pred [14.711625 45.        4.       35.       27.35264 ]
hybrid_-50_15_-22_48_28_140_30_420:gt ['-50', '15', '-22', '48', '28']:pred [50.       12.479722 22.       48.       28.      ]
sedan4door_-50_45_-36_35_15_140_30_420:gt ['-50', '45', '-36', '35', '15']:pred [50.       36.154488 36.       40.26983  15.      ]
suv_-50_23_-22_48_28_50_30_420:gt ['-50', '23', '-22', '48', '28']:pred [30.829203 23.       23.514328 48.       28.      ]
hybrid_-50_23_-4_10_28_50_70_420:gt ['-50', '23', '-4', '10', '28']:pred [32.34419  25.024645  4.       10.       21.29684 ]
hybrid_-17_23_-36_35_28_50_70_420:gt ['-17', '23', '-36', '35', '28']:pred [28.531574  6.643488 36.       35.       24.065447]
hybrid_-50_45_-4_35_15_50_30_420:gt ['-50', '45', '-4', '35', '15']:pred [24.92696 45.       4.      35.      15.     ]
sedan2door_-30_23_-36_48_28_20_70_420:gt ['-30', '23', '-36', '48', '28']:pred [29.070873 17.568394 36.       48.       28.598463]
hatchback_-30_15_-22_48_28_20_70_420:gt ['-30', '15', '-22', '48', '28']:pred [25.909227 18.374868 29.913841 48.       29.655014]
suv_-30_23_-22_48_28_20_70_420:gt ['-30', '23', '-22', '48', '28']:pred [31.480133 26.103113 33.858192 48.       32.65617 ]
hatchback_-30_23_-36_35_28_50_30_420:gt ['-30', '23', '-36', '35', '28']:pred [23.172323 23.       26.405426 35.       28.      ]
sedan2door_-50_23_-22_10_28_140_30_420:gt ['-50', '23', '-22', '10', '28']:pred [50.       22.504286 22.       10.       28.      ]
sedan4door_-50_23_-22_10_15_140_70_420:gt ['-50', '23', '-22', '10', '15']:pred [29.391785  14.9927635 22.        20.183659  15.961311 ]
sedan4door_-17_15_-36_48_15_20_70_420:gt ['-17', '15', '-36', '48', '15']:pred [24.983017 24.938356 29.588945 48.       15.762935]
suv_-50_23_-22_48_46_140_70_420:gt ['-50', '23', '-22', '48', '46']:pred [35.059673 16.429888 22.       39.736122 41.378418]
sedan4door_-17_45_-36_48_28_50_30_420:gt ['-17', '45', '-36', '48', '28']:pred [26.774996 45.       31.372475 48.       28.      ]
hatchback_-17_15_-36_10_15_230_30_420:gt ['-17', '15', '-36', '10', '15']:pred [17.       11.062439 36.       12.505129 15.583828]
hatchback_-17_45_-4_35_15_50_70_420:gt ['-17', '45', '-4', '35', '15']:pred [28.827301 20.386969 16.244291 35.       21.096004]
hatchback_-17_15_-22_35_46_20_70_420:gt ['-17', '15', '-22', '35', '46']:pred [10.186396 14.31722  17.623936 35.       38.336853]
sedan2door_-30_23_-22_35_46_20_30_420:gt ['-30', '23', '-22', '35', '46']:pred [30.81003 23.      22.      35.      23.64019]
sedan4door_-30_45_-36_10_46_140_30_420:gt ['-30', '45', '-36', '10', '46']:pred [30.       34.871193 36.       19.964886 46.      ]
sedan4door_-30_23_-4_35_46_140_70_420:gt ['-30', '23', '-4', '35', '46']:pred [32.57475  23.801094  4.       23.543406 38.296776]
hatchback_-17_23_-4_10_46_140_30_420:gt ['-17', '23', '-4', '10', '46']:pred [17.       13.071527  4.        9.054121 46.      ]
sedan4door_-50_45_-4_10_46_20_70_420:gt ['-50', '45', '-4', '10', '46']:pred [35.264736 19.986279 12.351943 10.       35.72502 ]
hybrid_-50_45_-22_35_15_20_30_420:gt ['-50', '45', '-22', '35', '15']:pred [32.08626  45.       22.       35.       29.842022]
sedan4door_-50_45_-4_48_28_230_30_420:gt ['-50', '45', '-4', '48', '28']:pred [50.       40.134804  4.       33.7984   28.784615]
hatchback_-50_23_-4_35_28_230_30_420:gt ['-50', '23', '-4', '35', '28']:pred [50.       13.56024   4.       18.81212  29.354828]
hybrid_-50_45_-36_35_15_230_70_420:gt ['-50', '45', '-36', '35', '15']:pred [34.014908 36.591537 36.       35.       11.692081]
suv_-30_15_-22_48_46_50_30_420:gt ['-30', '15', '-22', '48', '46']:pred [22.63401  15.       32.381912 48.       46.      ]
sedan4door_-17_15_-36_10_46_20_70_420:gt ['-17', '15', '-36', '10', '46']:pred [24.31362  12.999072 30.116472 10.       35.923325]
hatchback_-17_23_-22_48_28_50_70_420:gt ['-17', '23', '-22', '48', '28']:pred [27.222553 21.346478 21.842896 48.       21.011398]
sedan2door_-50_23_-4_10_15_140_30_420:gt ['-50', '23', '-4', '10', '15']:pred [50.       19.626602  4.       10.       15.      ]
hatchback_-17_23_-36_35_15_140_70_420:gt ['-17', '23', '-36', '35', '15']:pred [23.899431 21.164661 36.       22.397152 16.33362 ]
hatchback_-50_23_-36_10_15_140_30_420:gt ['-50', '23', '-36', '10', '15']:pred [50.       17.45442  36.       10.016045 15.      ]
sedan2door_-50_45_-36_48_28_140_30_420:gt ['-50', '45', '-36', '48', '28']:pred [50.       37.560493 36.       48.       28.      ]
sedan2door_-17_23_-4_10_28_50_30_420:gt ['-17', '23', '-4', '10', '28']:pred [28.49781 23.       4.      10.      28.     ]
sedan2door_-30_15_-36_10_15_50_70_420:gt ['-30', '15', '-36', '10', '15']:pred [33.087013 20.136644 36.       10.       24.723402]
sedan4door_-17_45_-36_35_28_20_70_420:gt ['-17', '45', '-36', '35', '28']:pred [28.14208  26.617916 31.9149   35.       23.898567]
hatchback_-50_45_-22_35_46_20_30_420:gt ['-50', '45', '-22', '35', '46']:pred [38.97984  45.       25.94816  35.       23.007113]
hatchback_-17_23_-36_10_15_50_30_420:gt ['-17', '23', '-36', '10', '15']:pred [23.365295 23.       25.5345   10.       15.      ]
suv_-50_45_-4_10_46_50_30_420:gt ['-50', '45', '-4', '10', '46']:pred [29.249226 45.       21.010014 10.       46.      ]
sedan4door_-30_15_-4_10_15_230_30_420:gt ['-30', '15', '-4', '10', '15']:pred [30.        6.523114  4.       13.638743 21.158304]
sedan2door_-17_45_-4_35_28_50_30_420:gt ['-17', '45', '-4', '35', '28']:pred [25.222216 45.        4.       35.       28.      ]
sedan4door_-30_15_-22_10_15_50_70_420:gt ['-30', '15', '-22', '10', '15']:pred [27.823915   24.195404   29.346039   10.          0.97545314]
sedan4door_-30_15_-22_48_46_20_30_420:gt ['-30', '15', '-22', '48', '46']:pred [30.135187 15.       21.85317  48.       25.817251]
hatchback_-30_15_-36_10_28_140_30_420:gt ['-30', '15', '-36', '10', '28']:pred [30.        7.949487 36.        6.666517 28.      ]
sedan2door_-17_15_-4_48_46_20_30_420:gt ['-17', '15', '-4', '48', '46']:pred [18.290756 15.        4.       48.       28.562965]
hatchback_-30_23_-22_10_28_50_30_420:gt ['-30', '23', '-22', '10', '28']:pred [20.283525 23.       21.183706 10.       28.      ]
suv_-50_15_-4_35_15_50_70_420:gt ['-50', '15', '-4', '35', '15']:pred [31.56092  24.42811  31.669647 35.        8.597607]
sedan2door_-50_45_-22_10_15_50_30_420:gt ['-50', '45', '-22', '10', '15']:pred [28.638279 45.       22.       10.       15.      ]
hatchback_-30_15_-22_10_15_50_70_420:gt ['-30', '15', '-22', '10', '15']:pred [26.937414 23.320358 27.673557 10.       17.371492]
suv_-17_45_-36_48_28_140_70_420:gt ['-17', '45', '-36', '48', '28']:pred [30.289265 29.869003 36.       36.229546 32.536667]
sedan4door_-17_15_-22_35_15_140_70_420:gt ['-17', '15', '-22', '35', '15']:pred [25.949306 17.907291 22.       17.83858  13.797791]
sedan2door_-17_23_-4_35_28_20_70_420:gt ['-17', '23', '-4', '35', '28']:pred [28.130363 18.682226  4.       35.       29.101023]
sedan2door_-50_15_-36_48_28_230_70_420:gt ['-50', '15', '-36', '48', '28']:pred [37.588814 19.79479  36.       48.       30.13603 ]
suv_-30_45_-22_35_46_140_30_420:gt ['-30', '45', '-22', '35', '46']:pred [30.       36.80467  22.       28.238544 46.      ]
sedan4door_-50_23_-36_48_28_50_70_420:gt ['-50', '23', '-36', '48', '28']:pred [38.200035  27.668573  40.45797   48.         1.9032041]
suv_-50_23_-36_48_28_50_30_420:gt ['-50', '23', '-36', '48', '28']:pred [27.301905 23.       30.008682 48.       28.      ]
hatchback_-50_23_-36_35_46_50_70_420:gt ['-50', '23', '-36', '35', '46']:pred [32.22502  28.238344 34.284466 35.       16.175425]
hybrid_-17_15_-36_35_15_50_30_420:gt ['-17', '15', '-36', '35', '15']:pred [28.9589 15.     36.     35.     15.    ]
sedan2door_-50_15_-4_10_15_230_30_420:gt ['-50', '15', '-4', '10', '15']:pred [50.       10.617368  4.       10.       29.931803]
hatchback_-50_23_-36_48_15_50_70_420:gt ['-50', '23', '-36', '48', '15']:pred [33.47557  29.97499  38.097317 48.       21.708231]
sedan2door_-17_45_-36_10_15_230_30_420:gt ['-17', '45', '-36', '10', '15']:pred [17.       45.839794 36.       10.       19.339453]
sedan2door_-50_15_-22_35_28_230_30_420:gt ['-50', '15', '-22', '35', '28']:pred [50.       12.014655 22.       35.       35.625175]
suv_-50_45_-36_48_28_50_70_420:gt ['-50', '45', '-36', '48', '28']:pred [30.524847 33.922585 38.466644 48.       15.986429]
sedan2door_-50_45_-22_35_46_50_70_420:gt ['-50', '45', '-22', '35', '46']:pred [33.56061  34.435925 22.       35.       29.19138 ]
hybrid_-30_23_-36_35_15_230_70_420:gt ['-30', '23', '-36', '35', '15']:pred [34.20827  18.862165 36.       35.       12.568656]
hatchback_-50_23_-36_35_15_50_30_420:gt ['-50', '23', '-36', '35', '15']:pred [19.587141 23.       26.168388 35.       15.      ]
hybrid_-50_45_-36_48_46_230_30_420:gt ['-50', '45', '-36', '48', '46']:pred [50.       37.968693 36.       48.       34.764854]
sedan4door_-17_23_-22_10_46_20_30_420:gt ['-17', '23', '-22', '10', '46']:pred [15.6584215 23.        19.77318   10.        27.33297  ]
hybrid_-50_45_-36_35_15_20_30_420:gt ['-50', '45', '-36', '35', '15']:pred [32.982906 45.       36.       35.       29.514387]
suv_-50_45_-36_10_28_50_30_420:gt ['-50', '45', '-36', '10', '28']:pred [27.123358 45.       29.864805 10.       28.      ]
sedan4door_-50_45_-22_35_15_140_70_420:gt ['-50', '45', '-22', '35', '15']:pred [34.61964  29.695    22.       35.737816 16.021057]
hybrid_-50_15_-4_35_46_20_30_420:gt ['-50', '15', '-4', '35', '46']:pred [39.630203 15.        4.       35.       30.190279]
sedan4door_-17_15_-4_35_15_50_30_420:gt ['-17', '15', '-4', '35', '15']:pred [17.065474 15.       15.354166 35.       15.      ]
sedan4door_-17_23_-4_10_15_50_30_420:gt ['-17', '23', '-4', '10', '15']:pred [15.214616 23.       13.808427 10.       15.      ]
hybrid_-17_15_-4_35_15_50_70_420:gt ['-17', '15', '-4', '35', '15']:pred [28.914684  5.477993  4.       35.       24.568922]
hatchback_-30_45_-4_10_46_20_30_420:gt ['-30', '45', '-4', '10', '46']:pred [33.157185 45.       13.91553  10.       28.368835]
sedan2door_-30_23_-22_10_15_20_30_420:gt ['-30', '23', '-22', '10', '15']:pred [33.901897 23.       22.       10.       23.888592]
sedan2door_-50_23_-22_35_15_140_30_420:gt ['-50', '23', '-22', '35', '15']:pred [50.       20.137959 22.       35.       15.      ]
sedan4door_-17_23_-4_10_28_50_70_420:gt ['-17', '23', '-4', '10', '28']:pred [26.885315  21.76425   20.393723  10.         4.8914113]
sedan4door_-30_15_-4_35_46_140_70_420:gt ['-30', '15', '-4', '35', '46']:pred [32.556366 22.741758  4.       21.39372  36.314148]
suv_-30_15_-36_35_28_20_70_420:gt ['-30', '15', '-36', '35', '28']:pred [28.910503 23.34476  36.35997  35.       31.525812]
suv_-50_23_-22_10_28_20_70_420:gt ['-50', '23', '-22', '10', '28']:pred [35.461918 29.009996 28.06191  10.       30.165955]
hatchback_-30_45_-36_48_46_230_70_420:gt ['-30', '45', '-36', '48', '46']:pred [37.114628 36.92988  38.948734 37.26374  37.781654]
sedan2door_-30_15_-22_35_46_20_70_420:gt ['-30', '15', '-22', '35', '46']:pred [26.61634    6.6151958 22.        35.        30.251795 ]
sedan2door_-50_15_-22_48_28_140_70_420:gt ['-50', '15', '-22', '48', '28']:pred [29.34536  19.990438 22.       48.       21.04713 ]
sedan2door_-17_15_-36_35_15_230_30_420:gt ['-17', '15', '-36', '35', '15']:pred [17.       11.404298 36.       35.       28.750343]
sedan2door_-17_23_-22_10_28_230_30_420:gt ['-17', '23', '-22', '10', '28']:pred [17.       22.759808 22.       10.       31.569231]
hatchback_-50_45_-22_48_28_50_70_420:gt ['-50', '45', '-22', '48', '28']:pred [36.85458  29.67078  34.5649   48.       20.437801]
sedan4door_-50_45_-22_35_15_20_70_420:gt ['-50', '45', '-22', '35', '15']:pred [35.44115  28.478271 16.496645 35.       13.049217]
hybrid_-30_15_-22_35_28_140_70_420:gt ['-30', '15', '-22', '35', '28']:pred [24.81229  21.171192 22.       35.       25.542171]
suv_-17_45_-4_10_28_50_70_420:gt ['-17', '45', '-4', '10', '28']:pred [26.631788 24.572428 14.545616 10.       20.231598]
sedan2door_-30_15_-4_48_15_20_30_420:gt ['-30', '15', '-4', '48', '15']:pred [32.987267 15.        4.       48.       22.64064 ]
hybrid_-30_15_-4_10_28_230_30_420:gt ['-30', '15', '-4', '10', '28']:pred [30.        8.118425  4.       10.       32.376404]
sedan4door_-50_23_-22_48_28_230_30_420:gt ['-50', '23', '-22', '48', '28']:pred [50.       22.80223  22.       35.54942  31.861753]
sedan4door_-50_15_-22_35_28_20_30_420:gt ['-50', '15', '-22', '35', '28']:pred [31.094378 15.       17.869837 35.       23.979797]
sedan2door_-17_23_-22_48_46_20_70_420:gt ['-17', '23', '-22', '48', '46']:pred [26.956184 16.011646 22.       48.       32.82347 ]
sedan2door_-30_15_-22_10_28_50_30_420:gt ['-30', '15', '-22', '10', '28']:pred [23.865011 15.       22.       10.       28.      ]
sedan2door_-17_15_-4_35_46_20_30_420:gt ['-17', '15', '-4', '35', '46']:pred [17.62938  15.        4.       35.       28.765078]
sedan2door_-30_23_-4_35_46_140_30_420:gt ['-30', '23', '-4', '35', '46']:pred [30.       17.906273  4.       35.       46.      ]
sedan2door_-50_23_-36_10_28_50_30_420:gt ['-50', '23', '-36', '10', '28']:pred [29.414282 23.       36.       10.       28.      ]
hybrid_-50_45_-22_48_28_20_70_420:gt ['-50', '45', '-22', '48', '28']:pred [37.268425 25.460491 22.       48.       23.914879]
sedan2door_-50_23_-4_35_15_230_30_420:gt ['-50', '23', '-4', '35', '15']:pred [50.       18.931509  4.       35.       26.48189 ]
hatchback_-50_23_-4_35_46_140_70_420:gt ['-50', '23', '-4', '35', '46']:pred [31.474754 26.09494   4.       26.526564 40.216324]
suv_-30_15_-22_35_28_50_30_420:gt ['-30', '15', '-22', '35', '28']:pred [24.8999   15.       28.996124 35.       28.      ]
sedan4door_-17_45_-36_10_15_230_30_420:gt ['-17', '45', '-36', '10', '15']:pred [17.       34.130962 36.        8.933162 15.816456]
hybrid_-50_23_-36_48_28_230_30_420:gt ['-50', '23', '-36', '48', '28']:pred [50.       16.967674 36.       48.       35.116714]
sedan4door_-50_45_-4_35_46_140_30_420:gt ['-50', '45', '-4', '35', '46']:pred [50.       38.344406  4.       41.564182 46.      ]
hatchback_-50_45_-4_48_15_20_70_420:gt ['-50', '45', '-4', '48', '15']:pred [41.059963 32.16463  24.7015   48.       24.803738]
hybrid_-50_45_-22_35_46_230_70_420:gt ['-50', '45', '-22', '35', '46']:pred [38.189045 38.465065 22.       35.       32.721092]
hybrid_-17_45_-36_10_15_230_30_420:gt ['-17', '45', '-36', '10', '15']:pred [17.       41.913593 36.       10.       13.412643]
sedan2door_-30_15_-36_10_15_140_70_420:gt ['-30', '15', '-36', '10', '15']:pred [31.157856 17.952429 36.       10.       20.932917]
suv_-50_15_-4_48_15_230_70_420:gt ['-50', '15', '-4', '48', '15']:pred [40.810825 15.725903 16.651628 35.483803 15.194301]
hybrid_-50_23_-22_48_15_20_70_420:gt ['-50', '23', '-22', '48', '15']:pred [34.420807 24.76476  22.       48.       22.503704]
hatchback_-17_45_-4_35_28_20_70_420:gt ['-17', '45', '-4', '35', '28']:pred [18.287512 31.170399 10.078356 35.       29.348675]
hatchback_-30_23_-4_48_46_20_70_420:gt ['-30', '23', '-4', '48', '46']:pred [26.318918 26.58899  24.273262 48.       35.894226]
suv_-30_23_-36_35_15_20_70_420:gt ['-30', '23', '-36', '35', '15']:pred [28.107178 26.140663 39.124126 35.       18.771196]
suv_-17_23_-22_35_28_50_70_420:gt ['-17', '23', '-22', '35', '28']:pred [25.05858  19.757088 24.710073 35.       19.52598 ]
hatchback_-17_45_-36_48_28_140_30_420:gt ['-17', '45', '-36', '48', '28']:pred [17.       23.461283 36.       28.250404 28.      ]
hatchback_-17_45_-22_10_28_20_30_420:gt ['-17', '45', '-22', '10', '28']:pred [22.575449 45.       11.883366 10.       19.992083]
