Sedan4Door_-20_0_-20_0_20_80_60_400:gt ['-20', '0', '-20', '0', '20']:pred [16.840204   2.1327503 23.62803    7.3245435 11.5215435]
Hybrid_-20_20_-20_0_20_240_20_450:gt ['-20', '20', '-20', '0', '20']:pred [20.       18.133175 20.        0.       18.323479]
Hybrid_-20_20_-20_20_0_160_60_450:gt ['-20', '20', '-20', '20', '0']:pred [21.241138 14.174153 20.       20.        5.58036 ]
Hatchback_-20_0_0_20_20_80_20_450:gt ['-20', '0', '0', '20', '20']:pred [20.2026    0.       10.656227 20.       20.      ]
Hybrid_-20_20_-20_0_20_160_20_400:gt ['-20', '20', '-20', '0', '20']:pred [20.       17.382135 20.        0.       20.      ]
Sedan2Door_0_0_0_0_20_160_60_400:gt ['0', '0', '0', '0', '20']:pred [ 5.6593723  2.8789062  0.         0.        17.076185 ]
Sedan4Door_0_20_0_20_0_0_60_450:gt ['0', '20', '0', '20', '0']:pred [ 2.0615625 15.859612   5.198173  20.         4.679657 ]
Hybrid_0_0_0_20_20_240_20_450:gt ['0', '0', '0', '20', '20']:pred [ 0.        4.871762  0.       20.       16.900263]
Hatchback_-20_0_0_0_0_160_20_400:gt ['-20', '0', '0', '0', '0']:pred [20.         3.541899   0.         7.0992355  0.       ]
Hatchback_0_0_0_20_0_240_60_400:gt ['0', '0', '0', '20', '0']:pred [ 5.7488093  4.01558    0.        15.571997   3.8520148]
Hybrid_-20_0_-20_0_0_240_60_450:gt ['-20', '0', '-20', '0', '0']:pred [19.023228   3.4891806 20.         0.         4.431835 ]
Suv_0_0_-20_20_0_80_20_400:gt ['0', '0', '-20', '20', '0']:pred [ 4.280502  0.       17.129553 20.        0.      ]
Sedan4Door_0_20_-20_20_20_240_20_450:gt ['0', '20', '-20', '20', '20']:pred [ 0.       15.215542 20.       20.089834 16.129164]
Hybrid_0_20_-20_0_20_240_60_400:gt ['0', '20', '-20', '0', '20']:pred [ 5.5249834 16.794598  20.         0.        22.067793 ]
Hybrid_0_0_0_20_0_320_60_450:gt ['0', '0', '0', '20', '0']:pred [ 4.1459303  7.760878   0.        20.         3.9754128]
Hybrid_-20_0_0_0_0_240_20_450:gt ['-20', '0', '0', '0', '0']:pred [20.         4.9309907  0.         0.         3.917724 ]
Suv_-20_0_-20_20_0_80_60_450:gt ['-20', '0', '-20', '20', '0']:pred [17.845678   3.915204  19.009516  22.383057   6.9614525]
Suv_-20_20_-20_0_0_240_60_450:gt ['-20', '20', '-20', '0', '0']:pred [ 6.7379966 11.187009  27.285503   6.1435027  4.916792 ]
Suv_0_20_-20_0_0_240_60_400:gt ['0', '20', '-20', '0', '0']:pred [ 5.29511   15.496677  20.         4.3077726  2.1321802]
Suv_0_0_0_20_0_320_20_400:gt ['0', '0', '0', '20', '0']:pred [ 2.7832122  0.         5.0539055 20.         3.480952 ]
Sedan2Door_-20_20_0_0_0_320_20_450:gt ['-20', '20', '0', '0', '0']:pred [18.83695  20.        0.        0.        5.155315]
Sedan4Door_0_0_0_20_20_240_20_400:gt ['0', '0', '0', '20', '20']:pred [ 0.         3.1094787  0.        16.978817  16.371386 ]
Sedan4Door_0_0_0_20_20_240_60_400:gt ['0', '0', '0', '20', '20']:pred [ 3.421936   2.8152616  0.        18.2451    14.826387 ]
Hybrid_-20_0_0_0_20_240_20_400:gt ['-20', '0', '0', '0', '20']:pred [20.        3.45238   0.        0.       17.832283]
Hybrid_0_20_0_0_20_320_60_450:gt ['0', '20', '0', '0', '20']:pred [ 4.183962 16.966702  0.        0.       25.574642]
Sedan2Door_0_0_-20_0_0_320_20_450:gt ['0', '0', '-20', '0', '0']:pred [ 3.2059634  0.        20.         0.         3.9250574]
Sedan4Door_-20_20_0_0_0_320_20_400:gt ['-20', '20', '0', '0', '0']:pred [17.65974   20.         8.438426   0.         5.7997437]
Suv_0_0_-20_0_20_320_20_400:gt ['0', '0', '-20', '0', '20']:pred [ 2.4502845  0.        19.970306   0.        14.83711  ]
Hybrid_-20_20_-20_0_20_320_60_400:gt ['-20', '20', '-20', '0', '20']:pred [22.681187 17.549875 20.        0.       19.191515]
Sedan2Door_-20_20_0_0_20_240_20_450:gt ['-20', '20', '0', '0', '20']:pred [20.       20.94492   0.        0.       14.003914]
Sedan2Door_-20_0_0_0_20_0_20_400:gt ['-20', '0', '0', '0', '20']:pred [22.04687  0.       0.       0.      20.     ]
Sedan2Door_-20_20_-20_20_20_0_20_400:gt ['-20', '20', '-20', '20', '20']:pred [22.807693 20.       20.       20.       20.      ]
Sedan2Door_-20_20_0_0_20_160_60_450:gt ['-20', '20', '0', '0', '20']:pred [16.847971 13.82092   0.        0.       19.045317]
Sedan4Door_0_20_0_20_20_240_60_450:gt ['0', '20', '0', '20', '20']:pred [ 5.4005356 11.690407   0.        17.14069   12.801208 ]
Suv_0_0_-20_20_0_320_20_450:gt ['0', '0', '-20', '20', '0']:pred [ 3.7356198  0.        20.360023  20.         5.457395 ]
Sedan2Door_-20_20_0_0_20_80_20_450:gt ['-20', '20', '0', '0', '20']:pred [21.8893 20.      0.      0.     20.    ]
Sedan2Door_0_20_0_0_0_0_60_400:gt ['0', '20', '0', '0', '0']:pred [ 3.1862335 15.001737   0.         0.         5.518996 ]
Sedan2Door_-20_0_0_0_0_0_20_450:gt ['-20', '0', '0', '0', '0']:pred [21.790354  0.        0.        0.        0.      ]
Sedan4Door_0_0_0_0_20_320_60_400:gt ['0', '0', '0', '0', '20']:pred [ 2.280359  5.697666  5.141651  0.       22.699009]
Sedan2Door_0_20_-20_20_20_160_60_450:gt ['0', '20', '-20', '20', '20']:pred [ 6.094262 14.66817  20.       20.       25.426323]
Hybrid_0_20_0_0_20_80_20_400:gt ['0', '20', '0', '0', '20']:pred [ 4.056416 20.        0.        0.       20.      ]
Sedan4Door_-20_0_0_0_20_80_20_450:gt ['-20', '0', '0', '0', '20']:pred [20.513264  0.        8.467691  0.       20.      ]
Hatchback_0_0_-20_0_20_240_60_400:gt ['0', '0', '-20', '0', '20']:pred [ 6.4341855  2.3268003 22.028402   6.807622  21.459946 ]
Suv_0_0_-20_20_0_240_60_400:gt ['0', '0', '-20', '20', '0']:pred [ 4.439941   3.1174955 16.315495  23.086952   3.235347 ]
Sedan4Door_0_0_-20_0_20_80_60_400:gt ['0', '0', '-20', '0', '20']:pred [ 4.110881   2.6394582 21.278105   7.6003003 13.59068  ]
Suv_0_20_-20_0_20_320_60_450:gt ['0', '20', '-20', '0', '20']:pred [ 2.824575 16.723783 19.511417  0.       14.348411]
Hatchback_0_20_-20_20_20_240_20_400:gt ['0', '20', '-20', '20', '20']:pred [ 0.       12.787858 20.       25.172386 13.560608]
Sedan2Door_-20_20_0_0_20_160_20_400:gt ['-20', '20', '0', '0', '20']:pred [20.       17.846264  0.        0.       20.      ]
Hatchback_0_0_0_0_20_240_60_400:gt ['0', '0', '0', '0', '20']:pred [ 5.3075223  2.537349   0.         5.237008  28.313263 ]
Sedan4Door_-20_0_0_20_0_320_20_450:gt ['-20', '0', '0', '20', '0']:pred [20.264784  0.        6.453248 20.        9.09737 ]
Sedan4Door_-20_0_-20_20_0_160_60_400:gt ['-20', '0', '-20', '20', '0']:pred [19.245358   6.6682158 20.        19.67558    4.2652383]
Sedan4Door_-20_0_0_0_0_80_60_450:gt ['-20', '0', '0', '0', '0']:pred [20.877882   3.2899387  7.3465724  6.7277336 11.7873   ]
Sedan2Door_0_20_-20_20_20_0_60_400:gt ['0', '20', '-20', '20', '20']:pred [ 3.2306619 15.07579   20.        20.        20.133738 ]
Suv_-20_0_-20_0_0_240_60_400:gt ['-20', '0', '-20', '0', '0']:pred [ 4.7088356  1.6557256 20.         2.7125988  1.9431994]
Sedan4Door_0_20_0_20_20_240_20_450:gt ['0', '20', '0', '20', '20']:pred [ 0.       14.098694  0.       21.873085 14.404356]
Suv_0_0_0_20_0_80_60_400:gt ['0', '0', '0', '20', '0']:pred [ 2.695966   2.8983698  5.446268  24.337318   7.1120987]
Hybrid_0_0_-20_20_0_320_20_400:gt ['0', '0', '-20', '20', '0']:pred [ 5.3496265  0.        20.        20.         3.4237773]
Sedan2Door_0_20_0_0_20_80_60_400:gt ['0', '20', '0', '0', '20']:pred [ 2.8752623 17.599731   0.         0.        28.833656 ]
Suv_0_20_-20_20_20_240_60_450:gt ['0', '20', '-20', '20', '20']:pred [ 5.2178717 17.145145  27.36308   22.782043  21.045113 ]
Sedan2Door_0_0_0_20_20_160_60_400:gt ['0', '0', '0', '20', '20']:pred [ 6.8086123  2.4604435  0.        20.        17.980858 ]
Sedan4Door_0_20_0_0_20_160_60_450:gt ['0', '20', '0', '0', '20']:pred [ 6.0459313 15.7252445  0.         7.398562  18.718987 ]
Suv_0_20_-20_0_20_0_20_450:gt ['0', '20', '-20', '0', '20']:pred [ 2.5616417 20.        22.613186   0.        20.       ]
Hatchback_0_0_-20_0_0_160_20_400:gt ['0', '0', '-20', '0', '0']:pred [ 0.         4.3515873 20.         7.242526   0.       ]
Sedan4Door_-20_0_-20_0_20_240_20_450:gt ['-20', '0', '-20', '0', '20']:pred [20.         3.8592463 20.         6.5671015 16.383747 ]
Sedan2Door_-20_0_0_20_0_320_20_450:gt ['-20', '0', '0', '20', '0']:pred [22.362179   0.         0.        20.         3.0704176]
Hybrid_-20_20_0_20_0_0_60_450:gt ['-20', '20', '0', '20', '0']:pred [18.343552  18.739437   0.        20.         3.6681767]
Sedan4Door_-20_20_-20_0_20_240_60_400:gt ['-20', '20', '-20', '0', '20']:pred [22.984663  17.825426  26.448536   5.5957775 10.530215 ]
Suv_0_20_0_20_0_320_20_450:gt ['0', '20', '0', '20', '0']:pred [ 3.254368 20.        2.622353 20.        5.26671 ]
Suv_-20_0_-20_20_20_160_20_450:gt ['-20', '0', '-20', '20', '20']:pred [20.        4.228012 20.       20.852364 20.      ]
Hatchback_-20_20_-20_0_0_160_60_400:gt ['-20', '20', '-20', '0', '0']:pred [23.616846 14.927879 20.       10.512778  4.311264]
Sedan4Door_-20_0_0_0_20_80_60_450:gt ['-20', '0', '0', '0', '20']:pred [22.481932   2.8078141  7.3981724  5.9621634 12.3132305]
Hybrid_0_20_0_0_20_160_60_400:gt ['0', '20', '0', '0', '20']:pred [ 7.8088007 17.039562   0.         0.        14.946278 ]
Hybrid_0_20_0_20_20_0_20_450:gt ['0', '20', '0', '20', '20']:pred [ 4.3719034 20.         0.        20.        20.       ]
Hatchback_-20_20_0_20_0_160_20_400:gt ['-20', '20', '0', '20', '0']:pred [20.      19.48121  0.      26.0144   0.     ]
Suv_0_20_0_0_20_320_20_450:gt ['0', '20', '0', '0', '20']:pred [ 2.902181  20.         3.2007456  0.        17.455917 ]
Hatchback_-20_20_-20_0_0_80_60_450:gt ['-20', '20', '-20', '0', '0']:pred [15.974416  18.517809  18.209179  14.29355    6.8036866]
Sedan4Door_-20_20_0_0_20_240_60_400:gt ['-20', '20', '0', '0', '20']:pred [23.938456 18.545681  0.        3.492253 20.898333]
Sedan2Door_-20_20_-20_0_0_0_20_400:gt ['-20', '20', '-20', '0', '0']:pred [21.292576 20.       20.        0.        0.      ]
Sedan2Door_-20_0_0_0_0_80_60_450:gt ['-20', '0', '0', '0', '0']:pred [20.402657   3.4214437  0.         0.         9.038321 ]
Sedan4Door_0_0_0_0_20_160_20_450:gt ['0', '0', '0', '0', '20']:pred [ 0.         3.2373133  0.         6.970519  20.       ]
Hatchback_0_20_-20_0_0_240_20_450:gt ['0', '20', '-20', '0', '0']:pred [ 0.        13.722548  20.         7.2189612  3.2644875]
Suv_0_0_-20_20_20_80_60_400:gt ['0', '0', '-20', '20', '20']:pred [ 2.8275206  2.6630564 20.491858  25.08013   12.811503 ]
Hybrid_-20_0_0_20_0_160_20_450:gt ['-20', '0', '0', '20', '0']:pred [20.         4.1844473  0.        20.         0.       ]
Sedan4Door_-20_0_0_0_20_240_60_400:gt ['-20', '0', '0', '0', '20']:pred [23.430803   2.3284028  0.         3.1701412 20.11139  ]
Sedan2Door_-20_0_0_0_0_320_60_450:gt ['-20', '0', '0', '0', '0']:pred [19.115547   5.0354466  0.         0.         4.8833623]
Hatchback_0_0_0_20_20_0_20_400:gt ['0', '0', '0', '20', '20']:pred [ 3.1631749  0.         6.5966797 20.        20.       ]
Sedan4Door_-20_0_-20_20_20_80_60_450:gt ['-20', '0', '-20', '20', '20']:pred [18.911083   3.9717574 23.92492   19.867666  29.478    ]
Sedan4Door_0_20_0_0_20_160_60_400:gt ['0', '20', '0', '0', '20']:pred [ 5.858656  16.800478   0.         5.9212523 17.43845  ]
Hybrid_0_20_-20_20_0_0_60_450:gt ['0', '20', '-20', '20', '0']:pred [ 3.4526715 16.844675  20.        20.         2.4385765]
Suv_-20_0_-20_0_20_0_20_450:gt ['-20', '0', '-20', '0', '20']:pred [17.753597  0.       22.643744  0.       20.      ]
Hatchback_-20_0_-20_20_0_240_60_400:gt ['-20', '0', '-20', '20', '0']:pred [15.49763   4.187758 31.906517 25.255938  4.580261]
Hatchback_0_0_-20_0_0_240_60_400:gt ['0', '0', '-20', '0', '0']:pred [ 5.2410126  2.6640778 24.33525    5.5993094  3.0442665]
Sedan2Door_0_20_-20_0_20_80_20_400:gt ['0', '20', '-20', '0', '20']:pred [ 4.0826836 20.        20.         0.        20.       ]
Sedan4Door_-20_20_0_0_0_0_60_450:gt ['-20', '20', '0', '0', '0']:pred [21.482698  13.924084   5.82238    0.         4.2624073]
Sedan2Door_-20_20_-20_0_0_160_20_400:gt ['-20', '20', '-20', '0', '0']:pred [20.       18.954859 20.        0.        0.      ]
Hatchback_0_0_0_20_0_80_60_450:gt ['0', '0', '0', '20', '0']:pred [ 3.4146574  4.558368   6.3789225 23.077106   8.814681 ]
Sedan4Door_-20_20_0_0_0_160_60_400:gt ['-20', '20', '0', '0', '0']:pred [18.396812  19.6747     0.         6.9952903  4.1517224]
Hybrid_-20_0_0_20_20_240_60_400:gt ['-20', '0', '0', '20', '20']:pred [20.149261   3.0828557  0.        20.        18.96718  ]
Sedan2Door_-20_0_0_20_0_320_60_400:gt ['-20', '0', '0', '20', '0']:pred [18.578959   4.9131885  0.        20.         4.6610227]
Hatchback_0_0_0_0_0_160_60_400:gt ['0', '0', '0', '0', '0']:pred [6.9432077 3.5303538 0.        6.0495424 3.2531056]
Hatchback_-20_0_-20_0_0_0_20_450:gt ['-20', '0', '-20', '0', '0']:pred [22.760216  0.       14.099425  0.        0.      ]
Hybrid_0_20_-20_0_0_160_60_450:gt ['0', '20', '-20', '0', '0']:pred [ 8.952245 16.872828 20.        0.        5.341324]
Sedan4Door_0_0_-20_0_20_240_60_450:gt ['0', '0', '-20', '0', '20']:pred [ 5.581431   2.8167613 29.469482   4.870487  13.05452  ]
Hatchback_-20_0_-20_0_20_240_20_450:gt ['-20', '0', '-20', '0', '20']:pred [20.         5.2254047 20.         8.350948  22.308811 ]
Sedan2Door_-20_20_0_0_20_80_60_400:gt ['-20', '20', '0', '0', '20']:pred [20.787607 18.588888  0.        0.       25.052462]
Sedan4Door_0_20_0_0_0_80_60_400:gt ['0', '20', '0', '0', '0']:pred [ 2.9376233 15.778549   4.2520533 12.096027  11.201505 ]
Suv_-20_0_-20_0_20_160_20_400:gt ['-20', '0', '-20', '0', '20']:pred [20.         3.7449305 20.         7.1405177 20.       ]
Sedan4Door_0_20_0_20_0_240_20_400:gt ['0', '20', '0', '20', '0']:pred [ 0.       16.626215  0.       20.657803  4.84222 ]
Sedan2Door_0_0_-20_20_20_160_20_400:gt ['0', '0', '-20', '20', '20']:pred [ 0.        3.336687 20.       20.       20.      ]
Sedan4Door_-20_0_0_20_0_240_20_450:gt ['-20', '0', '0', '20', '0']:pred [20.         4.145135   0.        17.702251   7.3663907]
Sedan4Door_-20_20_0_0_20_0_20_400:gt ['-20', '20', '0', '0', '20']:pred [17.794147 20.        6.80866   0.       20.      ]
Hatchback_-20_0_0_20_0_320_60_450:gt ['-20', '0', '0', '20', '0']:pred [15.348099  6.208802  5.408529 27.76321   5.69636 ]
Hatchback_-20_20_0_0_0_240_60_450:gt ['-20', '20', '0', '0', '0']:pred [18.374315  11.145498   0.         9.093052   5.1487317]
Sedan4Door_0_20_0_0_0_80_60_450:gt ['0', '20', '0', '0', '0']:pred [ 3.536666  17.924831   4.5902715 11.467202  12.814209 ]
Suv_0_20_0_0_0_80_20_400:gt ['0', '20', '0', '0', '0']:pred [ 4.7033176 20.         0.         0.         0.       ]
Hatchback_-20_20_0_0_20_0_60_450:gt ['-20', '20', '0', '0', '20']:pred [22.232864 17.278795  5.743137  0.       22.503735]
Hybrid_0_20_0_20_0_80_60_450:gt ['0', '20', '0', '20', '0']:pred [ 3.7337065 20.522722   0.        20.         7.0506454]
Hybrid_-20_20_-20_0_0_320_60_400:gt ['-20', '20', '-20', '0', '0']:pred [20.088997  17.036724  20.         0.         3.8160155]
Hatchback_-20_0_-20_0_0_320_60_400:gt ['-20', '0', '-20', '0', '0']:pred [20.260214   5.3963795 21.560259   0.         4.343778 ]
Sedan4Door_-20_20_-20_0_20_0_20_400:gt ['-20', '20', '-20', '0', '20']:pred [16.89735 20.      16.1926   0.      20.     ]
Sedan4Door_-20_0_0_20_20_320_20_450:gt ['-20', '0', '0', '20', '20']:pred [21.011906   0.         5.5755486 20.        15.7100115]
Sedan2Door_0_0_0_0_0_320_20_400:gt ['0', '0', '0', '0', '0']:pred [2.8433418 0.        0.        0.        5.067125 ]
Hybrid_-20_0_0_20_20_160_20_450:gt ['-20', '0', '0', '20', '20']:pred [20.         4.1659875  0.        20.        20.       ]
Suv_0_20_0_0_20_160_20_400:gt ['0', '20', '0', '0', '20']:pred [ 0.       15.120737  0.        5.167799 20.      ]
Sedan4Door_-20_20_0_0_0_80_60_400:gt ['-20', '20', '0', '0', '0']:pred [18.550625  15.323385   6.0709634 14.0672455 15.076352 ]
Hatchback_-20_20_0_20_0_80_60_450:gt ['-20', '20', '0', '20', '0']:pred [19.25528  13.438171  7.14671  21.65854   5.054981]
Hatchback_0_20_0_0_0_0_20_450:gt ['0', '20', '0', '0', '0']:pred [ 4.7413263 20.         7.414471   0.         0.       ]
Hatchback_0_20_0_20_20_80_20_400:gt ['0', '20', '0', '20', '20']:pred [ 3.039438 20.        0.       20.       20.      ]
Hybrid_0_20_-20_0_20_160_60_450:gt ['0', '20', '-20', '0', '20']:pred [ 9.031222 18.240837 20.        0.       18.798262]
Sedan2Door_-20_20_0_0_20_320_60_400:gt ['-20', '20', '0', '0', '20']:pred [19.555717 17.658833  0.        0.       21.405634]
Hatchback_0_20_0_20_0_160_20_450:gt ['0', '20', '0', '20', '0']:pred [ 0.       15.728234  0.       19.281357  0.      ]
Hatchback_-20_0_0_0_0_0_60_400:gt ['-20', '0', '0', '0', '0']:pred [23.504992   5.2532725  5.2891097  0.         2.6119273]
Suv_-20_20_-20_20_20_240_60_450:gt ['-20', '20', '-20', '20', '20']:pred [21.266792 14.124801 28.372904 26.219116 17.19173 ]
Sedan2Door_0_0_-20_0_0_80_60_450:gt ['0', '0', '-20', '0', '0']:pred [ 3.8347533  3.2137241 20.         0.         9.815762 ]
Hybrid_0_20_0_0_0_0_60_400:gt ['0', '20', '0', '0', '0']:pred [ 3.849669 19.814217  0.        0.        4.020826]
Sedan2Door_0_20_0_20_20_160_60_450:gt ['0', '20', '0', '20', '20']:pred [ 7.091014 15.639637  0.       20.       22.528746]
Hatchback_-20_0_0_20_0_0_60_450:gt ['-20', '0', '0', '20', '0']:pred [25.50063    7.1887345  5.0327287 20.         4.4089212]
Sedan2Door_-20_20_-20_0_0_0_60_400:gt ['-20', '20', '-20', '0', '0']:pred [22.577705 14.599302 20.        0.        4.560856]
Hybrid_0_0_0_0_0_240_60_450:gt ['0', '0', '0', '0', '0']:pred [6.657925  3.443655  0.        0.        5.3018255]
Hybrid_-20_20_0_20_20_160_60_450:gt ['-20', '20', '0', '20', '20']:pred [17.714954 13.77396   0.       20.       16.85672 ]
Hybrid_0_20_0_20_0_80_60_400:gt ['0', '20', '0', '20', '0']:pred [ 4.2623806 14.333984   0.        20.         6.756644 ]
Hatchback_-20_0_-20_0_0_320_20_400:gt ['-20', '0', '-20', '0', '0']:pred [17.796606  0.       23.860743  0.        3.777747]
Hybrid_-20_0_0_0_0_0_20_400:gt ['-20', '0', '0', '0', '0']:pred [22.125763  0.        0.        0.        0.      ]
Sedan4Door_0_20_-20_20_0_160_20_450:gt ['0', '20', '-20', '20', '0']:pred [ 0.       14.138156 20.       19.210432  0.      ]
Sedan4Door_0_0_-20_0_20_240_20_400:gt ['0', '0', '-20', '0', '20']:pred [ 0.        3.256049 20.        7.847286 19.209558]
Hybrid_0_0_0_0_20_80_20_450:gt ['0', '0', '0', '0', '20']:pred [ 4.64691  0.       0.       0.      20.     ]
Sedan2Door_-20_20_0_20_0_240_60_400:gt ['-20', '20', '0', '20', '0']:pred [19.304094 17.410416  0.       20.        7.601031]
Suv_0_20_-20_20_20_320_60_450:gt ['0', '20', '-20', '20', '20']:pred [ 3.0479302 17.195744  16.837498  29.551262  14.683634 ]
Hatchback_-20_0_-20_0_20_80_20_450:gt ['-20', '0', '-20', '0', '20']:pred [19.625309  0.       23.612095  0.       20.      ]
Suv_-20_0_-20_20_0_240_20_450:gt ['-20', '0', '-20', '20', '0']:pred [20.         4.862278  20.        20.717793   2.3597133]
Hatchback_-20_20_-20_20_0_240_20_400:gt ['-20', '20', '-20', '20', '0']:pred [20.        16.313013  20.        23.531538   2.6725407]
Hatchback_-20_20_0_20_0_240_60_450:gt ['-20', '20', '0', '20', '0']:pred [20.659153  16.022133  23.564228  22.677433   4.9306755]
Sedan4Door_-20_0_0_20_20_0_20_450:gt ['-20', '0', '0', '20', '20']:pred [22.094746  0.        4.822114 20.       20.      ]
Sedan2Door_-20_20_0_20_20_80_20_400:gt ['-20', '20', '0', '20', '20']:pred [21.23713 20.       0.      20.      20.     ]
Sedan4Door_0_0_0_0_0_160_60_450:gt ['0', '0', '0', '0', '0']:pred [7.4604325 3.185542  0.        4.913411  5.0862117]
Hybrid_-20_0_-20_0_20_0_20_450:gt ['-20', '0', '-20', '0', '20']:pred [19.370382  0.       20.        0.       20.      ]
Hybrid_0_0_0_20_0_240_60_450:gt ['0', '0', '0', '20', '0']:pred [ 6.7842855  3.8226879  0.        20.         3.846011 ]
Hatchback_-20_0_0_0_0_240_60_400:gt ['-20', '0', '0', '0', '0']:pred [17.832556   4.041045   0.         5.3720565  3.6026647]
Sedan2Door_0_20_-20_0_0_160_20_400:gt ['0', '20', '-20', '0', '0']:pred [ 0.       16.946697 20.        0.        0.      ]
Sedan2Door_-20_20_-20_20_20_320_20_400:gt ['-20', '20', '-20', '20', '20']:pred [19.169958 20.       20.       20.       16.262161]
Suv_-20_20_-20_0_20_160_60_450:gt ['-20', '20', '-20', '0', '20']:pred [28.991722 37.065365 20.        8.740552 11.253757]
Hybrid_-20_20_0_0_0_160_20_400:gt ['-20', '20', '0', '0', '0']:pred [20.       15.707991  0.        0.        0.      ]
Suv_-20_20_-20_0_20_320_60_450:gt ['-20', '20', '-20', '0', '20']:pred [22.378128  13.9182825 14.442623   0.        16.812878 ]
Sedan4Door_-20_0_-20_0_20_160_60_450:gt ['-20', '0', '-20', '0', '20']:pred [18.330269   3.4145155 20.         7.6856046 12.963449 ]
Sedan2Door_-20_20_0_0_0_0_60_450:gt ['-20', '20', '0', '0', '0']:pred [19.00419   12.261093   0.         0.         4.8323026]
Sedan2Door_-20_0_0_0_20_160_60_400:gt ['-20', '0', '0', '0', '20']:pred [20.844452   2.5203245  0.         0.        17.334064 ]
Suv_-20_20_-20_0_0_80_20_400:gt ['-20', '20', '-20', '0', '0']:pred [17.669188 20.       18.749178  0.        0.      ]
Sedan2Door_-20_0_0_0_20_80_20_450:gt ['-20', '0', '0', '0', '20']:pred [22.26813  0.       0.       0.      20.     ]
Sedan4Door_-20_20_0_0_0_320_60_400:gt ['-20', '20', '0', '0', '0']:pred [19.582386   4.8262825  5.4128594  0.         4.892218 ]
Sedan4Door_-20_0_-20_20_20_0_60_450:gt ['-20', '0', '-20', '20', '20']:pred [22.85624   5.204969 17.747438 20.       18.66086 ]
Sedan2Door_-20_0_-20_0_0_0_20_450:gt ['-20', '0', '-20', '0', '0']:pred [21.09629  0.      20.       0.       0.     ]
Hybrid_0_20_-20_0_0_240_20_400:gt ['0', '20', '-20', '0', '0']:pred [ 0.       16.333284 20.        0.        4.730635]
Sedan2Door_0_20_-20_0_0_320_60_450:gt ['0', '20', '-20', '0', '0']:pred [ 2.885831  15.052191  20.         0.         4.7198534]
Suv_-20_0_-20_0_0_160_20_450:gt ['-20', '0', '-20', '0', '0']:pred [20.         2.9970794 20.         8.303274   0.       ]
Hatchback_-20_20_-20_20_0_160_60_450:gt ['-20', '20', '-20', '20', '0']:pred [20.789051  15.27952   20.        21.258587   3.9371707]
Sedan2Door_0_20_0_0_0_0_20_400:gt ['0', '20', '0', '0', '0']:pred [ 3.3265738 20.         0.         0.         0.       ]
Sedan4Door_-20_20_-20_0_20_320_60_450:gt ['-20', '20', '-20', '0', '20']:pred [18.845886 12.077723 18.887146  0.       21.315704]
Sedan2Door_0_0_-20_20_0_160_20_400:gt ['0', '0', '-20', '20', '0']:pred [ 0.         3.1926656 20.        20.         0.       ]
Hybrid_-20_20_0_20_0_320_20_400:gt ['-20', '20', '0', '20', '0']:pred [21.317394  20.         0.        20.         3.1201715]
Sedan4Door_-20_20_-20_20_0_240_20_450:gt ['-20', '20', '-20', '20', '0']:pred [20.       13.736352 20.       18.480953  8.652109]
Suv_-20_20_-20_0_0_160_60_450:gt ['-20', '20', '-20', '0', '0']:pred [21.852509 16.700285 20.        9.787961  4.125844]
Sedan2Door_0_0_-20_20_0_0_20_400:gt ['0', '0', '-20', '20', '0']:pred [ 3.6080923  0.        20.        20.         0.       ]
Sedan2Door_-20_0_-20_0_20_320_60_400:gt ['-20', '0', '-20', '0', '20']:pred [18.45546    5.4255958 20.         0.        23.08942  ]
Suv_-20_20_0_20_20_320_60_450:gt ['-20', '20', '0', '20', '20']:pred [20.445915  6.083746  5.04514  20.       21.404562]
Sedan2Door_-20_0_0_20_0_0_60_400:gt ['-20', '0', '0', '20', '0']:pred [21.16996   5.19255   0.       20.        5.565036]
Sedan4Door_0_0_0_0_20_0_60_450:gt ['0', '0', '0', '0', '20']:pred [ 2.3495326  6.1589575  5.4322453  0.        14.64153  ]
Sedan4Door_-20_20_-20_0_20_320_60_400:gt ['-20', '20', '-20', '0', '20']:pred [23.628874 18.840906 19.582472  0.       19.22755 ]
Suv_-20_0_0_20_0_320_20_450:gt ['-20', '0', '0', '20', '0']:pred [20.134327  0.        2.767137 20.        6.561039]
Sedan2Door_0_0_0_20_20_0_20_450:gt ['0', '0', '0', '20', '20']:pred [ 3.181799  0.        0.       20.       20.      ]
Hatchback_0_0_0_0_0_320_60_400:gt ['0', '0', '0', '0', '0']:pred [2.931566  4.1000276 4.43221   0.        3.5358362]
Hybrid_0_20_0_20_20_240_20_400:gt ['0', '20', '0', '20', '20']:pred [ 0.       18.083193  0.       20.       17.15354 ]
Sedan4Door_0_0_-20_20_20_320_20_450:gt ['0', '0', '-20', '20', '20']:pred [ 4.074819  0.       20.271181 20.       17.428328]
Hybrid_-20_0_-20_20_0_80_60_450:gt ['-20', '0', '-20', '20', '0']:pred [24.77917    5.1555653 20.        20.         8.038648 ]
Suv_-20_20_-20_20_0_320_20_450:gt ['-20', '20', '-20', '20', '0']:pred [17.04217  20.       20.682533 20.        4.648802]
Sedan4Door_0_20_-20_20_20_320_60_450:gt ['0', '20', '-20', '20', '20']:pred [ 3.0254674 16.139475  25.095556  38.129208  19.309875 ]
