Sedan2Door_-20_20_0_20_0_160_60_450:gt ['-20', '20', '0', '20', '0']:pred [26.792864   6.47869    0.        31.790073   6.5915446]
Hybrid_0_20_-20_0_20_240_60_400:gt ['0', '20', '-20', '0', '20']:pred [ 4.4646153  4.442772  14.952031  12.778968  15.033871 ]
Suv_0_0_-20_20_20_320_60_450:gt ['0', '0', '-20', '20', '20']:pred [ 5.695539  0.       17.910467 23.567848 26.250492]
Sedan4Door_-20_20_0_0_20_80_20_450:gt ['-20', '20', '0', '0', '20']:pred [12.581887  20.         5.3546376  0.        20.       ]
Sedan2Door_-20_20_-20_0_20_240_20_400:gt ['-20', '20', '-20', '0', '20']:pred [20.       12.36553  20.       42.73673  38.581173]
Hatchback_0_0_-20_0_20_240_60_400:gt ['0', '0', '-20', '0', '20']:pred [ 7.757435  6.84295  33.14667  16.617313 29.618351]
Sedan4Door_-20_20_-20_20_20_160_60_400:gt ['-20', '20', '-20', '20', '20']:pred [10.084338  30.690058  12.6664915 28.289188   7.321129 ]
Hatchback_0_0_0_0_20_80_20_400:gt ['0', '0', '0', '0', '20']:pred [ 4.7993317  0.         0.         0.        20.       ]
Hybrid_0_20_-20_0_0_240_20_450:gt ['0', '20', '-20', '0', '0']:pred [ 0.       11.395894 20.        0.       13.59204 ]
Hatchback_0_0_0_20_20_160_60_400:gt ['0', '0', '0', '20', '20']:pred [10.507387 28.84917  22.359118 11.617346 35.285892]
Hatchback_-20_0_-20_0_20_320_20_400:gt ['-20', '0', '-20', '0', '20']:pred [20.270529  0.       29.594534  0.       31.622698]
Suv_-20_0_0_0_0_0_20_400:gt ['-20', '0', '0', '0', '0']:pred [16.203115  0.        2.41005   0.        0.      ]
Sedan4Door_-20_20_-20_0_20_160_20_400:gt ['-20', '20', '-20', '0', '20']:pred [20.       10.970807 20.       11.680756 20.      ]
Hatchback_-20_0_0_20_20_240_20_450:gt ['-20', '0', '0', '20', '20']:pred [20.       12.243202  0.       31.986752 29.95768 ]
Sedan2Door_-20_20_0_20_0_240_60_450:gt ['-20', '20', '0', '20', '0']:pred [6.5829153 8.901286  5.436847  5.752626  3.6075692]
Hybrid_0_20_0_0_0_0_20_400:gt ['0', '20', '0', '0', '0']:pred [ 2.1395063 20.         0.         0.         0.       ]
Suv_-20_0_-20_20_20_160_20_450:gt ['-20', '0', '-20', '20', '20']:pred [20.         7.2444572  8.047285  26.307789  22.747477 ]
Suv_-20_0_0_0_20_160_60_400:gt ['-20', '0', '0', '0', '20']:pred [ 8.530423  22.074352  14.943533  10.0775175 13.0944195]
Sedan4Door_0_0_0_0_0_240_20_450:gt ['0', '0', '0', '0', '0']:pred [ 0.       12.162783  0.       18.756678 39.969738]
Sedan2Door_-20_20_-20_0_0_320_60_400:gt ['-20', '20', '-20', '0', '0']:pred [13.88352   16.905537   8.976091  36.878887   3.4113998]
Hatchback_-20_0_-20_0_0_240_20_450:gt ['-20', '0', '-20', '0', '0']:pred [20.         3.5943167 20.        10.999239  26.419725 ]
Sedan2Door_-20_0_-20_0_20_240_60_450:gt ['-20', '0', '-20', '0', '20']:pred [30.673546   6.4340816  7.2183156 11.611007  22.39077  ]
Hatchback_-20_0_0_20_20_160_60_400:gt ['-20', '0', '0', '20', '20']:pred [18.965904   26.359936    0.         46.421425    0.81536764]
Hatchback_0_0_-20_20_20_320_60_450:gt ['0', '0', '-20', '20', '20']:pred [ 3.6278965 19.87084    6.896116  34.898373  48.5717   ]
Sedan2Door_0_20_-20_20_20_320_20_450:gt ['0', '20', '-20', '20', '20']:pred [ 6.5958376 20.        20.        20.        11.356704 ]
Hybrid_-20_0_0_20_0_240_20_450:gt ['-20', '0', '0', '20', '0']:pred [20.       11.0857    0.       16.507252  8.917257]
Suv_-20_0_-20_20_0_240_20_400:gt ['-20', '0', '-20', '20', '0']:pred [20.        5.126244 20.       18.887835 10.37464 ]
Hybrid_0_20_0_20_0_240_20_450:gt ['0', '20', '0', '20', '0']:pred [ 0.        5.958723  0.       20.        5.687001]
Sedan4Door_0_20_-20_0_20_240_20_450:gt ['0', '20', '-20', '0', '20']:pred [ 0.       20.136755 20.       25.4696   30.109259]
Hatchback_0_0_-20_20_0_80_60_400:gt ['0', '0', '-20', '20', '0']:pred [ 5.636186 20.385695 30.753439 30.585863 43.0562  ]
Hybrid_0_20_0_0_0_160_20_450:gt ['0', '20', '0', '0', '0']:pred [ 0.        29.326336   0.         7.6418843  0.       ]
Hatchback_-20_20_0_0_20_160_20_450:gt ['-20', '20', '0', '0', '20']:pred [20.       23.252844  0.       10.40232  20.      ]
Sedan2Door_-20_0_-20_20_0_160_20_400:gt ['-20', '0', '-20', '20', '0']:pred [20.        8.430783 11.205751 13.333831 31.676138]
Hatchback_0_0_0_20_20_160_60_450:gt ['0', '0', '0', '20', '20']:pred [ 3.3236694 13.962493   7.941878  32.06353   30.856394 ]
Suv_-20_0_0_0_0_320_60_450:gt ['-20', '0', '0', '0', '0']:pred [ 5.148647   0.         6.1814666 16.837337   3.5950851]
Suv_0_0_0_0_0_320_60_400:gt ['0', '0', '0', '0', '0']:pred [ 0.93126446  0.          5.2384396  19.255667    2.176557  ]
Suv_-20_0_0_0_20_160_20_400:gt ['-20', '0', '0', '0', '20']:pred [20.         8.234777   6.5218143 15.481874  27.049166 ]
Hybrid_0_0_-20_0_20_80_60_450:gt ['0', '0', '-20', '0', '20']:pred [ 1.3304999  6.329042   6.9118156  8.827551  24.316313 ]
Suv_0_0_0_0_20_80_20_400:gt ['0', '0', '0', '0', '20']:pred [23.72799  0.       0.       0.      20.     ]
Hybrid_-20_0_0_0_0_320_20_450:gt ['-20', '0', '0', '0', '0']:pred [15.249927  0.        0.        0.       41.30025 ]
Sedan4Door_-20_20_0_20_0_80_20_450:gt ['-20', '20', '0', '20', '0']:pred [17.987797  20.        13.5107975 20.         0.       ]
Hybrid_-20_20_-20_0_0_240_20_400:gt ['-20', '20', '-20', '0', '0']:pred [20.        13.943402  20.         0.         5.2942157]
Sedan4Door_-20_0_-20_0_20_320_60_400:gt ['-20', '0', '-20', '0', '20']:pred [30.718134 29.31854  13.745973 41.85779  41.609367]
Hatchback_-20_0_-20_20_20_0_20_400:gt ['-20', '0', '-20', '20', '20']:pred [17.878235  0.       27.698734 20.       20.      ]
Hybrid_-20_20_0_20_0_320_60_400:gt ['-20', '20', '0', '20', '0']:pred [ 8.717966  28.281755   0.        20.         1.8417392]
Hybrid_-20_0_-20_20_20_320_60_400:gt ['-20', '0', '-20', '20', '20']:pred [ 3.3052564  0.        20.        20.         7.478255 ]
Sedan4Door_-20_20_-20_0_20_320_20_450:gt ['-20', '20', '-20', '0', '20']:pred [18.307007 20.       16.55631   0.       43.334293]
Sedan4Door_0_20_-20_20_0_320_60_450:gt ['0', '20', '-20', '20', '0']:pred [ 0.5120848 43.289867  17.750612  27.440147   8.103405 ]
Sedan2Door_-20_20_0_0_20_0_60_400:gt ['-20', '20', '0', '0', '20']:pred [10.480159 20.151615  9.646733 23.877409 21.848099]
Hatchback_0_0_-20_0_0_0_20_400:gt ['0', '0', '-20', '0', '0']:pred [ 2.1411247  0.        25.310625   0.         0.       ]
Suv_0_20_-20_20_20_0_60_450:gt ['0', '20', '-20', '20', '20']:pred [ 4.296671 27.802464 24.884851 24.706457 26.084448]
Hatchback_0_0_0_20_0_240_20_400:gt ['0', '0', '0', '20', '0']:pred [ 0.       11.558265  0.       30.252783 18.174997]
Hatchback_0_20_-20_0_0_320_20_450:gt ['0', '20', '-20', '0', '0']:pred [ 7.7118864 20.        16.241587   0.        12.688674 ]
Hatchback_-20_20_-20_0_20_80_20_400:gt ['-20', '20', '-20', '0', '20']:pred [13.742531 20.       21.663055  0.       20.      ]
Sedan4Door_-20_20_0_20_20_80_60_400:gt ['-20', '20', '0', '20', '20']:pred [12.403453  2.657061  5.850585 12.586536 15.165003]
Suv_0_20_-20_20_0_240_20_400:gt ['0', '20', '-20', '20', '0']:pred [11.679011 25.76554  20.       19.948019 23.606524]
Sedan4Door_0_0_-20_0_20_240_60_400:gt ['0', '0', '-20', '0', '20']:pred [ 2.3749738  2.1941762  7.519185  29.108278  47.036507 ]
Hybrid_-20_20_-20_0_0_320_20_450:gt ['-20', '20', '-20', '0', '0']:pred [26.531546 20.       20.        0.       22.855738]
Sedan4Door_-20_0_0_0_20_320_20_450:gt ['-20', '0', '0', '0', '20']:pred [17.411516   0.         2.5199838  0.        19.746275 ]
Suv_0_20_-20_0_20_0_20_400:gt ['0', '20', '-20', '0', '20']:pred [ 5.779957 20.       26.506378  0.       20.      ]
Suv_0_0_0_0_0_0_20_450:gt ['0', '0', '0', '0', '0']:pred [1.280672  0.        0.6905612 0.        0.       ]
Sedan2Door_0_20_0_20_0_160_20_450:gt ['0', '20', '0', '20', '0']:pred [ 0.       10.996994  0.        8.217178  0.      ]
Hatchback_0_20_-20_20_20_0_60_400:gt ['0', '20', '-20', '20', '20']:pred [ 1.8380417 19.684189  35.470352  20.        22.277334 ]
Sedan4Door_0_0_-20_20_0_320_20_400:gt ['0', '0', '-20', '20', '0']:pred [ 6.506131  0.       20.319887 20.       33.905663]
Sedan4Door_-20_20_0_20_20_0_60_400:gt ['-20', '20', '0', '20', '20']:pred [24.642868 22.46173   8.037746 18.924688 24.84013 ]
Hybrid_-20_20_-20_20_20_320_60_450:gt ['-20', '20', '-20', '20', '20']:pred [ 4.3653626 36.51919   20.        20.         5.3713293]
Sedan4Door_0_0_0_0_0_0_20_450:gt ['0', '0', '0', '0', '0']:pred [0.2165605 0.        0.5680425 0.        0.       ]
Suv_0_20_0_20_20_320_20_400:gt ['0', '20', '0', '20', '20']:pred [ 2.329764  20.         1.4361737 20.        48.11427  ]
Hatchback_0_0_0_20_0_320_20_450:gt ['0', '0', '0', '20', '0']:pred [ 3.609261   0.         3.1515496 20.         1.1726465]
Hatchback_0_20_0_20_20_240_20_450:gt ['0', '20', '0', '20', '20']:pred [ 0.       17.717304  0.       53.149063 29.701597]
Hybrid_-20_0_0_20_20_0_20_400:gt ['-20', '0', '0', '20', '20']:pred [28.976814   0.         6.1602964 20.        20.       ]
Hatchback_-20_20_-20_0_20_240_60_450:gt ['-20', '20', '-20', '0', '20']:pred [25.741814 24.956566 36.718033 29.841469 36.838066]
Sedan4Door_0_20_0_0_0_160_20_400:gt ['0', '20', '0', '0', '0']:pred [ 0.       18.481167  8.902443 21.91709   0.      ]
Sedan2Door_0_20_-20_20_0_240_60_450:gt ['0', '20', '-20', '20', '0']:pred [ 3.7330163  8.860827  19.013924  10.542786  16.821875 ]
Suv_0_20_0_0_0_240_20_400:gt ['0', '20', '0', '0', '0']:pred [ 0.       31.707544  0.       10.188568 13.047544]
Sedan4Door_0_0_-20_0_20_80_20_400:gt ['0', '0', '-20', '0', '20']:pred [ 2.1698062  0.        27.909952   0.        20.       ]
Hybrid_-20_0_0_20_0_80_60_400:gt ['-20', '0', '0', '20', '0']:pred [10.089519  3.469196  6.436284 10.558036 35.926548]
Suv_0_0_0_20_20_80_20_400:gt ['0', '0', '0', '20', '20']:pred [ 5.78473  0.       0.      20.      20.     ]
Suv_0_0_-20_0_0_160_60_450:gt ['0', '0', '-20', '0', '0']:pred [ 8.191719  11.070452   9.671018  41.64024    2.5527403]
Hatchback_-20_0_-20_20_20_0_20_450:gt ['-20', '0', '-20', '20', '20']:pred [13.356987  0.       25.620146 20.       20.      ]
Hybrid_0_0_-20_0_20_0_60_400:gt ['0', '0', '-20', '0', '20']:pred [ 4.371543  17.686983   8.6860485 18.191486   3.5515883]
Sedan4Door_-20_0_0_0_0_320_60_400:gt ['-20', '0', '0', '0', '0']:pred [11.08879    0.         7.3722086 46.573433   8.737435 ]
Hybrid_-20_20_0_20_0_0_20_450:gt ['-20', '20', '0', '20', '0']:pred [22.133554 20.        0.       20.        0.      ]
Hatchback_-20_0_-20_0_20_0_60_400:gt ['-20', '0', '-20', '0', '20']:pred [ 6.1680546 19.369102  15.4057865  0.        18.925926 ]
Hatchback_0_0_0_20_0_80_60_400:gt ['0', '0', '0', '20', '0']:pred [ 2.4072845  2.8712115 11.9056425 15.384227  20.885109 ]
Suv_-20_0_-20_20_20_240_60_450:gt ['-20', '0', '-20', '20', '20']:pred [ 4.309242   5.4172144 12.031444  22.412626  35.56294  ]
Sedan4Door_-20_20_-20_0_0_80_60_400:gt ['-20', '20', '-20', '0', '0']:pred [ 7.072599 23.081713 22.132372 32.41465  38.944344]
Sedan4Door_-20_0_0_0_20_240_20_450:gt ['-20', '0', '0', '0', '20']:pred [20.         5.8134894  0.        24.829317  27.834396 ]
Sedan2Door_-20_20_0_0_0_240_60_450:gt ['-20', '20', '0', '0', '0']:pred [10.173147  9.56226   0.        0.       38.439392]
Hatchback_0_20_0_0_0_320_20_450:gt ['0', '20', '0', '0', '0']:pred [ 6.6607127 20.         1.4378458  0.        33.114716 ]
Suv_-20_20_-20_20_20_240_60_400:gt ['-20', '20', '-20', '20', '20']:pred [24.691645 27.66914  37.238514 43.29826  37.983723]
Sedan2Door_-20_0_0_0_0_240_20_400:gt ['-20', '0', '0', '0', '0']:pred [20.         3.0942495  0.        19.139576  21.689003 ]
Suv_0_20_0_20_0_240_60_400:gt ['0', '20', '0', '20', '0']:pred [21.912838 22.861225  0.       21.155464 11.248352]
Sedan4Door_-20_0_0_20_0_80_20_450:gt ['-20', '0', '0', '20', '0']:pred [20.364166  0.        6.855319 20.        0.      ]
Hybrid_0_20_0_20_0_240_60_450:gt ['0', '20', '0', '20', '0']:pred [ 1.9995334 29.595146   0.        20.         1.3949372]
Suv_-20_0_0_0_20_320_20_450:gt ['-20', '0', '0', '0', '20']:pred [21.446423  0.        2.018791  0.       29.026613]
Sedan4Door_-20_0_0_0_0_240_60_400:gt ['-20', '0', '0', '0', '0']:pred [13.076595   4.6355734 15.067359   8.742653  36.944016 ]
Hybrid_-20_20_0_0_20_240_20_400:gt ['-20', '20', '0', '0', '20']:pred [20.       19.94192   0.       30.595003 30.346512]
Hybrid_0_0_-20_0_0_0_20_450:gt ['0', '0', '-20', '0', '0']:pred [ 1.6306777  0.        20.         0.         0.       ]
Suv_-20_0_-20_20_0_240_60_450:gt ['-20', '0', '-20', '20', '0']:pred [ 3.01435   4.630503 12.54388  27.630383  9.430749]
Suv_0_20_0_20_0_320_60_400:gt ['0', '20', '0', '20', '0']:pred [ 1.4354432 20.         6.855671   6.6508718 33.477932 ]
Hatchback_0_0_-20_20_20_240_20_450:gt ['0', '0', '-20', '20', '20']:pred [ 0.        9.201362 20.       43.40453  21.671696]
Suv_0_0_-20_0_0_240_20_450:gt ['0', '0', '-20', '0', '0']:pred [ 0.        9.404309 20.        9.932839 10.164161]
Hatchback_0_20_0_20_0_80_60_450:gt ['0', '20', '0', '20', '0']:pred [10.832808  12.964424   6.2593603 44.048077   5.9102893]
Sedan4Door_-20_20_-20_20_0_0_60_400:gt ['-20', '20', '-20', '20', '0']:pred [24.79758  38.22472  21.538738 17.064201 13.608578]
Hatchback_0_20_0_20_0_320_20_450:gt ['0', '20', '0', '20', '0']:pred [ 1.213879  20.         0.8796072 20.         2.2151697]
Suv_-20_20_-20_20_0_80_20_400:gt ['-20', '20', '-20', '20', '0']:pred [15.88422  20.       24.584393 20.        0.      ]
Suv_0_20_-20_0_0_80_20_450:gt ['0', '20', '-20', '0', '0']:pred [ 4.7926807 20.        26.299149   0.         0.       ]
Sedan2Door_-20_20_0_20_0_320_20_450:gt ['-20', '20', '0', '20', '0']:pred [24.393095  20.         0.        20.         1.3429345]
Hybrid_-20_0_-20_20_20_0_60_450:gt ['-20', '0', '-20', '20', '20']:pred [14.261169  0.       20.       20.       19.070122]
Sedan4Door_0_20_0_20_0_240_20_400:gt ['0', '20', '0', '20', '0']:pred [ 0.       24.180107  0.       33.723698 20.433996]
Suv_0_20_-20_20_20_240_20_450:gt ['0', '20', '-20', '20', '20']:pred [ 0.       17.618423 20.       33.769924 27.638515]
Sedan2Door_0_20_-20_20_0_0_60_450:gt ['0', '20', '-20', '20', '0']:pred [ 1.2764643 31.041162  20.        25.023535   3.1730676]
Hatchback_0_0_-20_0_0_160_60_450:gt ['0', '0', '-20', '0', '0']:pred [ 8.284454  11.260885   3.3794527  1.6901882 12.61939  ]
Hybrid_-20_20_-20_20_0_160_20_400:gt ['-20', '20', '-20', '20', '0']:pred [20.        48.602383  20.        10.40785    5.3879557]
Hybrid_-20_0_-20_20_0_240_20_400:gt ['-20', '0', '-20', '20', '0']:pred [20.       14.63594  20.       10.150565 15.926894]
Suv_-20_20_0_20_20_320_20_450:gt ['-20', '20', '0', '20', '20']:pred [24.071177 20.        2.553273 20.       14.640861]
Hybrid_-20_0_0_0_0_240_60_450:gt ['-20', '0', '0', '0', '0']:pred [ 4.8190293  5.3289165 12.652079   5.2640595 16.886028 ]
Sedan4Door_-20_20_0_0_0_0_20_450:gt ['-20', '20', '0', '0', '0']:pred [22.778994  20.         2.9424763  0.         0.       ]
Sedan4Door_-20_20_0_20_20_160_60_400:gt ['-20', '20', '0', '20', '20']:pred [13.382157 38.30674   7.284634 12.052418 14.55087 ]
Suv_0_0_0_0_0_0_20_400:gt ['0', '0', '0', '0', '0']:pred [7.0400057 0.        0.9447888 0.        0.       ]
Suv_-20_0_-20_0_0_0_60_450:gt ['-20', '0', '-20', '0', '0']:pred [21.156487  0.       33.83863  25.652985 21.770449]
Hatchback_-20_0_0_0_20_240_20_450:gt ['-20', '0', '0', '0', '20']:pred [20.        13.8089075  0.        18.778677  40.14444  ]
Hatchback_-20_20_-20_20_20_320_20_450:gt ['-20', '20', '-20', '20', '20']:pred [27.805138 20.       36.88589  20.       38.241673]
Hybrid_0_0_0_0_0_240_20_400:gt ['0', '0', '0', '0', '0']:pred [ 0.         8.745808   3.9330497 25.55854   34.458836 ]
Hybrid_0_0_-20_20_0_320_20_450:gt ['0', '0', '-20', '20', '0']:pred [ 2.8623822  0.        20.        20.         1.8980588]
Sedan2Door_0_0_0_0_20_320_60_400:gt ['0', '0', '0', '0', '20']:pred [ 1.2700839  0.        12.506736  17.327845  24.954342 ]
Hatchback_-20_0_0_20_20_160_20_400:gt ['-20', '0', '0', '20', '20']:pred [20.       11.730033  0.       49.178535 20.      ]
Sedan2Door_-20_0_0_0_0_160_20_450:gt ['-20', '0', '0', '0', '0']:pred [20.         2.4251544  0.         0.        10.36227  ]
Sedan4Door_0_0_-20_20_20_240_20_400:gt ['0', '0', '-20', '20', '20']:pred [ 0.       22.250666 20.       38.985367 40.787754]
Sedan4Door_-20_20_0_20_0_320_60_450:gt ['-20', '20', '0', '20', '0']:pred [ 6.890729  44.107494   5.6843114 39.111267   7.1118984]
Hybrid_0_0_-20_0_20_320_60_400:gt ['0', '0', '-20', '0', '20']:pred [ 0.6472349  0.         5.685292  49.52756   25.509768 ]
Sedan4Door_0_0_0_20_0_160_60_450:gt ['0', '0', '0', '20', '0']:pred [13.806794 30.059023  0.       26.54587   9.832849]
Hatchback_-20_0_0_20_0_160_20_400:gt ['-20', '0', '0', '20', '0']:pred [20.        8.752106  0.       40.40757  39.596287]
Suv_0_0_-20_20_0_240_20_450:gt ['0', '0', '-20', '20', '0']:pred [ 0.        9.868101 20.       27.583858  3.873192]
Hybrid_0_0_0_20_20_240_20_450:gt ['0', '0', '0', '20', '20']:pred [ 0.        5.108007  0.       17.408207 17.704285]
Hybrid_-20_0_-20_0_0_160_20_400:gt ['-20', '0', '-20', '0', '0']:pred [20.      18.90666 20.       0.       0.     ]
Sedan4Door_-20_20_-20_0_20_240_60_400:gt ['-20', '20', '-20', '0', '20']:pred [31.732538 23.45179  37.233955 26.783949 22.452776]
Hybrid_-20_20_0_20_0_80_20_400:gt ['-20', '20', '0', '20', '0']:pred [18.069439 20.        0.       20.        0.      ]
Suv_-20_20_-20_20_0_80_20_450:gt ['-20', '20', '-20', '20', '0']:pred [16.496502 20.       18.209187 20.        0.      ]
Hatchback_-20_0_0_20_20_320_20_400:gt ['-20', '0', '0', '20', '20']:pred [17.52445   0.        1.690784 20.       16.466862]
Sedan2Door_0_20_-20_20_20_240_20_450:gt ['0', '20', '-20', '20', '20']:pred [ 0.        20.7954    20.         5.6139708 35.949837 ]
Sedan4Door_-20_0_-20_0_0_320_20_450:gt ['-20', '0', '-20', '0', '0']:pred [24.265266  0.       24.74224   0.       13.622956]
Suv_-20_20_-20_0_0_80_20_450:gt ['-20', '20', '-20', '0', '0']:pred [23.19768 20.      22.26308  0.       0.     ]
Hatchback_0_20_-20_0_0_320_60_450:gt ['0', '20', '-20', '0', '0']:pred [ 2.5224178 28.984703   9.235679   0.        35.72038  ]
Hatchback_0_20_-20_0_0_0_60_400:gt ['0', '20', '-20', '0', '0']:pred [ 1.9558765 42.938835  28.547718   0.        10.019739 ]
Sedan4Door_0_20_-20_20_20_320_60_450:gt ['0', '20', '-20', '20', '20']:pred [ 2.6542568 41.60175   20.88195   29.554382  21.775303 ]
Hybrid_0_0_-20_20_20_240_60_450:gt ['0', '0', '-20', '20', '20']:pred [ 8.004088   4.861267   7.868318  21.471498   2.8672862]
Hybrid_-20_20_-20_20_20_80_20_450:gt ['-20', '20', '-20', '20', '20']:pred [19.266644 20.       20.       20.       20.      ]
Suv_-20_0_0_20_20_0_60_400:gt ['-20', '0', '0', '20', '20']:pred [ 7.7770195 14.142288  12.41733   15.471443  16.384357 ]
Sedan2Door_0_20_-20_0_20_240_20_400:gt ['0', '20', '-20', '0', '20']:pred [ 0.       14.057076 20.       31.720945 28.749704]
Hybrid_0_20_-20_0_0_0_60_450:gt ['0', '20', '-20', '0', '0']:pred [ 5.025238 17.03242  20.       34.524956 14.909126]
Sedan2Door_0_20_-20_0_0_240_20_400:gt ['0', '20', '-20', '0', '0']:pred [ 0.       20.727013 20.       23.729282 10.575742]
Hybrid_-20_0_0_0_0_0_20_400:gt ['-20', '0', '0', '0', '0']:pred [34.161297  0.        0.        0.        0.      ]
Sedan2Door_-20_20_-20_0_0_80_60_450:gt ['-20', '20', '-20', '0', '0']:pred [ 4.11152   8.857311 10.465316 40.74872  21.091103]
Sedan2Door_0_20_-20_0_0_160_60_400:gt ['0', '20', '-20', '0', '0']:pred [21.259972 17.601177 20.       13.865859 10.33801 ]
Sedan4Door_-20_20_-20_20_20_80_20_400:gt ['-20', '20', '-20', '20', '20']:pred [12.009912 20.       21.62397  20.       20.      ]
Sedan2Door_0_0_0_0_0_160_60_450:gt ['0', '0', '0', '0', '0']:pred [10.372865  9.637817  0.       32.73191  10.375097]
Suv_0_0_-20_20_0_160_60_400:gt ['0', '0', '-20', '20', '0']:pred [ 7.2657127  8.735     40.659733  19.226175   3.041812 ]
Sedan4Door_0_20_-20_0_0_0_60_450:gt ['0', '20', '-20', '0', '0']:pred [ 2.2717907 18.610876  26.643995  21.358503  33.94968  ]
Sedan4Door_-20_20_-20_20_0_80_60_450:gt ['-20', '20', '-20', '20', '0']:pred [20.608265  7.671135 26.300571 35.206196 22.068676]
Hybrid_0_20_-20_0_20_80_60_400:gt ['0', '20', '-20', '0', '20']:pred [ 7.1969576  8.543555  20.        21.923561  48.203217 ]
Suv_-20_20_-20_0_20_240_20_450:gt ['-20', '20', '-20', '0', '20']:pred [20.       13.649661 20.       29.860525 33.904064]
Suv_-20_20_-20_20_20_240_60_450:gt ['-20', '20', '-20', '20', '20']:pred [24.13402  13.063017 34.955963 14.042835 18.281704]
Hatchback_0_0_0_0_20_80_60_450:gt ['0', '0', '0', '0', '20']:pred [ 9.9328     4.5642366  4.251273  54.99513    5.492627 ]
Suv_0_20_0_20_0_320_20_450:gt ['0', '20', '0', '20', '0']:pred [ 2.1926918  20.          1.8639821  20.          0.16082655]
Hatchback_0_20_0_0_0_160_60_450:gt ['0', '20', '0', '0', '0']:pred [ 5.228598 15.113601 13.425614  8.193417 44.63621 ]
Hatchback_-20_20_0_20_0_320_20_400:gt ['-20', '20', '0', '20', '0']:pred [19.668453  20.         1.5641546 20.        10.286432 ]
Sedan4Door_-20_0_-20_20_0_320_60_400:gt ['-20', '0', '-20', '20', '0']:pred [16.274633 24.039148 22.883093 41.68942  22.126234]
Suv_0_20_-20_20_0_240_20_450:gt ['0', '20', '-20', '20', '0']:pred [ 0.        16.673975  20.        19.565989   6.7914624]
Hybrid_-20_20_0_20_0_320_60_450:gt ['-20', '20', '0', '20', '0']:pred [13.686981 23.410065  9.904857 23.900455  2.826491]
Hybrid_0_0_-20_0_0_320_60_450:gt ['0', '0', '-20', '0', '0']:pred [ 0.94793457 10.210385    3.2476404   0.          0.1587059 ]
Suv_0_20_-20_20_0_0_60_450:gt ['0', '20', '-20', '20', '0']:pred [ 4.2549734 27.569279  23.473112  20.56381   18.468163 ]
Hybrid_-20_0_0_0_20_320_60_450:gt ['-20', '0', '0', '0', '20']:pred [ 4.8184114  0.         8.462185   0.        14.956369 ]
Hybrid_0_0_-20_20_0_320_60_450:gt ['0', '0', '-20', '20', '0']:pred [15.211409  0.       20.       31.76498   2.730036]
Hybrid_0_0_-20_0_0_240_20_400:gt ['0', '0', '-20', '0', '0']:pred [ 0.       21.706259 20.        0.        8.8218  ]
Suv_0_20_0_0_0_240_20_450:gt ['0', '20', '0', '0', '0']:pred [ 0.       13.46027   0.       11.392732 46.79207 ]
Sedan4Door_0_0_0_20_0_80_60_450:gt ['0', '0', '0', '20', '0']:pred [ 1.7192346 10.033076   8.749491  35.043144  44.470688 ]
Hybrid_-20_20_-20_20_0_80_60_400:gt ['-20', '20', '-20', '20', '0']:pred [ 9.029515 10.787869 15.138266 31.27557  28.0483  ]
Hatchback_0_20_-20_0_0_160_20_450:gt ['0', '20', '-20', '0', '0']:pred [ 0.       37.16816  20.        8.512883  0.      ]
Hybrid_0_20_0_20_20_240_20_450:gt ['0', '20', '0', '20', '20']:pred [ 0.      21.10176  0.      20.      26.34188]
Hybrid_-20_0_0_0_20_240_60_450:gt ['-20', '0', '0', '0', '20']:pred [22.370811   5.206482   6.6887674 10.1120205  4.8456836]
Suv_0_20_0_20_0_0_20_450:gt ['0', '20', '0', '20', '0']:pred [ 2.032494  20.         1.2922004 20.         0.       ]
Sedan2Door_0_0_0_0_0_320_60_450:gt ['0', '0', '0', '0', '0']:pred [ 4.970751 31.414923  0.       33.29296  24.715687]
Hatchback_0_0_0_0_0_240_60_450:gt ['0', '0', '0', '0', '0']:pred [12.611843  10.116712   0.        19.695574   4.1798778]
Hatchback_-20_20_0_20_0_240_60_450:gt ['-20', '20', '0', '20', '0']:pred [38.73437   8.626179  0.       32.41144  23.943108]
Suv_0_0_0_20_0_80_60_450:gt ['0', '0', '0', '20', '0']:pred [ 0.7867763  7.0634313  9.409671  18.753012   7.417384 ]
Sedan4Door_-20_0_0_0_0_160_60_450:gt ['-20', '0', '0', '0', '0']:pred [24.703682 23.320375  0.        6.319711 41.975895]
Sedan4Door_0_0_0_20_0_160_20_400:gt ['0', '0', '0', '20', '0']:pred [ 0.         5.9651265  0.        41.112343   0.       ]
Hatchback_-20_0_-20_0_20_160_60_450:gt ['-20', '0', '-20', '0', '20']:pred [25.261654   4.5657063 20.        10.489789  17.14418  ]
Hatchback_0_0_-20_20_0_0_60_450:gt ['0', '0', '-20', '20', '0']:pred [ 1.4161898 18.66418   16.102219  33.188854  28.486685 ]
Suv_-20_20_0_0_20_80_20_450:gt ['-20', '20', '0', '0', '20']:pred [ 4.3528433 20.        13.425283   0.        20.       ]
Suv_-20_0_-20_0_20_320_20_450:gt ['-20', '0', '-20', '0', '20']:pred [21.15515   0.       16.889107  0.       12.658106]
Suv_0_0_-20_20_20_240_60_400:gt ['0', '0', '-20', '20', '20']:pred [ 9.446402  8.885615 19.905756 36.540718 17.205883]
Suv_-20_0_0_20_20_0_20_400:gt ['-20', '0', '0', '20', '20']:pred [34.58669   0.        5.951169 20.       20.      ]
