hybrid_0_0_-20_20_40_240_40_450:gt ['0', '0', '-20', '20', '40']:pred [ 8.109364  0.       11.737897 13.848763 40.      ]
sedan4door_-20_0_0_20_40_200_20_450:gt ['-20', '0', '0', '20', '40']:pred [ 4.678813  0.       29.736359 20.       40.      ]
suv_-20_0_0_0_20_280_20_400:gt ['-20', '0', '0', '0', '20']:pred [20.        36.274193   5.3757043 14.599673  20.       ]
sedan2door_-20_0_-40_40_0_40_80_400:gt ['-20', '0', '-40', '40', '0']:pred [20.        0.       45.209347 23.58931   0.      ]
hatchback_-20_40_-40_20_20_160_80_450:gt ['-20', '40', '-40', '20', '20']:pred [20. 40. 40. 20. 20.]
sedan2door_0_40_0_20_40_120_80_450:gt ['0', '40', '0', '20', '40']:pred [ 0.       40.       38.229923 19.833267 40.      ]
suv_-20_20_-20_40_20_120_40_400:gt ['-20', '20', '-20', '40', '20']:pred [32.654976 20.       15.932459 40.       12.644377]
hatchback_-20_40_-20_40_40_360_20_400:gt ['-20', '40', '-20', '40', '40']:pred [20.       14.217531 20.        9.217336 47.13241 ]
sedan4door_0_0_0_40_20_200_40_450:gt ['0', '0', '0', '40', '20']:pred [14.318838   0.         4.9872885 40.        20.       ]
hatchback_0_40_0_0_20_80_40_450:gt ['0', '40', '0', '0', '20']:pred [ 0.        40.         0.         2.9329815 25.612333 ]
hatchback_0_0_-20_0_40_200_20_450:gt ['0', '0', '-20', '0', '40']:pred [ 8.227496  0.       18.172499  0.       40.      ]
sedan2door_-40_40_-40_20_20_200_80_450:gt ['-40', '40', '-40', '20', '20']:pred [40.       40.       30.567272 21.812757 20.      ]
sedan2door_-40_20_-40_40_40_320_80_400:gt ['-40', '20', '-40', '40', '40']:pred [40.       20.       24.557693 15.532869 40.      ]
sedan4door_0_40_-20_40_0_280_80_450:gt ['0', '40', '-20', '40', '0']:pred [ 0. 40. 20. 40.  0.]
hybrid_0_0_0_20_0_360_80_450:gt ['0', '0', '0', '20', '0']:pred [0.        0.        7.8954334 6.224058  0.       ]
hybrid_-20_20_-40_20_40_200_20_450:gt ['-20', '20', '-40', '20', '40']:pred [ 7.9221325 20.        18.14993    3.763528  40.       ]
hatchback_0_0_-20_40_0_40_40_400:gt ['0', '0', '-20', '40', '0']:pred [ 0.       34.78873  20.       11.494642  0.      ]
suv_0_20_-40_20_20_160_20_400:gt ['0', '20', '-40', '20', '20']:pred [ 4.2172084 20.        15.00187   20.        18.447132 ]
hybrid_-20_0_0_40_0_240_20_400:gt ['-20', '0', '0', '40', '0']:pred [29.23863   0.        4.533436 11.203688  0.      ]
hybrid_0_40_-40_0_0_240_60_400:gt ['0', '40', '-40', '0', '0']:pred [ 3.9552445 40.        18.974508  18.233675   0.       ]
hybrid_0_0_-40_40_0_80_20_400:gt ['0', '0', '-40', '40', '0']:pred [ 0.         13.14716    14.761325   25.745825    0.12876676]
suv_-40_20_-20_0_40_120_20_450:gt ['-40', '20', '-20', '0', '40']:pred [32.181755 20.       14.170481 17.009567  2.210338]
hatchback_-20_20_-20_20_40_40_80_400:gt ['-20', '20', '-20', '20', '40']:pred [20. 20. 20. 20. 40.]
sedan4door_0_40_-20_0_0_320_20_400:gt ['0', '40', '-20', '0', '0']:pred [ 0.         8.307114  20.         2.5787425  0.       ]
hatchback_-20_0_0_0_20_0_20_450:gt ['-20', '0', '0', '0', '20']:pred [20.          8.930242    0.          0.75923395 28.756065  ]
sedan4door_0_40_0_0_0_0_60_450:gt ['0', '40', '0', '0', '0']:pred [ 0.       40.        0.        4.710727  0.      ]
sedan4door_-20_40_-40_40_20_320_40_450:gt ['-20', '40', '-40', '40', '20']:pred [20.       24.704065 40.       40.533752 20.      ]
sedan4door_-20_0_-20_40_40_240_40_450:gt ['-20', '0', '-20', '40', '40']:pred [12.848855  0.       36.55688  40.       40.      ]
hybrid_-20_0_0_20_40_360_60_400:gt ['-20', '0', '0', '20', '40']:pred [20.       16.037718 16.445658  9.381702 40.      ]
sedan4door_0_40_0_0_20_200_60_450:gt ['0', '40', '0', '0', '20']:pred [ 0.       40.       29.670626  0.       20.      ]
sedan2door_-20_40_0_0_20_40_20_400:gt ['-20', '40', '0', '0', '20']:pred [20.       23.729208 29.324686 14.067044  9.059999]
sedan4door_-40_40_0_0_0_160_60_450:gt ['-40', '40', '0', '0', '0']:pred [40.       40.        9.402691  0.        0.      ]
sedan4door_-20_0_-20_40_0_280_60_450:gt ['-20', '0', '-20', '40', '0']:pred [20.  0. 20. 40.  0.]
hybrid_-20_40_-40_40_40_280_80_400:gt ['-20', '40', '-40', '40', '40']:pred [20.      40.      31.67199 36.35402 40.     ]
sedan4door_-40_20_-20_20_20_40_80_450:gt ['-40', '20', '-20', '20', '20']:pred [40. 20. 20. 20. 20.]
sedan4door_-20_40_-40_20_40_120_60_400:gt ['-20', '40', '-40', '20', '40']:pred [20.       40.       42.066135 20.       40.      ]
hybrid_0_0_-40_0_0_240_60_450:gt ['0', '0', '-40', '0', '0']:pred [ 1.7732558  0.        11.495111   8.656485   0.       ]
sedan2door_0_40_-20_40_0_360_20_450:gt ['0', '40', '-20', '40', '0']:pred [0.        4.384012  8.798861  5.6679378 2.899378 ]
hatchback_0_20_0_40_20_360_80_400:gt ['0', '20', '0', '40', '20']:pred [ 0. 20.  0. 40. 20.]
hatchback_-20_0_-40_20_40_80_20_400:gt ['-20', '0', '-40', '20', '40']:pred [20.        11.296466  40.        13.421953   6.7772527]
suv_-40_20_-40_40_20_200_20_400:gt ['-40', '20', '-40', '40', '20']:pred [20.622078 20.       20.2503   40.       20.      ]
hatchback_-20_20_-20_40_0_40_60_450:gt ['-20', '20', '-20', '40', '0']:pred [20.       20.       20.       24.010708  0.      ]
suv_-20_20_-20_20_40_40_60_450:gt ['-20', '20', '-20', '20', '40']:pred [20.      20.      20.      19.04397 40.     ]
suv_-20_20_-20_0_40_120_80_400:gt ['-20', '20', '-20', '0', '40']:pred [20. 20. 20.  0. 40.]
hatchback_0_0_0_20_20_360_40_400:gt ['0', '0', '0', '20', '20']:pred [ 0.        11.1420965  0.         5.4952116 20.       ]
sedan4door_0_40_-20_40_0_40_80_400:gt ['0', '40', '-20', '40', '0']:pred [ 0. 40. 20. 40.  0.]
suv_-20_0_-20_20_0_80_80_400:gt ['-20', '0', '-20', '20', '0']:pred [20.        0.       20.       20.        5.576553]
sedan2door_0_0_0_0_0_40_80_450:gt ['0', '0', '0', '0', '0']:pred [ 0.        0.       30.463707 16.79993   0.      ]
hatchback_-20_40_0_20_40_120_20_400:gt ['-20', '40', '0', '20', '40']:pred [21.594767 40.       38.411114 20.       12.051581]
suv_-20_40_0_20_20_160_80_400:gt ['-20', '40', '0', '20', '20']:pred [20.       40.       19.968735 20.       20.      ]
hybrid_0_0_0_20_20_160_40_450:gt ['0', '0', '0', '20', '20']:pred [ 7.748583  0.       16.153019  9.662398 20.      ]
sedan2door_0_20_0_0_40_200_60_400:gt ['0', '20', '0', '0', '40']:pred [ 0.       20.       32.259182 21.827404 40.      ]
hybrid_-20_0_-20_20_0_160_40_450:gt ['-20', '0', '-20', '20', '0']:pred [19.036758  0.       11.622501 10.767442  0.      ]
hybrid_-20_20_-20_0_40_200_40_400:gt ['-20', '20', '-20', '0', '40']:pred [23.787374 20.       15.79291   7.536183 40.      ]
hatchback_0_0_-20_20_0_80_40_450:gt ['0', '0', '-20', '20', '0']:pred [ 0.        0.       20.       18.27219   9.590903]
sedan2door_-20_40_0_20_0_360_60_450:gt ['-20', '40', '0', '20', '0']:pred [20.       40.       17.837692  9.973731  0.      ]
hybrid_0_20_-20_20_0_40_60_450:gt ['0', '20', '-20', '20', '0']:pred [ 0.       20.       18.784689 22.001537  0.      ]
hybrid_-20_20_-20_40_20_120_40_450:gt ['-20', '20', '-20', '40', '20']:pred [18.834799  20.        22.342909  35.20928    6.1651363]
suv_-40_40_0_20_0_360_80_450:gt ['-40', '40', '0', '20', '0']:pred [40. 40.  0. 20.  0.]
suv_-40_20_-40_20_40_160_20_400:gt ['-40', '20', '-40', '20', '40']:pred [20.353016 20.        8.427439 20.       34.706154]
suv_-40_20_-20_0_0_320_80_400:gt ['-40', '20', '-20', '0', '0']:pred [40.       20.       20.        6.127341  0.      ]
sedan2door_-40_20_-40_0_20_80_60_400:gt ['-40', '20', '-40', '0', '20']:pred [40.       20.       32.228664 16.33581  20.      ]
hybrid_-40_20_-20_40_0_0_80_400:gt ['-40', '20', '-20', '40', '0']:pred [40.       20.       23.084167 20.971075  0.      ]
hatchback_0_20_-20_40_20_360_40_450:gt ['0', '20', '-20', '40', '20']:pred [ 0.       19.184881 20.       13.444181 20.      ]
sedan2door_-20_40_-40_0_20_280_60_400:gt ['-20', '40', '-40', '0', '20']:pred [20.       40.       31.403782 36.001713 20.      ]
hybrid_-40_40_-20_40_20_320_40_450:gt ['-40', '40', '-20', '40', '20']:pred [40.        19.715721  18.227135   7.6441383 20.       ]
sedan4door_0_40_-40_0_20_320_20_450:gt ['0', '40', '-40', '0', '20']:pred [ 0.        15.358239  40.         6.5708365 20.       ]
sedan2door_-40_0_0_20_0_360_20_400:gt ['-40', '0', '0', '20', '0']:pred [40.         3.177339  28.505428   2.2696905  3.344883 ]
sedan2door_-20_40_0_20_0_320_20_450:gt ['-20', '40', '0', '20', '0']:pred [20.       16.900618 38.060555  4.85626   0.      ]
hybrid_0_20_-40_20_0_280_20_450:gt ['0', '20', '-40', '20', '0']:pred [23.783184   6.34094    5.8701105  5.151257   0.       ]
sedan4door_0_0_-20_40_20_360_40_400:gt ['0', '0', '-20', '40', '20']:pred [ 0.        2.854839 20.        8.792017 20.      ]
sedan4door_-40_40_-20_40_0_320_80_400:gt ['-40', '40', '-20', '40', '0']:pred [40. 40. 20. 40.  0.]
hybrid_-20_20_-20_20_40_120_60_450:gt ['-20', '20', '-20', '20', '40']:pred [20.       20.       30.04771  36.311573 40.      ]
suv_0_0_-40_20_20_320_80_400:gt ['0', '0', '-40', '20', '20']:pred [ 0.  0. 40. 20. 20.]
sedan4door_0_20_-20_40_0_40_40_400:gt ['0', '20', '-20', '40', '0']:pred [ 0.       29.428356 20.       17.495352  0.      ]
hybrid_-20_20_0_20_20_360_20_400:gt ['-20', '20', '0', '20', '20']:pred [20.        9.705435 15.628798  3.530919 15.924433]
sedan2door_-40_0_-20_0_0_280_20_450:gt ['-40', '0', '-20', '0', '0']:pred [40.       23.011383 22.32597  11.522608  0.      ]
hatchback_-20_40_-20_20_20_120_80_450:gt ['-20', '40', '-20', '20', '20']:pred [20. 40. 20. 20. 20.]
hybrid_0_0_0_40_40_280_60_450:gt ['0', '0', '0', '40', '40']:pred [ 0.        0.       23.949259 16.211306 40.      ]
hybrid_-20_20_-20_40_0_80_40_400:gt ['-20', '20', '-20', '40', '0']:pred [20.       20.       27.52693  16.416185  6.401757]
sedan2door_-20_0_0_0_20_200_60_450:gt ['-20', '0', '0', '0', '20']:pred [20.        0.       23.302177 10.119662 20.      ]
sedan2door_0_0_0_20_40_200_60_450:gt ['0', '0', '0', '20', '40']:pred [ 0.        0.       28.371164  8.99878  40.      ]
hatchback_0_40_-40_40_0_80_80_400:gt ['0', '40', '-40', '40', '0']:pred [ 0.       40.       40.       40.       11.616759]
hatchback_-20_40_0_40_40_120_60_400:gt ['-20', '40', '0', '40', '40']:pred [20.     40.     38.4423 40.     40.    ]
sedan4door_0_40_-20_20_0_80_20_400:gt ['0', '40', '-20', '20', '0']:pred [ 0.        47.42875   20.         4.0544577  0.5622918]
sedan2door_-20_20_-40_0_20_120_20_400:gt ['-20', '20', '-40', '0', '20']:pred [ 9.05917   20.        12.441223  12.41592    4.3566175]
sedan4door_-40_40_0_0_0_120_40_450:gt ['-40', '40', '0', '0', '0']:pred [30.722748  40.        26.875095   0.         3.4994147]
suv_-40_40_0_40_0_360_80_450:gt ['-40', '40', '0', '40', '0']:pred [40. 40.  0. 40.  0.]
hybrid_-40_0_-20_40_0_40_80_400:gt ['-40', '0', '-20', '40', '0']:pred [40.        0.       33.374096 24.092716  0.      ]
hatchback_0_0_-20_0_20_0_80_400:gt ['0', '0', '-20', '0', '20']:pred [ 0.         0.        20.         5.6911592 20.       ]
hybrid_0_20_-40_0_40_280_20_400:gt ['0', '20', '-40', '0', '40']:pred [ 5.6623473 12.482612   6.0978374 17.109924  40.       ]
sedan2door_0_40_-40_20_40_80_80_400:gt ['0', '40', '-40', '20', '40']:pred [ 0.       40.       20.89055   9.933179 40.47663 ]
hatchback_0_0_0_20_40_200_60_450:gt ['0', '0', '0', '20', '40']:pred [ 0.        0.       16.002836 20.       40.      ]
hatchback_-40_40_0_40_20_240_60_450:gt ['-40', '40', '0', '40', '20']:pred [40.       40.       22.183586 40.       20.      ]
suv_-40_40_-20_40_40_320_60_450:gt ['-40', '40', '-20', '40', '40']:pred [40. 40. 20. 40. 40.]
sedan2door_-40_20_-20_0_20_0_40_400:gt ['-40', '20', '-20', '0', '20']:pred [40.       33.380207 23.883917  8.860405 20.      ]
sedan4door_-20_40_-20_40_0_200_60_400:gt ['-20', '40', '-20', '40', '0']:pred [20.       40.       50.768883 40.        0.      ]
hatchback_0_40_-20_40_40_360_60_400:gt ['0', '40', '-20', '40', '40']:pred [ 0.       40.       20.       22.226292 40.      ]
suv_-20_20_-40_20_40_80_80_400:gt ['-20', '20', '-40', '20', '40']:pred [20.       20.       40.       20.       39.749535]
suv_-40_40_0_0_0_160_20_450:gt ['-40', '40', '0', '0', '0']:pred [23.21422  40.       16.357271  0.        8.294221]
suv_-40_0_-40_40_20_120_40_400:gt ['-40', '0', '-40', '40', '20']:pred [26.49703   0.       18.598213 40.        8.646655]
sedan4door_-40_0_-40_40_0_360_80_450:gt ['-40', '0', '-40', '40', '0']:pred [40.  0. 40. 40.  0.]
suv_-20_20_-40_20_20_240_20_450:gt ['-20', '20', '-40', '20', '20']:pred [19.27392  20.       21.808022 20.       20.      ]
suv_-40_40_-40_40_0_280_40_400:gt ['-40', '40', '-40', '40', '0']:pred [40. 40. 40. 40.  0.]
sedan2door_-40_0_0_40_20_80_40_450:gt ['-40', '0', '0', '40', '20']:pred [40.        0.       22.818653 15.078371 19.995064]
sedan4door_-40_40_0_40_0_280_20_400:gt ['-40', '40', '0', '40', '0']:pred [40.        40.95118    0.         6.7508173  0.       ]
sedan4door_-40_20_0_0_0_0_20_400:gt ['-40', '20', '0', '0', '0']:pred [40.          3.0952008   0.          0.59105814  3.5992937 ]
suv_-40_40_0_20_0_40_20_450:gt ['-40', '40', '0', '20', '0']:pred [40.        22.891258   0.        15.47388    5.7003193]
sedan4door_-40_40_-20_0_20_320_60_450:gt ['-40', '40', '-20', '0', '20']:pred [40.        40.        20.         5.3029156 20.       ]
hybrid_0_20_-40_0_20_200_80_400:gt ['0', '20', '-40', '0', '20']:pred [ 0.       20.       13.845134 20.5569   20.      ]
suv_-20_40_-40_20_0_200_20_450:gt ['-20', '40', '-40', '20', '0']:pred [29.7669   40.       18.772297 20.        0.      ]
sedan2door_0_40_-20_40_40_160_40_450:gt ['0', '40', '-20', '40', '40']:pred [ 8.931576  40.        20.113607   9.7707405 40.       ]
hybrid_-20_20_-40_20_0_320_40_400:gt ['-20', '20', '-40', '20', '0']:pred [20.        9.16615  30.758997 12.573003  0.      ]
hybrid_-20_40_-40_0_40_360_40_400:gt ['-20', '40', '-40', '0', '40']:pred [20.        20.454445  15.974554   3.6177952 40.       ]
hybrid_-40_20_-20_0_40_280_20_450:gt ['-40', '20', '-20', '0', '40']:pred [40.       30.554417 13.557003 11.112233 40.      ]
hybrid_-20_0_0_0_20_360_20_400:gt ['-20', '0', '0', '0', '20']:pred [20.         9.1727705 13.542723   3.7764072 13.33515  ]
hybrid_-40_20_-40_20_40_320_80_450:gt ['-40', '20', '-40', '20', '40']:pred [40.      20.      23.54727 14.2892  40.     ]
sedan2door_-40_0_-40_0_40_240_40_400:gt ['-40', '0', '-40', '0', '40']:pred [25.997839  0.       15.88512  16.515018 40.      ]
hatchback_-40_40_-40_40_20_80_60_400:gt ['-40', '40', '-40', '40', '20']:pred [40. 40. 40. 40. 20.]
sedan4door_-20_20_-20_20_0_80_40_400:gt ['-20', '20', '-20', '20', '0']:pred [20.        20.        20.         8.44568    3.0471847]
suv_-40_20_-40_0_40_80_60_450:gt ['-40', '20', '-40', '0', '40']:pred [40. 20. 40.  0. 40.]
sedan2door_-20_40_0_40_40_320_20_450:gt ['-20', '40', '0', '40', '40']:pred [20.       26.947798 29.977755  5.211818 40.      ]
sedan2door_-40_0_-40_40_0_80_20_400:gt ['-40', '0', '-40', '40', '0']:pred [40.          6.7303424  20.526583    8.748834    0.39450908]
hatchback_-40_40_-40_20_40_240_40_400:gt ['-40', '40', '-40', '20', '40']:pred [28.219822 40.       33.88874  20.       40.      ]
sedan4door_-40_0_-40_0_0_0_40_400:gt ['-40', '0', '-40', '0', '0']:pred [40.         5.540667  40.         3.2964327  0.       ]
suv_0_0_0_0_0_0_80_450:gt ['0', '0', '0', '0', '0']:pred [0.       0.       0.       2.100486 0.      ]
suv_-40_20_-20_20_40_240_80_400:gt ['-40', '20', '-20', '20', '40']:pred [40. 20. 20. 20. 40.]
hybrid_0_0_0_0_20_280_40_450:gt ['0', '0', '0', '0', '20']:pred [ 0.       16.654015 16.023203 14.31452  20.      ]
sedan2door_-20_0_-40_20_0_360_20_400:gt ['-20', '0', '-40', '20', '0']:pred [20.         4.632014  29.401783   1.7337863  2.354286 ]
suv_0_40_-40_20_0_40_40_400:gt ['0', '40', '-40', '20', '0']:pred [ 0.       38.068768 40.       16.861406  0.      ]
hybrid_-20_0_-20_0_20_360_80_400:gt ['-20', '0', '-20', '0', '20']:pred [20.         0.        24.55988    6.8656697 20.       ]
hybrid_0_20_0_20_40_0_60_400:gt ['0', '20', '0', '20', '40']:pred [ 0.       20.       18.321913  9.047365 40.      ]
hybrid_-20_20_-40_20_40_80_80_450:gt ['-20', '20', '-40', '20', '40']:pred [20.       20.       34.5694   18.073729 31.153572]
hatchback_-40_20_0_40_0_120_60_450:gt ['-40', '20', '0', '40', '0']:pred [40.       20.       29.469448 40.        0.      ]
hybrid_0_0_0_20_40_320_80_450:gt ['0', '0', '0', '20', '40']:pred [ 0.        0.       12.639622  8.245852 40.      ]
hybrid_-20_40_0_0_20_40_40_400:gt ['-20', '40', '0', '0', '20']:pred [20.       40.649826 37.023052 23.965557 20.      ]
suv_-20_0_-40_40_0_280_20_400:gt ['-20', '0', '-40', '40', '0']:pred [20.       23.88589  40.        8.259143  0.      ]
sedan2door_0_0_-20_20_20_40_80_400:gt ['0', '0', '-20', '20', '20']:pred [ 0.        0.       43.625366  9.012905 20.      ]
sedan2door_-40_20_-40_0_20_160_60_400:gt ['-40', '20', '-40', '0', '20']:pred [40.       20.       24.49975  15.504543 20.      ]
sedan4door_-20_20_0_20_40_360_80_400:gt ['-20', '20', '0', '20', '40']:pred [20. 20.  0. 20. 40.]
suv_-20_20_-20_0_40_80_80_450:gt ['-20', '20', '-20', '0', '40']:pred [20.      20.      20.       0.      49.33405]
hybrid_0_0_0_0_20_200_40_450:gt ['0', '0', '0', '0', '20']:pred [12.492436  0.       16.913103  5.455948 20.      ]
hatchback_-40_0_-40_40_40_160_40_400:gt ['-40', '0', '-40', '40', '40']:pred [28.430128  0.       33.64176  40.       40.      ]
hatchback_0_40_-20_20_20_40_40_400:gt ['0', '40', '-20', '20', '20']:pred [ 0.       42.029213 20.       35.582214 20.      ]
hybrid_-40_40_0_40_20_200_60_400:gt ['-40', '40', '0', '40', '20']:pred [40.       40.       24.777355  7.488912 20.      ]
hatchback_-20_40_0_40_0_360_80_450:gt ['-20', '40', '0', '40', '0']:pred [20. 40.  0. 40.  0.]
sedan2door_-40_0_0_40_40_80_60_400:gt ['-40', '0', '0', '40', '40']:pred [40.        0.       34.630013 11.707309 40.      ]
sedan2door_-20_20_0_40_40_320_80_400:gt ['-20', '20', '0', '40', '40']:pred [20.       20.       21.630255 14.820565 40.      ]
hatchback_-40_0_0_40_20_200_40_450:gt ['-40', '0', '0', '40', '20']:pred [17.40851  0.      16.53983 40.      20.     ]
suv_-20_0_0_40_40_0_40_400:gt ['-20', '0', '0', '40', '40']:pred [20.         6.05183    0.         6.6779804 40.       ]
hatchback_-20_20_-20_40_20_0_20_400:gt ['-20', '20', '-20', '40', '20']:pred [20.         9.629718  20.         3.4460955 29.811237 ]
sedan4door_0_40_-40_20_0_200_20_400:gt ['0', '40', '-40', '20', '0']:pred [15.439586 40.       41.531887 20.        0.      ]
sedan2door_-20_20_-20_0_40_80_20_450:gt ['-20', '20', '-20', '0', '40']:pred [20.       21.318102 14.341362 10.726984 17.843754]
hatchback_0_20_-20_40_40_160_80_450:gt ['0', '20', '-20', '40', '40']:pred [ 0. 20. 20. 40. 40.]
sedan2door_-20_20_-20_40_20_80_20_400:gt ['-20', '20', '-20', '40', '20']:pred [20.        14.043083  19.749655   5.9889035  1.096963 ]
hatchback_0_0_-40_40_0_240_80_450:gt ['0', '0', '-40', '40', '0']:pred [ 0.  0. 40. 40.  0.]
hatchback_0_20_-20_0_20_0_40_450:gt ['0', '20', '-20', '0', '20']:pred [ 0.        15.289843  20.         2.6058152 20.       ]
suv_0_40_0_40_0_120_60_450:gt ['0', '40', '0', '40', '0']:pred [ 0.       40.       13.917998 40.        0.      ]
hatchback_-20_40_-40_0_20_40_80_400:gt ['-20', '40', '-40', '0', '20']:pred [20. 40. 40.  0. 20.]
sedan4door_0_0_0_40_0_280_60_400:gt ['0', '0', '0', '40', '0']:pred [ 0.  0.  0. 40.  0.]
suv_-20_40_-20_20_40_240_20_450:gt ['-20', '40', '-20', '20', '40']:pred [11.554257 40.       23.49873  20.       40.      ]
hatchback_-40_40_-40_40_40_40_20_400:gt ['-40', '40', '-40', '40', '40']:pred [40.       19.972404 40.       15.644365 11.862632]
suv_-20_0_0_0_0_40_80_400:gt ['-20', '0', '0', '0', '0']:pred [20.        0.        0.       14.267065  0.      ]
sedan4door_0_0_-20_0_0_160_20_400:gt ['0', '0', '-20', '0', '0']:pred [ 8.010082  0.       19.744663  0.        3.362684]
sedan4door_-40_40_0_0_0_280_20_400:gt ['-40', '40', '0', '0', '0']:pred [40.        47.817894   0.         6.5059013  0.       ]
suv_-40_20_-20_0_40_0_40_450:gt ['-40', '20', '-20', '0', '40']:pred [40.        14.063208  20.         5.4480295 40.       ]
sedan2door_-20_40_-20_20_0_320_40_450:gt ['-20', '40', '-20', '20', '0']:pred [20.       20.701183 31.101526 11.090035  0.      ]
suv_0_40_-20_0_40_160_40_450:gt ['0', '40', '-20', '0', '40']:pred [ 1.4570308 40.        26.876589   0.        40.       ]
sedan4door_0_0_-40_20_20_360_60_450:gt ['0', '0', '-40', '20', '20']:pred [ 0.        0.       40.       20.042015 20.      ]
hatchback_-40_20_-20_0_40_280_60_450:gt ['-40', '20', '-20', '0', '40']:pred [40. 20. 20.  0. 40.]
hybrid_-20_20_0_0_20_40_80_400:gt ['-20', '20', '0', '0', '20']:pred [20.       20.       31.245625 23.207783 20.      ]
hybrid_-40_0_0_0_40_0_40_450:gt ['-40', '0', '0', '0', '40']:pred [40.       17.92811  14.456928  7.144897 40.      ]
hatchback_-20_0_-20_40_40_120_20_450:gt ['-20', '0', '-20', '40', '40']:pred [30.12613   0.       31.213764 40.       12.200929]
hybrid_-20_0_-40_20_40_280_20_450:gt ['-20', '0', '-40', '20', '40']:pred [20.       26.507244 12.831384 11.385802 40.      ]
hybrid_-40_40_0_0_40_160_40_400:gt ['-40', '40', '0', '0', '40']:pred [21.736109 40.       29.299177 16.918644 40.      ]
sedan2door_0_20_-20_20_0_80_20_400:gt ['0', '20', '-20', '20', '0']:pred [ 0.        15.277885  12.038164   5.9752417  0.3745096]
suv_-20_0_-40_0_0_360_40_400:gt ['-20', '0', '-40', '0', '0']:pred [20.         1.7520611 40.         1.3672612  0.       ]
hybrid_0_20_-40_0_20_320_60_450:gt ['0', '20', '-40', '0', '20']:pred [ 0.        20.        16.674335   4.0744963 20.       ]
suv_0_0_0_40_20_280_60_450:gt ['0', '0', '0', '40', '20']:pred [ 0.  0.  0. 40. 20.]
sedan4door_0_40_-20_0_0_0_20_400:gt ['0', '40', '-20', '0', '0']:pred [ 0.         10.626822   20.          0.71660095  4.9894495 ]
suv_0_40_0_0_0_280_80_400:gt ['0', '40', '0', '0', '0']:pred [ 0. 40.  0.  0.  0.]
sedan2door_0_0_-40_0_20_320_40_450:gt ['0', '0', '-40', '0', '20']:pred [ 0.         3.0041406 28.727573   5.629543  20.       ]
hatchback_-40_40_-20_20_40_120_40_400:gt ['-40', '40', '-20', '20', '40']:pred [30.131174 40.       39.220226 20.       21.231081]
hatchback_-20_0_-20_20_40_240_80_400:gt ['-20', '0', '-20', '20', '40']:pred [20.  0. 20. 20. 40.]
suv_-20_0_0_0_0_160_20_450:gt ['-20', '0', '0', '0', '0']:pred [29.56472    0.         8.317401   0.         4.5266857]
sedan4door_0_20_0_20_40_280_60_400:gt ['0', '20', '0', '20', '40']:pred [ 0. 20.  0. 20. 40.]
hatchback_0_0_-40_40_20_0_40_450:gt ['0', '0', '-40', '40', '20']:pred [ 0.         6.3491735 40.         9.520304  20.       ]
hybrid_-40_40_0_40_40_40_60_400:gt ['-40', '40', '0', '40', '40']:pred [40.       40.       23.55948  28.513653 40.      ]
hatchback_-20_0_0_40_40_240_20_450:gt ['-20', '0', '0', '40', '40']:pred [16.496054  0.       21.313696 40.       40.      ]
sedan4door_-40_0_0_0_40_240_60_450:gt ['-40', '0', '0', '0', '40']:pred [40.        0.        8.097898  0.       40.      ]
hybrid_0_20_-40_20_0_40_60_450:gt ['0', '20', '-40', '20', '0']:pred [ 0.       20.       18.935514 22.612165  0.      ]
sedan2door_-20_20_0_20_20_0_60_400:gt ['-20', '20', '0', '20', '20']:pred [20.       20.       20.289337 11.910575 20.      ]
sedan2door_-40_40_-40_0_20_360_80_450:gt ['-40', '40', '-40', '0', '20']:pred [40.       40.       19.802683 18.048023 20.      ]
sedan2door_-40_0_-40_0_0_160_80_400:gt ['-40', '0', '-40', '0', '0']:pred [40.        0.       23.535963 15.779949  0.      ]
hatchback_0_40_0_0_20_200_20_450:gt ['0', '40', '0', '0', '20']:pred [16.08328  40.       16.254074  0.       20.      ]
sedan4door_0_40_0_40_20_0_20_450:gt ['0', '40', '0', '40', '20']:pred [ 0.        9.271339  0.        4.437896 23.176903]
sedan2door_-20_0_-40_40_0_0_20_400:gt ['-20', '0', '-40', '40', '0']:pred [20.         4.5446787 26.268644   1.3782237  3.2014105]
sedan4door_-40_20_-20_40_40_40_80_450:gt ['-40', '20', '-20', '40', '40']:pred [40. 20. 20. 40. 40.]
hybrid_0_20_-40_40_0_120_20_450:gt ['0', '20', '-40', '40', '0']:pred [23.44134   20.        25.157541  12.666325   1.6094805]
sedan2door_-20_20_-20_20_0_120_60_450:gt ['-20', '20', '-20', '20', '0']:pred [20.       20.       36.576065 21.409222  0.      ]
sedan4door_-40_40_-40_20_20_120_40_400:gt ['-40', '40', '-40', '20', '20']:pred [26.243958 40.       39.28943  20.        8.028666]
suv_-40_40_-20_0_40_120_80_450:gt ['-40', '40', '-20', '0', '40']:pred [40. 40. 20.  0. 40.]
sedan2door_0_40_-40_40_40_120_40_450:gt ['0', '40', '-40', '40', '40']:pred [24.699682 40.       50.467842 33.256756 18.336206]
hatchback_-20_20_0_0_0_0_40_400:gt ['-20', '20', '0', '0', '0']:pred [20.        13.869457   0.         1.6269583  0.       ]
hatchback_-20_0_-40_20_20_320_80_450:gt ['-20', '0', '-40', '20', '20']:pred [20.  0. 40. 20. 20.]
sedan2door_0_20_-40_40_40_360_20_450:gt ['0', '20', '-40', '40', '40']:pred [ 0.        4.429454 12.273349  5.396943 34.406178]
