Hybrid_0_20_0_20_0_160_20_450:gt ['0', '20', '0', '20', '0']:pred [ 0.       25.299646  0.       20.        0.      ]
Sedan2Door_-20_0_-20_0_20_160_20_450:gt ['-20', '0', '-20', '0', '20']:pred [20.         3.8257482 20.         0.        20.       ]
Sedan2Door_0_0_0_0_20_0_20_400:gt ['0', '0', '0', '0', '20']:pred [ 0.6805055  0.         0.         0.        20.       ]
Hatchback_0_20_-20_20_20_0_60_400:gt ['0', '20', '-20', '20', '20']:pred [ 0.7234745 49.40967   23.17941   20.        44.501617 ]
Hatchback_-20_20_0_0_20_320_60_400:gt ['-20', '20', '0', '0', '20']:pred [25.031734  34.66659    4.8615417  0.        36.907463 ]
Sedan4Door_0_0_-20_20_0_240_60_450:gt ['0', '0', '-20', '20', '0']:pred [15.136199   2.7966774  4.453047  12.5093    59.798485 ]
Sedan4Door_-20_0_-20_0_20_320_20_450:gt ['-20', '0', '-20', '0', '20']:pred [28.704878  0.       18.538742  0.       22.846182]
Suv_0_20_0_0_0_0_20_450:gt ['0', '20', '0', '0', '0']:pred [ 0.9909923 20.         2.3096561  0.         0.       ]
Hatchback_-20_20_0_20_0_160_60_450:gt ['-20', '20', '0', '20', '0']:pred [24.482246  9.370232  0.       15.765781 49.847042]
Sedan4Door_-20_20_0_0_20_0_60_450:gt ['-20', '20', '0', '0', '20']:pred [21.813969  56.47088    1.9753995  0.        34.572216 ]
Suv_-20_20_-20_0_20_80_60_450:gt ['-20', '20', '-20', '0', '20']:pred [31.072176  24.172972   9.305625   3.8543997 32.578197 ]
Suv_-20_0_0_20_20_160_60_400:gt ['-20', '0', '0', '20', '20']:pred [13.130687   3.5413182  0.        22.020292  58.419537 ]
Hatchback_0_20_-20_0_20_80_20_400:gt ['0', '20', '-20', '0', '20']:pred [ 3.3295083 20.        22.190884   0.        20.       ]
Sedan4Door_0_0_0_0_20_160_60_450:gt ['0', '0', '0', '0', '20']:pred [ 6.5780377  8.298387   0.         7.3897    47.51641  ]
Hybrid_-20_0_0_20_20_80_60_450:gt ['-20', '0', '0', '20', '20']:pred [17.348082 11.530477  0.       20.       42.60399 ]
Sedan2Door_-20_0_0_0_0_0_20_450:gt ['-20', '0', '0', '0', '0']:pred [12.326596  0.        0.        0.        0.      ]
Suv_0_0_0_0_20_160_60_450:gt ['0', '0', '0', '0', '20']:pred [ 8.610556 31.612562  0.        5.252739 46.158134]
Suv_0_0_-20_20_20_320_60_450:gt ['0', '0', '-20', '20', '20']:pred [ 8.5032835  0.        21.49368   12.746991  32.80716  ]
Hybrid_0_0_0_0_20_160_60_400:gt ['0', '0', '0', '0', '20']:pred [ 0.         3.1053393  0.         0.        49.93896  ]
Suv_0_0_0_20_0_240_60_400:gt ['0', '0', '0', '20', '0']:pred [ 0.       28.441313  0.        5.044883 48.257507]
Hybrid_-20_20_0_0_20_160_60_450:gt ['-20', '20', '0', '0', '20']:pred [15.023355 49.808056  0.        0.       37.533913]
Sedan4Door_0_20_0_20_0_320_60_400:gt ['0', '20', '0', '20', '0']:pred [ 3.3412209 20.         1.1000711 22.35251   57.991516 ]
Sedan2Door_-20_20_-20_20_0_0_20_400:gt ['-20', '20', '-20', '20', '0']:pred [18.31287 20.      20.      20.       0.     ]
Hatchback_-20_0_0_20_20_320_20_450:gt ['-20', '0', '0', '20', '20']:pred [20.88451   0.        6.280438 20.       11.291501]
Suv_0_0_-20_20_20_240_60_400:gt ['0', '0', '-20', '20', '20']:pred [ 7.264956  54.90707   10.871244   1.5514506 47.81108  ]
Hybrid_0_0_0_0_0_160_20_450:gt ['0', '0', '0', '0', '0']:pred [0.       4.469999 0.       0.       0.      ]
Hybrid_0_20_0_20_20_240_20_400:gt ['0', '20', '0', '20', '20']:pred [ 0.       35.065353  0.       20.       20.151302]
Hatchback_-20_0_-20_20_0_320_60_450:gt ['-20', '0', '-20', '20', '0']:pred [20.01723   6.15499   9.495071 15.955968 34.20369 ]
Hatchback_0_20_0_20_20_160_60_450:gt ['0', '20', '0', '20', '20']:pred [13.049593  8.183467  0.       17.473862 45.2608  ]
Hybrid_-20_0_0_0_20_320_60_450:gt ['-20', '0', '0', '0', '20']:pred [24.92181   0.        0.        0.       28.918762]
Hatchback_-20_20_0_0_0_240_60_450:gt ['-20', '20', '0', '0', '0']:pred [14.5531435  8.434876   0.         5.5259295 21.98569  ]
Suv_0_20_0_20_0_160_20_450:gt ['0', '20', '0', '20', '0']:pred [ 0.       22.168     0.       35.703323  0.      ]
Sedan4Door_-20_0_0_20_0_80_20_400:gt ['-20', '0', '0', '20', '0']:pred [24.511799  0.        6.44405  20.        0.      ]
Sedan2Door_0_0_-20_0_20_160_20_450:gt ['0', '0', '-20', '0', '20']:pred [ 0.         2.6341183 20.         0.        20.       ]
Hatchback_0_20_0_20_0_80_60_450:gt ['0', '20', '0', '20', '0']:pred [ 4.571434 10.910153  4.851984  9.297024 28.557722]
Hatchback_0_0_-20_20_20_160_60_450:gt ['0', '0', '-20', '20', '20']:pred [14.193468 10.918331 20.       13.617079 59.546654]
Hybrid_-20_20_-20_20_20_320_60_450:gt ['-20', '20', '-20', '20', '20']:pred [28.331873 48.314453 20.       20.       10.729487]
Sedan2Door_0_20_-20_0_20_0_20_450:gt ['0', '20', '-20', '0', '20']:pred [ 0.6669261 20.        20.         0.        20.       ]
Hatchback_-20_0_0_0_20_80_20_400:gt ['-20', '0', '0', '0', '20']:pred [24.812954  0.        0.        0.       20.      ]
Sedan4Door_0_0_-20_0_0_160_60_450:gt ['0', '0', '-20', '0', '0']:pred [19.179453 11.531638 20.       21.944504 50.42047 ]
Hybrid_-20_0_-20_0_20_160_60_400:gt ['-20', '0', '-20', '0', '20']:pred [13.982014   5.8204675 20.         0.        27.948282 ]
Sedan4Door_-20_0_0_0_0_240_20_400:gt ['-20', '0', '0', '0', '0']:pred [20.         3.7974827  0.         8.014264  57.33999  ]
Sedan2Door_-20_0_-20_20_20_320_60_400:gt ['-20', '0', '-20', '20', '20']:pred [16.098898 10.550018 20.       20.       30.855343]
Sedan4Door_-20_20_-20_20_0_240_60_450:gt ['-20', '20', '-20', '20', '0']:pred [17.268911  5.785642 14.826385 19.154562 57.682808]
Sedan2Door_0_0_-20_0_0_320_60_400:gt ['0', '0', '-20', '0', '0']:pred [ 4.868947  0.       20.        0.       33.8733  ]
Sedan2Door_0_20_0_0_20_320_20_400:gt ['0', '20', '0', '0', '20']:pred [ 0.8502528 20.         0.         0.        42.307434 ]
Hatchback_0_0_-20_20_0_160_60_450:gt ['0', '0', '-20', '20', '0']:pred [23.64243    7.1527777 20.         9.220605  56.023495 ]
Hatchback_0_0_-20_20_0_240_20_400:gt ['0', '0', '-20', '20', '0']:pred [ 0.         9.994061  20.        12.9944515 16.015625 ]
Hybrid_0_20_-20_0_0_320_20_400:gt ['0', '20', '-20', '0', '0']:pred [ 2.200671 20.       20.        0.       19.826494]
Hybrid_-20_20_0_20_0_0_20_400:gt ['-20', '20', '0', '20', '0']:pred [14.051317 20.        0.       20.        0.      ]
Sedan2Door_-20_0_-20_0_0_240_60_400:gt ['-20', '0', '-20', '0', '0']:pred [ 8.655681   1.0366068 20.         0.        42.344097 ]
Suv_0_20_0_20_0_0_60_400:gt ['0', '20', '0', '20', '0']:pred [ 7.4688554 17.420801   0.3007797 20.        21.509163 ]
Hybrid_0_0_-20_0_20_160_20_400:gt ['0', '0', '-20', '0', '20']:pred [ 0.     41.6021 20.      0.     20.    ]
Sedan2Door_-20_0_-20_0_20_160_60_400:gt ['-20', '0', '-20', '0', '20']:pred [11.868494   2.3873727 20.         0.        48.10932  ]
Hatchback_0_20_0_20_20_240_20_450:gt ['0', '20', '0', '20', '20']:pred [ 0.       22.26581   0.       16.164568 46.712677]
Hatchback_0_20_-20_0_20_320_20_450:gt ['0', '20', '-20', '0', '20']:pred [ 3.6613185 20.        27.465405   0.        23.416946 ]
Sedan4Door_0_0_-20_20_0_240_20_450:gt ['0', '0', '-20', '20', '0']:pred [ 0.         4.2272725 20.         8.379451  45.169292 ]
Suv_0_0_0_20_0_0_20_450:gt ['0', '0', '0', '20', '0']:pred [ 1.567962  0.        5.275332 20.        0.      ]
Suv_-20_0_-20_0_0_240_60_450:gt ['-20', '0', '-20', '0', '0']:pred [20.       17.771423 16.084423  2.932483 51.42264 ]
Hybrid_0_0_-20_0_20_80_20_450:gt ['0', '0', '-20', '0', '20']:pred [ 3.2967916  0.        20.         0.        20.       ]
Hatchback_0_20_-20_0_0_160_60_450:gt ['0', '20', '-20', '0', '0']:pred [13.429514  7.295968 20.        8.456041 58.37071 ]
Sedan2Door_0_20_-20_20_0_240_20_450:gt ['0', '20', '-20', '20', '0']:pred [ 0.       35.294384 20.       20.       25.281914]
Sedan4Door_0_20_-20_0_0_240_60_450:gt ['0', '20', '-20', '0', '0']:pred [21.281277 35.68804  24.875217  7.351565 36.0286  ]
Hatchback_-20_0_-20_20_20_320_60_400:gt ['-20', '0', '-20', '20', '20']:pred [25.295906   5.0337386 13.56192   23.768435  56.455986 ]
Sedan2Door_-20_20_0_0_20_320_60_450:gt ['-20', '20', '0', '0', '20']:pred [30.733763  9.7286    0.        0.       39.77344 ]
Sedan2Door_0_0_0_0_0_240_60_450:gt ['0', '0', '0', '0', '0']:pred [ 8.780261 11.071783  0.        0.       35.13745 ]
Sedan2Door_-20_0_-20_20_0_320_60_450:gt ['-20', '0', '-20', '20', '0']:pred [15.044814  3.762145 20.       20.       38.691124]
Hatchback_0_20_-20_20_20_160_60_400:gt ['0', '20', '-20', '20', '20']:pred [27.578266   4.0510554 20.         7.4534717 59.47284  ]
Hatchback_-20_0_-20_20_0_80_60_450:gt ['-20', '0', '-20', '20', '0']:pred [19.270905  11.507854   9.27735    5.9618335 27.540499 ]
Sedan4Door_-20_20_-20_0_20_0_60_450:gt ['-20', '20', '-20', '0', '20']:pred [17.4384   50.307793 11.193681  0.       40.33736 ]
Sedan4Door_-20_20_-20_0_20_0_20_450:gt ['-20', '20', '-20', '0', '20']:pred [ 8.2765045 20.        16.327677   0.        20.       ]
Sedan2Door_0_20_0_20_0_240_60_450:gt ['0', '20', '0', '20', '0']:pred [ 6.425553   2.8306937  0.        20.        29.262402 ]
Sedan2Door_0_0_-20_0_20_0_20_400:gt ['0', '0', '-20', '0', '20']:pred [ 0.5610223  0.        20.         0.        20.       ]
Suv_0_0_0_20_20_0_60_450:gt ['0', '0', '0', '20', '20']:pred [ 3.0058565  0.         1.578279  20.        53.842438 ]
Suv_-20_0_0_20_0_240_20_450:gt ['-20', '0', '0', '20', '0']:pred [20.       35.111465  0.        5.7855   36.939407]
Suv_0_20_0_20_20_320_60_450:gt ['0', '20', '0', '20', '20']:pred [ 5.145413  20.         1.5414437 20.        22.455793 ]
Hybrid_0_20_0_0_20_0_60_450:gt ['0', '20', '0', '0', '20']:pred [ 2.9006453 49.782764   0.         0.        15.766137 ]
Hatchback_0_0_0_20_20_0_20_400:gt ['0', '0', '0', '20', '20']:pred [ 1.7014406  0.         6.364816  20.        20.       ]
Suv_-20_20_-20_20_0_80_60_450:gt ['-20', '20', '-20', '20', '0']:pred [ 8.306322   8.652499  12.162952   4.906449   4.9253907]
Sedan2Door_0_20_0_20_20_320_60_450:gt ['0', '20', '0', '20', '20']:pred [ 4.458872 18.109558  0.       20.       28.446014]
Hybrid_-20_0_0_0_0_80_60_450:gt ['-20', '0', '0', '0', '0']:pred [36.279778  3.615589  0.        0.       52.90365 ]
Suv_-20_0_0_0_0_320_20_450:gt ['-20', '0', '0', '0', '0']:pred [21.869493   0.         1.9456793  0.         9.192373 ]
Sedan2Door_0_20_0_20_0_320_60_400:gt ['0', '20', '0', '20', '0']:pred [ 8.983128 18.987913  0.       20.       59.574677]
Sedan2Door_0_20_0_0_0_320_20_400:gt ['0', '20', '0', '0', '0']:pred [ 0.6524647 20.         0.         0.        30.66283  ]
Sedan4Door_-20_0_-20_20_0_240_60_400:gt ['-20', '0', '-20', '20', '0']:pred [13.515855   1.2913547  8.623786   5.75304   28.706923 ]
Sedan4Door_-20_0_0_20_0_240_20_450:gt ['-20', '0', '0', '20', '0']:pred [20.        10.540859   0.        25.350338  15.8073845]
Hatchback_0_0_0_0_20_0_60_450:gt ['0', '0', '0', '0', '20']:pred [ 1.7733283  3.6833842  0.7419927  0.        16.284227 ]
Sedan4Door_0_0_-20_0_20_240_20_400:gt ['0', '0', '-20', '0', '20']:pred [ 0.        5.517498 20.        4.391924 35.74853 ]
Hatchback_0_0_0_20_0_160_20_400:gt ['0', '0', '0', '20', '0']:pred [0.        2.8553476 0.        8.581626  0.       ]
Sedan2Door_0_0_-20_20_20_80_60_450:gt ['0', '0', '-20', '20', '20']:pred [ 7.2897577  5.811687  20.        20.        42.449806 ]
Suv_-20_0_0_0_0_160_20_450:gt ['-20', '0', '0', '0', '0']:pred [20.         6.3617334  0.         8.443817   0.       ]
Sedan2Door_0_0_0_20_20_80_60_450:gt ['0', '0', '0', '20', '20']:pred [ 7.2562065  3.9223185  0.        20.        49.836708 ]
Suv_0_20_-20_0_0_160_20_400:gt ['0', '20', '-20', '0', '0']:pred [ 0.       10.20316  20.       19.335178  0.      ]
Hybrid_-20_0_-20_0_20_80_60_450:gt ['-20', '0', '-20', '0', '20']:pred [17.230198 40.24351  20.        0.       35.376266]
Sedan4Door_-20_20_-20_20_0_80_20_400:gt ['-20', '20', '-20', '20', '0']:pred [32.29288 20.       5.75862 20.       0.     ]
Hybrid_0_0_-20_0_0_0_20_450:gt ['0', '0', '-20', '0', '0']:pred [ 2.0846345  0.        20.         0.         0.       ]
Hatchback_0_0_0_20_0_0_60_450:gt ['0', '0', '0', '20', '0']:pred [ 3.1492674 14.905704   4.42977   20.        17.086975 ]
Hybrid_-20_20_0_0_20_320_60_450:gt ['-20', '20', '0', '0', '20']:pred [20.392925 13.017509  0.        0.       24.367208]
Sedan2Door_0_0_-20_20_0_80_60_400:gt ['0', '0', '-20', '20', '0']:pred [ 1.8351104  1.2081627 20.        20.         0.       ]
Hybrid_0_0_0_0_0_320_60_450:gt ['0', '0', '0', '0', '0']:pred [ 6.241163  0.        0.        0.       11.991017]
Suv_0_20_-20_20_0_160_60_400:gt ['0', '20', '-20', '20', '0']:pred [27.757833   5.2685513 20.        23.669584  59.80677  ]
Hybrid_-20_20_-20_0_20_0_20_450:gt ['-20', '20', '-20', '0', '20']:pred [19.359898 20.       20.        0.       20.      ]
Hybrid_-20_20_-20_20_20_240_20_400:gt ['-20', '20', '-20', '20', '20']:pred [20.       42.697403 20.       20.       32.568916]
Hatchback_0_20_0_20_20_320_20_400:gt ['0', '20', '0', '20', '20']:pred [ 3.122379  20.         2.1408124 20.        38.86825  ]
Hybrid_0_20_0_0_20_80_20_400:gt ['0', '20', '0', '0', '20']:pred [ 2.9419224 20.         0.         0.        20.       ]
Hybrid_0_0_0_20_20_320_20_400:gt ['0', '0', '0', '20', '20']:pred [ 4.110236  0.        0.       20.        8.01324 ]
Suv_-20_20_-20_20_0_240_20_450:gt ['-20', '20', '-20', '20', '0']:pred [20.       20.27681  20.       19.60243  21.639305]
Hybrid_-20_20_-20_0_20_80_60_450:gt ['-20', '20', '-20', '0', '20']:pred [28.014345  5.794853 20.        0.       16.847038]
Hatchback_0_0_-20_20_20_0_20_450:gt ['0', '0', '-20', '20', '20']:pred [ 2.2538145  0.        25.74874   20.        20.       ]
Sedan4Door_-20_20_-20_0_20_240_60_400:gt ['-20', '20', '-20', '0', '20']:pred [17.555008  38.727     29.285095   2.7865882 25.3884   ]
Sedan4Door_-20_0_0_20_0_0_20_400:gt ['-20', '0', '0', '20', '0']:pred [13.578637  0.        5.741842 20.        0.      ]
Sedan2Door_-20_20_0_20_0_80_60_450:gt ['-20', '20', '0', '20', '0']:pred [20.126177 50.59631   0.       20.        0.      ]
Sedan2Door_-20_0_-20_20_20_0_60_450:gt ['-20', '0', '-20', '20', '20']:pred [19.778313   6.6132135 20.        20.        17.984709 ]
Hybrid_-20_20_-20_20_20_160_60_400:gt ['-20', '20', '-20', '20', '20']:pred [24.194544 10.255366 20.       20.       58.18198 ]
Hatchback_0_0_-20_0_0_160_20_450:gt ['0', '0', '-20', '0', '0']:pred [ 0.         4.315979  20.        14.4060955  0.       ]
Sedan2Door_0_0_0_0_0_0_60_450:gt ['0', '0', '0', '0', '0']:pred [ 1.9255648  7.1695933  0.         0.        29.571692 ]
Hybrid_-20_0_-20_20_0_240_20_400:gt ['-20', '0', '-20', '20', '0']:pred [20.         5.4841623 20.        20.        25.829826 ]
Suv_0_20_0_20_20_80_60_400:gt ['0', '20', '0', '20', '20']:pred [ 0.67402124 25.513113    2.5804472  21.320177   47.3075    ]
Hybrid_0_20_0_0_0_0_60_400:gt ['0', '20', '0', '0', '0']:pred [ 6.945044 36.504322  0.        0.       20.139826]
Hybrid_0_20_-20_0_20_0_60_400:gt ['0', '20', '-20', '0', '20']:pred [ 6.4288883 41.385925  20.         0.        48.220165 ]
Sedan2Door_-20_20_-20_0_0_240_20_400:gt ['-20', '20', '-20', '0', '0']:pred [20.        37.355225  20.         0.        10.2989855]
Sedan2Door_0_20_-20_0_20_240_20_400:gt ['0', '20', '-20', '0', '20']:pred [ 0.       10.505405 20.        0.       58.18654 ]
Suv_-20_0_0_20_20_160_20_400:gt ['-20', '0', '0', '20', '20']:pred [20.         3.7083669  0.        20.75056   20.       ]
Hatchback_-20_20_0_0_20_240_20_450:gt ['-20', '20', '0', '0', '20']:pred [20.         6.105293   0.         2.8844986 36.249233 ]
Hatchback_0_20_-20_20_20_80_60_400:gt ['0', '20', '-20', '20', '20']:pred [ 3.6589072 39.747826   3.6799362  4.3112316 33.97445  ]
Suv_0_0_0_20_0_80_60_400:gt ['0', '0', '0', '20', '0']:pred [ 2.0080066  2.271659   5.0539484 12.997405  31.647026 ]
Sedan4Door_-20_0_0_20_20_160_20_400:gt ['-20', '0', '0', '20', '20']:pred [20.         4.2639165  0.        30.179684  20.       ]
Hybrid_-20_0_-20_0_20_160_20_400:gt ['-20', '0', '-20', '0', '20']:pred [20.        3.977897 20.        0.       20.      ]
Suv_0_20_-20_0_20_320_60_400:gt ['0', '20', '-20', '0', '20']:pred [ 6.167552 21.848228 42.80737   0.       49.182743]
Sedan4Door_0_0_0_20_20_0_20_450:gt ['0', '0', '0', '20', '20']:pred [ 2.758979   0.         1.9554499 20.        20.       ]
Hatchback_-20_0_-20_20_20_240_20_400:gt ['-20', '0', '-20', '20', '20']:pred [20.        3.479416 20.       14.109543 57.181297]
Hatchback_0_20_-20_0_20_240_60_450:gt ['0', '20', '-20', '0', '20']:pred [ 9.598216  5.814068 10.673758  4.344594 41.445854]
Hatchback_-20_20_-20_20_0_240_60_400:gt ['-20', '20', '-20', '20', '0']:pred [17.328173 22.956572 10.16609  10.660742 46.192867]
Suv_0_20_0_0_20_0_60_400:gt ['0', '20', '0', '0', '20']:pred [ 2.9784935 43.520027   1.4082849  0.        25.523397 ]
Sedan2Door_-20_0_-20_20_20_320_60_450:gt ['-20', '0', '-20', '20', '20']:pred [14.701289  4.474943 20.       20.       32.739677]
Hybrid_-20_0_0_20_0_160_20_450:gt ['-20', '0', '0', '20', '0']:pred [20.        3.814674  0.       20.        0.      ]
Hatchback_0_20_0_0_0_160_60_400:gt ['0', '20', '0', '0', '0']:pred [12.555333 43.21119   0.       27.474297 36.536636]
Hybrid_0_20_0_0_0_0_60_450:gt ['0', '20', '0', '0', '0']:pred [ 2.7600806 26.007387   0.         0.        21.484676 ]
Sedan2Door_0_0_0_20_0_0_20_450:gt ['0', '0', '0', '20', '0']:pred [ 0.8733232  0.         0.        20.         0.       ]
Sedan2Door_-20_0_0_0_0_160_60_450:gt ['-20', '0', '0', '0', '0']:pred [37.148186 28.46024   0.        0.       27.244728]
Sedan2Door_-20_20_-20_20_20_240_20_400:gt ['-20', '20', '-20', '20', '20']:pred [20.      38.61374 20.      20.      24.0486 ]
Sedan4Door_0_20_-20_20_0_240_60_400:gt ['0', '20', '-20', '20', '0']:pred [15.116174 18.362904 13.53285  12.939718 44.108826]
Sedan4Door_-20_0_0_20_20_80_20_400:gt ['-20', '0', '0', '20', '20']:pred [25.50732   0.        4.368135 20.       20.      ]
Hatchback_0_0_0_0_20_240_20_450:gt ['0', '0', '0', '0', '20']:pred [ 0.        4.392508  0.        9.534082 38.85535 ]
Suv_0_20_0_20_0_0_60_450:gt ['0', '20', '0', '20', '0']:pred [ 1.1420265 56.031864   4.239214  20.        40.87029  ]
Hatchback_0_20_-20_20_0_160_20_400:gt ['0', '20', '-20', '20', '0']:pred [ 0.         6.0685444 20.        13.350518   0.       ]
Sedan2Door_0_20_0_0_20_80_60_450:gt ['0', '20', '0', '0', '20']:pred [ 4.6892486 49.23138    0.         0.        49.936096 ]
Hybrid_-20_20_-20_0_0_80_20_400:gt ['-20', '20', '-20', '0', '0']:pred [22.310558 20.       20.        0.        0.      ]
Suv_-20_20_0_0_0_80_20_450:gt ['-20', '20', '0', '0', '0']:pred [18.98232 20.       0.       0.       0.     ]
Hatchback_-20_0_-20_20_0_0_60_450:gt ['-20', '0', '-20', '20', '0']:pred [13.347436   2.5976036  7.465121  20.         2.8060927]
Suv_-20_20_0_0_20_0_20_450:gt ['-20', '20', '0', '0', '20']:pred [13.712853  20.         3.4659495  0.        20.       ]
Hybrid_0_20_0_0_20_240_60_450:gt ['0', '20', '0', '0', '20']:pred [ 0.        5.101281  0.        0.       20.456198]
Hatchback_0_20_0_20_0_160_60_400:gt ['0', '20', '0', '20', '0']:pred [21.05753  15.170372  0.       18.881918 53.2883  ]
Suv_0_0_0_20_0_160_20_450:gt ['0', '0', '0', '20', '0']:pred [ 0.         4.0939274  0.        14.438431   0.       ]
Hybrid_0_0_-20_20_20_160_20_400:gt ['0', '0', '-20', '20', '20']:pred [ 0.         2.9997876 20.        20.        20.       ]
Hatchback_0_0_-20_0_0_320_60_450:gt ['0', '0', '-20', '0', '0']:pred [ 6.717394   5.9800353 18.471893   0.        49.913425 ]
Hybrid_0_20_-20_0_0_240_60_400:gt ['0', '20', '-20', '0', '0']:pred [ 0.       28.124172 20.        0.       31.054066]
Hybrid_0_20_0_0_0_320_60_450:gt ['0', '20', '0', '0', '0']:pred [ 2.973079 58.012043  0.        0.        4.914673]
Hatchback_-20_0_-20_0_20_0_20_450:gt ['-20', '0', '-20', '0', '20']:pred [16.157774  0.       16.876244  0.       20.      ]
Sedan2Door_-20_0_0_20_20_160_60_400:gt ['-20', '0', '0', '20', '20']:pred [33.37587   3.493347  0.       20.       59.37786 ]
Sedan2Door_-20_0_0_0_0_320_20_450:gt ['-20', '0', '0', '0', '0']:pred [22.193052  0.        0.        0.       13.3214  ]
Hatchback_0_20_-20_20_0_80_60_450:gt ['0', '20', '-20', '20', '0']:pred [ 2.7260313 14.98045    4.262272   4.473071  30.745672 ]
Hybrid_-20_20_-20_0_20_240_60_450:gt ['-20', '20', '-20', '0', '20']:pred [18.353832 31.869646 20.        0.       25.736038]
Suv_-20_20_0_0_20_240_20_400:gt ['-20', '20', '0', '0', '20']:pred [20.       22.046303  0.       18.44777  39.404327]
Sedan2Door_-20_20_-20_20_20_80_20_400:gt ['-20', '20', '-20', '20', '20']:pred [27.278069 20.       20.       20.       20.      ]
Hatchback_0_20_0_0_20_80_20_450:gt ['0', '20', '0', '0', '20']:pred [ 4.798487  20.         5.4059315  0.        20.       ]
Sedan2Door_-20_0_0_0_0_0_60_450:gt ['-20', '0', '0', '0', '0']:pred [ 6.97448  13.196551  0.        0.       54.848248]
Sedan4Door_-20_20_-20_0_20_80_60_450:gt ['-20', '20', '-20', '0', '20']:pred [23.893904 12.893271 11.986219 10.63487  45.784676]
Sedan4Door_0_0_-20_0_0_240_60_400:gt ['0', '0', '-20', '0', '0']:pred [ 0.        33.03178   27.9911     2.0271802 22.492046 ]
Sedan4Door_0_0_0_20_0_80_60_400:gt ['0', '0', '0', '20', '0']:pred [ 6.441637  17.786009   2.5193272  7.9046087  0.       ]
Hybrid_0_20_0_0_20_320_60_400:gt ['0', '20', '0', '0', '20']:pred [ 3.1451888 20.         0.         0.        34.765675 ]
Suv_-20_20_-20_0_0_160_20_400:gt ['-20', '20', '-20', '0', '0']:pred [20.       10.984164 20.       30.388052  0.      ]
Suv_-20_20_0_0_0_160_20_400:gt ['-20', '20', '0', '0', '0']:pred [20.        17.06524    0.         6.6051955  0.       ]
Sedan4Door_0_20_0_0_0_80_20_450:gt ['0', '20', '0', '0', '0']:pred [ 3.4264274 20.         0.         0.         0.       ]
Hybrid_0_20_0_0_20_160_20_400:gt ['0', '20', '0', '0', '20']:pred [ 0.       20.336819  0.        0.       20.      ]
Sedan2Door_-20_0_0_0_20_0_20_450:gt ['-20', '0', '0', '0', '20']:pred [17.206028  0.        0.        0.       20.      ]
Sedan2Door_0_20_0_20_20_0_60_400:gt ['0', '20', '0', '20', '20']:pred [ 5.4290614 29.31254    0.        20.        47.550945 ]
Hatchback_-20_20_0_0_20_320_20_450:gt ['-20', '20', '0', '0', '20']:pred [23.839815  20.         5.1274605  0.        17.256195 ]
Hybrid_0_0_-20_20_20_320_60_450:gt ['0', '0', '-20', '20', '20']:pred [ 9.015648  0.       20.       20.       41.73621 ]
Sedan4Door_0_0_0_20_0_0_60_400:gt ['0', '0', '0', '20', '0']:pred [ 2.5735466  8.897568   1.1118064 20.        37.304386 ]
Suv_-20_20_0_20_0_80_60_400:gt ['-20', '20', '0', '20', '0']:pred [23.101288   4.1764264  1.0035608 12.519984   3.2800179]
Hatchback_0_20_0_20_0_0_20_450:gt ['0', '20', '0', '20', '0']:pred [ 0.68712497 20.          3.8177373  20.          0.        ]
Sedan2Door_0_0_-20_20_20_80_60_400:gt ['0', '0', '-20', '20', '20']:pred [ 2.3936048  7.9284873 20.        20.        55.33143  ]
Sedan4Door_0_20_-20_20_0_160_60_400:gt ['0', '20', '-20', '20', '0']:pred [35.07498    7.8797007 20.        23.033432  44.099464 ]
Hybrid_-20_0_0_20_0_320_20_400:gt ['-20', '0', '0', '20', '0']:pred [22.99184    0.         0.        20.         7.9740677]
Hybrid_0_0_0_0_0_240_60_450:gt ['0', '0', '0', '0', '0']:pred [ 0.         3.2542346  0.         0.        41.71474  ]
Sedan4Door_0_20_0_20_20_320_60_400:gt ['0', '20', '0', '20', '20']:pred [ 5.883191  20.         2.8216708 36.37698   58.917652 ]
Suv_0_0_-20_0_20_160_20_450:gt ['0', '0', '-20', '0', '20']:pred [ 0.         1.7464337 20.        22.476374  20.       ]
Sedan2Door_0_0_-20_0_20_80_20_400:gt ['0', '0', '-20', '0', '20']:pred [12.45753  0.      20.       0.      20.     ]
Sedan2Door_-20_0_0_20_20_240_60_400:gt ['-20', '0', '0', '20', '20']:pred [11.182018   6.1149225  0.        20.        54.939713 ]
Sedan2Door_-20_20_-20_20_20_0_60_450:gt ['-20', '20', '-20', '20', '20']:pred [42.265682 52.78592  20.       20.       29.563946]
Suv_0_0_-20_20_0_160_60_450:gt ['0', '0', '-20', '20', '0']:pred [ 8.811776 42.605915 20.       10.854501 14.449232]
Hatchback_-20_20_0_20_20_240_60_400:gt ['-20', '20', '0', '20', '20']:pred [34.767494 41.72645   0.       14.236312 37.282143]
Sedan2Door_0_20_0_0_0_80_60_400:gt ['0', '20', '0', '0', '0']:pred [ 5.5195403 15.016136   0.         0.         0.       ]
Sedan2Door_-20_20_0_0_20_160_20_400:gt ['-20', '20', '0', '0', '20']:pred [20.        11.2374325  0.         0.        20.       ]
Sedan4Door_0_0_0_0_20_240_20_450:gt ['0', '0', '0', '0', '20']:pred [ 0.         8.335365   0.         6.2321696 21.960163 ]
Hatchback_-20_20_-20_20_20_320_60_450:gt ['-20', '20', '-20', '20', '20']:pred [28.804022 45.523026 21.976784 19.088444 24.23611 ]
