hybrid_0_0_-20_40_20_80_80_450:gt ['0', '0', '-20', '40', '20']:pred [ 2.1112869  2.5594208 20.        40.        20.       ]
hatchback_0_0_0_0_0_80_40_400:gt ['0', '0', '0', '0', '0']:pred [3.5055752 3.0384574 1.4460574 0.        0.       ]
sedan2door_-20_0_-40_20_40_80_40_400:gt ['-20', '0', '-40', '20', '40']:pred [18.748035   2.0690134 40.        20.        40.       ]
sedan2door_-20_0_-40_0_0_0_80_450:gt ['-20', '0', '-40', '0', '0']:pred [20.763159   2.3442366 40.         0.         2.3991554]
hybrid_0_20_-20_0_20_240_20_400:gt ['0', '20', '-20', '0', '20']:pred [ 0.       17.220245 20.        0.       17.118814]
sedan4door_0_20_-40_40_0_320_80_400:gt ['0', '20', '-40', '40', '0']:pred [ 2.6763296 15.77829   43.857674  41.7158     3.2500093]
suv_-20_40_0_40_0_320_40_450:gt ['-20', '40', '0', '40', '0']:pred [18.921795  40.         2.081911  40.         1.7489535]
hatchback_0_40_-40_20_40_160_20_400:gt ['0', '40', '-40', '20', '40']:pred [ 0.       45.482025 40.       18.841671 40.      ]
suv_-20_0_0_40_20_80_80_400:gt ['-20', '0', '0', '40', '20']:pred [19.817064   3.7333145  2.9819846 39.134403  20.       ]
hybrid_-40_40_-20_40_20_320_40_450:gt ['-40', '40', '-20', '40', '20']:pred [41.34624  40.       20.       40.       23.139387]
suv_0_0_-20_0_0_80_80_450:gt ['0', '0', '-20', '0', '0']:pred [ 2.7840436  2.1426897 19.286232   1.4875866  0.       ]
hatchback_0_40_-40_40_40_0_80_400:gt ['0', '40', '-40', '40', '40']:pred [ 2.00424  38.36838  42.555645 41.244785 42.130844]
hatchback_-20_40_-40_0_0_320_80_400:gt ['-20', '40', '-40', '0', '0']:pred [18.484264  40.829445  46.150826   2.3605318  3.2008972]
hybrid_-40_20_-20_0_0_0_80_450:gt ['-40', '20', '-20', '0', '0']:pred [41.32179   19.352928  20.         0.         2.6540084]
suv_-20_0_-40_0_20_240_40_450:gt ['-20', '0', '-40', '0', '20']:pred [20.         1.7307799 40.         2.3652968 22.895432 ]
suv_0_20_0_40_40_0_20_400:gt ['0', '20', '0', '40', '40']:pred [ 1.0431327 20.         2.11146   40.        40.       ]
suv_-40_0_-40_40_40_240_60_400:gt ['-40', '0', '-40', '40', '40']:pred [43.328136  5.441922 42.393322 41.291233 41.667942]
hybrid_-20_0_-40_20_40_0_80_400:gt ['-20', '0', '-40', '20', '40']:pred [17.516294   2.4882913 40.        20.        43.77196  ]
hybrid_0_0_-20_0_20_240_80_450:gt ['0', '0', '-20', '0', '20']:pred [ 3.3336315  2.0767298 20.         0.        19.776804 ]
suv_-40_20_-20_0_20_80_80_400:gt ['-40', '20', '-20', '0', '20']:pred [43.930775  17.782932  15.462482   1.4113716 20.       ]
hybrid_-40_20_-20_40_20_160_40_400:gt ['-40', '20', '-20', '40', '20']:pred [40.       17.999556 20.       40.       20.21896 ]
suv_-40_20_0_40_20_240_20_450:gt ['-40', '20', '0', '40', '20']:pred [40.       13.774231  0.       45.11108  23.14575 ]
hybrid_-20_20_-20_0_0_320_80_450:gt ['-20', '20', '-20', '0', '0']:pred [21.500555  17.203264  20.         0.         2.6649327]
hatchback_-20_0_-40_40_40_80_80_400:gt ['-20', '0', '-40', '40', '40']:pred [19.199764  3.105896 43.66037  39.56124  40.      ]
sedan4door_0_0_-40_0_20_240_60_450:gt ['0', '0', '-40', '0', '20']:pred [ 4.1739163  2.2848225 43.126667   1.9992205 22.473722 ]
hybrid_0_0_-20_40_20_80_20_400:gt ['0', '0', '-20', '40', '20']:pred [ 2.501001  0.       20.       40.       20.      ]
sedan2door_-40_40_0_40_20_240_60_450:gt ['-40', '40', '0', '40', '20']:pred [44.397945 41.299065  0.       40.       23.77878 ]
sedan4door_-40_0_0_20_0_0_60_400:gt ['-40', '0', '0', '20', '0']:pred [41.63007    2.1048412  2.3539624 20.         3.155449 ]
hatchback_-40_20_0_40_0_240_60_400:gt ['-40', '20', '0', '40', '0']:pred [44.97511  18.32132   0.       41.321926  3.222272]
suv_-20_20_0_20_20_80_60_400:gt ['-20', '20', '0', '20', '20']:pred [20.009167  19.965874   2.5878258 22.44614   17.303831 ]
suv_-40_20_0_0_20_80_20_450:gt ['-40', '20', '0', '0', '20']:pred [43.392002  20.         1.4868196  0.        20.       ]
hybrid_-20_20_0_40_20_0_60_400:gt ['-20', '20', '0', '40', '20']:pred [16.022457 18.076435  0.       40.       22.409002]
hybrid_-20_0_-20_20_0_160_20_450:gt ['-20', '0', '-20', '20', '0']:pred [20.         2.5958765 20.        20.         0.       ]
sedan2door_0_0_0_40_0_0_80_400:gt ['0', '0', '0', '40', '0']:pred [ 1.6687295  2.4987514  0.        40.         2.4826417]
hybrid_0_0_0_20_40_240_40_400:gt ['0', '0', '0', '20', '40']:pred [ 0.         2.8990176  0.        20.        42.555157 ]
sedan4door_0_20_0_0_40_80_80_400:gt ['0', '20', '0', '0', '40']:pred [ 2.013297  21.27268    1.7233889  2.512094  40.       ]
sedan2door_-20_0_0_20_0_240_40_450:gt ['-20', '0', '0', '20', '0']:pred [20.         1.8404564  0.        20.         1.2002609]
suv_-20_20_-40_40_20_80_20_400:gt ['-20', '20', '-40', '40', '20']:pred [17.159033 20.       48.66271  40.       20.      ]
hybrid_-40_40_-40_20_0_240_40_400:gt ['-40', '40', '-40', '20', '0']:pred [40.       42.797527 40.       20.        2.64733 ]
hybrid_0_40_0_40_20_320_40_450:gt ['0', '40', '0', '40', '20']:pred [ 2.027452 40.        0.       40.       22.624516]
suv_0_40_-20_40_40_320_80_400:gt ['0', '40', '-20', '40', '40']:pred [ 3.1790946 41.73207   21.722416  42.112164  40.891464 ]
sedan4door_0_40_-20_0_40_160_40_400:gt ['0', '40', '-20', '0', '40']:pred [ 0.        42.07813   20.         2.7624702 45.36607  ]
hatchback_-20_20_-40_20_20_160_20_450:gt ['-20', '20', '-40', '20', '20']:pred [20.       19.326809 40.       21.384256 20.      ]
hatchback_-20_0_-40_0_0_80_20_450:gt ['-20', '0', '-40', '0', '0']:pred [20.632343  0.       46.618713  0.        0.      ]
sedan4door_-20_0_-40_0_40_80_60_450:gt ['-20', '0', '-40', '0', '40']:pred [14.99398    2.2909799 42.821194   1.6257834 43.666702 ]
suv_-40_20_-20_0_0_0_20_400:gt ['-40', '20', '-20', '0', '0']:pred [43.41974  20.       20.162855  0.        0.      ]
sedan4door_-20_0_-20_0_40_0_60_450:gt ['-20', '0', '-20', '0', '40']:pred [19.423923  2.26963  22.484518  0.       46.36253 ]
sedan4door_-20_20_0_0_0_160_20_400:gt ['-20', '20', '0', '0', '0']:pred [20.       20.322544  0.        2.577257  0.      ]
hatchback_-20_40_0_20_20_80_80_450:gt ['-20', '40', '0', '20', '20']:pred [19.851622  41.746017   3.2056568 14.678466  20.       ]
hybrid_-20_20_0_0_20_0_60_400:gt ['-20', '20', '0', '0', '20']:pred [16.211416 17.7968    0.        0.       21.713316]
hatchback_0_40_-40_20_20_0_40_450:gt ['0', '40', '-40', '20', '20']:pred [ 2.0739033 40.        46.467033  20.        21.447271 ]
hatchback_0_40_0_0_20_160_40_450:gt ['0', '40', '0', '0', '20']:pred [ 0.        43.78292    0.         3.0295854 18.80521  ]
sedan4door_0_40_-20_40_0_80_20_450:gt ['0', '40', '-20', '40', '0']:pred [ 2.3569834 40.        18.024406  40.         0.       ]
sedan2door_-20_20_-20_20_20_80_20_400:gt ['-20', '20', '-20', '20', '20']:pred [15.836549 20.       20.       20.       20.      ]
hybrid_-40_20_0_0_20_160_60_450:gt ['-40', '20', '0', '0', '20']:pred [43.27656  20.421501  0.        0.       19.64461 ]
suv_-20_20_-20_0_20_80_40_400:gt ['-20', '20', '-20', '0', '20']:pred [15.761921 17.772455 18.44354   0.       20.      ]
hybrid_-20_0_-40_20_0_80_20_450:gt ['-20', '0', '-40', '20', '0']:pred [16.653297  0.       40.       20.        0.      ]
sedan4door_-20_0_-40_40_0_320_20_400:gt ['-20', '0', '-40', '40', '0']:pred [17.304136   0.        42.89012   40.         2.9844725]
sedan4door_0_0_0_0_0_320_80_450:gt ['0', '0', '0', '0', '0']:pred [2.5827305 1.8476863 1.94337   1.043244  1.7890143]
suv_-20_40_0_40_40_320_20_400:gt ['-20', '40', '0', '40', '40']:pred [14.960266  40.         2.0454366 40.        42.775284 ]
hatchback_-20_0_-40_0_20_80_80_450:gt ['-20', '0', '-40', '0', '20']:pred [15.592497   2.4415536 46.4767     1.888076  20.       ]
suv_-40_20_-40_20_20_80_20_450:gt ['-40', '20', '-40', '20', '20']:pred [42.075603 20.       43.240856 20.       20.      ]
hatchback_-20_0_-40_40_40_80_40_450:gt ['-20', '0', '-40', '40', '40']:pred [17.444813  3.660221 45.05491  40.       40.      ]
suv_-20_20_0_40_40_0_80_400:gt ['-20', '20', '0', '40', '40']:pred [16.491821  16.74979    2.3436356 40.819836  43.31938  ]
suv_0_0_-20_0_0_80_20_400:gt ['0', '0', '-20', '0', '0']:pred [ 2.810965  0.       17.805351  0.        0.      ]
hatchback_-40_20_0_40_0_80_20_400:gt ['-40', '20', '0', '40', '0']:pred [39.97262   20.         2.2074955 40.         0.       ]
sedan2door_-20_20_0_0_20_240_20_400:gt ['-20', '20', '0', '0', '20']:pred [20.       20.980719  0.        0.       17.28611 ]
suv_0_0_-20_0_0_80_80_450:gt ['0', '0', '-20', '0', '0']:pred [ 2.7840343  2.1426818 19.286222   1.4875824  0.       ]
hybrid_0_20_-20_0_40_160_60_450:gt ['0', '20', '-20', '0', '40']:pred [ 0.       22.874857 20.        0.       40.31771 ]
sedan4door_-20_20_-20_0_20_80_60_450:gt ['-20', '20', '-20', '0', '20']:pred [19.074091  17.742294  14.502049   3.4530776 21.729607 ]
sedan2door_-40_20_-20_20_40_320_40_400:gt ['-40', '20', '-20', '20', '40']:pred [42.566166 20.       20.       20.       40.149128]
suv_-20_0_-40_40_40_160_60_400:gt ['-20', '0', '-40', '40', '40']:pred [18.412334   3.0896287 40.        44.651463  45.118332 ]
hybrid_-20_20_0_40_20_160_20_400:gt ['-20', '20', '0', '40', '20']:pred [20.       15.935505  0.       40.       20.      ]
hatchback_-20_20_0_20_20_80_60_450:gt ['-20', '20', '0', '20', '20']:pred [19.744856  18.163078   2.6527681 16.448254  19.752941 ]
sedan2door_-40_20_-20_20_0_0_40_400:gt ['-40', '20', '-20', '20', '0']:pred [43.028526  20.        20.        20.         1.7460686]
hybrid_-40_40_0_0_20_320_60_450:gt ['-40', '40', '0', '0', '20']:pred [40.827007 40.457054  0.        0.       21.786526]
sedan2door_0_40_-40_40_20_320_40_400:gt ['0', '40', '-40', '40', '20']:pred [ 2.030699 40.       40.       40.       17.821842]
sedan4door_-40_40_0_0_0_320_20_400:gt ['-40', '40', '0', '0', '0']:pred [43.613075  40.         1.6946725  0.         1.2609193]
hatchback_-20_40_-20_20_20_80_20_400:gt ['-20', '40', '-20', '20', '20']:pred [18.812513 40.       18.464785 20.       20.      ]
sedan2door_-40_20_-20_40_40_0_20_400:gt ['-40', '20', '-20', '40', '40']:pred [39.782898 20.       20.       40.       40.      ]
hybrid_-20_0_-40_20_20_320_40_400:gt ['-20', '0', '-40', '20', '20']:pred [18.47721   0.       40.       20.       19.714155]
hatchback_-40_20_-40_0_0_80_20_400:gt ['-40', '20', '-40', '0', '0']:pred [43.90255 20.      46.24567  0.       0.     ]
hybrid_0_0_-40_20_20_160_80_450:gt ['0', '0', '-40', '20', '20']:pred [ 2.4824867  3.268768  40.        20.        18.662567 ]
hatchback_0_40_0_40_20_80_20_450:gt ['0', '40', '0', '40', '20']:pred [ 2.1166008 40.         4.2564487 40.        20.       ]
sedan4door_-40_0_-40_40_0_160_20_450:gt ['-40', '0', '-40', '40', '0']:pred [40.         1.5351312 40.        46.253548   0.       ]
hybrid_0_0_-40_0_20_0_20_400:gt ['0', '0', '-40', '0', '20']:pred [ 1.1834061  0.        40.         0.        20.       ]
hybrid_-40_0_-20_0_20_320_20_450:gt ['-40', '0', '-20', '0', '20']:pred [40.638153  0.       20.        0.       21.08103 ]
sedan2door_0_40_-20_0_40_320_80_400:gt ['0', '40', '-20', '0', '40']:pred [ 2.8869624 41.751686  20.         0.        42.039455 ]
suv_-40_0_0_40_20_320_60_400:gt ['-40', '0', '0', '40', '20']:pred [40.42003   0.        2.890918 42.46297  23.002   ]
sedan2door_-20_40_-40_20_40_160_20_400:gt ['-20', '40', '-40', '20', '40']:pred [20.       46.328636 40.       20.       40.      ]
sedan2door_-40_0_-20_40_40_0_20_450:gt ['-40', '0', '-20', '40', '40']:pred [42.56444  0.      20.      40.      40.     ]
suv_-40_20_0_20_40_0_80_400:gt ['-40', '20', '0', '20', '40']:pred [39.48233   16.159931   3.9294674 19.61464   42.378216 ]
suv_-40_0_-20_20_0_0_20_400:gt ['-40', '0', '-20', '20', '0']:pred [40.91758   0.       20.439337 20.        0.      ]
hybrid_0_20_-20_0_20_320_20_400:gt ['0', '20', '-20', '0', '20']:pred [ 1.7094904 20.        20.         0.        18.969395 ]
suv_0_40_-40_20_40_0_40_400:gt ['0', '40', '-40', '20', '40']:pred [ 2.7182412 40.        44.453045  20.        39.201004 ]
suv_-20_0_-40_0_40_0_60_400:gt ['-20', '0', '-40', '0', '40']:pred [17.52733   0.       43.156128  0.       39.25419 ]
hatchback_-20_20_-20_20_0_160_20_450:gt ['-20', '20', '-20', '20', '0']:pred [20.       12.455347 20.       21.946747  0.      ]
hybrid_-20_0_-20_0_20_240_60_400:gt ['-20', '0', '-20', '0', '20']:pred [18.15033   2.337597 20.        0.       20.514105]
suv_-40_20_-40_20_20_320_20_450:gt ['-40', '20', '-40', '20', '20']:pred [41.955738 20.       45.332714 20.       19.141445]
sedan4door_0_40_-40_0_20_240_60_450:gt ['0', '40', '-40', '0', '20']:pred [ 2.9331906 43.60612   42.255775   2.457866  21.370003 ]
sedan2door_0_20_-40_40_20_320_40_400:gt ['0', '20', '-40', '40', '20']:pred [ 1.943405 20.       40.       40.       18.516071]
hybrid_0_20_0_0_20_0_20_450:gt ['0', '20', '0', '0', '20']:pred [ 1.5393615 20.         0.         0.        20.       ]
hybrid_-20_0_0_20_40_240_20_450:gt ['-20', '0', '0', '20', '40']:pred [20.         2.5628562  0.        20.        45.788136 ]
sedan2door_0_0_-20_40_20_0_20_400:gt ['0', '0', '-20', '40', '20']:pred [ 1.0664757  0.        20.        40.        20.       ]
suv_-20_20_-20_0_0_240_40_400:gt ['-20', '20', '-20', '0', '0']:pred [20.        18.836285  20.         2.089657   1.8772794]
hatchback_0_40_0_20_20_160_80_450:gt ['0', '40', '0', '20', '20']:pred [ 3.7430797 45.879906   4.7208953 22.56075   18.482977 ]
hybrid_-20_0_-20_0_40_0_40_450:gt ['-20', '0', '-20', '0', '40']:pred [18.091927  0.       20.        0.       45.375576]
hybrid_0_0_-20_0_40_320_20_400:gt ['0', '0', '-20', '0', '40']:pred [ 2.0633812  0.        20.         0.        43.122074 ]
suv_0_0_-20_0_0_320_40_400:gt ['0', '0', '-20', '0', '0']:pred [ 2.4865181  0.        20.891209   0.         2.3613617]
sedan2door_-20_0_-40_20_40_80_20_400:gt ['-20', '0', '-40', '20', '40']:pred [16.264956  0.       40.       20.       40.      ]
sedan2door_-40_0_-20_20_20_160_20_400:gt ['-40', '0', '-20', '20', '20']:pred [40.         1.7624171 20.        20.        20.       ]
sedan2door_-40_40_-20_40_40_80_20_400:gt ['-40', '40', '-20', '40', '40']:pred [45.249313 40.       20.       40.       40.      ]
sedan2door_-20_20_-20_40_20_80_20_450:gt ['-20', '20', '-20', '40', '20']:pred [19.7202 20.     20.     40.     20.    ]
sedan2door_-20_0_0_0_0_160_80_400:gt ['-20', '0', '0', '0', '0']:pred [18.683285   1.7553909  0.         0.         1.9659568]
sedan4door_-20_20_-40_20_40_0_40_450:gt ['-20', '20', '-40', '20', '40']:pred [16.243092 20.       43.660915 20.       41.037666]
suv_-20_40_0_20_0_80_20_450:gt ['-20', '40', '0', '20', '0']:pred [19.018242 40.        0.       20.        0.      ]
hybrid_0_20_0_20_0_0_60_400:gt ['0', '20', '0', '20', '0']:pred [ 1.7760435 17.628153   0.        20.         1.7425021]
sedan4door_-20_0_-40_0_20_320_20_400:gt ['-20', '0', '-40', '0', '20']:pred [16.288446  0.       44.691387  0.       20.97776 ]
hybrid_0_40_-20_20_0_320_20_450:gt ['0', '40', '-20', '20', '0']:pred [ 1.2989603 40.        20.        20.         1.7004132]
hatchback_-20_0_-40_40_40_160_60_400:gt ['-20', '0', '-40', '40', '40']:pred [18.400244   2.8725445 40.        42.235847  45.84272  ]
sedan4door_-40_40_-20_20_40_320_40_400:gt ['-40', '40', '-20', '20', '40']:pred [39.23907  40.       19.684156 20.       40.413116]
suv_-40_0_0_0_20_0_40_450:gt ['-40', '0', '0', '0', '20']:pred [42.620678   0.         1.9217159  0.        22.1597   ]
suv_-40_40_-40_0_40_0_40_400:gt ['-40', '40', '-40', '0', '40']:pred [40.931557 40.       40.580147  0.       38.634964]
sedan2door_-20_0_-20_0_20_0_80_400:gt ['-20', '0', '-20', '0', '20']:pred [19.47624    2.1295247 20.         0.        18.76166  ]
sedan4door_-40_40_-20_0_40_0_80_400:gt ['-40', '40', '-20', '0', '40']:pred [39.476105  40.343307  19.034454   3.4088547 43.56793  ]
sedan2door_0_20_0_20_40_80_40_450:gt ['0', '20', '0', '20', '40']:pred [ 2.034576 20.353512  0.       20.       40.      ]
hybrid_0_40_-20_0_40_160_20_400:gt ['0', '40', '-20', '0', '40']:pred [ 0.       46.120636 20.        0.       40.      ]
hybrid_-40_20_-40_20_40_80_80_450:gt ['-40', '20', '-40', '20', '40']:pred [42.843967 19.469793 40.       20.       40.      ]
sedan4door_-40_0_-40_20_20_160_20_400:gt ['-40', '0', '-40', '20', '20']:pred [40.         2.2125485 40.        19.566315  20.       ]
sedan4door_-20_0_-20_40_40_320_40_400:gt ['-20', '0', '-20', '40', '40']:pred [17.949709  0.       19.515707 40.       40.71142 ]
hatchback_-40_40_0_0_0_320_60_400:gt ['-40', '40', '0', '0', '0']:pred [43.067932  43.059853   3.701872   0.         2.3480222]
hatchback_-20_40_0_40_0_240_20_400:gt ['-20', '40', '0', '40', '0']:pred [20.        42.718544   0.        42.411053   2.2896802]
suv_0_20_-40_20_20_160_60_450:gt ['0', '20', '-40', '20', '20']:pred [ 3.7928698 18.551233  40.        16.587332  19.495756 ]
sedan2door_-20_40_0_40_40_0_60_450:gt ['-20', '40', '0', '40', '40']:pred [17.541933 43.002594  0.       40.       39.650284]
sedan2door_0_20_-40_0_0_320_60_400:gt ['0', '20', '-40', '0', '0']:pred [ 2.3315716 20.09149   40.         0.         1.3386894]
sedan4door_-40_40_-40_40_40_240_20_450:gt ['-40', '40', '-40', '40', '40']:pred [40.       40.097496 40.       40.608234 40.959404]
sedan4door_0_0_-40_20_20_0_60_400:gt ['0', '0', '-40', '20', '20']:pred [ 2.2763357  1.6628683 46.10481   20.        26.28563  ]
hatchback_0_20_0_40_0_80_20_400:gt ['0', '20', '0', '40', '0']:pred [ 1.7989777 20.         0.        40.         0.       ]
suv_-40_0_0_20_40_160_80_450:gt ['-40', '0', '0', '20', '40']:pred [41.945087   4.0156016  0.        21.63671   39.99719  ]
sedan2door_-20_20_-20_0_40_240_20_450:gt ['-20', '20', '-20', '0', '40']:pred [20.       18.619516 20.        0.       46.91628 ]
sedan2door_0_40_-20_20_40_240_80_450:gt ['0', '40', '-20', '20', '40']:pred [ 3.4144688 43.143993  20.        20.        42.429466 ]
suv_0_20_0_40_0_240_60_450:gt ['0', '20', '0', '40', '0']:pred [ 1.6230512 18.927198   0.        46.19778    2.0996013]
hybrid_-40_40_0_0_0_0_60_450:gt ['-40', '40', '0', '0', '0']:pred [40.566845  42.70321    0.         0.         2.4602814]
hatchback_0_40_0_40_40_160_60_450:gt ['0', '40', '0', '40', '40']:pred [ 3.1359494 40.908997   0.        41.31879   41.44065  ]
hybrid_-20_0_-40_40_20_320_20_400:gt ['-20', '0', '-40', '40', '20']:pred [17.831028  0.       40.       40.       22.147022]
sedan4door_-40_0_0_20_0_160_40_400:gt ['-40', '0', '0', '20', '0']:pred [40.         1.8260252  0.        21.50437    2.2745533]
sedan2door_0_20_-20_0_40_240_20_450:gt ['0', '20', '-20', '0', '40']:pred [ 0.       17.823807 20.        0.       45.302963]
sedan2door_-20_0_-40_0_40_320_40_450:gt ['-20', '0', '-40', '0', '40']:pred [18.579153  0.       40.        0.       41.14413 ]
suv_0_0_-20_20_40_0_80_400:gt ['0', '0', '-20', '20', '40']:pred [ 2.445134   2.6718962 21.27571   16.641708  42.793293 ]
hatchback_-40_40_-40_0_40_0_80_400:gt ['-40', '40', '-40', '0', '40']:pred [41.927273 41.887657 41.904182  0.       41.278175]
hatchback_-20_20_-40_40_20_240_80_400:gt ['-20', '20', '-40', '40', '20']:pred [14.357764 22.141417 43.278477 40.033825 22.54948 ]
suv_-40_20_0_40_40_0_60_400:gt ['-40', '20', '0', '40', '40']:pred [38.86906   23.521461   2.4212453 40.        43.63443  ]
hybrid_-40_20_0_20_40_160_20_450:gt ['-40', '20', '0', '20', '40']:pred [40.      16.35665  0.      20.      40.     ]
hybrid_-20_0_0_0_40_320_20_450:gt ['-20', '0', '0', '0', '40']:pred [18.006315  0.        0.        0.       43.363575]
sedan2door_-40_0_0_20_40_320_80_400:gt ['-40', '0', '0', '20', '40']:pred [46.5594     2.5113688  0.        20.        39.38041  ]
suv_-40_0_0_0_20_80_80_400:gt ['-40', '0', '0', '0', '20']:pred [44.016544   1.6231948  1.9466132  1.1865606 20.       ]
sedan4door_-40_0_-40_0_0_240_60_450:gt ['-40', '0', '-40', '0', '0']:pred [44.448647   2.0459242 42.77946    2.2695832  2.7680533]
sedan2door_-20_0_-20_20_20_0_20_400:gt ['-20', '0', '-20', '20', '20']:pred [16.04935  0.      20.      20.      20.     ]
hybrid_-40_20_-40_0_40_0_20_450:gt ['-40', '20', '-40', '0', '40']:pred [44.348278 20.       40.        0.       40.      ]
hatchback_-40_0_-40_20_20_80_40_450:gt ['-40', '0', '-40', '20', '20']:pred [41.363632  2.072495 45.317707 20.       20.      ]
hatchback_-40_20_0_0_40_0_60_400:gt ['-40', '20', '0', '0', '40']:pred [36.785236  15.404919   2.5633733  0.        42.072342 ]
sedan2door_-20_0_0_0_20_80_80_450:gt ['-20', '0', '0', '0', '20']:pred [18.413363   1.9517668  0.         0.        20.       ]
sedan4door_-40_20_0_0_20_0_40_400:gt ['-40', '20', '0', '0', '20']:pred [41.94816   20.         2.8404365  0.        20.465588 ]
hybrid_-20_20_-20_40_20_160_20_400:gt ['-20', '20', '-20', '40', '20']:pred [20.      17.73932 20.      40.      20.     ]
suv_0_40_-20_0_40_320_60_400:gt ['0', '40', '-20', '0', '40']:pred [ 2.0083818 44.81539   21.659588   0.        41.811245 ]
hybrid_-40_40_-40_20_0_160_20_400:gt ['-40', '40', '-40', '20', '0']:pred [40.      47.18339 40.      20.       0.     ]
suv_-20_20_-20_40_20_160_20_450:gt ['-20', '20', '-20', '40', '20']:pred [20.       17.656044 20.       47.058594 20.      ]
sedan2door_0_0_-20_40_20_0_40_400:gt ['0', '0', '-20', '40', '20']:pred [ 1.6944193  0.        20.        40.        21.20465  ]
suv_-40_0_-20_0_20_0_80_400:gt ['-40', '0', '-20', '0', '20']:pred [41.636436  2.247842 22.129042  0.       19.932762]
hybrid_-40_40_-20_20_0_80_60_400:gt ['-40', '40', '-20', '20', '0']:pred [42.642494 40.09162  20.       20.        2.346623]
suv_-40_40_0_0_0_80_60_400:gt ['-40', '40', '0', '0', '0']:pred [41.881157 42.047318  4.244096  0.        6.104805]
sedan4door_-40_0_0_40_20_0_40_450:gt ['-40', '0', '0', '40', '20']:pred [42.27667   0.        3.090192 40.       19.119442]
suv_-20_0_-40_20_20_320_40_450:gt ['-20', '0', '-40', '20', '20']:pred [19.868387  0.       43.08115  20.       20.09055 ]
hatchback_-40_40_-20_40_20_80_80_450:gt ['-40', '40', '-20', '40', '20']:pred [42.48853  37.623756 18.73571  37.4215   20.      ]
hybrid_0_40_0_20_40_80_80_450:gt ['0', '40', '0', '20', '40']:pred [ 3.2692702 43.47855    0.        20.        40.       ]
sedan2door_0_20_-20_0_40_240_60_400:gt ['0', '20', '-20', '0', '40']:pred [ 3.298201 19.374285 20.        0.       42.78678 ]
hatchback_-40_40_-20_40_40_0_60_450:gt ['-40', '40', '-20', '40', '40']:pred [38.732147 40.600822 21.536583 40.       40.83272 ]
hybrid_0_40_0_20_0_240_20_450:gt ['0', '40', '0', '20', '0']:pred [ 0.        43.054203   0.        20.         2.0709622]
suv_-20_0_-20_20_0_0_60_450:gt ['-20', '0', '-20', '20', '0']:pred [18.835777  0.       20.384947 20.        4.333909]
hatchback_-40_40_0_20_40_160_60_450:gt ['-40', '40', '0', '20', '40']:pred [39.603905 35.804886  0.       17.369642 42.344257]
suv_0_20_-40_20_0_320_20_400:gt ['0', '20', '-40', '20', '0']:pred [ 1.8482325 20.        46.23877   20.         2.18822  ]
sedan2door_-20_40_0_0_20_320_80_450:gt ['-20', '40', '0', '0', '20']:pred [19.236832 42.654865  0.        0.       20.182621]
hatchback_0_20_-40_40_40_240_60_450:gt ['0', '20', '-40', '40', '40']:pred [ 5.384686 17.315098 40.74569  38.845287 39.01992 ]
hybrid_0_40_-20_20_20_320_20_450:gt ['0', '40', '-20', '20', '20']:pred [ 1.9417702 40.        20.        20.        18.46484  ]
hatchback_0_0_-20_0_0_80_80_400:gt ['0', '0', '-20', '0', '0']:pred [ 1.3015363  1.1053923 14.527435   1.0696813  0.       ]
suv_-40_0_-40_20_0_240_20_400:gt ['-40', '0', '-40', '20', '0']:pred [40.         2.1907694 40.        16.819962   1.8363361]
sedan4door_-20_20_-20_0_0_240_40_400:gt ['-20', '20', '-20', '0', '0']:pred [20.        15.969055  20.         1.1749659  1.7249421]
suv_-20_20_0_20_20_80_80_450:gt ['-20', '20', '0', '20', '20']:pred [19.118029  20.986242   2.6006823 16.321783  20.       ]
sedan4door_0_20_0_20_20_160_40_450:gt ['0', '20', '0', '20', '20']:pred [ 0.       22.000097  0.       17.05326  18.72599 ]
suv_-40_40_-40_0_20_320_60_400:gt ['-40', '40', '-40', '0', '20']:pred [41.762787 39.9466   45.757004  0.       18.827644]
sedan4door_-40_0_0_0_40_320_20_450:gt ['-40', '0', '0', '0', '40']:pred [43.439148   0.         1.8692287  0.        44.026012 ]
suv_-40_20_-40_20_0_320_40_450:gt ['-40', '20', '-40', '20', '0']:pred [42.457294  20.        42.22642   20.         2.1500664]
sedan4door_-20_20_-20_40_40_0_60_400:gt ['-20', '20', '-20', '40', '40']:pred [19.85028  19.2875   19.749771 40.       42.299885]
hybrid_0_20_-40_40_0_0_20_400:gt ['0', '20', '-40', '40', '0']:pred [ 1.1908971 20.        40.        40.         0.       ]
sedan2door_0_0_0_0_20_320_60_450:gt ['0', '0', '0', '0', '20']:pred [ 2.4834309  3.5695639  0.         0.        21.08305  ]
hybrid_0_20_-40_0_40_320_20_450:gt ['0', '20', '-40', '0', '40']:pred [ 2.3601427 20.        40.         0.        48.34419  ]
hatchback_-20_20_0_0_20_0_80_450:gt ['-20', '20', '0', '0', '20']:pred [17.556515  19.827736   3.5390065  3.8269954 18.519987 ]
hatchback_0_20_-20_40_40_160_80_400:gt ['0', '20', '-20', '40', '40']:pred [ 3.762334 17.404367 23.672403 38.048485 42.033806]
hybrid_0_20_-40_20_0_320_40_450:gt ['0', '20', '-40', '20', '0']:pred [ 2.365586  20.        40.        20.         1.6229368]
