sedan2door_-30_23_-4_48_15_20_30_420:gt ['-30', '23', '-4', '48', '15']:pred [30.666483 23.        4.       48.        8.111878]
suv_-30_45_-22_48_15_230_30_420:gt ['-30', '45', '-22', '48', '15']:pred [30.       45.54198  22.       36.521984 11.387547]
hybrid_-50_45_-4_48_15_230_70_420:gt ['-50', '45', '-4', '48', '15']:pred [37.38622  40.363686  4.       48.        7.411201]
sedan2door_-17_23_-22_48_28_140_70_420:gt ['-17', '23', '-22', '48', '28']:pred [25.702042  4.971728 22.       48.       48.87388 ]
sedan2door_-50_45_-4_10_15_140_30_420:gt ['-50', '45', '-4', '10', '15']:pred [50.       36.24663   4.       10.       12.067034]
sedan2door_-50_15_-4_35_46_20_70_420:gt ['-50', '15', '-4', '35', '46']:pred [41.471092 18.049768  4.       35.       32.84293 ]
sedan2door_-50_15_-36_35_46_50_30_420:gt ['-50', '15', '-36', '35', '46']:pred [38.530407 15.       36.       35.       46.      ]
hybrid_-17_23_-22_35_28_140_70_420:gt ['-17', '23', '-22', '35', '28']:pred [28.320366   4.5057926 22.        35.        38.67389  ]
sedan2door_-30_15_-36_35_46_140_30_420:gt ['-30', '15', '-36', '35', '46']:pred [30.        9.629237 36.       35.       11.92075 ]
hybrid_-50_23_-4_48_28_230_70_420:gt ['-50', '23', '-4', '48', '28']:pred [31.258009 12.653064  4.       48.       34.72896 ]
hybrid_-50_15_-22_10_46_50_70_420:gt ['-50', '15', '-22', '10', '46']:pred [19.885748 20.99052  22.       10.       30.176697]
hatchback_-50_23_-22_48_46_50_30_420:gt ['-50', '23', '-22', '48', '46']:pred [46.52389  23.       35.954937 48.       46.      ]
hybrid_-30_15_-4_48_15_140_70_420:gt ['-30', '15', '-4', '48', '15']:pred [33.92209   4.668856  4.       48.       22.862762]
hybrid_-50_23_-4_48_46_20_30_420:gt ['-50', '23', '-4', '48', '46']:pred [46.86401  23.        4.       48.       18.335674]
sedan4door_-17_23_-36_35_15_230_70_420:gt ['-17', '23', '-36', '35', '15']:pred [21.384668 28.471657 34.514046 40.59052  18.15107 ]
sedan2door_-50_23_-22_35_46_230_30_420:gt ['-50', '23', '-22', '35', '46']:pred [50.       20.049068 22.       35.       45.027145]
sedan4door_-50_45_-4_10_28_230_70_420:gt ['-50', '45', '-4', '10', '28']:pred [29.658464 46.83338  18.796467 19.316477 28.383728]
sedan2door_-30_23_-4_35_15_50_30_420:gt ['-30', '23', '-4', '35', '15']:pred [44.044563 23.        4.       35.       15.      ]
hatchback_-50_45_-22_35_15_140_30_420:gt ['-50', '45', '-22', '35', '15']:pred [50.       40.756615 22.       22.235456 16.48201 ]
hybrid_-17_45_-22_48_46_230_70_420:gt ['-17', '45', '-22', '48', '46']:pred [27.619005 36.592926 22.       48.       38.17271 ]
hatchback_-30_23_-4_10_46_20_70_420:gt ['-30', '23', '-4', '10', '46']:pred [22.95795  29.470158  9.133829 50.54621  37.969345]
suv_-30_23_-4_35_28_230_30_420:gt ['-30', '23', '-4', '35', '28']:pred [30.       11.852253  4.       33.54491  26.320282]
hatchback_-50_23_-36_10_15_230_70_420:gt ['-50', '23', '-36', '10', '15']:pred [42.925674 19.15533  32.122524 21.399136 12.164008]
hybrid_-17_45_-4_48_46_50_30_420:gt ['-17', '45', '-4', '48', '46']:pred [36.056015 45.        4.       48.       46.      ]
sedan2door_-50_23_-36_48_46_50_30_420:gt ['-50', '23', '-36', '48', '46']:pred [38.9695 23.     36.     48.     46.    ]
hatchback_-50_23_-4_48_28_230_70_420:gt ['-50', '23', '-4', '48', '28']:pred [38.553577 32.740906 22.229067 41.986427 34.477745]
sedan2door_-17_23_-36_48_28_20_30_420:gt ['-17', '23', '-36', '48', '28']:pred [15.685904 23.       36.       48.       12.923674]
hatchback_-50_45_-4_10_15_20_70_420:gt ['-50', '45', '-4', '10', '15']:pred [39.731365 31.634981  9.031978 38.940613 16.16469 ]
sedan4door_-17_45_-4_35_46_50_30_420:gt ['-17', '45', '-4', '35', '46']:pred [35.449917 45.       11.388929 35.       46.      ]
hatchback_-50_45_-36_48_15_20_70_420:gt ['-50', '45', '-36', '48', '15']:pred [38.483517 45.235653 20.2667   45.43114  22.41178 ]
hybrid_-17_15_-36_10_28_50_70_420:gt ['-17', '15', '-36', '10', '28']:pred [21.436647  10.7374325 36.        10.        11.587908 ]
hybrid_-50_15_-36_10_28_230_70_420:gt ['-50', '15', '-36', '10', '28']:pred [33.024883  8.26045  36.       10.       33.650795]
sedan2door_-50_23_-22_10_15_230_70_420:gt ['-50', '23', '-22', '10', '15']:pred [38.219345 19.609163 22.       10.       10.84446 ]
hybrid_-17_15_-36_10_15_230_30_420:gt ['-17', '15', '-36', '10', '15']:pred [17.         6.120818  36.        10.         7.9133453]
hybrid_-17_45_-4_48_28_230_30_420:gt ['-17', '45', '-4', '48', '28']:pred [17.       41.67312   4.       21.708801 28.274231]
hybrid_-50_15_-4_48_28_50_30_420:gt ['-50', '15', '-4', '48', '28']:pred [36.845245 15.        4.       48.       28.      ]
hybrid_-30_23_-22_10_15_50_30_420:gt ['-30', '23', '-22', '10', '15']:pred [34.611984 23.       22.       10.       15.      ]
hatchback_-30_45_-4_35_15_20_70_420:gt ['-30', '45', '-4', '35', '15']:pred [23.849394  37.987865   7.0986953 35.        13.847152 ]
sedan4door_-50_45_-36_10_15_20_30_420:gt ['-50', '45', '-36', '10', '15']:pred [49.754307 45.       38.713703 10.       11.850425]
sedan2door_-50_23_-22_10_15_230_30_420:gt ['-50', '23', '-22', '10', '15']:pred [50.       18.668253 22.       10.       12.998526]
hybrid_-17_15_-36_35_28_20_70_420:gt ['-17', '15', '-36', '35', '28']:pred [18.605297 13.46616  36.       35.       28.833899]
hybrid_-50_23_-22_35_46_230_70_420:gt ['-50', '23', '-22', '35', '46']:pred [35.047653 12.193602 22.       35.       37.725624]
suv_-17_23_-22_10_28_50_70_420:gt ['-17', '23', '-22', '10', '28']:pred [34.574406 13.388937 21.919176 35.960396 10.915976]
suv_-30_23_-4_48_46_50_70_420:gt ['-30', '23', '-4', '48', '46']:pred [46.925953 17.46632  20.184631 36.515266 22.201435]
suv_-17_23_-36_10_15_50_70_420:gt ['-17', '23', '-36', '10', '15']:pred [38.850727 17.423231 34.2684   29.444298  9.29136 ]
hybrid_-50_23_-22_35_15_50_70_420:gt ['-50', '23', '-22', '35', '15']:pred [21.620829 26.486652 22.       35.        8.050575]
sedan4door_-17_23_-22_48_46_50_70_420:gt ['-17', '23', '-22', '48', '46']:pred [42.23131  23.377579 21.97804  36.67278   9.58289 ]
suv_-17_23_-36_35_15_20_30_420:gt ['-17', '23', '-36', '35', '15']:pred [25.452078 23.       34.626984 35.       10.78317 ]
sedan4door_-17_15_-36_48_28_20_30_420:gt ['-17', '15', '-36', '48', '28']:pred [25.63262  15.       28.19454  48.       13.858015]
sedan2door_-17_23_-22_48_28_230_70_420:gt ['-17', '23', '-22', '48', '28']:pred [22.034422 17.186722 22.       48.       32.284534]
hatchback_-30_45_-36_10_28_50_70_420:gt ['-30', '45', '-36', '10', '28']:pred [28.575228 26.193594 33.989025 36.058197 19.554869]
hatchback_-17_23_-22_35_46_230_70_420:gt ['-17', '23', '-22', '35', '46']:pred [26.218748 22.345251 30.839584 27.78333  51.603542]
hatchback_-50_45_-22_10_46_230_70_420:gt ['-50', '45', '-22', '10', '46']:pred [43.277245 45.839745 30.325008 14.258145 49.389034]
hatchback_-17_45_-22_48_15_20_30_420:gt ['-17', '45', '-22', '48', '15']:pred [35.016975 45.       26.489834 48.       18.425184]
sedan4door_-50_45_-36_10_28_230_70_420:gt ['-50', '45', '-36', '10', '28']:pred [33.35723  46.06589  35.79872  21.365194 28.976147]
hatchback_-50_15_-36_48_46_50_30_420:gt ['-50', '15', '-36', '48', '46']:pred [44.826366 15.       42.914574 48.       46.      ]
hybrid_-50_23_-36_35_28_140_30_420:gt ['-50', '23', '-36', '35', '28']:pred [50.       23.628653 36.       35.       28.      ]
hatchback_-17_45_-4_48_15_50_30_420:gt ['-17', '45', '-4', '48', '15']:pred [42.519302 45.       11.597619 48.       15.      ]
hatchback_-50_15_-22_35_15_50_70_420:gt ['-50', '15', '-22', '35', '15']:pred [33.94139  20.065445 22.169973 30.391224 10.808101]
sedan2door_-30_45_-4_35_15_50_70_420:gt ['-30', '45', '-4', '35', '15']:pred [41.436226 26.338322  4.       35.        9.418557]
sedan4door_-17_15_-4_35_15_230_30_420:gt ['-17', '15', '-4', '35', '15']:pred [17.       14.234783  4.       31.011923 24.70265 ]
sedan2door_-50_45_-4_10_46_50_30_420:gt ['-50', '45', '-4', '10', '46']:pred [40.98602 45.       4.      10.      46.     ]
sedan4door_-17_45_-4_48_46_50_30_420:gt ['-17', '45', '-4', '48', '46']:pred [34.637257 45.       11.530443 48.       46.      ]
sedan4door_-17_15_-36_10_28_230_30_420:gt ['-17', '15', '-36', '10', '28']:pred [17.       10.495395 36.       14.27362  40.125084]
sedan4door_-30_15_-4_35_15_50_70_420:gt ['-30', '15', '-4', '35', '15']:pred [38.231236 19.125162 18.772427 26.62383   4.434787]
sedan4door_-17_23_-4_35_28_140_30_420:gt ['-17', '23', '-4', '35', '28']:pred [17.       14.056446  4.       27.760658 10.286791]
sedan4door_-30_15_-4_48_15_140_70_420:gt ['-30', '15', '-4', '48', '15']:pred [38.792507  9.125516  4.       25.066511 21.105686]
hatchback_-17_45_-22_35_15_140_70_420:gt ['-17', '45', '-22', '35', '15']:pred [31.1333   25.51285  23.176641 31.022427 21.27208 ]
sedan4door_-17_23_-22_48_28_230_30_420:gt ['-17', '23', '-22', '48', '28']:pred [17.       18.46752  22.       46.129982 43.29397 ]
hybrid_-30_23_-4_48_46_20_70_420:gt ['-30', '23', '-4', '48', '46']:pred [25.487366 19.771145  4.       48.       36.292274]
hybrid_-50_23_-22_35_15_230_70_420:gt ['-50', '23', '-22', '35', '15']:pred [33.49099  11.994338 22.       35.        9.421481]
hatchback_-50_45_-36_35_15_50_30_420:gt ['-50', '45', '-36', '35', '15']:pred [41.33713 45.      38.15345 35.      15.     ]
sedan4door_-17_45_-4_48_15_20_30_420:gt ['-17', '45', '-4', '48', '15']:pred [23.237644 45.        4.447001 48.       14.915086]
hatchback_-50_23_-4_10_28_50_70_420:gt ['-50', '23', '-4', '10', '28']:pred [28.479708 12.448306 21.544312 31.571466 17.052536]
sedan4door_-30_15_-22_35_28_230_70_420:gt ['-30', '15', '-22', '35', '28']:pred [36.216667 14.46106  25.697659 41.545483 31.928165]
hatchback_-50_23_-4_48_15_50_70_420:gt ['-50', '23', '-4', '48', '15']:pred [32.437237 20.093796 22.397373 39.706802 14.337184]
suv_-50_15_-36_10_46_50_30_420:gt ['-50', '15', '-36', '10', '46']:pred [37.937756 15.       47.056805 10.       46.      ]
hatchback_-30_45_-4_48_15_50_70_420:gt ['-30', '45', '-4', '48', '15']:pred [33.34668  27.694511 16.331806 42.55269  13.230167]
hatchback_-17_15_-36_10_28_140_30_420:gt ['-17', '15', '-36', '10', '28']:pred [17.       13.666855 36.       12.103883 19.338305]
sedan2door_-17_15_-36_35_15_230_30_420:gt ['-17', '15', '-36', '35', '15']:pred [17.         9.13822   36.        35.        12.2092285]
sedan2door_-17_45_-4_10_46_20_30_420:gt ['-17', '45', '-4', '10', '46']:pred [15.982706 45.        4.       10.       19.38853 ]
hatchback_-17_45_-36_35_15_50_30_420:gt ['-17', '45', '-36', '35', '15']:pred [44.82465 45.      32.87005 35.      15.     ]
hatchback_-50_45_-4_10_46_20_70_420:gt ['-50', '45', '-4', '10', '46']:pred [43.043106 35.81073   8.23547  49.48417  39.57364 ]
suv_-50_23_-4_48_15_20_30_420:gt ['-50', '23', '-4', '48', '15']:pred [40.991787 23.        9.263875 48.        9.624261]
sedan4door_-50_45_-4_35_28_50_30_420:gt ['-50', '45', '-4', '35', '28']:pred [33.770184 45.       18.86956  35.       28.      ]
hatchback_-30_15_-22_35_28_50_30_420:gt ['-30', '15', '-22', '35', '28']:pred [43.03508  15.       33.702873 35.       28.      ]
suv_-17_23_-4_35_28_230_70_420:gt ['-17', '23', '-4', '35', '28']:pred [17.52599  37.044434 15.211616 40.994614 32.64583 ]
sedan4door_-30_23_-22_35_46_230_70_420:gt ['-30', '23', '-22', '35', '46']:pred [33.444244 31.724829 24.310583 40.544758 50.53733 ]
hybrid_-17_23_-4_48_46_230_70_420:gt ['-17', '23', '-4', '48', '46']:pred [24.532623 10.009373  4.       48.       41.925808]
hybrid_-30_15_-22_35_15_50_70_420:gt ['-30', '15', '-22', '35', '15']:pred [25.687424 17.239885 22.       35.        8.494306]
sedan4door_-17_23_-36_35_28_230_30_420:gt ['-17', '23', '-36', '35', '28']:pred [17.       24.227451 36.       35.939842 40.97606 ]
sedan2door_-17_23_-4_48_28_140_30_420:gt ['-17', '23', '-4', '48', '28']:pred [17.        16.37487    4.        48.         7.5220337]
sedan4door_-50_45_-4_10_46_20_30_420:gt ['-50', '45', '-4', '10', '46']:pred [46.607754 45.        5.824396 10.       14.381217]
hybrid_-17_45_-4_10_15_140_30_420:gt ['-17', '45', '-4', '10', '15']:pred [17.       36.176548  4.       10.       15.      ]
suv_-30_45_-36_48_28_140_70_420:gt ['-30', '45', '-36', '48', '28']:pred [42.078327 45.782722 36.       41.026173 41.917454]
hatchback_-50_15_-36_10_15_20_30_420:gt ['-50', '15', '-36', '10', '15']:pred [50.905178 15.       34.81098  10.       11.455379]
suv_-17_23_-4_10_28_20_70_420:gt ['-17', '23', '-4', '10', '28']:pred [21.878246  17.795835   7.2176056 10.        14.478755 ]
hybrid_-17_15_-36_48_46_230_70_420:gt ['-17', '15', '-36', '48', '46']:pred [25.676287  6.521783 36.       48.       40.86517 ]
hatchback_-30_23_-36_48_15_20_30_420:gt ['-30', '23', '-36', '48', '15']:pred [41.61576  23.       29.116638 48.       13.986002]
hybrid_-30_15_-22_48_15_20_30_420:gt ['-30', '15', '-22', '48', '15']:pred [41.389294 15.       22.       48.       10.115888]
sedan2door_-50_15_-22_35_15_20_70_420:gt ['-50', '15', '-22', '35', '15']:pred [38.117786 19.190212 22.       35.       18.057579]
sedan2door_-17_45_-4_48_15_20_70_420:gt ['-17', '45', '-4', '48', '15']:pred [21.04346  41.5523    4.       48.       15.367006]
sedan2door_-50_23_-4_48_46_50_30_420:gt ['-50', '23', '-4', '48', '46']:pred [39.92528 23.       4.      48.      46.     ]
sedan4door_-17_45_-36_10_46_140_70_420:gt ['-17', '45', '-36', '10', '46']:pred [43.43548  30.28184  36.       18.382675 43.998684]
hatchback_-30_15_-36_35_46_50_30_420:gt ['-30', '15', '-36', '35', '46']:pred [47.20804 15.      42.66453 35.      46.     ]
hybrid_-17_45_-22_10_15_50_70_420:gt ['-17', '45', '-22', '10', '15']:pred [26.926004 22.884666 22.       10.        9.206565]
hybrid_-50_23_-36_10_15_140_70_420:gt ['-50', '23', '-36', '10', '15']:pred [21.774244 12.374    36.       10.       19.275684]
sedan2door_-50_45_-22_48_28_230_70_420:gt ['-50', '45', '-22', '48', '28']:pred [37.62599  45.633926 22.       48.       34.596832]
sedan4door_-17_45_-4_48_46_230_70_420:gt ['-17', '45', '-4', '48', '46']:pred [18.30537  50.123573 15.523884 49.69001  51.37673 ]
hybrid_-50_23_-4_35_46_20_70_420:gt ['-50', '23', '-4', '35', '46']:pred [37.974316 20.610712  4.       35.       34.61089 ]
hybrid_-17_45_-36_48_46_50_30_420:gt ['-17', '45', '-36', '48', '46']:pred [35.7321 45.     36.     48.     46.    ]
sedan2door_-17_23_-22_48_46_50_70_420:gt ['-17', '23', '-22', '48', '46']:pred [38.340065 12.343795 22.       48.       16.037338]
hatchback_-30_23_-4_35_15_140_70_420:gt ['-30', '23', '-4', '35', '15']:pred [31.533867 12.022901  4.       29.106386 30.564072]
suv_-50_15_-22_35_28_140_30_420:gt ['-50', '15', '-22', '35', '28']:pred [50.       14.179495 22.       22.338648 14.621255]
hybrid_-17_23_-4_10_28_20_30_420:gt ['-17', '23', '-4', '10', '28']:pred [25.832254 23.        4.       10.       17.240307]
hatchback_-50_15_-4_35_28_50_70_420:gt ['-50', '15', '-4', '35', '28']:pred [30.708435 13.352108 23.54956  33.564453 15.486492]
sedan4door_-50_23_-36_48_15_230_30_420:gt ['-50', '23', '-36', '48', '15']:pred [50.       21.089138 36.       45.737663 24.650585]
suv_-17_23_-4_48_15_230_70_420:gt ['-17', '23', '-4', '48', '15']:pred [21.01568  34.76033  17.847374 43.988903 21.687193]
hybrid_-17_23_-4_10_46_50_30_420:gt ['-17', '23', '-4', '10', '46']:pred [33.89914 23.       4.      10.      46.     ]
hybrid_-50_23_-36_10_46_140_30_420:gt ['-50', '23', '-36', '10', '46']:pred [50.       20.917744 36.       10.       12.653279]
sedan2door_-30_23_-22_48_46_20_30_420:gt ['-30', '23', '-22', '48', '46']:pred [31.717665 23.       22.       48.       15.059381]
sedan2door_-30_45_-4_48_28_20_70_420:gt ['-30', '45', '-4', '48', '28']:pred [33.756943 44.300762  4.       48.       25.57152 ]
sedan4door_-17_45_-36_35_46_50_70_420:gt ['-17', '45', '-36', '35', '46']:pred [41.152493 41.900707 37.507053 32.378963  6.969645]
sedan4door_-30_15_-22_48_28_230_70_420:gt ['-30', '15', '-22', '48', '28']:pred [37.744247 12.109139 30.091839 50.3168   28.715948]
suv_-50_15_-22_10_46_230_70_420:gt ['-50', '15', '-22', '10', '46']:pred [40.630188 10.875089 32.745445 19.58899  39.718372]
sedan4door_-30_23_-22_48_46_140_30_420:gt ['-30', '23', '-22', '48', '46']:pred [30.       20.147999 22.       31.007456 12.270368]
hatchback_-50_15_-4_10_46_140_70_420:gt ['-50', '15', '-4', '10', '46']:pred [21.913265  8.991841  4.       15.345624 54.48568 ]
suv_-17_45_-4_48_15_20_30_420:gt ['-17', '45', '-4', '48', '15']:pred [21.730562  45.         5.5693746 48.        15.463077 ]
sedan2door_-50_45_-22_35_28_50_70_420:gt ['-50', '45', '-22', '35', '28']:pred [32.657654 35.51761  22.       35.       14.943658]
suv_-50_23_-4_48_15_140_30_420:gt ['-50', '23', '-4', '48', '15']:pred [50.       26.912111  4.       25.82927  15.050715]
suv_-17_45_-22_35_28_230_30_420:gt ['-17', '45', '-22', '35', '28']:pred [17.       45.202908 22.       38.533722 26.947506]
sedan2door_-17_15_-36_35_15_230_70_420:gt ['-17', '15', '-36', '35', '15']:pred [23.199863  6.892361 36.       35.       10.386813]
sedan2door_-17_23_-22_10_28_140_30_420:gt ['-17', '23', '-22', '10', '28']:pred [17.       15.886788 22.       10.        7.727875]
hybrid_-50_15_-22_35_28_20_70_420:gt ['-50', '15', '-22', '35', '28']:pred [34.537415 14.318184 22.       35.       27.030804]
hatchback_-50_23_-36_48_28_230_30_420:gt ['-50', '23', '-36', '48', '28']:pred [50.      11.33176 36.      34.73005 33.68533]
sedan4door_-30_23_-4_10_46_20_70_420:gt ['-30', '23', '-4', '10', '46']:pred [39.13052  19.080448  7.171722 10.       27.323969]
hybrid_-30_23_-4_48_28_230_30_420:gt ['-30', '23', '-4', '48', '28']:pred [30.        8.929761  4.       48.       25.304197]
hybrid_-17_23_-36_48_46_230_70_420:gt ['-17', '23', '-36', '48', '46']:pred [24.162338 10.136302 36.       48.       42.12212 ]
hatchback_-50_23_-36_48_15_140_30_420:gt ['-50', '23', '-36', '48', '15']:pred [50.       27.085953 36.       32.943924 17.447575]
hatchback_-30_23_-4_48_46_140_30_420:gt ['-30', '23', '-4', '48', '46']:pred [30.       23.435915  4.       32.57747  19.601007]
suv_-30_15_-36_48_46_50_30_420:gt ['-30', '15', '-36', '48', '46']:pred [39.32479 15.      45.77893 48.      46.     ]
sedan4door_-50_23_-36_48_46_50_70_420:gt ['-50', '23', '-36', '48', '46']:pred [39.768314 47.234085 41.277515 39.442966  8.998377]
sedan2door_-30_15_-36_10_46_50_70_420:gt ['-30', '15', '-36', '10', '46']:pred [44.359737 16.074652 36.       10.       16.507189]
sedan2door_-17_23_-4_35_15_20_30_420:gt ['-17', '23', '-4', '35', '15']:pred [15.252162 23.        4.       35.        9.965251]
sedan4door_-17_45_-22_35_28_20_30_420:gt ['-17', '45', '-22', '35', '28']:pred [27.343046 45.       21.995071 35.       17.383383]
suv_-30_15_-4_48_15_50_30_420:gt ['-30', '15', '-4', '48', '15']:pred [26.775784 15.       13.094566 48.       15.      ]
sedan2door_-50_15_-22_35_28_50_30_420:gt ['-50', '15', '-22', '35', '28']:pred [37.23318 15.      22.      35.      28.     ]
sedan4door_-50_23_-22_35_28_20_70_420:gt ['-50', '23', '-22', '35', '28']:pred [42.595325 31.726738 15.135061 38.54021  17.17302 ]
sedan2door_-50_15_-4_10_15_50_30_420:gt ['-50', '15', '-4', '10', '15']:pred [36.522697 15.        4.       10.       15.      ]
sedan2door_-50_15_-36_35_15_20_70_420:gt ['-50', '15', '-36', '35', '15']:pred [38.883656 19.261675 36.       35.       18.408644]
suv_-30_23_-4_10_15_140_70_420:gt ['-30', '23', '-4', '10', '15']:pred [28.451889   7.3649936  4.        19.804983  24.008812 ]
hybrid_-50_45_-4_10_15_20_70_420:gt ['-50', '45', '-4', '10', '15']:pred [34.86636  24.781603  4.       10.       13.349074]
sedan4door_-30_45_-4_35_46_230_30_420:gt ['-30', '45', '-4', '35', '46']:pred [30.       55.486633  4.       47.11791  51.935925]
sedan4door_-17_45_-4_35_28_50_30_420:gt ['-17', '45', '-4', '35', '28']:pred [34.375813 45.       11.161573 35.       28.      ]
suv_-17_45_-36_48_15_50_30_420:gt ['-17', '45', '-36', '48', '15']:pred [32.846195 45.       36.08129  48.       18.153421]
suv_-30_45_-36_48_15_50_30_420:gt ['-30', '45', '-36', '48', '15']:pred [38.71057 45.      37.18291 48.      15.     ]
sedan4door_-30_45_-36_10_15_50_30_420:gt ['-30', '45', '-36', '10', '15']:pred [41.236065 45.       34.825733 10.       15.      ]
hatchback_-30_45_-4_48_15_20_30_420:gt ['-30', '45', '-4', '48', '15']:pred [42.660625 45.        8.093656 48.       20.194546]
hybrid_-17_45_-22_35_46_230_30_420:gt ['-17', '45', '-22', '35', '46']:pred [17.       41.485523 22.       35.       44.993767]
hybrid_-17_23_-36_10_46_230_70_420:gt ['-17', '23', '-36', '10', '46']:pred [24.834606 10.036913 36.       10.       41.573463]
sedan2door_-50_45_-22_35_28_230_70_420:gt ['-50', '45', '-22', '35', '28']:pred [37.539997 45.290546 22.       35.       34.36412 ]
hatchback_-17_23_-36_35_46_230_30_420:gt ['-17', '23', '-36', '35', '46']:pred [17.        8.413044 36.       26.907734 44.02338 ]
hatchback_-17_23_-4_35_15_50_70_420:gt ['-17', '23', '-4', '35', '15']:pred [26.62073  11.272034 10.395107 39.279633 13.464634]
sedan2door_-17_23_-36_10_28_20_70_420:gt ['-17', '23', '-36', '10', '28']:pred [18.277063 28.2486   36.       10.       33.00715 ]
sedan2door_-17_23_-36_48_15_230_30_420:gt ['-17', '23', '-36', '48', '15']:pred [17.       18.600086 36.       48.       12.58228 ]
suv_-50_15_-36_35_28_230_30_420:gt ['-50', '15', '-36', '35', '28']:pred [50.        7.903337 36.       27.301039 25.614946]
suv_-17_15_-22_48_15_140_70_420:gt ['-17', '15', '-22', '48', '15']:pred [40.38508  13.688449 22.       36.608147 28.469337]
sedan2door_-30_15_-22_35_46_50_30_420:gt ['-30', '15', '-22', '35', '46']:pred [45.48406 15.      22.      35.      46.     ]
sedan4door_-50_15_-4_35_46_20_30_420:gt ['-50', '15', '-4', '35', '46']:pred [43.94788  15.        5.630824 35.       14.763935]
hatchback_-17_45_-36_10_15_50_30_420:gt ['-17', '45', '-36', '10', '15']:pred [45.897217 45.       32.64143  10.       15.      ]
hybrid_-17_45_-22_10_28_140_30_420:gt ['-17', '45', '-22', '10', '28']:pred [17.       37.543686 22.       10.       28.      ]
sedan2door_-50_23_-4_48_28_20_30_420:gt ['-50', '23', '-4', '48', '28']:pred [43.627686 23.        4.       48.        8.877346]
suv_-30_15_-36_10_28_140_70_420:gt ['-30', '15', '-36', '10', '28']:pred [36.543076  7.651899 36.       12.000077 43.59429 ]
hybrid_-50_15_-4_35_46_50_70_420:gt ['-50', '15', '-4', '35', '46']:pred [19.579256 21.702662  4.       35.       29.722923]
suv_-50_23_-4_35_15_230_70_420:gt ['-50', '23', '-4', '35', '15']:pred [37.70435  40.516514 16.975637 37.28192  20.670958]
hatchback_-17_15_-36_35_28_50_30_420:gt ['-17', '15', '-36', '35', '28']:pred [45.470715 15.       35.513477 35.       28.      ]
hatchback_-50_23_-36_10_28_230_30_420:gt ['-50', '23', '-36', '10', '28']:pred [50.       10.667939 36.        8.493651 32.506653]
hybrid_-30_45_-22_10_15_20_30_420:gt ['-30', '45', '-22', '10', '15']:pred [43.87242  45.       22.       10.       12.371133]
suv_-30_23_-36_48_28_140_30_420:gt ['-30', '23', '-36', '48', '28']:pred [30.       26.685873 36.       24.567818 12.556454]
sedan2door_-17_23_-4_10_15_140_30_420:gt ['-17', '23', '-4', '10', '15']:pred [17.        17.00822    4.        10.         7.2042336]
sedan4door_-30_45_-4_35_15_230_30_420:gt ['-30', '45', '-4', '35', '15']:pred [30.       54.854805  4.       40.79919  19.750458]
suv_-17_23_-22_10_15_230_70_420:gt ['-17', '23', '-22', '10', '15']:pred [22.375446 21.913029 32.517765 18.803463 20.780441]
hybrid_-50_23_-4_35_46_230_70_420:gt ['-50', '23', '-4', '35', '46']:pred [35.889267 12.132417  4.       35.       37.182625]
sedan4door_-50_23_-36_10_28_140_30_420:gt ['-50', '23', '-36', '10', '28']:pred [50.       18.021442 36.       16.860815 10.615437]
hybrid_-50_23_-22_35_46_20_70_420:gt ['-50', '23', '-22', '35', '46']:pred [37.56414  20.764133 22.       35.       34.89987 ]
sedan4door_-17_23_-36_48_28_230_70_420:gt ['-17', '23', '-36', '48', '28']:pred [20.578236 25.81869  38.01413  50.384727 32.07057 ]
sedan4door_-30_23_-4_10_46_230_30_420:gt ['-30', '23', '-4', '10', '46']:pred [30.       26.2371    4.       25.990772 51.83164 ]
hybrid_-30_15_-36_35_28_140_70_420:gt ['-30', '15', '-36', '35', '28']:pred [33.109543  4.550206 36.       35.       38.448162]
sedan2door_-17_45_-22_10_28_140_70_420:gt ['-17', '45', '-22', '10', '28']:pred [31.4407   29.51509  22.       10.       46.621864]
sedan2door_-50_15_-22_10_15_50_30_420:gt ['-50', '15', '-22', '10', '15']:pred [36.51707 15.      22.      10.      15.     ]
sedan4door_-50_15_-22_35_46_20_70_420:gt ['-50', '15', '-22', '35', '46']:pred [39.734066 23.972876 14.91201  37.17117  35.55596 ]
hatchback_-17_45_-36_35_15_230_30_420:gt ['-17', '45', '-36', '35', '15']:pred [17.       39.03723  36.       35.055767 13.379967]
sedan2door_-50_45_-36_48_46_50_30_420:gt ['-50', '45', '-36', '48', '46']:pred [41.24286 45.      36.      48.      46.     ]
sedan4door_-30_45_-22_10_46_20_30_420:gt ['-30', '45', '-22', '10', '46']:pred [41.48867  45.       31.14579  10.       16.726887]
hatchback_-30_23_-4_10_46_140_30_420:gt ['-30', '23', '-4', '10', '46']:pred [30.       20.43802   4.       16.411194 23.779589]
sedan4door_-50_15_-4_10_46_20_70_420:gt ['-50', '15', '-4', '10', '46']:pred [40.253788  13.7190895  9.121963  32.955673  29.42109  ]
hybrid_-50_45_-36_48_46_50_30_420:gt ['-50', '45', '-36', '48', '46']:pred [39.452206 45.       36.       48.       46.      ]
sedan2door_-17_45_-36_35_15_230_30_420:gt ['-17', '45', '-36', '35', '15']:pred [17.       51.391968 36.       35.       13.430581]
suv_-17_23_-36_48_28_230_30_420:gt ['-17', '23', '-36', '48', '28']:pred [17.       14.123941 36.       40.947983 22.099583]
