suv_-40_20_-20_20_40_240_80_400:gt ['-40', '20', '-20', '20', '40']:pred [21.484638 23.551023 21.614264 24.023294 22.71466 ]
hatchback_0_20_-40_0_0_80_80_400:gt ['0', '20', '-40', '0', '0']:pred [23.325474 22.734045 22.539898 23.661507 19.051796]
hybrid_0_0_0_0_40_0_80_400:gt ['0', '0', '0', '0', '40']:pred [16.475777 17.829895  0.        0.       21.955214]
hatchback_-40_20_-20_40_0_80_60_450:gt ['-40', '20', '-20', '40', '0']:pred [24.089165 21.2235   21.401575 21.98911  21.275253]
sedan2door_-40_20_0_20_40_160_60_400:gt ['-40', '20', '0', '20', '40']:pred [19.170603 15.89481   0.       19.566984 20.664158]
sedan2door_0_40_0_0_40_320_20_450:gt ['0', '40', '0', '0', '40']:pred [14.968759 40.        0.        0.       18.31678 ]
hatchback_-20_0_-20_0_20_160_40_400:gt ['-20', '0', '-20', '0', '20']:pred [20.       18.119429 20.       18.756174 19.097618]
hybrid_0_20_-20_40_40_0_60_450:gt ['0', '20', '-20', '40', '40']:pred [15.660358 23.058355 20.21565  40.       20.556482]
sedan4door_-40_40_0_20_20_240_40_400:gt ['-40', '40', '0', '20', '20']:pred [40.       21.806906  0.       22.506521 21.663431]
sedan2door_-40_0_-20_40_20_240_80_450:gt ['-40', '0', '-20', '40', '20']:pred [21.198685 18.421024 20.       18.168566 19.312855]
sedan2door_0_20_-20_40_0_80_60_400:gt ['0', '20', '-20', '40', '0']:pred [17.85552  16.997515 20.       40.       17.99737 ]
hybrid_-40_20_-20_40_20_160_20_400:gt ['-40', '20', '-20', '40', '20']:pred [40.       17.154219 20.       40.       20.      ]
sedan4door_0_0_-20_20_40_80_20_450:gt ['0', '0', '-20', '20', '40']:pred [18.183052  0.       20.397255 20.       40.      ]
hybrid_-40_0_-20_0_20_80_20_400:gt ['-40', '0', '-20', '0', '20']:pred [24.64176  0.      20.       0.      20.     ]
sedan2door_-20_40_-40_40_20_240_20_450:gt ['-20', '40', '-40', '40', '20']:pred [20.       21.969788 40.       40.       20.868866]
sedan4door_-20_20_-20_20_20_0_20_400:gt ['-20', '20', '-20', '20', '20']:pred [18.167927 20.       18.577627 20.       20.      ]
suv_-20_20_-20_0_20_160_40_400:gt ['-20', '20', '-20', '0', '20']:pred [20.       19.106369 20.       19.828074 20.15769 ]
hatchback_-40_40_-20_40_20_320_80_400:gt ['-40', '40', '-20', '40', '20']:pred [26.036526 23.460106 23.626883 24.293951 22.762794]
hybrid_-40_0_-20_20_40_320_20_400:gt ['-40', '0', '-20', '20', '40']:pred [21.380316  0.       19.896683 20.       19.874317]
hatchback_-40_20_0_40_0_80_20_400:gt ['-40', '20', '0', '40', '0']:pred [25.114416 20.       22.005287 40.        0.      ]
hatchback_-20_40_-40_40_0_160_40_400:gt ['-20', '40', '-40', '40', '0']:pred [20.       23.285511 40.       21.169523 21.39098 ]
sedan2door_-20_40_-40_40_20_0_60_450:gt ['-20', '40', '-40', '40', '20']:pred [21.002605 21.911173 18.413603 40.       19.848429]
suv_-40_0_-40_20_0_320_40_450:gt ['-40', '0', '-40', '20', '0']:pred [26.682175  0.       21.821707 20.       19.873922]
sedan4door_0_0_-40_0_0_240_20_450:gt ['0', '0', '-40', '0', '0']:pred [ 0.       19.967957 40.       20.64246  18.903254]
sedan2door_0_20_-40_40_40_0_20_400:gt ['0', '20', '-40', '40', '40']:pred [16.439173 20.       40.       40.       40.      ]
sedan2door_-40_20_-20_40_20_320_20_450:gt ['-40', '20', '-20', '40', '20']:pred [22.469723 20.       18.853132 40.       19.5842  ]
sedan4door_-20_0_0_0_40_240_80_400:gt ['-20', '0', '0', '0', '40']:pred [16.214779 16.149086 17.058365 18.015491 19.409348]
sedan2door_-20_40_0_0_0_160_80_400:gt ['-20', '40', '0', '0', '0']:pred [23.220161 21.993773  0.       22.982214 20.514421]
sedan2door_0_40_-20_0_20_240_80_450:gt ['0', '40', '-20', '0', '20']:pred [20.961763 20.347286 20.       18.16002  20.778383]
sedan4door_-20_0_-20_40_0_320_80_400:gt ['-20', '0', '-20', '40', '0']:pred [19.094984 19.577105 21.159515 20.949108 20.470003]
sedan2door_-40_20_0_0_40_320_60_400:gt ['-40', '20', '0', '0', '40']:pred [22.794281 22.51002  16.558691  0.       23.101486]
hatchback_-20_0_-20_20_20_80_40_400:gt ['-20', '0', '-20', '20', '20']:pred [21.011393 24.102486 20.291162 20.       20.      ]
sedan4door_0_0_0_0_40_80_80_400:gt ['0', '0', '0', '0', '40']:pred [17.42788  16.380075 19.230064 18.378614 40.      ]
hatchback_0_0_0_20_40_320_20_450:gt ['0', '0', '0', '20', '40']:pred [15.170697  0.       21.004986 20.       18.011574]
sedan4door_-20_0_-40_20_40_160_60_400:gt ['-20', '0', '-40', '20', '40']:pred [17.83889  16.709503 40.       20.015924 19.000944]
hatchback_0_40_-20_0_40_80_80_400:gt ['0', '40', '-20', '0', '40']:pred [22.841084 24.530584 25.977915 21.528252 21.762468]
hatchback_0_40_-20_40_20_80_80_450:gt ['0', '40', '-20', '40', '20']:pred [20.288124 22.983822 22.326311 20.373043 20.      ]
hybrid_0_40_-40_0_20_80_80_450:gt ['0', '40', '-40', '0', '20']:pred [18.908432 19.349527 40.        0.       20.      ]
sedan2door_-40_40_-40_0_20_80_40_400:gt ['-40', '40', '-40', '0', '20']:pred [24.770128 24.966274 40.        0.       20.      ]
suv_0_20_0_40_40_80_80_450:gt ['0', '20', '0', '40', '40']:pred [17.091135 19.807596 21.815817 22.17265  40.      ]
suv_-40_0_0_40_40_320_80_450:gt ['-40', '0', '0', '40', '40']:pred [20.44419  23.08154  18.865015 22.249846 20.543772]
suv_-40_20_-20_40_20_0_80_450:gt ['-40', '20', '-20', '40', '20']:pred [22.679379 21.362478 21.207106 25.903524 19.957397]
sedan2door_-40_40_0_40_40_0_80_450:gt ['-40', '40', '0', '40', '40']:pred [25.319212 22.404102 21.615513 40.       23.535866]
hatchback_-20_0_-40_40_40_240_40_400:gt ['-20', '0', '-40', '40', '40']:pred [20.       18.698069 40.       20.509972 20.0038  ]
hatchback_-20_0_-40_40_20_240_40_450:gt ['-20', '0', '-40', '40', '20']:pred [20.       16.972525 40.       21.382435 17.768969]
suv_0_20_-40_40_40_0_20_450:gt ['0', '20', '-40', '40', '40']:pred [19.174717 20.       23.09714  40.       40.      ]
suv_-40_40_-20_20_20_160_80_450:gt ['-40', '40', '-20', '20', '20']:pred [23.756678 23.0007   23.946796 22.212292 22.061293]
sedan4door_-20_0_-40_0_20_320_20_400:gt ['-20', '0', '-40', '0', '20']:pred [21.270784  0.       24.1487    0.       20.641699]
hatchback_-40_40_-20_40_20_320_40_450:gt ['-40', '40', '-20', '40', '20']:pred [26.025585 40.       22.983479 40.       18.599926]
hybrid_0_40_0_20_0_160_40_450:gt ['0', '40', '0', '20', '0']:pred [ 0.       21.15494   0.       20.       18.365856]
suv_-20_40_-40_40_40_320_20_400:gt ['-20', '40', '-40', '40', '40']:pred [24.784758 40.       20.62296  40.       20.920223]
sedan2door_-20_20_-20_40_0_240_40_400:gt ['-20', '20', '-20', '40', '0']:pred [20.       18.838232 20.       40.       17.753313]
suv_-40_0_0_40_20_320_80_450:gt ['-40', '0', '0', '40', '20']:pred [20.298843 21.20976  17.614948 22.344353 18.333199]
sedan4door_-20_20_0_40_20_160_20_450:gt ['-20', '20', '0', '40', '20']:pred [20.       19.206541  0.       20.16362  20.      ]
suv_-20_20_-40_0_0_160_20_400:gt ['-20', '20', '-40', '0', '0']:pred [20.       19.673817 40.       21.020344  0.      ]
suv_0_0_-20_40_0_160_40_400:gt ['0', '0', '-20', '40', '0']:pred [ 0.       19.890463 20.       20.259684 20.538113]
sedan2door_-40_40_-40_40_40_80_60_400:gt ['-40', '40', '-40', '40', '40']:pred [25.762619 23.333994 17.90071  40.       23.268896]
hybrid_-20_20_-20_0_20_160_80_450:gt ['-20', '20', '-20', '0', '20']:pred [18.253666 18.124704 20.       21.1745   19.83208 ]
sedan2door_-20_0_-20_0_20_0_80_400:gt ['-20', '0', '-20', '0', '20']:pred [18.813292 19.969313 20.        0.       20.69092 ]
hybrid_-20_0_-40_40_20_240_60_450:gt ['-20', '0', '-40', '40', '20']:pred [18.617893 14.653911 40.       19.963345 17.152958]
hybrid_-20_0_-40_20_40_80_80_400:gt ['-20', '0', '-40', '20', '40']:pred [20.696362 20.876766 40.       20.       40.      ]
suv_-40_40_-40_40_20_80_80_400:gt ['-40', '40', '-40', '40', '20']:pred [27.611519 27.877703 22.76122  25.700068 28.192917]
suv_-40_40_-20_40_40_80_80_450:gt ['-40', '40', '-20', '40', '40']:pred [23.117998 23.897411 21.717602 23.802345 40.      ]
hatchback_-20_40_-40_0_20_240_60_400:gt ['-20', '40', '-40', '0', '20']:pred [21.102924 22.271965 27.834274 21.269032 23.69743 ]
suv_-40_20_-40_20_0_320_60_450:gt ['-40', '20', '-40', '20', '0']:pred [28.261517 26.48672  22.646776 28.356337 18.064428]
sedan2door_-20_40_0_0_40_160_40_450:gt ['-20', '40', '0', '0', '40']:pred [20.       22.355227  0.        0.       21.153257]
hatchback_-40_0_-40_40_40_240_60_450:gt ['-40', '0', '-40', '40', '40']:pred [25.306284 18.637835 25.408264 21.627556 19.960993]
suv_-20_20_-40_40_0_320_20_450:gt ['-20', '20', '-40', '40', '0']:pred [20.720865 20.       20.971945 40.       17.923828]
sedan2door_-40_40_-40_40_40_320_60_400:gt ['-40', '40', '-40', '40', '40']:pred [24.282635 23.619217 16.865236 40.       24.22501 ]
suv_0_20_-40_40_20_320_40_450:gt ['0', '20', '-40', '40', '20']:pred [18.119917 20.       22.59119  40.       18.767157]
hybrid_-20_20_-20_40_20_320_60_450:gt ['-20', '20', '-20', '40', '20']:pred [21.280884 22.425129 19.455332 40.       18.777824]
hatchback_-20_0_-40_0_40_160_80_400:gt ['-20', '0', '-40', '0', '40']:pred [23.059444 19.502113 26.58138  20.924753 21.473303]
suv_-40_0_0_0_40_0_40_400:gt ['-40', '0', '0', '0', '40']:pred [27.49305   0.       17.263126  0.       21.789312]
hybrid_-40_20_0_20_40_320_20_450:gt ['-40', '20', '0', '20', '40']:pred [20.672678 20.       21.057142 20.       17.828587]
suv_-20_20_-20_0_20_80_80_450:gt ['-20', '20', '-20', '0', '20']:pred [16.746452 20.06906  22.286268 22.643053 20.      ]
sedan2door_-40_40_0_0_20_80_60_450:gt ['-40', '40', '0', '0', '20']:pred [21.83875  19.84076  16.800232  0.       21.439682]
sedan4door_0_40_0_0_40_0_40_450:gt ['0', '40', '0', '0', '40']:pred [15.462903 40.       17.107676  0.       17.835243]
hybrid_-20_0_-20_0_0_80_20_450:gt ['-20', '0', '-20', '0', '0']:pred [18.844456  0.       20.        0.        0.      ]
hatchback_-40_40_-40_20_40_0_40_450:gt ['-40', '40', '-40', '20', '40']:pred [25.617033 40.       24.347918 20.       24.762005]
suv_-40_0_-20_0_20_0_80_400:gt ['-40', '0', '-20', '0', '20']:pred [17.4765   18.45845  20.98101   0.       20.548912]
suv_0_40_-40_20_40_0_40_400:gt ['0', '40', '-40', '20', '40']:pred [20.523144 40.       19.035189 20.       20.04828 ]
sedan4door_-20_0_-20_0_20_0_60_450:gt ['-20', '0', '-20', '0', '20']:pred [14.266    21.375437 19.091051  0.       17.580729]
hybrid_0_40_-40_0_40_80_60_450:gt ['0', '40', '-40', '0', '40']:pred [16.574984 18.140215 40.        0.       17.077158]
sedan2door_-40_40_-20_40_20_80_60_450:gt ['-40', '40', '-20', '40', '20']:pred [21.801714 19.695496 17.059929 40.       21.783302]
hybrid_-40_20_0_0_20_160_40_450:gt ['-40', '20', '0', '0', '20']:pred [40.       20.189585  0.        0.       18.983917]
sedan4door_-20_40_-40_0_20_320_40_400:gt ['-20', '40', '-40', '0', '20']:pred [26.635355 40.       22.36976   0.       19.626831]
hatchback_-20_20_-20_40_20_240_60_400:gt ['-20', '20', '-20', '40', '20']:pred [23.89106  21.240955 26.356533 23.412392 24.887611]
suv_0_20_-20_0_20_240_20_400:gt ['0', '20', '-20', '0', '20']:pred [ 0.       20.767757 20.       21.031511 23.457937]
hatchback_-40_40_0_40_20_240_60_450:gt ['-40', '40', '0', '40', '20']:pred [25.611603 19.181057  0.       21.199299 20.939566]
sedan4door_0_20_-40_0_0_240_40_400:gt ['0', '20', '-40', '0', '0']:pred [ 0.       18.980042 40.       19.267794 22.40581 ]
sedan2door_0_0_-20_0_20_160_80_450:gt ['0', '0', '-20', '0', '20']:pred [17.159893 15.114741 20.       16.364697 18.655104]
sedan4door_-20_0_-40_20_20_160_20_400:gt ['-20', '0', '-40', '20', '20']:pred [20.       16.389788 40.       21.202986 20.      ]
suv_-40_0_0_40_20_80_60_400:gt ['-40', '0', '0', '40', '20']:pred [23.75454  21.689808 18.433752 25.103802 24.178738]
hybrid_-40_20_0_20_20_0_20_450:gt ['-40', '20', '0', '20', '20']:pred [22.190401 20.        0.       20.       20.      ]
hybrid_-40_40_0_0_0_0_60_450:gt ['-40', '40', '0', '0', '0']:pred [22.52267  23.099653 19.454988  0.       17.730213]
hybrid_-40_40_-20_0_0_240_60_400:gt ['-40', '40', '-20', '0', '0']:pred [19.53147  22.770025 20.       22.297743 19.215996]
sedan2door_-20_20_-40_40_40_0_60_450:gt ['-20', '20', '-40', '40', '40']:pred [20.265697 22.242735 18.414982 40.       20.447517]
hybrid_-20_0_-40_20_20_320_40_400:gt ['-20', '0', '-40', '20', '20']:pred [17.90111   0.       40.       20.       19.508297]
hybrid_0_20_0_0_20_160_80_400:gt ['0', '20', '0', '0', '20']:pred [17.04736 18.33388  0.      23.54163 19.81529]
hybrid_-20_20_-20_20_20_320_20_450:gt ['-20', '20', '-20', '20', '20']:pred [16.278517 20.       23.156025 20.       18.073715]
sedan2door_-20_40_0_0_20_320_20_400:gt ['-20', '40', '0', '0', '20']:pred [18.582634 40.       20.275455  0.       20.4298  ]
suv_-20_0_0_40_0_0_20_450:gt ['-20', '0', '0', '40', '0']:pred [17.317398  0.       18.966366 40.        0.      ]
suv_-20_0_-40_40_40_240_60_400:gt ['-20', '0', '-40', '40', '40']:pred [22.721003 23.42053  28.581886 24.374023 26.692167]
hybrid_-20_20_0_40_0_80_40_400:gt ['-20', '20', '0', '40', '0']:pred [19.041067 20.274754  0.       40.        0.      ]
suv_-40_0_0_20_40_160_80_450:gt ['-40', '0', '0', '20', '40']:pred [21.516953 19.21721   0.       21.420444 22.187391]
suv_-40_40_-40_40_40_0_20_400:gt ['-40', '40', '-40', '40', '40']:pred [25.33596  40.       20.863756 40.       40.      ]
sedan2door_-20_20_-40_40_0_320_20_400:gt ['-20', '20', '-40', '40', '0']:pred [16.011026 20.       20.574766 40.       20.82929 ]
sedan2door_-20_40_-40_20_20_160_40_450:gt ['-20', '40', '-40', '20', '20']:pred [20.       21.7461   40.       20.       20.531147]
suv_-20_20_-20_40_20_160_20_450:gt ['-20', '20', '-20', '40', '20']:pred [20.       20.828732 20.       20.85583  20.      ]
sedan2door_0_40_-40_0_40_160_80_450:gt ['0', '40', '-40', '0', '40']:pred [20.865282 20.395142 40.       20.957607 19.989468]
sedan2door_0_20_-20_40_20_80_20_450:gt ['0', '20', '-20', '40', '20']:pred [16.34351 20.      20.      40.      20.     ]
suv_-20_40_-40_0_20_240_20_450:gt ['-20', '40', '-40', '0', '20']:pred [20.       23.893883 40.       24.070242 23.495716]
suv_-40_20_0_20_0_320_80_400:gt ['-40', '20', '0', '20', '0']:pred [24.683624 25.698193 19.822538 24.728977 19.989552]
sedan4door_-20_20_0_0_20_80_40_400:gt ['-20', '20', '0', '0', '20']:pred [17.01929  19.996416 17.961319  0.       20.      ]
suv_0_40_0_20_20_320_20_400:gt ['0', '40', '0', '20', '20']:pred [17.375849 40.       17.612139 20.       19.43652 ]
hybrid_-20_40_-40_0_0_160_20_400:gt ['-20', '40', '-40', '0', '0']:pred [20.       21.168863 40.        0.        0.      ]
hybrid_0_40_-20_20_0_320_40_400:gt ['0', '40', '-20', '20', '0']:pred [14.477308 40.       20.       20.       14.635938]
hybrid_-40_0_-20_40_40_0_40_450:gt ['-40', '0', '-20', '40', '40']:pred [21.768843  0.       20.       40.       24.47523 ]
suv_-40_40_-40_40_0_240_80_400:gt ['-40', '40', '-40', '40', '0']:pred [27.903055 28.519117 21.50044  24.810581 22.214617]
sedan2door_0_0_0_20_40_80_60_400:gt ['0', '0', '0', '20', '40']:pred [17.944578 14.452728  0.       20.       17.833012]
sedan2door_-20_0_0_20_20_80_40_400:gt ['-20', '0', '0', '20', '20']:pred [19.464455 20.327671  0.       20.       20.      ]
hatchback_-40_40_-20_20_20_160_80_450:gt ['-40', '40', '-20', '20', '20']:pred [25.412704 21.463766 25.397911 23.491257 19.810995]
sedan2door_-40_40_-20_0_20_160_20_400:gt ['-40', '40', '-20', '0', '20']:pred [40.       21.450792 20.        0.       20.      ]
sedan2door_-20_20_-40_0_20_0_40_450:gt ['-20', '20', '-40', '0', '20']:pred [19.966225 20.       19.946644  0.       20.358337]
hatchback_-20_0_-20_20_20_240_20_450:gt ['-20', '0', '-20', '20', '20']:pred [20.       18.597435 20.       19.587488 18.309341]
sedan4door_-20_0_-20_20_0_80_80_450:gt ['-20', '0', '-20', '20', '0']:pred [19.716383 18.840958 22.739998 21.632427  0.      ]
sedan4door_-20_40_-40_40_40_80_60_450:gt ['-20', '40', '-40', '40', '40']:pred [18.92673  21.79254  20.415943 22.012207 20.92545 ]
hybrid_-40_20_0_0_20_0_60_450:gt ['-40', '20', '0', '0', '20']:pred [21.612217 24.335789 20.63956   0.       19.42877 ]
suv_0_40_-40_0_0_80_80_400:gt ['0', '40', '-40', '0', '0']:pred [23.22388  23.622202 24.144228 23.552282 24.55572 ]
sedan2door_-40_0_-40_20_0_240_60_400:gt ['-40', '0', '-40', '20', '0']:pred [15.36411  15.692843 40.       18.758116 16.839254]
hatchback_-20_40_-40_20_20_160_20_450:gt ['-20', '40', '-40', '20', '20']:pred [20.       21.445215 40.       19.05603  20.      ]
hatchback_-20_0_0_20_0_240_20_400:gt ['-20', '0', '0', '20', '0']:pred [20.       17.42732   0.       18.553448 17.373978]
hybrid_-40_20_-40_0_20_320_20_400:gt ['-40', '20', '-40', '0', '20']:pred [22.361113 20.       20.550606  0.       19.593729]
hybrid_-20_0_0_0_40_80_20_400:gt ['-20', '0', '0', '0', '40']:pred [18.824692  0.        0.        0.       40.      ]
hybrid_0_40_-40_20_0_160_80_400:gt ['0', '40', '-40', '20', '0']:pred [17.121502 18.698683 40.       22.03978  17.390087]
sedan4door_0_0_0_40_0_320_40_400:gt ['0', '0', '0', '40', '0']:pred [14.293907  0.       15.049299 40.       15.045331]
suv_-20_0_0_20_0_0_60_400:gt ['-20', '0', '0', '20', '0']:pred [15.748495 24.296421 16.250526 20.       16.872408]
hybrid_-20_20_0_20_0_0_40_400:gt ['-20', '20', '0', '20', '0']:pred [15.350046 20.       16.659273 20.       18.69142 ]
sedan4door_-40_20_0_0_20_240_40_400:gt ['-40', '20', '0', '0', '20']:pred [40.       19.011255  0.       20.44567  21.049145]
sedan2door_-20_20_0_0_20_0_60_400:gt ['-20', '20', '0', '0', '20']:pred [18.2561   21.004427 18.49299   0.       18.791164]
suv_-20_0_-40_20_20_320_40_450:gt ['-20', '0', '-40', '20', '20']:pred [23.328512  0.       23.626726 20.       20.336782]
sedan2door_-20_0_-40_20_0_0_40_400:gt ['-20', '0', '-40', '20', '0']:pred [17.020134  0.       17.06595  20.       18.566315]
suv_-20_20_0_40_40_240_60_400:gt ['-20', '20', '0', '40', '40']:pred [24.119102 24.645252  0.       24.108988 28.572948]
hatchback_-40_20_-20_0_20_320_20_400:gt ['-40', '20', '-20', '0', '20']:pred [26.527575 20.       24.510496  0.       21.975262]
suv_0_40_0_0_20_160_60_450:gt ['0', '40', '0', '0', '20']:pred [20.935635 20.625065  0.       20.312843 19.692766]
sedan2door_-20_40_0_0_40_0_60_400:gt ['-20', '40', '0', '0', '40']:pred [19.266993 24.70295  20.656467  0.       21.245152]
hybrid_0_0_-40_0_20_160_20_450:gt ['0', '0', '-40', '0', '20']:pred [ 0.       17.643192 40.        0.       20.      ]
suv_0_20_-40_20_0_240_80_450:gt ['0', '20', '-40', '20', '0']:pred [23.259056 22.097752 22.282635 20.292948 21.102142]
suv_-40_20_-40_20_20_160_20_400:gt ['-40', '20', '-40', '20', '20']:pred [40.       20.525608 40.       22.384289 20.      ]
sedan4door_-40_0_0_0_0_240_20_450:gt ['-40', '0', '0', '0', '0']:pred [40.       19.57341   0.       19.930944 18.5977  ]
sedan4door_-40_40_0_20_40_0_40_450:gt ['-40', '40', '0', '20', '40']:pred [24.753906 40.       21.226326 20.       21.284794]
suv_-20_40_-40_40_20_80_80_450:gt ['-20', '40', '-40', '40', '20']:pred [23.47169  24.43205  22.981304 24.547934 20.      ]
hatchback_-20_20_0_20_0_160_80_450:gt ['-20', '20', '0', '20', '0']:pred [21.061207 17.996956 22.48236  21.19891  18.56656 ]
hatchback_-20_40_-20_40_20_80_80_450:gt ['-20', '40', '-20', '40', '20']:pred [22.27976  23.426586 24.266125 22.072172 20.      ]
hatchback_0_0_-20_20_20_160_80_400:gt ['0', '0', '-20', '20', '20']:pred [21.116232 18.556154 27.439507 23.50247  21.09094 ]
hybrid_0_0_-20_20_20_160_40_450:gt ['0', '0', '-20', '20', '20']:pred [ 0.       17.001244 20.       20.       16.53568 ]
suv_-40_20_0_20_40_320_40_450:gt ['-40', '20', '0', '20', '40']:pred [27.079172 20.       19.07846  20.       19.987844]
hybrid_0_40_-40_0_40_80_60_450:gt ['0', '40', '-40', '0', '40']:pred [16.574984 18.140215 40.        0.       17.077158]
sedan4door_0_20_0_40_20_0_40_450:gt ['0', '20', '0', '40', '20']:pred [15.200409 20.       16.45755  40.       16.68246 ]
hybrid_0_20_-40_0_40_320_20_400:gt ['0', '20', '-40', '0', '40']:pred [13.833773 20.       18.73491   0.       19.476027]
suv_-40_0_-20_20_40_80_80_450:gt ['-40', '0', '-20', '20', '40']:pred [20.209066 19.017138 20.478882 21.974106 40.      ]
hybrid_-20_20_-20_0_20_320_80_400:gt ['-20', '20', '-20', '0', '20']:pred [19.543083 21.54117  22.66582   0.       19.281286]
suv_-20_20_-40_40_0_0_60_400:gt ['-20', '20', '-40', '40', '0']:pred [21.391558 25.445732 19.209545 40.       18.501049]
hybrid_-20_20_-40_0_40_320_20_450:gt ['-20', '20', '-40', '0', '40']:pred [16.879986 20.       22.70555   0.       19.66884 ]
hybrid_-20_20_-20_0_0_160_40_400:gt ['-20', '20', '-20', '0', '0']:pred [20.       18.506945 20.        0.       20.03443 ]
sedan4door_-20_0_-40_20_0_240_60_400:gt ['-20', '0', '-40', '20', '0']:pred [18.692991 18.03249  22.527939 20.33611  19.45139 ]
suv_-20_0_-20_0_20_160_60_400:gt ['-20', '0', '-20', '0', '20']:pred [17.700148 14.897565 20.       18.90896  20.22633 ]
sedan4door_-20_40_-20_20_40_160_60_400:gt ['-20', '40', '-20', '20', '40']:pred [19.45338  20.784115 20.       21.776958 19.676777]
sedan2door_-20_20_-20_40_0_0_20_450:gt ['-20', '20', '-20', '40', '0']:pred [18.121572 20.       20.       40.        0.      ]
sedan2door_-40_0_-20_40_40_240_20_450:gt ['-40', '0', '-20', '40', '40']:pred [40.       19.117897 20.       40.       20.178476]
sedan4door_0_0_0_20_20_160_20_450:gt ['0', '0', '0', '20', '20']:pred [ 0.       16.911518  0.       19.211468 20.      ]
hybrid_-40_40_-40_0_40_320_20_400:gt ['-40', '40', '-40', '0', '40']:pred [22.262405 40.       20.284508  0.       20.367191]
hybrid_-20_0_-20_0_0_320_80_400:gt ['-20', '0', '-20', '0', '0']:pred [15.9160795 18.566456  20.376108   0.        17.553448 ]
hybrid_0_0_-40_20_20_320_20_400:gt ['0', '0', '-40', '20', '20']:pred [15.140224  0.       19.16845  20.       19.863218]
hybrid_0_20_-20_40_20_240_80_400:gt ['0', '20', '-20', '40', '20']:pred [16.209774 18.034191 20.       20.486446 19.845879]
sedan2door_-20_0_-20_40_0_160_40_400:gt ['-20', '0', '-20', '40', '0']:pred [20.       17.172092 20.       40.       19.577053]
hybrid_0_20_0_0_0_80_40_450:gt ['0', '20', '0', '0', '0']:pred [18.889212 18.652155  0.        0.        0.      ]
sedan4door_-40_20_0_0_40_80_80_450:gt ['-40', '20', '0', '0', '40']:pred [21.376677 19.98164  22.006542 22.711632 40.      ]
suv_0_40_0_0_40_160_80_450:gt ['0', '40', '0', '0', '40']:pred [20.967789 20.531984  0.       23.252642 19.099646]
hatchback_-40_40_-40_40_40_320_80_400:gt ['-40', '40', '-40', '40', '40']:pred [25.583767 24.955177 23.403181 23.015358 24.940338]
sedan2door_-20_20_0_20_20_240_60_450:gt ['-20', '20', '0', '20', '20']:pred [21.537622 19.846832  0.       21.663084 18.427057]
hybrid_0_0_-40_20_40_160_80_450:gt ['0', '0', '-40', '20', '40']:pred [16.986732 14.818293 40.       18.202137 21.417324]
sedan4door_-20_40_0_20_0_240_40_400:gt ['-20', '40', '0', '20', '0']:pred [20.       21.269585  0.       20.08912  21.172451]
hatchback_0_20_0_20_20_160_80_400:gt ['0', '20', '0', '20', '20']:pred [20.689232 20.432056  0.       22.686262 20.246262]
sedan2door_-20_20_-40_40_40_0_40_400:gt ['-20', '20', '-40', '40', '40']:pred [17.970648 20.       16.5848   40.       22.053911]
hybrid_-40_0_-20_0_40_160_80_450:gt ['-40', '0', '-20', '0', '40']:pred [19.88975  15.802721 20.       18.778978 22.957872]
sedan4door_-20_40_0_20_40_0_40_400:gt ['-20', '40', '0', '20', '40']:pred [18.083076 40.       18.266556 20.       21.771904]
hybrid_-40_20_-40_20_0_240_40_450:gt ['-40', '20', '-40', '20', '0']:pred [40.       16.773043 40.       18.681532 15.543664]
hatchback_-20_40_-40_40_40_80_40_450:gt ['-20', '40', '-40', '40', '40']:pred [26.968563 24.464    22.409676 40.       40.      ]
suv_0_0_0_20_20_240_80_400:gt ['0', '0', '0', '20', '20']:pred [16.968706 21.506197 18.851849 19.302715 20.772804]
sedan2door_0_0_0_40_0_0_80_400:gt ['0', '0', '0', '40', '0']:pred [16.581024 17.685804  0.       40.       18.933382]
suv_-40_20_0_0_40_80_60_400:gt ['-40', '20', '0', '0', '40']:pred [23.87743  23.354286 18.406248  0.       24.048557]
suv_-20_20_-20_0_40_80_20_400:gt ['-20', '20', '-20', '0', '40']:pred [21.18863  20.       20.725492  0.       40.      ]
suv_-40_0_-20_40_20_240_40_450:gt ['-40', '0', '-20', '40', '20']:pred [40.       19.452013 20.       22.327602 20.003284]
suv_-20_0_0_40_40_160_80_400:gt ['-20', '0', '0', '40', '40']:pred [21.366556 20.463696  0.       24.926884 23.724768]
suv_-40_20_0_40_0_80_80_450:gt ['-40', '20', '0', '40', '0']:pred [20.733723 18.347778 19.208624 22.999676  0.      ]
hatchback_-20_0_-20_40_20_320_40_450:gt ['-20', '0', '-20', '40', '20']:pred [21.468264  0.       22.394495 40.       18.66132 ]
sedan4door_-20_20_-20_20_20_80_60_450:gt ['-20', '20', '-20', '20', '20']:pred [16.968609 18.229124 19.055573 21.149551 18.243166]
sedan2door_0_40_-20_40_20_320_40_400:gt ['0', '40', '-20', '40', '20']:pred [11.950923 40.       15.423513 40.       18.301249]
suv_-20_40_-20_20_0_0_40_400:gt ['-20', '40', '-20', '20', '0']:pred [18.26635  40.       15.21024  20.       16.929018]
suv_-40_40_-20_0_40_0_40_400:gt ['-40', '40', '-20', '0', '40']:pred [27.487185 40.       18.909073  0.       21.427523]
suv_-40_40_-40_20_20_0_60_450:gt ['-40', '40', '-40', '20', '20']:pred [28.391918 30.10565  22.740341 20.       25.036068]
